,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,wheel size,text,make / manufacturer,brake type,condition,electric assist,handlebar type,suspension,model name / number,size / dimensions,part type,paint color,year manufactured,serial number
1542,225.0,prescott,https://prescott.craigslist.org/bik/d/prescott-vintage-schwinn-bicycles/7464949885.html,2022-03-30 13:28,Vintage Schwinn Bicycles,3, other/unknown, cruiser, Unknown, 18 in,Vintage pair male/ female Schwinn bikes  539 S Montezuma  Prescott  Pick up, Schwinn,, good,,,,,,,,,
1543,150.0,prescott,https://prescott.craigslist.org/bik/d/prescott-valley-bikes-mongoose/7457642699.html,2022-03-13 05:23,2 bikes-mongoose- collegiate,16, other/unknown, other, unknown, other/unknown,"Zoom the pictures for details,size of tires etc", un, other/unknown, good, other, other/unknown, other/unknown, un,,,,, un
1544,1595.0,prescott,https://prescott.craigslist.org/bid/d/phoenix-bicycle-full-suspension-folding/7464181422.html,2022-03-28 16:10,E Bicycle Full Suspension Folding 750 Watt Electric eBike 48 Volt,20, aluminum, mountain,,,"COGEBIKES.COM  Compare this bike to the Sondor this is a better bike for less.Full suspension with Mag wheels.We have some go the best prices on pedal assist e bikes in the country.All with full warranty.We have many styles of e bikes available.Perfect for campers , pilots and rv,s with limited space.Folding fat tire bike.Hydraulic brakes.This has the newest technology with the 750 watt Bafang motor and removable lithium ion Samsung 48 volt 10.6 ah battery pack.Good for up to 1000 charges. 4 "" fat tires for all terrain riding.Sand , snow , gravel , mud etc.Lots of power to get up those hills with 5 different pedal assist modes.Average top speed 27 mph depending on rider weight.Will hold up to 275 lb rider.Average 60 miles on a single charge on level one assist. 20 "" rims.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1595.00 OTD. 623- 512-5431    Atala Aventon Babboe Batavus Bearcraft Benno Beone BH Bianchi Bixs blix BMC Boardman Bottechia Budnitz Bulls Butchers & Bicycles Buzz Bicycles BTN BPN Cannondale Canyon CIOCC Civia Colnago Commencal Corratec Cube Bikes Dawes Day6 DCO De Rosa Del Sol Devinci Diamondback Dolan Ecells Electra Electric Bike Company EVO EUNORAU Factory Falkenjagd Felt Focus Frey Fuji Gazelle Gepida GHOST-bikes Giant Gitane Haibike Haro Hasa Head Hilite HP Juiced Rambo Quit Kat FLX Velotechnik IDWorx KHS Kildemoes Kona La Pierre Liv Look M2S Ebikes Marin Merida Micargi Miyata Montague Motobecane Moustache Olmo Olympia Omnium Opus Orbea Peugeot Pinarello PlanetX Polygon Priority Bicycles Pure Cycles R&A Cycles R+E Cycles Rad Power Bikes Raleigh Raymon Ribble Ridley Riese & Müller Rocky Mountain Roux Ruff Cycles S.A.M.’s Bike Company Saracen Savadeck Scapin Schindelhauer s Schwinn SCO Scott Specialized Stevens Sondor Storck Stradalli Taurus Tern Trek Trinx Univega Upland Urban Arrow Urwahn Van Dessel Vilano Walleräng WHEELER Whyte Wilier Winora Yuba Zinn Cycles Electric-Bike E-Bike ebike e bike bicycle",, disc (hydraulic), new,,,,,,,,,
1545,1895.0,prescott,https://prescott.craigslist.org/bid/d/phoenix-bicycle-full-suspension-folding/7464177587.html,2022-03-28 16:01,E Bicycle Full Suspension Folding 750 Watt Electric eBike 48 Volt,22, aluminum, folding,,,"COGEBIKES.COM  We can ship for $125.00.This is the highest quality most powerful folding e bike on the market.Full suspension with Mag wheels.We have some go the best prices on pedal assist e bikes in the country.All with full warranty.We have many styles of e bikes available.Perfect for campers , pilots and rv,s with limited space.Folding fat tire bike.Hydraulic brakes.This has the newest technology with the 750 watt Bafang motor and removable lithium ion Samsung 48 volt 17.5 ah battery pack.Good for up to 1000 charges. 4 "" fat tires for all terrain riding.Sand , snow , gravel , mud etc.Lots of power to get up those hills with 5 different pedal assist modes.Average top speed 30 mph depending on rider weight.Will hold up to 275 lb rider.Average 60 miles on a single charge on level one assist. 20 "" rims.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1895.00 OTD. 623- 512-5431",, disc (hydraulic), new,,,,,,,,,
1546,1795.0,prescott,https://prescott.craigslist.org/bid/d/phoenix-bicycle-full-suspension-folding/7464176330.html,2022-03-28 15:57,E Bicycle Full Suspension Folding 750 Watt Electric eBike 48 Volt,19, aluminum, folding,,,"COGEBIKES.COM  We can ship for $125.00.High quality step through folding ebike.We have some of the best prices on pedal assist e bikes in the country.All with full warranty.We have many styles of e bikes available.Perfect for campers , pilots and rv,s with limited space.Folding fat tire bike.Available in grey or white.Hydraulic brakes.This has the newest technology with the 750 watt Bafang motor and removable lithium ion Samsung 48 volt 14 ah battery pack.Good for up to 1000 charges. 4 "" fat tires for all terrain riding.Sand , snow , gravel , mud etc.Lots of power to get up those hills with 5 different pedal assist modes.Average top speed 25 mph depending on rider weight.Will hold up to 275 lb rider.Average 60 miles on a single charge on level one assist. 20 "" rims.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1795.00 OTD. 623- 512-5431",, disc (hydraulic), new,,,,,,,,,
1547,1995.0,prescott,https://prescott.craigslist.org/bid/d/phoenix-full-suspension-1500-watt-52v/7464173884.html,2022-03-28 15:51,Full Suspension 1500 Watt 52v Ebike Electric Bike Fat Tire,20, aluminum, mountain,,,"COGEBIKES.COM  Worth a drive to the valley.We can ship for $125.00.We stock many different styles e bikes and have some of the best prices in the country.Brand new top of the line electric full suspension mountain or street bike .This has the newest technology 52 v with a powerful 1500 watt motor and removable lithium Samsung 14 ah battery pack.Good for up to 1000 charges.Bike is aprox. 75 lbs. Fat tires for all terrain riding.Sand , snow , mud , gravel. Lots of power to get up those hills with 5 different pedal assist modes.Average top speed is 30 mph depending on rider weight.Will hold up to 300 lb rider.Average 50 miles on a single charge on level one assist.19 "" aluminum frame.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1995.00 OTD    Atala Aventon Babboe Batavus Bearcraft Benno Beone BH Bianchi Bixs blix BMC Boardman Bottechia Budnitz Bulls Butchers & Bicycles Buzz Bicycles BTN BPN Cannondale Canyon CIOCC Civia Colnago Commencal Corratec Cube Bikes Dawes Day6 DCO De Rosa Del Sol Devinci Diamondback Dolan Ecells Electra Electric Bike Company EVO EUNORAU Factory Falkenjagd Felt Focus Frey Fuji Gazelle Gepida GHOST-bikes Giant Gitane Haibike Haro Hasa Head Hilite HP Juiced Rambo Quit Kat FLX Velotechnik IDWorx KHS Kildemoes Kona La Pierre Liv Look M2S Ebikes Marin Merida Micargi Miyata Montague Motobecane Moustache Olmo Olympia Omnium Opus Orbea Peugeot Pinarello PlanetX Polygon Priority Bicycles Pure Cycles R&A Cycles R+E Cycles Rad Power Bikes Raleigh Raymon Ribble Ridley Riese & Müller Rocky Mountain Roux Ruff Cycles S.A.M.’s Bike Company Saracen Savadeck Scapin Schindelhauer s Schwinn SCO Scott Specialized Stevens Sondor Storck Stradalli Taurus Tern Trek Trinx Univega Upland Urban Arrow Urwahn Van Dessel Vilano Walleräng WHEELER Whyte Wilier Winora Yuba Zinn Cycles Electric-Bike E-Bike ebike e bike bicycle",, disc (mechanical), new,,,,,,,,,
1548,5000.0,prescott,https://prescott.craigslist.org/mcy/d/prescott-2014-yamaha-yz450f-dirt-bike/7472974113.html,2022-04-18 16:45,2014 Yamaha yz450f dirt bike,9,,,,,"2014 yz450f. Clean and ready to ride. Always maintained and very strong. Unforseen circumstances causes me to sell. Clean title. No trades  Dirt bike, YZ450f, 4 stroke, off-road, 2 wheeler, Yamaha, ktm, Husqvarna, dirt bike",,,,,,,,,,,,
1549,123.0,prescott,https://prescott.craigslist.org/mpo/d/camp-verde-yamaha-xt225-parting-out/7470373621.html,2022-04-18 12:08,Yamaha XT225 parting out,0,,,,,Bike is completely disassembled . Let us know what you need . Lots of other ATC ATV and motorcycle parts available We ship daily . Text only please SOLD frame Front forks  Gas tank Side covers Speedo Wiring harness Carb,,,,,,,,,,,,
1550,1500.0,prescott,https://prescott.craigslist.org/mpo/d/camp-verde-honda-750-night-hawk/7464850381.html,2022-04-18 12:08,Honda 750 night hawk,3,,,,,"Bike runs good , new Avon tires and battery . Bike went down and broke headlight and speedo assembly . Clean AZ title",,,,,,,,,,,,
1551,625.0,prescott,https://prescott.craigslist.org/bik/d/mayer-bob-jackson-road-bike-for-sale/7464036238.html,2022-04-18 11:51,Bob Jackson road bike for sale,0, steel, road, Large frame/59cm, 27 in,"Custom 70s Bob Jackson original Jackson frame fork, , roll vector wheel set,  very nice clean built bike about $1500.00 invested....sale at 625.00.    show contact info .",,,,,,,,,,,,
1552,425.0,prescott,https://prescott.craigslist.org/bik/d/mayer-raleigh-road-bike-for-sale/7469911564.html,2022-04-18 11:49,Raleigh road bike for sale,3, steel, road,,,Have a Raleigh grand prix road bike for sale in very good condition....set up as 9 spd. Beautiful  bike.425.00 ...call with interest thnks.  show contact info .,,,,,,,,,,,,
1553,400.0,prescott,https://prescott.craigslist.org/bik/d/prescott-bmx-bike-mongoose-legend-500/7461924728.html,2022-04-18 10:01,BMX Bike Mongoose Legend 500,2, other/unknown, bmx, 22, 20 in,"This is the top of the line Mongoose Legend 500. I bought it a few months ago on Amazon and they sell them for over $600 new. I added different grips and pedals to make it more comfortable and increase pedal traction. I am selling because I am a 6.0 foot tall adult and bought a 24"" larger bike. These come with a chrome molly frame, free-coaster rear hub and double wall rims so they are tough and you can coast backwards without the pedals rotating backwards and whacking your shins. nine two eight 713 68three six",, cantilever, excellent,, bmx,,,,,,,
1554,100.0,prescott,https://prescott.craigslist.org/spo/d/prescott-exercise-bike/7465640645.html,2022-04-18 09:05,Exercise Bike,0,,,,,,,,,,,,,,,,,
1555,250.0,prescott,https://prescott.craigslist.org/mpo/d/chino-valley-viking-locking-saddle-bags/7462605426.html,2022-04-18 06:01,viking locking saddle bags brand new,3,,,,,Got some good bags and the mounting hardware . Just didn't fit the bike right . Call or text 928 three7nine13six0, viking,,,,,,,,,,,
1556,4200.0,prescott,https://prescott.craigslist.org/bik/d/prescott-santa-cruz-tall-boy-mountain/7472350449.html,2022-04-17 06:43,Santa Cruz Tall Boy C Mountain Bike,10, carbon fiber, mountain, Medium, 29 in,"Like new 2019 Santa Cruz Tall Boy Carbon Frame.  Santa Cruz Carbon wheel set with dt Swiss hubs. 29” wheels, tubeless Maxxis tires.  Carbon renthal bars.  Fox 34 front fork, Fox Float Shock.  Rock Shox reverb dropper.  Level tl brakes and GX Eagle 12 speed, 1x12.    Size Medium.  Minor scratches and one scratch on rear triangle.  Was my daughters Nica bike, great condition! Ninetwoeight910onenineonezero, call only, no txts.", Santa Cruz, disc (hydraulic), excellent,,, frame and fork (full suspension), Tall Boy C,,,,,
1557,30.0,prescott,https://prescott.craigslist.org/bik/d/prescott-womans-beach-cruiser/7469686557.html,2022-04-16 19:29,*Woman's Beach Cruiser*,6, steel, cruiser, Medium, 26 in,"Missy step thru woman’s beach cruiser. Steel frame, 26in wheels. Tires in good shape, tubes hold air, rides but could use some TLC (has some wear and scuffs). Would be a good around town bike. $20 FIRM. Pickup in Diamond Valley. Thanks",,,,,,,,,,,,
1558,2700.0,prescott,https://prescott.craigslist.org/bik/d/prescott-turner-czar-xt-carbon-xl-low/7467866041.html,2022-04-16 16:15,Turner Czar XT Carbon XL Low Miles,24, carbon fiber, mountain, XL stand over 32, 29 in,"This brand new $5,995 Turner Czar Carbon XT was listed in Pinkbike classifieds back in July 2018. It was for sale in Delaware for $3,750.  I had them convert the chainring to a Wolf Tooth 30T and had it shipped (see photos for the original receipt).  I had Andrew at Bikesmith do the assembly when it arrived.  The following components are on the bike: *  Carbon frame *  Fox Float 32 CTD Fit 100mm w/Kashima Fork *  Fox Float CTD w/ Kashima rear shock *  Shimano XT Gruppo  *  Thomson/Renthal cockpit  *  DT Swiss 350/Stan's ZTR Crest Alloy Wheelset  *  Renthal Fatbar Lite Carbon 40mm rise 740mm width 31.8 handlebar  *  Wolf Tooth 30T Drop-stop Chainring  *  Brand-X Ascend 125mm Dropper seatpost (The Ascend is almost exactly the same as the PNW’s                  Bachelor seat post and likely manufactured by PNW.) *  Wolf Tooth Dropper remote   *  Older Spank Oozy platform pedals as shown in photos (these can be included if you need them or removed)   *  SQ Labs 711 ergo grips OR the still new ODI Ruffian grips that came with the bike   *  ISM Adamo Peak OR the WTB Rocket Saddle that came with the bike  The specifications are reflected in the second photo under the XL size.  I have ridden this bike 1,478 miles over 121 rides since 2018 Rides: 21/2018, 33/2019, 57/2020, 10/2021.   I also own a Lynskey hardtail which get the majority of my saddle time.  Since 2018 the Lynskey has been ridden 3,354 miles or 70% of my total miles. If you weigh more than 190 the Stan's Crest wheelset is likely to take this bike out of your consideration.  The bike as shown weighs about 26.5 to 27.2 lbs without pedals using a less than precise bathroom scale although some reviews indicate a lower weight.  The last two photos show my receipt and the bike as it was originally equipped prior to the 1x10 conversion and the addition of components like the dropper post, handlebars, grips, saddle...  I also debadged the Stan's Crest Wheelset as the decals resulted in a cluttered look (Compare the second to last photo with the first photo to compare the before and after).    You can read some reviews on the Turner Czar on these websites: Singletracks, Bike Rumor, MB Action, MTBR and the Radavist. Price is firm given the low miles and condition of the bike and components. NO TRADES.    If you are interested in this bike please call me before 8pm to take a look and a spin.", Turner, disc (hydraulic), like new, none, riser, frame and fork (full suspension), Czar,,,,,
1559,260.0,prescott,https://prescott.craigslist.org/bik/d/prescott-specialized/7472182094.html,2022-04-16 13:59,Specialized,4, other/unknown, mountain, Not sure, other/unknown,"This is a great full suspension mountain bike, unfortunately it’s too small for me. Just had a complete tune up at High Gear in Prescott. Excellent condition: front tire has a developed a slow leak other than that it’s in tiptop shape. Asking $260 Or best offer. if interested please text me at;  show contact info  Thank You!", Specialized, caliper, like new,, downhill, frame and fork (full suspension), rockhopper,,,,,
1560,595.0,prescott,https://prescott.craigslist.org/bik/d/prescott-2012-felt-zw5-road/7472078486.html,2022-04-16 10:22,2012 Felt ZW5 Road,6, carbon fiber, road, small, 24 in,"A full-carbon road bike Tailor-made for women.  •	Felt ZW5 •	New tires •	Spoke Brand: Stainless-steel  •	Brake set: Dual-pivot  •	Shift Levers: Shimano 105  •	Rear Cogs: Shimano, 10-speed: 12-30  •	Handlebar: Felt VS Fit Woman aluminum  •	Handlebar Stem: Felt SL Fit Woman aluminum (new $2300) •	Featherweight high-modulus carbon frame and fork for outstanding pedaling  and a super-smooth. •	Mavic wheels spin up to speed effortlessly Shimano 105 20-speed drivetrain provides the ideal gearing  •	Shallow-drop handlebars and an anatomic seat for superb comfort  •	https://www.bicyclebluebook.com/SearchListingDetail.aspx?id=2024375&make=1006&model=62493 •	New was $2300 plus tax", FELT, disc (mechanical), like new,,, other/unknown, ZW5,,,,,
1561,60.0,prescott,https://prescott.craigslist.org/mpo/d/prescott-valley-oneal-series-helmet/7466495064.html,2022-04-16 07:52,O'Neal Series 5 Helmet Large with Goggles,9,,,,,"Used O'Neal Series 5 helmet (large) and 100% goggles in very good condition.  - Men's size large  - Clean inside and out; liner is removable and was cleaned with laundry detergent.  - Includes used 100% goggles with clear lens  - DOT and Snell approved  - For MX, Motocross, dirt bike, off-road, ATV, UTV, Razor   - O'Neal brand made by HJC (largest off-road helmet maker in the world)  - Reply via Craigslist", O'Neal,,,,,, Series 5, Men's Large,,,,
1562,10.0,prescott,https://prescott.craigslist.org/mpo/d/chino-valley-adjustable-motorcycle/7461445834.html,2022-04-16 07:43,"Adjustable Motorcycle Stand, dirt, bike.",3,,,,,Adjustable Motorcycle Stand 928 46O 284I,,,,,,,,,,,,
1563,1600.0,prescott,https://prescott.craigslist.org/bik/d/prescott-valley-2016-santa-cruz-nomad/7466312245.html,2022-04-16 07:38,2016 Santa Cruz Nomad XL Carbon frame,5, carbon fiber, mountain, XL, 27.5 in,"2016 Santa Cruz Nomad CC XL 27.5  I bought this frame in November,  used, built the bike, put less than 100 miles on it and realized it was not the bike for me. Dont get me wrong, The Nomad CC is top of the line, and a slick bike. I am just picky. It does have blemishes, scrapes, bumps and bruises. But man, this thing is clean! Comes with RaceFace BB and Cane Creek head set. Rear shock could possibly need a rebuild.",,,,,, frame and fork (full suspension),,,,,,
1564,4500.0,prescott,https://prescott.craigslist.org/mcy/d/humboldt-2017-husqavarna-fe250/7463049154.html,2022-03-25 20:26,2017 Husqavarna FE250,2,,,,,"2017 FE 250. Bought the bike a couple of days ago and decided to go another direction. Nothing wrong with the bike just found something else I couldn't pass up, dont need two bikes. Previous owner just had suspension redone.",,,,,,,,,,,,
1565,3299.0,prescott,https://prescott.craigslist.org/rvd/d/santa-fe-springs-utv-truck-deck-utv/7463045473.html,2022-03-25 20:06,UTV Truck Deck UTV Racks starting at,11,,,,,"Tow Smart Trailers UTV Truck Rack W/ Free Wide Loading Ramps / FREE WINCH MOUNT.  / * --    ☎ Call: (562) 788-0416  📱 Text  (562) 788-0416     For more details, pictures and information on this UTV Truck Rack W/ Free Wide Loading Ramps * , Paste the link below into your browser:   https://towsmarttrailers.com/products/utv-sxs-truck-rack    CHECK OUT YOUTUBE VIDEO.  Copy and Paste this link          https://www.youtube.com/watch?v=c7KFihnJz_4 We provided the following UTV Truck Decks   Short Bed Two Seater -$2999.00    Short Bed Two/Four Seater $3299.00  Long Bed Two Seater - $3099.00   Long Bed Two/Four Seater $3499.00    FLAT RATE SHIPPING IS $700.00 OR FREE LOCAL PICK UP IN LOS ANGELES CA 90670    ***SHORT BED 2 SEATER TRUCK RACKS MESUREMENTS *** UTV RACK BASE IS 72""X48"" | TOP OR RACK CAN ACCOMIDATE A 124L""X78W"" MACHINE COMES WITH WINCH MOUNT  . *** SHORT BED FOUR SEATER TRUCK RACKS MESUREMENTS *** UTV RACK BASE IS 72""X48"" | TOP OR RACK CAN ACCOMIDATE A 154L""X78W"" MACHINE COMES WITH WINCH MOUNT *** LONG BED TWO SEATER TRUCK RACKS MESUREMENTS *** UTV RACK BASE IS 90""X48"" | TOP OR RACK CAN ACCOMIDATE A 134L""X78W"" MACHINE - COMES WITH WINCH MOUNT *** LONG BED FOUR SEATER TRUCK RACKS MESUREMENTS *** UTV RACK BASE IS 90""X48"" | TOP OR RACK CAN ACCOMIDATE A 164L""X78W"" MACHINE - COMES WITH WINCH MOUNT  SE ABLA ESPANOL   Warehouse address is 10725 Forest st. Santa Fe Springs CA 90670. CALL German 562-788-0416 https://towsmarttrailers.com/products/utv-sxs-truck-rack side by side razor talon car rzr 4 door can am can am x3 max x3 wide ramptek deck towing system for sxs utility trailer cargo trailer toy hauler toy carrier Toy Up , Razor UTV Rack UTV POLARIS, SLINGSHOT, NISSAN, HONDA, TOYOTA, FORD, CHEVY, GMC, RAM, DODGE, F150,F250,F350 CHEVROLET LIFT ROAD AMP STEPS KIT KITS PROGRAMMER TIRE WHEELS RIMS CHROME BLACK TREAD CONTROL ARM SHOCKS STRUTS SPRINGS OFF-ROAD OFF EXHAUST MECHANIC SERVICE offroad, offroad fabrication, Off road fab, Fabrication, off road bumper, off road bumpers, off road rear bumper, off road bolt on bumper, Road armor bumper, Dimple dies, Ford, Dodge, Jeep, Toyota, Nissan, Chevy, Hummer, GMC, prerunner, prerunner trucks, roll cages, articulation, rock crawler, long travel, long travel kits, chase truck, chase truck racks, shocks, welding, auto lift kits, D.O.M, 4130, mild steel, aluminum skid plate, skid plate, fabrication off road shop, off road shop, fabrication shop, welding shop, tube bending, tube notching, notching, plasma, plasma cutting, dimple die, dimple die holes, cutting, tube cutting, metal cutting, roll cage, bed cage, engine cage, shock towers, dirt tech, rock crawler, rock sliders, tire gate, tiregate, d-rings, clevis, gas can rack, receiver, hi-lift, high lift, license plate mount, shovel mount, dimple die plate work, dimple die plate, dimple die metal, fuel cell, fuel safe, 4 link, 3 link, long travel suspension, long travel kit, lift spindles, uniball, uni ball, heims, bungs, dirt bikes, utv, jet ski, atv, 4 wheel drive, 4x4, 4x4 trucks, four wheel drive, dual sport, dirt, subaru, wrxrally cars, drift cars, light tabs, light bars, light racks, bump stops, spindles, a-arm, a arm, i-beam i beam, center mount, steering, steering ram, howe, howe pumps, frame, laminate plates, frame plates, fuel cell mounts, 5 point, 4 point, 6 point, 8 point, 10 point, 12 point, race cage, race truck, class 1, class 3, class 5, class 7, class 7s, score, mdr, lucas oil, trophy truck, trophy cart, side by side, side x side, buggy, sand car, 4 seater, 2 seater, two seater, four seater, metal fabrication, bed cage, tubing, CNC, tube notcher, rollback, TJ, razor, fabricator, xj, cherokee, rubicon, wrangler, king of the hammers, king of the desert, tig, mig, metal work, custom fab, welder, boat, trade, barter, rockcrawler, rock-crawler, toyota land cruiser, land cruiser, fj40, fj 40, beadlock, beadlocks, bead lock, bead locks, beadlock wheels, tubebuggy, tube buggy, suburban, small block, big block, small block, swap, horsepower, truck, car, tbi, 1500, 3500, 2500 , silverado, blazer, k5, k5 blazer, c20, 700r4, th350, 700, 4l60, 4l80, t5, t6, k10, k20, seat, valve covers, power steering, power steering pump, air intake, rear bench seat, 4 by 4, custom, carbon fiber, fiberglass, front clip, air scoop, scoop, fiberglass fenders, bedsides, fiberglass bedsides, bed sides, fiberglass 1piece, dash, custom dash, metal dash, flow masters, flowmaster, spin tech, magna flow, magnaflow, turbo, turbo mufflers, mufflers, exhaust, transmission, monster truck, crop truck, airbags, custom work, bench, tilt steering wheel, wood grain, disc brake, drum brake, willwood, original parts, american built, domestic, garage, garage sale, yard sale, hard to find, unique, inner fenders, solid axle, independent suspension, rotor, 3rd member, unlocking hubs, hubs, disc brakes swap, swap to a straight axle, suzuki, tacoma, 4Runners, 4runner, four runner, 22re, 22, engine, motor, tires, rims, wheels, burfield, chrome moly, solid axle, pumpkin, winch, winch mount, winch bumper, hubs, unlocking, locking, drive flange, dana 44, 44, dana 30, 30, dana 60, 60, dana 70, 70, corp 14, 14 bolt, spacers, 6 lug, 5 lug, 8 lug, 6 lug wheels, 5 lug wheels, 8 lug wheels, duel case, duel transfer case, duel transfercase, transfer case, transfercase, 466, 410, 529, 307, 588, gears, trail, trail, trail gear, axles seats, interior, Toyota solid axle, rotor, locking hubs, motor mounts, custom intakes, custom exhaust, bucket seat, bucket seat mounts, fiberglass dash, one piece clip, one piece fibergass, sales, Fabricate, build trailers, custom trailers, repair trailers, frame reinforce, crawler buggy, sliders, roll bar harness, bar stock, mild, .120, .090, .095, die bender, tube bender, fabrication tabs, step notch, shackle, drill tab, light tab, seat tab, light bar, roof rack, modification, weld bead, structural welding, Tire carrier, off road trailer, toy hauler, box trailer, flatbed, car hauler, race trailer, oxy acetylene, plate fenders, rock fenders, armor plate, stinger, cage hoop, shock hoop, tow bar, hitch, stubby, restoration, sheet metal, Custom built, MOTO, motorcycle, Baja, racing, rock crawl, weld, trailers, Built, 2wd spindles, Suspensions, Suspension Components, Lifted Spindles, Spindle Lift, kits, bolt on kits, available, rims and tires, Installation, 2WD. 4"" lift spindle, 4""lift, 6""lift, 8""lift, 10"" lift, custom tube, works, custom tube works, Nerf, light rack, off-road fabrication, Custom Fabricated Bumpers, cheap, project, automotive, free, fox, fox shock, coil over, smoothie bodies, two way bypass, three way bypass, 2way bypass, 3way bypass, off road shocks, off road cars, race truck, Lb, Sb, bed, long bed, short bed, utility, utility bed, 1/2 ton, 3/4 ton, 1 ton, short bed, long bed, swb, lwb, shortbox, box, box truck, fleetside, fleet, pick up, pickup, UTV DECK UTV HAULER OVER DECK HTTPS://TOWSMARTTRAILERS.COM/PRODUCTS/UTV-SXS-TRUCK-RACK SXSS HAULER UTV TRAILER HAULER TRAILER FOR UTV     .    -- German Valdes   Towsmarttrailers.com  Tow Smart Trailers LLC 562-788-0416",,,,,,,,,,,,
1566,450.0,prescott,https://prescott.craigslist.org/bik/d/prescott-full-suspension-giant-mountain/7471836230.html,2022-04-15 16:27,Full suspension Giant Mountain Bike,5, aluminum, mountain, Large, 26 in,"Full suspension mountain bike, large frame, disc brakes, 27 speed, new tires and tubes, recent tuneup.  Call only. $450.", Giant, disc (hydraulic), good, none, flat, frame and fork (full suspension), VT two,,,,,
1567,125.0,prescott,https://prescott.craigslist.org/bik/d/chino-valley-diamondback-wildwood-19/7471785106.html,2022-04-15 14:18,"Diamondback Wildwood, 19”",5, other/unknown, hybrid/comfort," 19""", other/unknown,"This model is considered a “hybrid” mountain bike: street, fire roads, and light trails, but not a hard core mountain bike. Very comfortable with front suspension, a spring seat post, and heavily padded seat. Gooseneck and handlebars are full adjustable in case you don’t like it’s current upright seating position. Very good condition, never abused. Also has new tires. Ad’s up, it’s still for sale. Text is best at Nine28-Fivethreethree-Ninefive99. $125",,,,,,,,,,,,
1568,100.0,prescott,https://prescott.craigslist.org/bik/d/cottonwood-stationary-bike/7471627022.html,2022-04-15 09:10,Stationary Bike,2, steel, other, N/A, other/unknown,This is a classic Schwinn Airdyne stationary bike. Great for exercise for both legs and arms., Schwinn,, good,,,, AirDyne,,,,, N/A
1569,20.0,prescott,https://prescott.craigslist.org/spo/d/jerome-new-gravel-cyclocross-bike/7471544267.html,2022-04-15 06:12,**NEW** Gravel / Cyclocross bike bicycle tires,2,,,,,"Several tires available  Ritchey Speedmax Cross - 700 x 23c gravel / cyclocross tire, all black, clincher - 1 available, brand new, $20  Bontrager CX0 team issue - 700 x 34c gravel / cyclocross tire, all black, clincher - 1 available, brand new $20  Continental Cyclocross Speed - 700 x 35c gravel / cyclocross tire, all black, clincher - 1 available, nearly new $20  Photos include other tires available for sale",,, new,,,,,,,,,
1570,15.0,prescott,https://prescott.craigslist.org/spo/d/jerome-new-bicycle-bike-locks-and/7471544211.html,2022-04-15 06:11,**NEW** bicycle bike locks and accessories,0,,,,,"Several items available, all are brand new in original packaging, never used  Giant Coil Cable Lock - 1/2"" thick cable, 6 ft long, $15  Master Lock Quantum - 20mm thick cable, 2.5 ft long, $15  White Lightening Chain Cleaning System - Clean Streak degreaser aerosol spray and trigger chain housing, $20",,, new,,,,,,,,,
1571,1700.0,prescott,https://prescott.craigslist.org/bik/d/prescott-wing-electric-bike/7471517840.html,2022-04-15 04:20,Wing electric bike,6, steel, hybrid/comfort,,,"Amazing bike used once, has 40 miles of range, brand new silver, comes with charger,",,, new,,,,,,,,,
1572,9300.0,prescott,https://prescott.craigslist.org/for/d/camp-verde-harley-xl1200t-super-low/7467564066.html,2022-04-14 23:11,Harley XL1200T Super Low,17,,,,,"2014 Harley Davidson XL1200T Super Low. Only has 4200 miles. Like new condition. Absolutely nothing wrong with it. Runs perfect. Michelin Scorcher Harley Davidson tires with less than 300 miles on them. Progressive fork springs and Pro Action adjustable rear shocks for a superior ride. All lights are LED. La Pera comfort seat. Mini floor boards for rider. Custom Harley mirrors. Harley side luggage. Quick attach windshield. Screaming Eagle engine mods. Vance and Hines exhaust. Crash bars. ( Not on bike). If you’re looking for a near new hard to find bike, this is the one. $9,3000.00. Call or text nine28300fourfive78",,, like new,,,,,,,,,
1573,3400.0,prescott,https://prescott.craigslist.org/snw/d/prescott-yamaha-raptor-660cc-quad-low/7465934178.html,2022-04-14 17:15,"Yamaha Raptor 660cc Quad, Low Hours, Has Reverse, Electric Start, Xlnt",0,,,,,,,,,,,,,,,,,
1574,45.0,prescott,https://prescott.craigslist.org/spo/d/prescott-valley-bike-rack-on-wall/7471423279.html,2022-04-14 17:04,Bike rack on wall,2,,,,,See pictures I do not do email,,,,,,,,,,,,
