,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,brake type,condition,electric assist,handlebar type,make / manufacturer,model name / number,suspension,serial number,part type,size / dimensions
3991,1700.0,orangecounty,https://orangecounty.craigslist.org/bik/d/san-clemente-two-fuji-sanibel-bikes/7470995997.html,2022-04-13 16:57,Two Fuji Sanibel E-bikes (men's & womens), aluminum, cruiser," Mens 18"" & Womens 16""", 18 in,2,"Men's 18"" & womens 16"" Stepthru Fuji Sanibel E-bikes. 250 watt power hub. Hydraulic brakes. Girls bike has 6 to 8 total hours and mens maybe 20 to 24 hours. Like new. Woman's bike has basket. Perfect for neighborhoods without steep hills.", disc (hydraulic), like new, pedal assist,, Fuji, Sanibel,, FZ18GY0047,,
3992,234.0,orangecounty,https://orangecounty.craigslist.org/bik/d/anaheim-panama-jack-beach-cruiser-bikes/7470853494.html,2022-04-13 11:39,2 Panama Jack Beach Cruiser bikes,,,,,0,,,,,,,,,,,
3993,80.0,orangecounty,https://orangecounty.craigslist.org/bik/d/foothill-ranch-mongoose-index-bmx-bikes/7470576514.html,2022-04-12 17:44,2 Mongoose Index BMX bikes $80 each, alloy, bmx,,,4,Good condition new back tire on blue bike. 1 Blue BMW with new back tire and 1 Silver. - Buy both for $150 lock included.  show contact info,, good,,,,,,,,
3994,100.0,orangecounty,https://orangecounty.craigslist.org/for/d/santa-ana-bike-rack-for-bikes/7470183488.html,2022-04-11 21:40,BIKE  RACK FOR 2 BIKES,,,,,2,BIKE  RACK FOR 2 BIKES $100. Must have a hitch for this rack. Hitch not included.,,,,,,,,,,
3995,1.0,orangecounty,https://orangecounty.craigslist.org/bik/d/huntington-beach-bikes/7465276254.html,2022-04-11 19:22,Bikes, steel, cruiser, Standard, 24 in,7,Vintage Beach Cruiser Tandem - vintage old school steel frame tandem from the 1970’s  ~$175  Cannondale Mountain Bike ~ $75,,,,,,,,,,
3996,7825.0,orangecounty,https://orangecounty.craigslist.org/bid/d/aliso-viejo-stealth-electric-bike-2021/7470084176.html,2022-04-11 15:40,Stealth Electric Bike 2021 P7-R Long Range, other/unknown, other, N/A, 24 in,3,"Brand new 2021 Model! Upgraded Red P7-R Long Range Power: 1.5 kW Range: 90 miles Top Speed: 28 mph (on average) Price: $7,825 plus applicable taxes  This is an authentic Stealth Electric Bike designed and built in Australia. Backed with factory warranty and financing available. 2021 brand new model! Available in black/red with a kickstand. *Limited Inventory*  Visit your local dealer at Stealth OC in Laguna Niguel today! http://stealthoc.com  M-F 9 am-5 pm (949)215-2348  27671 LA PAZ RD. #100, Laguna Niguel, CA 92677",, new, pedal assist,, Stealth Electric Bikes, P7-R Long Range,,,,
3997,1150.0,orangecounty,https://orangecounty.craigslist.org/bik/d/surfside-driven-dockside-500-folding/7464473877.html,2022-04-11 12:57,Driven Dockside 500 Folding Bike, aluminum, other, Electric Bike, other/unknown,2,"This is a folding bike with a 54 Volts fully charged 13 Amp Samsung battery pushing a 500-watt motor. 4 inch wide tires so the ride is nice & smooth. It has 7 speeds which will help you climb hills really easy. Range is estimated 30-40 miles with level 1. Charging time is about 5-6 hours. Lights in the front & back of the bike and has pedal assist 5 level throttle. I bought this bike in February 2022 for $1500.00. Easy to fold and put in your trunk. Lot's of fun and easy to use.  This bike has a year warranty with Driven, they are located in Costa Mesa.",, excellent, pedal assist, other/unknown, Driven Bikes, Driven Dockside 500,,,,
3998,2299.0,orangecounty,https://orangecounty.craigslist.org/bid/d/anaheim-soul-stomper-saber-electric/7469987383.html,2022-04-11 12:20,Soul Stomper Saber Electric Bikes, aluminum, cruiser, OSFA, 26 in,6,"We have 4 incoming bikes to store that wont last for long, feel free to come by and pre-purchase before they are in store Tuesday Feb 15. Images below  Colors: Soul Saber - Gloss White / Red Rims Soul Saber - Gloss White / Black Rims Soul Saber - Satin Black / Red Rims Soul Miss Saber - White Diamond / Black Rims  6061 T-6 Aluminum Frame Bafang 750W / 1000W Peak Threaded Fork Disc Brakes 7 Speeds Aluminum Rims Aluminum Cranks Shimano Revo Grip Shifter Off Road Tires BMX bars Custom Integrated Battery -48V 10.5ah Samsung (Upgraded) Front Suspension Fork W/Lock out Bottle Opener Soul Saddle HD Weld on Kickstand All wires hidden Lightweight under 60lbs  Bike Craze & Electric Bike Store 1171 N. Kraemer Blvd - Anaheim, Ca 92806 714 744-0266 WEBSITE: bikecraze.com  THE COOL ELECTRIC BIKE STORE!  Authorized Dealer - Full Warranty- Full Service and Custom Builds! Over 3000 Bikes - Scooters - Skateboards available in store or www.bikecraze.com Basic tune up FREE first three months with purchase FREE Bike Craze 24oz Water Bottle with every Bike purchase in store",, new, throttle,, Soul Stomper, Saber, suspension fork (hardtail),,,
3999,20.0,orangecounty,https://orangecounty.craigslist.org/bik/d/orange-boy-bikes/7466057716.html,2022-04-11 12:12,BOY  BIKES, other/unknown, kids, small/ medium, 16 in,0,"BOY BIKE 16"",   $20  Good condition.  Text me @  show contact info",,,,,,,,,,
4000,1400.0,orangecounty,https://orangecounty.craigslist.org/mcy/d/orange-collection-of-14-bikes/7469831506.html,2022-04-11 07:53,collection of 14 bikes,,,,,8,"I have 8 motorcycles that are restored and no longer ride. Would like to sell all but two. Mostly Hondas and Yamahas 1960s to 1986. All prices from $1600 to $5000. The rest of these bikes have pink slips/ clean titles, 2-CL77 rebuilt engines $4500 each They have gas tanks in primer, 1969 CT90 Honda $1600, Reflex setup for trials comp $2500, 3-1974 /1975 TY250 Yamaha Trials 1@ $1800. 1@ $2000, 1@ $3000,  steve",,,,,,,,,,
4001,700.0,orangecounty,https://orangecounty.craigslist.org/bik/d/garden-grove-se-bike-26-blocks-flyer/7459722535.html,2022-04-10 22:39,"SE Bike 26"" Blocks Flyer Black", aluminum, bmx, 68mm, 26 in,3,"Hello, I am selling my SE Blocks Flyer 26"" that's in excellent almost brand new condition. No dings, dents, or scratches. Perfect for cruising on a nice sunny day in the neighborhood or at the beach.   $700, not looking to trade at this time. payments accepted: cash, zelle, venmo, cashapp, paypal    If interested, please feel free to send me an email and leave a name & number and I will get in contact via text message as soon as I'm able to. Thanks.   Specs:  Color: Stealth Mode Black  Frame:	6061 Aluminum Floval Tubing, Internal Head Tube, 68mm Wide Mid Bottom Bracket, Wide Rear Stays, SE Wave Dropouts  Fork:	Landing Gear  Top Tube:	22”  Crank:	SE 3-pc Cr-Mo, 175mm, Sealed Bearing Mid Bottom Bracket, 150mm Spindle Length, 19mm Spindle Diameter, 39T SE Sprocket  Grips:	SE BIKELIFE Grips w/ SE Rubber End Plugs  Headset:	FSA No.10, 1-1/8” Internal Wheelset:	SE Racing Alloy 36H Hubs, Sealed Rear, w/ Double-wall Rims, 17T Freewheel  Seatpost:	Race Rocker Micro-Adjust Alloy, 27.2mm  Stem:	SE BIKELIFE Alloy Top-Load, 55mm Reach  Handlebars:	Big Honkin’ Cruiser Bar, 30” x 6”, 10° Backsweep, 1° Upsweep  Saddle:	SE Blocks Flyer Seat w/ Super Grippy Top Cover  Pedals:	SE Nylon Fiber Platform  Brakes:	Promax V-Brake  Tires:	SE Bozack, Street Proven Multi Purpose Compound, Wrap Around Urban Tread Pattern, Grooved SE Wing Logo, 26” x 2.4” Front & Rear     keywords: beach cruiser big flyer big ripper cult subrosa mountain bike hybrid socal", v-brakes, excellent,, cruiser, SE Bikes, Blocks Flyer,,,,
4002,2099.0,orangecounty,https://orangecounty.craigslist.org/bik/d/costa-mesa-electric-bike-fat-tire/7469528937.html,2022-04-10 11:40,"Electric Bike, Fat Tire Electric Beach Cruiser",,,,,0,,,,,,,,,,,
4003,125.0,orangecounty,https://orangecounty.craigslist.org/bik/d/irvine-schwinn-vintage-road-bikes-63cm/7460698669.html,2022-04-10 08:45,Schwinn vintage road bikes  63cm 27 1 /1/4 tires, steel, road, 63cm, 27 in,4,"2 schwinn road bikes,  both oldies but still rides, . 200 both  for both, this bikes for tall person 6' . sold as is, no codes or digit. Text 949 56eight 780ne1", caliper, fair, none, drop, Schwinn, Road bike, none (rigid), Unknown,,
4004,150.0,orangecounty,https://orangecounty.craigslist.org/bik/d/fountain-valley-kids-bikes/7469330611.html,2022-04-09 20:13,Kids bikes, aluminum, kids, 24, 16 in,5,Two bikes $150 each or $250 for both Shimano gears,, excellent,,, Diamondback, Kids bike, frame and fork (full suspension), Not sure,,
4005,1.0,orangecounty,https://orangecounty.craigslist.org/bid/d/long-beach-250-new-bikes-hybrids-mtn/7469130484.html,2022-04-09 11:00,250+ NEW BIKES! HYBRIDS MTN ROAD FIXIE CRUISER CITY FOLDING & MORE!, other/unknown, other, All Sizes, other/unknown,7,"Plenty of Bikes 3301 E Hill St, Ste 404 Signal Hill, CA 90755 562-275-3732 http://www.plentyofbikes.com  *** BIKES, PARTS, ACCESSORIES, & SERVICE ***  Please check our website www.plentyofbikes.com for a complete list of bikes available and hours/directions.   Regularly stocking over 200 assembled bikes in store, as well as Thule, Yakima, Saris and Hollywood car racks, plus hundreds of parts/accessories!  Local pickup available in our store in Signal Hill, CA. Cash and all major credit cards (Visa, Mastercard, Discover, AMEX), Apple Pay and Android Pay accepted.  ---------------------------------------------------------------   We are an authorized bicycle dealer for over 20 brands including:  Fuji | SE | Breezer | Tuesday | Phat | KHS | Manhattan | Free Agent | EVO | 6KU | Aventon |Populo | ZF Bikes | Golden | Throne | Firmstrong | XDS | Micargi | Dahon | Montague | Raleigh | Redline | Diamondback | Frog | Del Sol | Haro | Reid | Retrospec | Brooklyn Bicycle Co | Seven Peaks | Batch | Elite BMX | Marin",, new,,,,,,,,
4006,800.0,orangecounty,https://orangecounty.craigslist.org/spo/d/capistrano-beach-razor-mx650-pair-of/7468824503.html,2022-04-08 15:35,"Razor MX650 - Pair of bikes for sale, $400 each",,,,,9,We have two MX650's for sale. $400 each. They are in excellent running condition and good cosmetic condition. Both bikes are a year old. Kids de-stickered plastics. Dad took good care of charging batteries and keeping brakes tuned. One could use a new rear tire in the near future. We have 1 charger for each bike.  Cash Pick Up ONLY please. Contact through Craig's list email.  If bike is posted it is available. No need to ask. Thanks!,, good,,, Razor, MX650,,,,
4007,80.0,orangecounty,https://orangecounty.craigslist.org/for/d/anaheim-lot-of-30-bikes-mostly/7468638530.html,2022-04-08 09:40,Lot of 30 bikes mostly $30.00 - $80.00,,,,,9,"I have over 30 bicycles ranging in price of $30.00 to $80.00  Will consider selling the entire lot at a fair offer.  Cruisers, BMX, road bikes, racing bikes and many others.",, good,,,,,,,,
4008,2399.0,orangecounty,https://orangecounty.craigslist.org/bid/d/anaheim-pioneer-w-folding-fat-tire/7468606730.html,2022-04-08 08:42,Pioneer P128 750W Folding Fat Tire Electric Bikes, aluminum, folding, OSFA, 20 in,2,We have 3 left in store  Red Green Black  750W 48V 13ah battery Folding Fat Tire,, new,,, Pioneer, P128,,,,
4009,8.0,orangecounty,https://orangecounty.craigslist.org/for/d/anaheim-schwinn-vintage-road-bikes/7468490203.html,2022-04-08 02:22,Schwinn vintage road bikes white exotic runtz 63cm 27 1 /1/4 tires,,,,,0,,,,,,,,,,,
4010,10.0,orangecounty,https://orangecounty.craigslist.org/tls/d/irvine-bottom-bracket-removal-tool-for/7456445489.html,2022-04-07 23:29,Bottom Bracket Removal Tool for Bikes,,,,,2,"Bottom bracket removal tool includes dust cover removal as well. Fits Shimano 105 crank set  $ 10 cash and carry.  I just replaced my bottom bracket, and it comes with its own tool so don't need this anymore.",, excellent,,,,,,,,
4011,2295.0,orangecounty,https://orangecounty.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468162942.html,2022-04-07 08:45,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,,,,,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.",, new,,, Cyberbike,,,,,
4012,100.0,orangecounty,https://orangecounty.craigslist.org/bik/d/irvine-16-bikes/7467797164.html,2022-04-06 10:58,"16"" bikes", other/unknown, kids," 16""", 16 in,8,I have 3 bikes 1 Haro 1 trek 1 elite bmx $100 each or $250 for all 3,,,,," Haro, trek, bmx",,,,,
4013,400.0,orangecounty,https://orangecounty.craigslist.org/bop/d/la-habra-grey-flat-bar-single-speed-bike/7460508146.html,2022-04-06 06:17,Grey Flat bar single speed bike,,,,,7,"Grey painted 50 cm ( small frame fits 5.2-5’7) Flat bar bike with flip - flop hub for either single speed with coaster or fixed gear. The chain ring is 36 for easy peddling, the bike comes with a new helmet sized medium if you need it. The tires are smooth for gravel riding or city streets. I bought it at Jax bike shop in Fullerton for a vacation last year some one please take it off my hands. $400.00 -OBO Have a good day , JP.",, like new,,, Jax bikes,,,,, 50 cm
4014,165.0,orangecounty,https://orangecounty.craigslist.org/bik/d/huntington-beach-11-bikes-for-sale-all/7454771479.html,2022-04-04 16:02,11 bikes for sale-  all complete need some work, other/unknown, cruiser, Adult, 26 in,0,"11 bikes- 1 fixie, 2 mountain bikes, 8 beach cruisers  Fix them and sell, use for parts, whatever you like!    Selling all for bundle deal!",,,,,,,,,,
4015,4400.0,orangecounty,https://orangecounty.craigslist.org/bid/d/anaheim-sur-ron-electric-motor-bikes/7467048690.html,2022-04-04 15:28,Sur Ron X Electric Motor Bikes 2022, other/unknown, other, OSFA, other/unknown,2,"Store  714 744-0266 or Chad 714 747-9584  Hurry they dont last long!  SPECIFICATIONS 	•	LENGTH: 1870mm 	•	WIDTH: 780mm 	•	HEIGHT: 1040mm 	•	MINIMUM GROUND DISTANCE: 270mm 	•	WHEELBASE: 1260mm 	•	WEIGHT: 50kg 	•	FRONT AXLE MASS DISTRIBUTION: 24kg 	•	REAR AXLE MASS DISTRIBUTION: 26kg 	•	MAXIMUM LOAD WEIGHT: 130kg TIRES AND BRAKES 	•	TIRE SPECIFICATIONS (FRONT): 70 / 100-19 	•	TIRE SPECIFICATIONS (AFTER): 70 / 100-19 	•	RIM TYPE (FRONT): 19×1.4 	•	RIM TYPE (AFTER): 19×1.4 	•	BRAKE TYPE (FRONT): to the four-piston hydraulic disc brake 	•	BRAKE TYPE (REAR): to the four-piston hydraulic disc brake  Bike Craze 1171 N. Kraemer Blvd Anaheim, Ca 92806   $4350 in a box (cash out the door) $4400 Built (cash out the door)",, new,,, Sur Ron X,,,,,
4016,105.0,orangecounty,https://orangecounty.craigslist.org/bop/d/irvine-saris-bones-rs-bikes-trunk/7466952682.html,2022-04-04 12:12,SARIS BONES RS 3 BIKES TRUNK/HATCHBACK BIKE RACK,,,,,0,"SARIS BONES RS 3 BIKES TRUNK/HATCHBACK BIKE RACK, FIT MOST CAR AND HATCH BACK, MADE IN USA, GREAT SHAPE, COME WITH LOCK & KEY",,,,,,,,,,
4017,1599.0,orangecounty,https://orangecounty.craigslist.org/bik/d/bellflower-revi-predator-electric-ebike/7458611291.html,2022-04-04 10:28,Revi Predator Electric eBike Fat Tire E Bike Civi Bikes, aluminum, mountain,,,19,Predator by Revi Bikes - Fat Tire Sports Electric Bike  A very popular e-bike!  Check out the Revi Predator on YouTube!  All Terrain Comfort Ebike - With Front Suspension!  15971 Piuma Ave.  Cerritos CA 90703  show contact info   Store Hours:  10am - 5pm (close only on Tuesdays)  www.562ebikes.com   Only 1599 - Same as our Amazon Listings.  No Interest Financing Available - 6 to 12 months   Brand New - Fully Assembled - No Build Fees!  We are open to the public in Downey by appointment  These are the upgraded e-bike standards  BAFANG Motor 500 watts SAMSUNG Battery 48 volts 13AH  Extreme power for heavy riders and hills!  Quality Shimano Components  New matrix LCD Display Fat Tires Throttle & 5-Levels Pedal Assists Comfortable & Easy Handling, disc (mechanical), new,,,,,,,,
4018,20.0,orangecounty,https://orangecounty.craigslist.org/spo/d/mission-viejo-boys-bikes/7454771812.html,2022-04-04 10:04,2 boys bikes,,,,,3,2 Boys bikes - The black one is a SIMS and the green one is a DIAMONDBACK.  $20 each.,,,,,,,,,,
4019,240.0,orangecounty,https://orangecounty.craigslist.org/bik/d/santa-ana-bikes/7466699740.html,2022-04-03 21:24,Bikes, aluminum, mountain, 18, 18 in,3,The two black bikes are really good  The only thing that it needs is air on it   The woman’s bike has its brake broken and just cost like 15-20 bucks on Amazon  and just needs air on it  If interested send me a message  show contact info  THANK YOU,, good, none,,,,,,,
4020,75.0,orangecounty,https://orangecounty.craigslist.org/bop/d/san-clemente-bike-rack-holds-bikes/7466600260.html,2022-04-03 15:00,Bike Rack (holds 3 bikes),,,,,0,,,,,,,,,,,
4021,240.0,orangecounty,https://orangecounty.craigslist.org/bop/d/costa-mesa-hitch-bike-rake-bikes/7466278810.html,2022-04-02 17:01,Hitch bike rake 4 bikes,,,,,0,,,,,,,,,,,
4022,2999.0,orangecounty,https://orangecounty.craigslist.org/bid/d/cerritos-shark-gray-pro-kick-ass-1000w/7465630759.html,2022-04-01 08:31,🦈SHARK GRAY PRO⚡️ KICK ASS 1000W SOUL FAST ELECTRIC BIKE ⚡, aluminum, bmx, XL, 26 in,24,"2022 SONIC SABER 1000W LIMTED EDITION SHARK GREY  14AH LONG RANGE BATTERY - 60 MILES  ☎️Call: 833-EBIKE44 (833-324-5344) WWW.SOULEBIKES.COM  SOUL YOUTUBE CHANNEL E BIKE VIDS; https://www.youtube.com/watch?v=8AFtybdw1bM&list=PLoV1aLJxds4Qg1tSsr3TFb4RKRHGfsHab&index=1  With the influx of garbage electric bikes flooding the streets we decided to give the public what it wants. A high end premium performance electric bike for dirt cheap. So say goodbye to all the online crap, box store bargains and swap meet junk. The SONIC SABER delivers where all others fail.  Let’s start off with our $5,000 SONIC SS flagship frame and build off of it. For power we went with the reliable Bafang big daddy 750W hub motor that puts out a clean 1000W when matched to our 14AH integrated downtube battery. We stack the front with a HD MTB lockout suspension fork Disc brakes and top it off our signature paint finishes.   https://youtu.be/_NorAqJISkg  SABER SPECS: 6061 T6 AIRCRAFT HAND WELDED ALUM FRAME  INTEGRATED SAMSUNG 48V 14AH BATTERY CNC’ED DROPOUTS AND SUPPORT GUSSETS BAFANG 750W / 1000W PEAK POWER MOTOR - CLASS 2 5” BUTTER SOFT FRONT SUSPENSION FORK ADJUSTABLE PRE LOAD & LOCK OUT FRONT AND REAR DISC BRAKES  180 MM ROTORS 4” ALUMINUM RIMS  MTB TIRES  SHIMANO 7 SPEED GRIP SHIFT STAINLESS SPOKES / KMC CHAINS ALUMINUM PEDALS ALUM CRANKS  SOUL XL COMFORT SADDLES - REFLECTIVE LOGO - BOTTLE OPENER HD WELD ON KICKSTAND LIFETIME FRAME WARRANTY   SABER PRO SS:  LONG RANGE 14AH LG BATTERY, POWERFUL HYDRAULIC BRAKES, MINI COLOR DISPLAY, SOUL FAST VEE SPEEDSTER TRIES,  BILLET PEDALS, CRE HID HEADLIGHT, TIRE SEALANT, SEALED BEARING BOOTOM BRACKET, SOUL SIGNATURE 4130 CHROMOLY CRANKS, 31.8MM BILLET MTB STEM - ALUM BMX BARS  FILL OUT THE PRE ORDER FORM ONLINE OR CALL US DIRECTLY AT 833-EBIKE44 WWW.SOULEBIKES.COM/SABER  SOUL YOUTUBE CHANNEL E BIKE VIDS; https://www.youtube.com/watch?v=8AFtybdw1bM&list=PLoV1aLJxds4Qg1tSsr3TFb4RKRHGfsHab&index=1  SOUL FAST EBIKES  CERRITOS CA - WILL CALL DISTRIBUTION HUB  HQ MESA AZ  ☎️Call: 833-EBIKE44 (833-324-5344) 🛍️Shop: www.soulbeachcruisers.com/saber", disc (hydraulic), new, pedal assist, bmx, SOUL FAST ELECTRIC BIKES, SONIC STOMPER SABER, suspension fork (hardtail),,,
4023,1999.0,orangecounty,https://orangecounty.craigslist.org/bid/d/cerritos-best-value-ebikes-1000w-soul/7465621846.html,2022-04-01 08:14,BEST VALUE EBIKES ⚡️ 1000W SOUL FAST SONIC SABER ELECTRIC BIKE ⚡, aluminum, bmx, XL, 26 in,24,"2022 SONIC SABER 1000W BUY DIRECT FROM THE MANUFACTURER OR ONE OF OUR SO CAL DEALERS PRICED FROM $1999 IN STOCK RIDE TODAY   WWW.SOULEBIKES.COM/SABER  With the influx of garbage electric bikes flooding the streets we decided to give the public what it wants. A high end premium performance electric bike for dirt cheap. So say goodbye to all the online crap, box store bargains and swap meet junk. The SONIC SABER delivers where all others fail.  Let’s start off with our $5,000 SONIC SS flagship frame and build off of it. For power we went with the reliable Bafang big daddy 750W hub motor that puts out a clean 1000W when matched to our 8AH integrated downtube battery. (optional 10.5AH available) We stack the front with a HD MTB lockout suspension fork Disc brakes and top it off our signature paint finishes.   SOUL YOUTUBE CHANNEL E BIKE VIDS; https://www.youtube.com/watch?v=8AFtybdw1bM&list=PLoV1aLJxds4Qg1tSsr3TFb4RKRHGfsHab&index=1   SABER SPECS: 6061 T6 AIRCRAFT HAND WELDED ALUM FRAME  INTEGRATED SAMSUNG 48V 10.5AH BATTERY CNC’ED DROPOUTS AND SUPPORT GUSSETS BAFANG 750W / 1000W PEAK POWER MOTOR - CLASS 2 5” BUTTER SOFT FRONT SUSPENSION FORK ADJUSTABLE PRE LOAD & LOCK OUT FRONT AND REAR DISC BRAKES  180 MM ROTORS 4” ALUMINUM RIMS  MTB TIRES  SHIMANO 7 SPEED GRIP SHIFT STAINLESS SPOKES / KMC CHAINS ALUMINUM PEDALS ALUM CRANKS  SOUL XL COMFORT SADDLES - REFLECTIVE LOGO - BOTTLE OPENER HD WELD ON KICKSTAND LIFETIME FRAME WARRANTY   UPGRADE TO THE SABER PRO SS:  LONG RANGE 14AH LG BATTERY, POWERFUL HYDRAULIC BRAKES, MINI COLOR DISPLAY, SOUL FAST VEE SPEEDSTER TRIES,  BILLET PEDALS, CRE HID HEADLIGHT, TIRE SEALANT, SEALED BEARING BOOTOM BRACKET, SOUL SIGNATURE 4130 CHROMOLY CRANKS, 31.8MM BILLET MTB STEM - ALUM BMX BARS  FILL OUT THE PRE ORDER FORM ONLINE OR CALL US DIRECTLY AT 833-EBIKE44 WWW.SOULEBIKES.COM  SOUL YOUTUBE CHANNEL E BIKE VIDS; https://www.youtube.com/watch?v=8AFtybdw1bM&list=PLoV1aLJxds4Qg1tSsr3TFb4RKRHGfsHab&index=1  SOUL FAST EBIKES  CERRITOS CA - WILL CALL DISTRIBUTION HUB  HQ MESA AZ  ☎️Call: 833-EBIKE44 🛍️Shop: www.soulebikes/com", disc (hydraulic), new, pedal assist, bmx, SOUL FAST ELECTRIC BIKES, SONIC STOMPER SABER, suspension fork (hardtail),,,
