,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,frame size,wheel size,condition,brake type,electric assist,handlebar type,suspension,make / manufacturer,model name / number,part type,serial number,size / dimensions,year manufactured,length overall (LOA),propulsion type,engine hours (total)
28561,750.0,charlotte,https://charlotte.craigslist.org/bik/d/salisbury-specialized-stumpjumper-fsrxc/7471598606.html,2022-04-15 11:17,Specialized Stumpjumper FSRXC,9,"Very well taken care of Stump Jumper from Specialized, one of the lightest mountain bikes ever made.  This includes a brand new Rock ShoX rear air adjustable shock ($300 value), an upgraded 8 Ball seat (you'll thank me), new Continental MTB tires, and the Shimano XT upgrade from original.  I have an extra set of tires as well.  Just add your favorite pedals and you are ready to ride!", aluminum, mountain, Medium, 27.5 in,,,,,,,,,,,,,,
28562,20.0,charlotte,https://charlotte.craigslist.org/for/d/dallas-bike-rack-by-proaction/7471583994.html,2022-04-15 10:47,Bike Rack by PROACTION,0,PROACTION Bike Rack.  Holds 2 Bikes.  In Excellent condition.    Easy installation.  No tools needed.,,,,, excellent,,,,,,,,,,,,,
28563,4000.0,charlotte,https://charlotte.craigslist.org/bik/d/charlotte-2021-kachina-bikes-pisgah/7459799189.html,2022-03-18 10:57,2021 Kachina Bikes Pisgah Large,11,"2021 Pisgah for sale size Large Build list is as follows:  SRAM full GX groupset 32t 175mm crankset, 10-52 cassette SRAM Code RSC 4 piston brakes Rockshox Lyrik Ultimate fork 160mm travel Rockshox Super Deluxe Ultimate shock 150mm travel Kachina Bikes i29 full carbon wheels Vittoria Mazza 2.4"" tires Truvative Descendant handlebars 35mm x 760mm Truvative Descendant 35mm stem Rockshox Reverb Stealth 150mm dropper post Fabric Scoop Elite Radius saddle Truvative Descendant grips  Bike is in like new condition, has been demoed a few times. There are a couple of little scratches.  Of course you will get full factory warranty! Please see www.kachinabikes.com for full details.", carbon fiber, mountain, Large, 29 in, like new, disc (hydraulic), none, riser, frame and fork (full suspension), Kachina Bikes, Pisgah,,,,,,,
28564,2339.0,charlotte,https://charlotte.craigslist.org/trb/d/albemarle-2021-bri-mar-ute-612-unknown/7471216218.html,2022-04-14 12:30,2021 Bri-Mar UTE-612 Unknown,0,"Crossroads Yamaha Suzuki Polaris address:    1935 E Main St. Albemarle NC, 28001phone:      ☎ (704) 504-7426 ext 19text:       Text 19 to (704) 504-7426 for more details  link:       https://crossroadsyamaha.com/dx1inventory/427db5fc-fb93-4ed1-b4d6-accb014a7d83  contact:    Crossroads Yamaha Suzuki Polaris  2021 BRI-MAR UTE-612 UNKNOWN Notes from the DealerCrossroads Yamaha Suzuki and Polaris located in the Heart of the Uwharrie National park and between two of the best kept secret lakes. Lake Tillery and Badin lakes are quaint, where the mountains meet the lakes. Crossroads is a one stop shop for units sales, services, parts and accessories. We offer products from some of the top selling brands in the industry. Carrying products like Yamaha Motorcycles, Yamaha ATV's, Yamaha Scooters, Yamaha Waverunners, Suzuki Motorcycles, Suzuki ATV's, Polaris Rangers, Polaris RZR, and Polaris Sportsman ATV's, work or play. Crossroads is a consecutive 6 year WHITE DIAMOND dealer for Yamaha Waverunners. March 1st 2016, We took  on the Polaris franchise and we quickly become #1 volume dealer in our region and hold that title still today.  Our dedication to the customer is our drive and continues to keep customer coming back. A small family run business, with a TEAM that can pull off miracles, stretches to take care of surrounding lakes such as: Lake Norman, Mt. Lake, Lake Wylie, Lake Tillery, Badin, High Rock, and other surrounding lakes. Our brands give us a wide selection of Water Craft, Waverunners, ATVs, Utility Vehicles, Motorcycles and Dirt Bikes. Crossroads also offers a MOBILE SERVICE taking care of areas like Huntersville, Cornelius, Charlotte, Concord, Hickory, Raleigh, Monroe, Gastonia, Statesville, Denver, Pineville, Salisbury, Mt. Pleasant, Matthews, Badin, Greensboro, Asheboro, and Albemarle. It's our goal to bring the best possible buying and service experience to anyone who visits us in store or online. See our inventory of Yamaha wolverines Viking grizzly's Kodiaks v star road star bolt fz R1 R6 R3 sportsman rzr turbo yz250f yz450f yz450fx kingquad and more online today at www.crossroadsyamaha.com or www.crossroadspolaris.comTrailer InfoStock #: 004074VIN: 58CB1UB1XMC004074Condition: NewTrailer DetailsType: TrailersDescription STANDARD FEATURES: 3"" Channel Tongue 3"" x 2"" Angle Main Frame 2.5"" x 2.5"" Angle Crossmembers 2"" Pressure Treated Wood Decking 12"" High 2""x2"" Tube Railing Stake Pockets Landscape Gate Split Landscape Gate UT 6' Wide Models 2"" A-Frame Coupler 2k Top Wind Jack Sealed Wiring Harness LED Rubber Mounted Lights Dexter EZ Lube Axle No Brakes Double Eye Suspension Black Mod Wheels Radial Tires Durable Powder Coat Primer Durable Powder Coat Finish Crossroads Yamaha Suzuki Polaris address:    1935 E Main St. Albemarle NC, 28001phone:      ☎ (704) 504-7426 ext 19text:       Text 19 to (704) 504-7426 for more details  link:       https://crossroadsyamaha.com/dx1inventory/427db5fc-fb93-4ed1-b4d6-accb014a7d83  contact:    Crossroads Yamaha Suzuki Polaris",,,,, new,,,,, Bri-Mar, UTE-612,,,, 2021,,,
28565,3349.0,charlotte,https://charlotte.craigslist.org/trb/d/albemarle-2021-bri-mar-ut-614-compact/7471216216.html,2022-04-14 12:30,2021 Bri-Mar UT-614 Compact Utility,0,"Crossroads Yamaha Suzuki Polaris address:    1935 E Main St. Albemarle NC, 28001phone:      ☎ (704) 504-7426 ext 69text:       Text 69 to (704) 504-7426 for more details  link:       https://crossroadsyamaha.com/dx1inventory/37fd5d25-011b-46ef-ac7e-ae43017092a1  contact:    Crossroads Yamaha Suzuki Polaris  2021 BRI-MAR UT-614 COMPACT UTILITY Notes from the DealerCrossroads Yamaha Suzuki and Polaris located in the Heart of the Uwharrie National park and between two of the best kept secret lakes. Lake Tillery and Badin lakes are quaint, where the mountains meet the lakes. Crossroads is a one stop shop for units sales, services, parts and accessories. We offer products from some of the top selling brands in the industry. Carrying products like Yamaha Motorcycles, Yamaha ATV's, Yamaha Scooters, Yamaha Waverunners, Suzuki Motorcycles, Suzuki ATV's, Polaris Rangers, Polaris RZR, and Polaris Sportsman ATV's, work or play. Crossroads is a consecutive 6 year WHITE DIAMOND dealer for Yamaha Waverunners. March 1st 2016, We took  on the Polaris franchise and we quickly become #1 volume dealer in our region and hold that title still today.  Our dedication to the customer is our drive and continues to keep customer coming back. A small family run business, with a TEAM that can pull off miracles, stretches to take care of surrounding lakes such as: Lake Norman, Mt. Lake, Lake Wylie, Lake Tillery, Badin, High Rock, and other surrounding lakes. Our brands give us a wide selection of Water Craft, Waverunners, ATVs, Utility Vehicles, Motorcycles and Dirt Bikes. Crossroads also offers a MOBILE SERVICE taking care of areas like Huntersville, Cornelius, Charlotte, Concord, Hickory, Raleigh, Monroe, Gastonia, Statesville, Denver, Pineville, Salisbury, Mt. Pleasant, Matthews, Badin, Greensboro, Asheboro, and Albemarle. It's our goal to bring the best possible buying and service experience to anyone who visits us in store or online. See our inventory of Yamaha wolverines Viking grizzly's Kodiaks v star road star bolt fz R1 R6 R3 sportsman rzr turbo yz250f yz450f yz450fx kingquad and more online today at www.crossroadsyamaha.com or www.crossroadspolaris.comTrailer InfoStock #: 004070VIN: 58CB1UC14MC004070Condition: NewTrailer DetailsType: TrailersDescription 3"" Channel Tongue 3"" x 2"" Angle Main Frame 2.5"" x 2.5"" Angle Crossmembers 2"" Pressure Treated Wood Decking 12"" High 2""x2"" Tube Railing Stake Pockets Landscape Gate Split Landscape Gate UT 6' Wide Models 2"" A-Frame Coupler 2k Top Wind Jack Sealed Wiring Harness LED Rubber Mounted Lights Dexter EZ Lube Axle No Brakes Double Eye Suspension Black Mod Wheels Radial Tires Durable Powder Coat Primer Durable Powder Coat Finish Crossroads Yamaha Suzuki Polaris address:    1935 E Main St. Albemarle NC, 28001phone:      ☎ (704) 504-7426 ext 69text:       Text 69 to (704) 504-7426 for more details  link:       https://crossroadsyamaha.com/dx1inventory/37fd5d25-011b-46ef-ac7e-ae43017092a1  contact:    Crossroads Yamaha Suzuki Polaris",,,,, new,,,,, Bri-Mar, UT-614,,,, 2021,,,
28566,300.0,charlotte,https://charlotte.craigslist.org/bik/d/salisbury-hoffman-bikes-sugar-baby/7459773395.html,2022-03-18 10:00,Hoffman Bikes Sugar Baby freestyle bike,4,Great bike with brand new Haro Knee Saver bars & light weight poly pegs.     Haro/Hutch/GT, other/unknown, bmx," 20""", 20 in, excellent,,,,, Hoffman Bikes, Sugar Baby- Flatland,,,,,,,
28567,11449.0,charlotte,https://charlotte.craigslist.org/mcd/d/concord-2022-honda-fury/7471131474.html,2022-04-14 09:40,2022 Honda® Fury,14,"RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 25  link:       http://www.ridenowconcord.com/New-Inventory-2022-Honda-Fury-Concord-North-Carolina-11525650  contact:    Internet Sales  2022 HONDA® FURY  Notes from the DealerRideNow Concord & Indian Motorcycle of Concord is the premier powersports dealership serving the metro areas of Charlotte, Kannapolis, Winston-Salem and Greensboro, North Carolina. Our dealership is located off the 29 and 601 in our state of the art facility, only 6.3 miles north of Charlotte Motor Speedway, and across the street from First Assembly Church. In addition to our powersport vehicles we provide a wide selection of aftermarket parts and accessories and a full service department. Our inventory includes a huge selection of both new and used  ATVs, Utility Vehicles, Trikes, Water Craft, Scooters, Dirt Bikes and Motocross Motorcycles for sale. Our brands include Indian Motorcycles, Victory Motorcycles, Suzuki, Yamaha, Polaris, Kawasaki, Honda and the all new Polaris Slingshot.   RideNow Concord is conveniently located near the areas of Charlotte, Harrisburg, Mt. Pleasant, Rocky River, Matthews, China Grove, Mooresville, Pineville, Granite Quarry & Salisbury.InfoType: CruiserStock #: HO600267DetailsColor: YlwCondition: NewDrivetrainOdometer: 1Description NOW AVAILABLE!!! Pricing may exclude any added parts, accessories or installation- unless otherwise noted. Advertised pricing excludes applicable taxes title and licensing, dealer set up, destination and are subject to change without notice. Sale prices include all applicable offers.  2022 Honda® FuryLOOK GOOD. RIDE GREAT.Used to be, if you rode a motorcycle, you really stood out in a crowd. And if you’re on a Honda Fury, you can guarantee it. This bike is unlike anything else in our lineup—or anybody else’s. It’s longer, lower, and cleaner than just about anything on the road. Powered by a 1312cc V-twin engine, you get plenty of torque from idle to redline. Check out the raked front end, and the attention to detail that makes this bike so sharp. And that new Pearl Yellow paint makes this bike a real stunner! Plus, since it’s a Honda, it handles better than most other choppers, and offers our world-famous reliability too.Features may include:STYLINGCHOPPER STYLINGThe Fury is one of the most authentic, radically styled custom motorcycles that Honda has ever produced. It features a teardrop seamless fuel tank, an ingenious single-shock rear suspension system and an aluminum swingarm.PERFORMANCEV-TWIN ENGINEA powerful 1312cc, 52-degree V-twin engine with a single-pin crankshaft and dual balancers has plenty of torque, and the feel only a V-twin can deliver.COMFORTLOW SEATThe Fury's super-low 26.9-inch seat height is an integral design element that fits in behind the slim and long fuel tank.DRIVETRAINSHAFT FINAL DRIVEThe shaft final drive is quiet, clean and has been uniquely integrated into the overall design. RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 25  link:       http://www.ridenowconcord.com/New-Inventory-2022-Honda-Fury-Concord-North-Carolina-11525650  contact:    Internet Sales  DisclaimerAdvertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Contact dealer for detailsgguu05v0bc9maetvbf8se5i7od7",,,,,,,,,,,,,,,,,,
28568,9999.0,charlotte,https://charlotte.craigslist.org/mcd/d/concord-2022-honda-crf450rl/7471131582.html,2022-04-14 09:40,2022 Honda® CRF450RL,17,"RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 107  link:       http://www.ridenowconcord.com/Used-Inventory-2022-Honda-CRF450RL-Concord-North-Carolina-11390699  contact:    Internet Sales  2022 HONDA® CRF450RL  Notes from the DealerRideNow Concord & Indian Motorcycle of Concord is the premier powersports dealership serving the metro areas of Charlotte, Kannapolis, Winston-Salem and Greensboro, North Carolina. Our dealership is located off the 29 and 601 in our state of the art facility, only 6.3 miles north of Charlotte Motor Speedway, and across the street from First Assembly Church. In addition to our powersport vehicles we provide a wide selection of aftermarket parts and accessories and a full service department. Our inventory includes a huge selection of both new and used  ATVs, Utility Vehicles, Trikes, Water Craft, Scooters, Dirt Bikes and Motocross Motorcycles for sale. Our brands include Indian Motorcycles, Victory Motorcycles, Suzuki, Yamaha, Polaris, Kawasaki, Honda and the all new Polaris Slingshot.   RideNow Concord is conveniently located near the areas of Charlotte, Harrisburg, Mt. Pleasant, Rocky River, Matthews, China Grove, Mooresville, Pineville, Granite Quarry & Salisbury.InfoType: AdventureStock #: UHO300076DetailsCondition: UsedDrivetrainOdometer: 425Description 2022 Honda® CRF450RLLICENSE TO EXPLORESet a course for your favorite trail, and turn the world into your playground, on the incredible 2022 Honda CRF450RL. It’s engineered to help you go hard over the most technical terrain, and equipped with everything you need for an easy ride home. That starts with the legendary 449cc Unicam® engine packing serious power. And a wide-ratio six-speed transmission that can handle anything from slow-speed maneuvers, up to highway-speed riding. Featuring the famous CRF lightweight twin-spar aluminum chassis, premium long-travel suspension, factory handguards, and all the modern innovations you’d expect on a street legal dirt bike. Put them together, and you have the performance to ride over almost anything, with the versatility to go everywhere.Features may include:VERSATILITYFULLY STREET LEGAL & OFF-ROAD CAPABLEThe CRF450RL is equipped with a catalytic converter and is fully street legal in all 50 states—and off-road capable just about anywhere on the planet. That means you can ride it wherever it’s legal to operate a motor vehicle—in state and national parks, on the road, on public lands. Plus, you don’t need to haul your bike to the trailhead in a truck or on a trailer. Best of all, it makes finding gas (or lunch) a breeze.CONVENIENCEELECTRIC STARTAn electric start system ensures trouble-free starting in all conditions. The electric starter also drives the clutch side of the crankshaft to provide superior lubrication to starter gears while producing a narrow engine with a short, strong crank.PERFORMANCE449cc UNICAM® ENGINEThe CRF450RL’s Unicam cylinder-head combines the best of single- and double-overhead-cam designs, and shares its DNA with our championship-winning CRF450R. The configuration saves weight compared to a dual-overhead-camshaft motor, and the camshaft sits lower in the head for a more compact engine and a lower center of gravity. You also get a narrow included valve angle that flattens the combustion chamber for better ignition flame propagation and a high compression ratio. ENGINEERINGWIDE-RATIO SIX-SPEED TRANSMISSIONLike our CRF450X, the CRF450RL rocks a wide-ratio six-speed gearbox. That gives you a low gear perfect for tight, slow situations, and a top gear that’s tall enough for highway riding to the next gas stop or trailhead. RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 107  link:       http://www.ridenowconcord.com/Used-Inventory-2022-Honda-CRF450RL-Concord-North-Carolina-11390699  contact:    Internet Sales  DisclaimerAdvertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Contact dealer for detailsd425wrotmw8wlbe2zlr600jb7sava",,,,,,,,,,,,,,,,,,
28569,1649.0,charlotte,https://charlotte.craigslist.org/mcd/d/concord-2022-honda-crf50f/7471131528.html,2022-04-14 09:40,2022 Honda® CRF50F,12,"RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 106  link:       http://www.ridenowconcord.com/New-Inventory-2022-Honda-CRF50F-Concord-North-Carolina-11695788  contact:    Internet Sales  2022 HONDA® CRF50F  Notes from the DealerRideNow Concord & Indian Motorcycle of Concord is the premier powersports dealership serving the metro areas of Charlotte, Kannapolis, Winston-Salem and Greensboro, North Carolina. Our dealership is located off the 29 and 601 in our state of the art facility, only 6.3 miles north of Charlotte Motor Speedway, and across the street from First Assembly Church. In addition to our powersport vehicles we provide a wide selection of aftermarket parts and accessories and a full service department. Our inventory includes a huge selection of both new and used  ATVs, Utility Vehicles, Trikes, Water Craft, Scooters, Dirt Bikes and Motocross Motorcycles for sale. Our brands include Indian Motorcycles, Victory Motorcycles, Suzuki, Yamaha, Polaris, Kawasaki, Honda and the all new Polaris Slingshot.   RideNow Concord is conveniently located near the areas of Charlotte, Harrisburg, Mt. Pleasant, Rocky River, Matthews, China Grove, Mooresville, Pineville, Granite Quarry & Salisbury.InfoType: Off-RoadStock #: HO606952DetailsColor: RedCondition: NewDrivetrainOdometer: 1Description NOW AVAILABLE!!! Pricing may exclude any added parts, accessories or installation- unless otherwise noted. Advertised pricing excludes applicable taxes title and licensing, dealer set up, destination and are subject to change without notice. Sale prices include all applicable offers.  2022 Honda® CRF50FEASY TO LEARN. HARD TO FORGET.Every great rider starts somewhere. Most of them, on a CRF50F. It’s just the right size for younger riders, with the perfect combination of features to make learning as entertaining as riding. The four-stroke engine provides smooth power delivery that’s easy to harness, and the automatic clutch means riders can focus on the fundamentals without worrying about stalling. Along the way, an adjustable throttle limiter and keyed ignition lets you control its power output. And this year, it comes with new graphics inspired by our champion-motocrossers. The CRF50F is a learning tool, a bonding opportunity, and nonstop fun.Features may include:PERFORMANCEDURABLE, LOW-MAINTENANCE ENGINEIf there’s one thing you can count on with a Honda, it’s the engine. The CRF50F’s Honda four-stroke is famously reliable. That cuts down on frustration and hassles.CONVENIENCEAUTOMATIC CLUTCHBecause there's no clutch lever to master, new riders don’t have to worry about stalling. That makes the CRF50F the perfect tool for learning to shift. In addition, the smooth transmission offers three gear ratios.CONVENIENCEKEYED IGNITIONA removable key helps ensure younger riders can’t ride without an adult’s supervision. Got their homework done early? Let’s go riding!ENGINEERINGADJUSTABLE THROTTLE LIMITERSet the top speed by turning a screw. That helps keep new riders from going too fast, too soon, and lets you match the CRF50F's power output to the rider's skill level.RUGGED STEEL FRAMENew riders are hard on equipment, especially when they’re just starting out. That’s why the CRF50F uses a strong steel frame that’s built to handle the bumps and dings of off-road riding.STYLINGTOUGH BODYWORKLearning to ride is all about - well, learning. And that can be tough on a bike. So we made the CRF50F even tougher. With plastic fenders, tank and other body parts, it’s designed to shrug off dings and scrapes. And with styling inspired by its pro-motocross big brothers, the CRF50F looks like a champ too. RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 106  link:       http://www.ridenowconcord.com/New-Inventory-2022-Honda-CRF50F-Concord-North-Carolina-11695788  contact:    Internet Sales  DisclaimerAdvertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Contact dealer for detailsaaj2xdjb2u7qsek4gkc57ro4ll56xw",,,,,,,,,,,,,,,,,,
28570,20499.0,charlotte,https://charlotte.craigslist.org/mcd/d/concord-2016-harley-davidson-flhxs/7471131537.html,2022-04-14 09:40,2016 Harley-Davidson® FLHXS - Street Glide® Special,18,"RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 100  link:       http://www.ridenowconcord.com/Used-Inventory-2016-Harley-Davidson-FLHXS---Street-Glide-Special-Concord-North-Carolina-11583910  contact:    Internet Sales  2016 HARLEY-DAVIDSON® FLHXS - STREET GLIDE® SPECIAL  Notes from the DealerRideNow Concord & Indian Motorcycle of Concord is the premier powersports dealership serving the metro areas of Charlotte, Kannapolis, Winston-Salem and Greensboro, North Carolina. Our dealership is located off the 29 and 601 in our state of the art facility, only 6.3 miles north of Charlotte Motor Speedway, and across the street from First Assembly Church. In addition to our powersport vehicles we provide a wide selection of aftermarket parts and accessories and a full service department. Our inventory includes a huge selection of both new and used  ATVs, Utility Vehicles, Trikes, Water Craft, Scooters, Dirt Bikes and Motocross Motorcycles for sale. Our brands include Indian Motorcycles, Victory Motorcycles, Suzuki, Yamaha, Polaris, Kawasaki, Honda and the all new Polaris Slingshot.   RideNow Concord is conveniently located near the areas of Charlotte, Harrisburg, Mt. Pleasant, Rocky River, Matthews, China Grove, Mooresville, Pineville, Granite Quarry & Salisbury.InfoType: TouringStock #: UHD688670DetailsCondition: UsedDrivetrainOdometer: 26643Description NOW AVAILABLE!!! Pricing may exclude any added parts, accessories or installation- unless otherwise noted. Advertised pricing excludes applicable taxes title and licensing, dealer set up, destination and are subject to change without notice. Sale prices include all applicable offers. RideNow Powersports Concord address:    254 Concord Parkway S Concord NC, 28027phone:      ☎ (704) 761-4627 ext 100  link:       http://www.ridenowconcord.com/Used-Inventory-2016-Harley-Davidson-FLHXS---Street-Glide-Special-Concord-North-Carolina-11583910  contact:    Internet Sales  DisclaimerAdvertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Contact dealer for details4ll2wvhf426jfu8ipwzpkoib2xx1s",,,,,,,,,,,,,,,,,,
28571,1.0,charlotte,https://charlotte.craigslist.org/sgd/d/used-gym-equipment-life-fitness-precor/7471082325.html,2022-04-14 04:55,"Used Gym Equipment - Life Fitness, Precor, Cybex, Hammer Strength",10,"We have everything you need for your commercial or home gym! Check us out!  BuyAndSellFitness.com or call (407) 674-2663  25000 sq ft warehouse full of equipment From Top Brands Like Cybex Precor Life Fitness Stairmaster Hammer Strength Nautilus Matrix @ More!  Our Inventory Includes : - Treadmill - Elliptical - Recumbent Bike - Upright Bike - Spin Bikes - Strength Equipment & More!  - Cybex Arc Trainer - Precor AMT - Cable Crossovers - Smith Machines - Dumbbells - Olympic Plates - Leg Press  We also have gym packages of top brand commercial gym equipment that fit your budget!!!  Bumper Plates, Precor Icarian, Star Trac, Cybex, Paramount, Magnum, Life Fitness, Hammer Strength, Stair Master, Techno Gym. Treadmill, Elliptical, Spinning Bike, Spin Bikes, Recumbent Bikes, Up Right Bikes, Stepmills, Steeper, Spinners. Free weights, Dumbbells, Barbells, Racks, Plates, Plate Trees, Bench, Olympic Bench, Decline Bench, Multi Station, Jungle Gym, Cable Cross Over, Accessories. Gym, Commercial Gym Equipment, Fitness Equipment, Used Gym Equipment, Refurbish Fitness Equipment, Equipo de Gimnasio Usado, Cybex, Life Fitness, Star Trac, Precor, Hoist, True, Nautilus, Hammer Strength, Atlantis, Matrix. Diesel, Paramount, Stair Master, Magnum, Quantum, Body Master, Icarian, Elite Gym Equipment International inc. Circuit, Complete Gym, All Commercial Machines, Fitness & Gym Equipment Outlet Warehouse. Treadmills, Ellipticals, Cross Trainer, Stepmills, Recumbent Bike, Upright Bike, Spin Bikes, Steppers, Spinners, Multi Station Gym, Jungle Gym, Fitness Equipment, Commercial Gym Equipment, Exercise Equipment, Cardio Machines, Cross Fit, Exercise, Cardio, Plate Loaded Machines, Leg Press, Smith Machine, Cable Crossover, Weights, Dumbbells, Rubber Dumbbells, Barbells, Rubber Weights, Plates, Rubber Mats, Racks, Commercial Benches and Accessories, fitness equipment, nustep, hex dumbbells, crossfit, concept2",,,,, excellent,,,,," Life Fitness, Cybex, Hammer",,,,,,,,
