,price,location,url,date,title,numimage,text,condition,makemanufacturer,modelnamenumber,bicycleframematerial,bicycletype,braketype,electricassist,framesize,handlebartype,suspension,wheelsize,sizedimensions,serialnumber,paintcolor,yearmanufactured,days
423,1849.0,tuscaloosa,https://huntsville.craigslist.org/snd/d/florence-2022-polaris-sportsman-110-in/7471153586.html,2022-04-14 09:30,2022 Polaris Sportsman 110 IN STOCK!,2.0,"IN STOCK!!!  or Call me today to get your New Polaris Special Ordered!!!! Wayne 256-394-3995!!!  Polaris Spring Sales Event!!  Shoals Outdoor Sports is a high volume dealer with NO FEES. See why customers travel from all over to buy from us. We offer awesome financing WAC. Call, text, or PM me for your out the door price. My cell is 256-394-3995. Ask for Wayne Wilkinson.  We have awesome ATVs and side by sides. All of the adult units are 4x4.  Check payment here, put Wayne Wilkinson under sales agent category:  https://www.shoalsoutdoorsports.com/creditapplication/new  Need a trailer to take it home? We have those also. The trailers are 2 inch square tubing with treated wood flooring. 5x8 Angle: $1299 6x10: $1,899 6x12: $1,999 6x14: $2,199  **Prices don’t include optional accessories**  Rgr, used rgr, tocoma, Jeep, wrangler, buy here, down payment, finance, financing, easy, affordable, used car, used cars, used truck, used trucks, chevy, Chevrolet, ford, Nissan, dodge, Toyota, Honda, used atv, used atvs, new atv, new atvs, new utv, used utv, yeti, yeti cups, yeti coolers, helmets, gloves, accessories, gear, goggles, parts, chainsaws, add-ons, forsale, for sale, UTV, offroad, sxs, side by side, sidebyside, atv, quad, farm, truck, car, used, new, kart, gokart, gocart, cart, dirt, dirtbike, bike, motocross, racing, motorcycle, cycle, v-twin, clutch, 4x4, power, fast, fun, sale, sales, exmark, autos, automobile, pre-owned, four wheel drive, awd, fwd, LED, lightbars, light bar, wetsounds, audio bar, sound bar, loud, winch, Yamaha, honda, Polaris, razor, rzr, ranger, 500, 570, 900, 1000, XP, highlifter, northstar, ace, 150, sportsman, 450, 850, EPS, youth, adult, fox, dynamix, probox, Massimo, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, gator, ranger, Maverick, rzr, rhino, Arctic Cat, strike, boss, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, turbo, supercharged, mud, track, race, Harley, Davidson, Harley Davidson, hd, trail, bog, muddy, rock crawler, four wheeler, 4wheeler, 4 wheeler, fourwheeler, four wheelers, ATV, ATVS, ATV'S, All terrain vehicle, all terrain vehicles, UTV, UTVS, UTV'S, utility terrain vehicle, utility terrain vehicles, side by side, dirt bike, dirt bikes, crf, gsxr, busa, yzf, snap-on, pressure washer, skeeter, bullet",unknown,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
424,1849.0,tuscaloosa,https://huntsville.craigslist.org/snd/d/florence-2022-tracker-500-in-stock/7471151736.html,2022-04-14 09:26,2022 Tracker 500 S IN STOCK!!!,2.0,"IN STOCK!! CALL WAYNE 256.394.3995!!!!  You can count on the TRACKER 500s to provide the essential features needed to get the work done. Best-in-class enclosed storage and multiple tie-down points add utility to its 500-lb. cargo box and 1,500-lb. towing capacities. Plus, with its 4WD and compact and nimble size, you have easier access to tight places-even in slick conditions-where you work, hunt, fish, or play.  Shoals Outdoor Sports is a high volume dealer with NO FEES. See why customers travel from all over to buy from us. We offer awesome financing WAC. Call, text, or PM me for your out the door price. My cell is 256-394-3995. Ask for Wayne Wilkinson.  We have awesome ATVs and side by sides. All of the adult units are 4x4.  Check payment here, put Wayne Wilkinson under sales agent category:  https://www.shoalsoutdoorsports.com/creditapplication/new  Need a trailer to take it home? We have those also. The trailers are 2 inch square tubing with treated wood flooring. 5x8 Angle: $1299 6x10: $1,899 6x12: $1,999 6x14: $2,199  **Prices don’t include optional accessories**  Rgr, used rgr, tocoma, Jeep, wrangler, buy here, down payment, finance, financing, easy, affordable, used car, used cars, used truck, used trucks, chevy, Chevrolet, ford, Nissan, dodge, Toyota, Honda, used atv, used atvs, new atv, new atvs, new utv, used utv, yeti, yeti cups, yeti coolers, helmets, gloves, accessories, gear, goggles, parts, chainsaws, add-ons, forsale, for sale, UTV, offroad, sxs, side by side, sidebyside, atv, Tracker, quad, farm, truck, car, used, new, kart, gokart, gocart, cart, dirt, dirtbike, bike, motocross, racing, motorcycle, cycle, v-twin, clutch, 4x4, power, fast, fun, sale, sales, exmark, autos, automobile, pre-owned, four wheel drive, awd, fwd, LED, lightbars, light bar, wetsounds, audio bar, sound bar, loud, winch, Yamaha, honda, Polaris, razor, rzr, ranger, 500, 570, 900, 1000, XP, highlifter, northstar, ace, 150, sportsman, 450, 850, EPS, youth, adult, fox, dynamix, probox, Massimo, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, gator, ranger, Maverick, rzr, rhino, Arctic Cat, strike, boss, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, turbo, supercharged, mud, track, race, Harley, Davidson, Harley Davidson, hd, trail, bog, muddy, rock crawler, four wheeler, 4wheeler, 4 wheeler, fourwheeler, four wheelers, ATV, ATVS, ATV'S, All terrain vehicle, all terrain vehicles, UTV, UTVS, UTV'S, utility terrain vehicle, utility terrain vehicles, side by side, dirt bike, dirt bikes, crf, gsxr, busa, yzf, snap-on, pressure washer, skeeter, bullet",unknown,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
425,1849.0,tuscaloosa,https://huntsville.craigslist.org/snd/d/florence-2022-polaris-outlaw-110-in/7471147467.html,2022-04-14 09:16,2022 Polaris Outlaw 110!!!! IN STOCK!!!,2.0,"Call me today for this unit or to get your New Polaris Special Ordered!!!! Wayne 256-394-3995!!!  Polaris Spring Savings Event!!  Shoals Outdoor Sports is a high volume dealer with NO FEES. See why customers travel from all over to buy from us. We offer awesome financing WAC. Call, text, or PM me for your out the door price. My cell is 256-394-3995. Ask for Wayne Wilkinson.  We have awesome ATVs and side by sides. All of the adult units are 4x4.  Check payment here, put Wayne Wilkinson under sales agent category:  https://www.shoalsoutdoorsports.com/creditapplication/new  Need a trailer to take it home? We have those also. The trailers are 2 inch square tubing with treated wood flooring. 5x8 Angle: $1299 6x10: $1,899 6x12: $1,999 6x14: $2,199  **Prices don’t include optional accessories**  Rgr, used rgr, tocoma, Jeep, wrangler, buy here, down payment, finance, financing, easy, affordable, used car, used cars, used truck, used trucks, chevy, Chevrolet, ford, Nissan, dodge, Toyota, Honda, used atv, used atvs, new atv, new atvs, new utv, used utv, yeti, yeti cups, yeti coolers, helmets, gloves, accessories, gear, goggles, parts, chainsaws, add-ons, forsale, for sale, UTV, offroad, sxs, side by side, sidebyside, atv, quad, farm, truck, car, used, new, kart, gokart, gocart, cart, dirt, dirtbike, bike, motocross, racing, motorcycle, cycle, v-twin, clutch, 4x4, power, fast, fun, sale, sales, exmark, autos, automobile, pre-owned, four wheel drive, awd, fwd, LED, lightbars, light bar, wetsounds, audio bar, sound bar, loud, winch, Yamaha, honda, Polaris, razor, rzr, ranger, 500, 570, 900, 1000, XP, highlifter, northstar, ace, 150, sportsman, 450, 850, EPS, youth, adult, fox, dynamix, probox, Massimo, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, gator, ranger, Maverick, rzr, rhino, Arctic Cat, strike, boss, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, turbo, supercharged, mud, track, race, Harley, Davidson, Harley Davidson, hd, trail, bog, muddy, rock crawler, four wheeler, 4wheeler, 4 wheeler, fourwheeler, four wheelers, ATV, ATVS, ATV'S, All terrain vehicle, all terrain vehicles, UTV, UTVS, UTV'S, utility terrain vehicle, utility terrain vehicles, side by side, dirt bike, dirt bikes, crf, gsxr, busa, yzf, snap-on, pressure washer, skeeter, bullet",unknown,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
426,100.0,tuscaloosa,https://huntsville.craigslist.org/spo/d/cullman-yakima-bike-tilt-out-hitch-rack/7471115273.html,2022-04-14 07:56,Yakima 4 Bike Tilt Out Hitch Rack with Integrated Locking System,4.0,"This listing is for a Yakima 4 Bike Tilt Out Hitch Rack with Integrated Locking System. Rack natively fits 1 1/4"" receivers. This listing also includes a CURT 45770 Trailer Hitch Receiver Adapter Reducer, 2"" to 1 1/4"" allowing the rack to work with both receiver sizes. There are two hitch locks one for the rack and one for the adapter. The rack itself has a cable lock made into one of the bike support arms that pulls out of one of the tubes to secure bikes to the rack. All straps and keys are present. I have used this rack behind a Honda Accord and an F150 and it works great on both vehicles.   I am located on the north side of Cullman, AL (i65 Exit 310). I am also in Huntsville weekly and happy to setup a time and place to meet in the Madison / Huntsville area.  Text: EightFive9-FiveSeven6dashNineTooOneEight",3,1.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
427,550.0,tuscaloosa,https://huntsville.craigslist.org/snw/d/madison-2020-rzr-1000-part-out-portals/7461210168.html,2022-04-13 16:01,2020 RZR 1000 PART OUT (portals for sale),19.0,"Devon ATV/ UTV AN PARTS i do this as a side business an i buy a lot of wrecked bikes an salvaged bikes an part them out i will NOT sell entire machines.  Parting out wrecked rzr, I have several other models, let me know what you need. All shipping on my dime FedEx Freight, I also have stereo roof tops an bumpers, rock sliders, seat belt harnesses etc..  Engines- $700 Trans-$700 Front diff-$500 Shocks all 4 fox- $575 Seats got 2 kinds- $275-300 Plastics- $600 Cages- $200-350 Wheels an tires stocks- $300 a set 28” Big horns in 14 wheels  Gen 3 GDP super atv 4” portals $700.00 Lmk what else you need",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
428,1849.0,tuscaloosa,https://montgomery.craigslist.org/snd/d/montgomery-2021-rzr-xp-1000-sport/7470725593.html,2022-04-13 09:39,2021 RZR XP 1000 Sport,3.0,"Shoals Outdoor Sports is a high volume dealer with NO FEES. See why customers travel from all over to buy from us. We offer awesome financing WAC. Call, text, or PM  Ask for Justin...256-460-8944  Check payment here, put Justin Mann under sales agent category:  https://www.shoalsoutdoorsports.com/Financing  Rgr, used rgr, Jeep, wrangler, down payment, finance, financing, easy,Honda, used atv, used atvs, new atv, new atvs, new utv, used utv, yeti, yeti cups, yeti coolers, helmets, gloves, accessories, gear, goggles, parts, chainsaws, add-ons, forsale, for sale, UTV, offroad, sxs, side by side, sidebyside, atv, quad, farm, truck, car, used, new, kart, gokart, gocart, cart, dirt , dirtbike, bike, motocross, racing, motorcycle, cycle, v-twin, clutch, 4x4, power, fast, fun, sale, sales, exmark, autos, automobile, pre-owned, four wheel drive, awd, fwd, LED, lightbars, light bar, wetsounds, audio bar, sound bar, loud, winch, Yamaha, honda, Polaris, razor, rzr, ranger, 500, 570, 900, 1000, XP, highlifter, northstar, ace, 150, sportsman, 450, 850, EPS, youth, adult, fox, dynamix, probox, Massimo, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, gator, ranger, Maverick, rzr, rhino, Arctic Cat, strike, boss, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, turbo, supercharged, mud, track, race, Harley, Davidson, Harley Davidson, hd, trail, bog, muddy, rock crawler, four wheeler, 4wheeler, 4 wheeler, fourwheeler, four wheelers, ATV, ATVS, ATV'S, All terrain vehicle, all terrain vehicles, UTV, UTVS, UTV'S, utility terrain vehicle, utility terrain vehicles, side by side, dirt bike, dirt bikes, crf, gsxr, busa, yzf, triton, ranger, Lowe, Caymas, bass boat  Need a trailer to take it home? We have those also.  The trailers are 2 inch square tubing with treated wood flooring.   5x8: $1,299 6x10: $1,899 6x12: $1,999 6x14: $2,199",unknown,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,13
429,1849.0,tuscaloosa,https://shoals.craigslist.org/snd/d/florence-2021-rzr-xp-1000-sport/7470704155.html,2022-04-13 08:52,2021 RZR XP 1000 SPORT,3.0,"Shoals Outdoor Sports is a high volume dealer with NO FEES. See why customers travel from all over to buy from us. We offer awesome financing WAC. Call, text, or PM  Ask for Justin...256-460-8944  Check payment here, put Justin Mann under sales agent category:  https://www.shoalsoutdoorsports.com/Financing  Rgr, used rgr, Jeep, wrangler, down payment, finance, financing, easy,Honda, used atv, used atvs, new atv, new atvs, new utv, used utv, yeti, yeti cups, yeti coolers, helmets, gloves, accessories, gear, goggles, parts, chainsaws, add-ons, forsale, for sale, UTV, offroad, sxs, side by side, sidebyside, atv, quad, farm, truck, car, used, new, kart, gokart, gocart, cart, dirt , dirtbike, bike, motocross, racing, motorcycle, cycle, v-twin, clutch, 4x4, power, fast, fun, sale, sales, exmark, autos, automobile, pre-owned, four wheel drive, awd, fwd, LED, lightbars, light bar, wetsounds, audio bar, sound bar, loud, winch, Yamaha, honda, Polaris, razor, rzr, ranger, 500, 570, 900, 1000, XP, highlifter, northstar, ace, 150, sportsman, 450, 850, EPS, youth, adult, fox, dynamix, probox, Massimo, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, gator, ranger, Maverick, rzr, rhino, Arctic Cat, strike, boss, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, turbo, supercharged, mud, track, race, Harley, Davidson, Harley Davidson, hd, trail, bog, muddy, rock crawler, four wheeler, 4wheeler, 4 wheeler, fourwheeler, four wheelers, ATV, ATVS, ATV'S, All terrain vehicle, all terrain vehicles, UTV, UTVS, UTV'S, utility terrain vehicle, utility terrain vehicles, side by side, dirt bike, dirt bikes, crf, gsxr, busa, yzf, triton, ranger, Lowe, bass boat  Need a trailer to take it home? We have those also.  The trailers are 2 inch square tubing with treated wood flooring.   5x8: $1,299 6x10: $1,899 6x12: $1,999 6x14: $2,199",unknown,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,13
430,300.0,tuscaloosa,https://huntsville.craigslist.org/bik/d/huntsville-foldable-adventurer-bikes/7459696456.html,2022-03-17 23:13,Foldable Adventurer bikes SOLD TOGETHER,4.0,"Contact  show contact info  for more information. (NO calls, only texts through messages.)  Foldable Adventurer bikes SOLD TOGETHER. In good condition with only scuffs on the seats. One bike missing gear cap but fully functional.   I've owned these bikes for a while and only ever used them to take my dog on bike runs, but we're looking into a different way of running so these bikes are if no use to us anymore. These bikes are on the small scale, suitable to put on the back of an RV or something of the sort.",3,1.0,0.0,unknown,unknown,unknown,0.0,2,unknown,0.0,unknown,0,0,0,0,39
431,2995.0,tuscaloosa,https://huntsville.craigslist.org/mcd/d/florence-2004-honda-shadow-vlx/7470482552.html,2022-04-12 15:45,2004 Honda Shadow VLX,7.0,"2004 Honda Shadow VLX - (Silver) STOCK #:   Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2004 Make: Honda Model: Shadow VLX Color: Silver Odometer: 26633 Stock #:  Condition: Used  Comments for this 2004 Honda Shadow VLX: Great running bike, sissy bars, saddlebags, windshield, new front tire!! TRADES WELCOME!!What's your idea of cruiser cool? If it's bobbed fenders, a hardtail-style rear shock and a long, low look as clean as it is classic, then the Shadow VLX is your ticket to ride.Note: California version differs slightly due to emissions equipment. Let Us Get You Approved!  For more information on this 2004 Honda Shadow VLX:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=2816728&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=2816728&d=3095&t=2    (copy and paste link)  This Honda Shadow VLX is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2021 Kawasaki KLX 140R, 1990 Honda Shadow Spirit, 2022 Benelli TNT135, 2021 Benelli TNT135  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2004 Honda Shadow VLX, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2004 Honda Shadow VLX || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || ShadowVLX || Shadow VLX || 2816728   Powered by REV Digital | www.REVdigital.com",unknown,0.0,0.0,unknown,cruiser,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,13
432,60.0,anchorage,https://anchorage.craigslist.org/bik/d/wasilla-clean-125-se-racing-bike/7471082373.html,2022-04-14 01:00,"CLEAN 12.5"" SE RACING BIKE",3.0,"LIKE NEW 12.5"" SE RACING BIKE. TRAINING WHEELS INCLUDED REAR PEDAL BRAKE AND HAND BRAKE. TUNED AND READY TO RIDE.  PHONE CALLS ONLY 📞  CALL NINEO73FIVE5ATE6ATE4. JOE",4,1.0,1.0,aluminum,kids,special,0.0,1,special,0.0,12,0,1,0,0,12
433,80.0,anchorage,https://anchorage.craigslist.org/bik/d/wasilla-full-suspension-bikes-each/7470169542.html,2022-04-11 19:17,FULL SUSPENSION BIKES. EACH,6.0,"Full SUSPENSION BIKES. BIKES SEAT POST ARE FROM17""TO19"" TALL MEDIUM  ALL HAVE BEEN REFURBISHED.  TUNED AND READY TO RIDE.  PHONE CALLS ONLY 📞.  CALL NINEO73FIVE5ATE6ATE4. JOE",3,1.0,1.0,aluminum,mountain,special,0.0,2,special,1.0,26,0,1,0,0,14
434,2324.0,anchorage,https://anchorage.craigslist.org/bid/d/anchorage-electric-bikes/7469894747.html,2022-04-11 08:41,Electric Bikes,2.0,"E-Bikes 𝙄𝙣 𝙨𝙩𝙤𝙘𝙠 𝙉𝙤𝙬 and 10% off for a limited time at Anchorage's newest dealer  ⬇️   Alaska Specialty Equipment - Baileys Rent-All  . . Trail Bikes Mountain Bikes Cruisers  EVEN folding bikes.  Prices range from $1,734 to $2,914 🚲🚲🚲🚲🚲🚲🚲         ASE Baileys 🚲 6871 Old Seward Hwy., 907-344-9635",unknown,1.0,0.0,unknown,folding,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,15
435,40.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-kids-bikes/7454829345.html,2022-04-03 13:57,Kids bikes,2.0,20” kid bike 24” kid bike $40 each  Call 907 four four zero-8234,unknown,0.0,0.0,steel,kids,unknown,0.0,2,unknown,0.0,20,0,0,0,0,23
436,123.0,anchorage,https://anchorage.craigslist.org/mpo/d/jber-wanted-old-dirt-bikes/7464577224.html,2022-03-29 14:12,Wanted Old Dirt bikes,0.0,wanting old dirt bikes 70s and early 80s running or not  parts and pieces ok call 907 seven two six 76four seven,unknown,1.0,1.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,28
437,18.0,anchorage,https://anchorage.craigslist.org/spo/d/anchorage-ultralight-dry-bags-sizes/7463214840.html,2022-04-18 08:26,"Ultralight Dry Bags- Sizes Large, XLarge, XXL, Medium, and Small",3.0,"(Note: Please don't use a Y.ahoo Email to reply to craigslist ads. Y.ahoo Email has a known bug which causes it to lose craigslist emails, or to hide it in the Spam folder. Instead, please call or text us at 425-51six-4249 or use a non-Y.ahoo email account to correspond on craigslist. Thanks!)  Ultralight Dry Bags- Sizes Large, XLarge, XXL, Medium, and Small.  The bags are ultralight, so to save gas, we can mail them to you if you like. Postage would be about $3 total for several bags. Or, you're welcome to come by and have a look in person.  Great for hiking and camping, kayaking and canoeing, or just for organizing your gear. Anyone who's ever had a wet sleeping bag or wet night clothes, or wet matches, knows how important a good set of dry bags can be. These bags won't weigh you down, and will keep your gear dry !  We have a few bags each, for each of the sizes, in several assorted colors and sizes. All in Like New or Excellent condition.  We'd use the small ones for our wallets, car keys, binoculars, etc. The medium ones for our stove, sleeping pad, water purifier pump, and the Large bags are excellent for securely storing clothes, fleece jackets, supplies, smaller down sleeping bags, and just about everything else. We'd use the XL and XXL ones for storing our tent, or sleeping bag, or larger sleeping pad, etc.  Dimensions: XXL: 16 x 13 inch 15-Liters XLarge: 22 x 10 inch 12-Liters Large: 17 x 9 inch 8-Liters Medium: 14 x 9 inch 4-Liters Small: 11.5 x 7.5 inch 2-Liters  We paid $25 to $35+tax each; selling in excellent condition for half. Larges, Mediums and Smalls $9.95 ea, XXL and XLarges 12.95 ea  These dry bags are top-of-the-line gear. They would go well with other outdoor equipment like camp camping tents picnic stove msr rei cabela marmot outdoor research primus big agnes wenzel Sierra Designs ThermaRest kelty western mountaineering eureka mountain hardware and Sherpa. Can also use with hennessy hammock hammocks eno northface north face nemo eastern outdoor research backpack hike hiking backpack backpacking trail trails map maps bivy sack sacks shelter tarp noah noahs coleman coghlans coghlan's pack packs day sleeping bag bags seat seats chair chairs table and tables. Or for stove stoves flashlight flashlights headlamps headlights headlamp headlight water hydration gps binoculars monocular compass freeze dried freeze-dried food pole poles trekking trek bear dog ski skiing snowshoe and snowshoeing stuff. Or for gear guide book guides mountain bike bikes biking white gas kerosene alcohol denatured platypus nalgene swiss army knife pocket rocket canister gas cartridge bottle or other outdoor gear.",4,0.0,1.0,unknown,mountain,unknown,0.0,unknown,unknown,0.0,unknown,1,0,0,0,8
438,2700.0,anchorage,https://anchorage.craigslist.org/bik/d/wasilla-specialized-fsr-mountain-bike/7472589190.html,2022-04-17 19:10,Specialized FSR mountain bike,6.0,Not used much  Got it in a trade and don’t much about these bikes.  I looked up what they go for on eBay but can talk price. Original owner was an aficionado of these bikes and had a lot of them and he mentioned a long list of customisations that were above my level of knowledge.,unknown,0.0,0.0,aluminum,mountain,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
439,20.0,anchorage,https://anchorage.craigslist.org/bab/d/girdwood-girls-bike-helmet-fits-ages-14/7472556485.html,2022-04-17 16:34,Girls bike helmet fits ages 8-14,2.0,Girls Bell Focus helmet for scooters and bikes worn once like new!! size 54-58cm.  Adjustable with vents. asking $20.00  85833456one8,4,1.0,1.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
440,60.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-ism-touring-bike-seat/7470227331.html,2022-04-17 03:42,ism touring bike seat,6.0,"like new, 120$ online  Touring – $119.88  Our original saddle. Inspired by the “morning routine”. The Touring remains a great saddle for upright bikes and a popular choice for the Men in Blue. Several police departments around the country use the ISM Touring saddle. After all, these folks are spending an average of 25 hours a week in the saddle – it better be comfy! Great for use with padded bike shorts, or regular everyday clothing. Like all ISM saddles, the Touring is nose-less and designed to remove pressure from soft tissue, ensuring maximum blood flow, no genital numbness, and a healthier, more enjoyable ride.  Key features:      Wide base for maximum stability and rider comfort     Sloped front design allows for easy mounting and dismounting     60-series foam padding  Commonly used for:      Hybrid bikes     Police bikes     City / Commuter bikes",unknown,0.0,0.0,unknown,hybrid/comfort,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,9
441,15.0,anchorage,https://anchorage.craigslist.org/mpo/d/jber-tire-tubes/7459742380.html,2022-04-17 02:07,(2) 2.50-16 Tire tubes,0.0,"UNIVERSAL FIT 2.25/2.50-16” OFF-ROAD MOTORCYCLE INNER TUBES - These inner tubes fit motorcycle tires with an inner diameter (rim diameter) of 16 inches, an outer diameter of 21 inches, and widths that are between 2.25 inches to 2.50 inches. It has the same dimensions and specifications as the 70/90-16, 80/80-16, 80/90-16, and 90/80-16 motorcycle tires, and 2.50-16 dirt bike tubes. COMPATIBLE REPLACEMENT INNER TUBES FOR DIRT BIKES, PIT BIKES, AND OFF-ROAD MOTORCYCLE - Several brands and models that are compatible with this size of inner tubes include Honda CRF 80F (front tire), Honda XR 80/XR 80R (front tire), and most motorcycles with standard tires. TR4 STRAIGHT VALVE STEM FOR HIGH TORQUE APPLICATIONS -   Centered with a straight and round stem, the TR4 valve fits most rims with a round valve base. Designed specifically for relatively low psi motorcycle and ATV/UTV tires. As they are secured to the rim with nuts and washers, there is a lesser risk of the valve disappearing down to the rim when pumping air. ENJOY OPTIMUM RIDING COMFORT - Made from natural rubber and butyl blend, these inner tubes have a superior impact and vibration dampening property. And as they are also thicker than average inner tubes in the market, the dampening effect doubles, enabling the inner tubes to work effectively in tandem with the bike’s suspension system to provide you with the most comfortable ride.  2 tubes/$15 William 240-6005",unknown,0.0,0.0,unknown,hybrid/comfort,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,9
442,125.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-bmx-package-deal/7466255592.html,2022-04-16 21:40,Bmx package deal,6.0,Take all these bmx bikes for $110  —8 bikes total —  some  need to be worked on —nice project to work in the summer —text if interested 110/8= $13.75 each,unknown,1.0,0.0,steel,bmx,unknown,0.0,2,unknown,0.0,20,0,0,0,0,9
443,150.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-bike-rack-hitch-mountallen/7470440361.html,2022-04-16 20:16,"4 Bike Rack, Hitch Mount,Allen Bike Rack good for Moterhome",5.0,"Sturdy Allen , holds 4 Bikes, 2"" Hitch mount Slide in, perfect for large Moterhome. Comes with 2nd bolt on slide for smaller 2"" vehicle! $150  takes it away! PLEASE No Texts, Emails, or Scams , cash only, just call and talk to me , Steven   show contact info",4,1.0,1.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,9
444,1399.0,anchorage,https://anchorage.craigslist.org/bid/d/anchorage-vtuvia-fat-tire-ebike-750w/7472278382.html,2022-04-16 18:18,Vtuvia Fat Tire eBike.   750w 48v 13ah battery .,20.0,"aebikestore.com     ************BIKES AVAILABLE ************   Here are two great Folding Fat Tire E- Bikes ready to ride on pavement, trails, snow and sand. Take this E- Bike along camping, boating or even in a road trip. It's easy and convenient to fold and place in the car. Listed below are the specs for the powerful  and long distance E-Bike  Bikes are shipped to Anchorage port where you will need to pick them up. Pricing on the SK20 & SF20 is $1399 each and $199 for shipping to Anchorage.    Please visit my website.   aebikestore.com   Hope to hear from you Daniel.  Contact info on aebikestore.com    Bikes are 85% assembled.    Vtuvia SF20 Folding Step Thru Red, White or Black   Vtuvia SK20 step over . Black, Blue or Green    .SF20  & SK20 Foldable  Specifications:   Motor: 48V*750W rear hub brushless motor  Battery: 48V*13Ah removable lithium battery  Max Speed: About 25-28MPH  Range:  40+miles (pedal assistant)   Modes: 3 riding modes. pedal mode, power assist mode, full electric mode  Display: Premium LCD display  Weight: 60lbs (27kg)  Charger: US standard 2.0 A smart charger  Charging Time: AC 100v-240v 1.8amps smart charger,5-6 hours  Rear Lever: Aluminum alloy mechanical disc brake  Seat Height: Highest 42"", Lowest 32""  Total Payload Capacity: 350 lbs  Recommended Rider Heights: 4.9'~6.6'  Pedal Assist Intelligent: 0~5 level pedal assist  Foldable Size: Length 35'', Height 30''  Package Size: 59*13*30 inches   ➤Components:   Tires: 20"" x 4"" Kenda fat tires  Brake: Front and rear disc brakes  Controller: 48V 25A Intelligent brushless  Derailleur: Shimano 7 speeds rear derailleur  Frame: 6061 aluminium alloy folding  Front Fork: Alloy front suspension fork with lockout and adjustment  Throttle: Twist throttle  Pedal: Foldable pedals  PAS: 1: 1 intelligent pedal assistant system  Bike Frame: 20inch Aluminium alloy folding  Front Light: LED Front Light  Chain Wheel: Aluminium alloy crank 46T  Seat Post: Aluminium alloy.  Warranty 2 yr frame. 1 year components.   Any questions please reach out to me via email.   aebikestore.com",4,1.0,1.0,alloy,folding,mechanical,1.0,3,special,1.0,20,0,0,0,0,9
