,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,suspension,wheel size,text,serial number,part type,size / dimensions
5076,150.0,ventura,https://ventura.craigslist.org/spo/d/thousand-oaks-ultimate-sandbag-core/7464639138.html,2022-04-17 14:57,Ultimate Sandbag Core Fitness system,3,,,,,,,,,,,,"Ultimate Sandbag Core Fitness system.   Brand new in box with instructional DVD and workout poster. You need to add the sand. You can adjust the weight on each bag with the amount of sand you add.  Each bag comes with filler bags for the sand. You can get 50 pound bags of sand at the hardware store for 5 dollars.   Rack, holds 5 bags 1 available - $100 Mini bag, 3 available - $30 each Small bag 2 available - $40 each Med bag , one available $55  Lg bag 3 available- 675 each  Great for exercise, workout, crossfit cross fit. weight lifting weights barbell bar bell   Precor, Life Fitness, Cybex, Nautilus, Hoist, Fitness, Leg Press, Leg Presses, Plate Loaded Leg Press, Plate Loaded, Used Fitness Equipment, equipment, home, exercise, weight, gym, training, body, accessories, strength, health, elliptical, used, gyms, physical, sports, lifting, workout, muscle, treadmills, machines, rehabilitation, product, program, weights, commercial, treadmill, life, bikes, exercises, resistance, bench, trainer, machine, personal, trainers, medical, quality, service, dumbbells, services, body building, system, mats, power, pilates, bars, cardio, balls, sport, ball, dumbbell, bike, fit, ellipticals, yoga, workouts, programs, supplies, rehab, bands, weight lifting, discount, abdominal, steppers, boxing, selection, recumbent, features, leg, muscles, olympic, plates, adjustable, running, delivery, cable, power lifting, barbell, ab, belts, wrist, cardiovascular, nautilus, racks, step, stair, circuit, goals, stairmaster, benches, performance, rubber, rowing, athletic, wellness, floor, women, jump, stepper, proform, shoulder, knee, healthy, inversion, ankle, motion, core, foam, exercising, cross trainer, Fitness, Health. Strength. Equipment. Cybex. Precor. Life Fitness. Star Trac. Cardio. Treadmill. Power Lifting. Cross fit. Abs. Back. Chest. Legs. Arms. Core. Lift. Lifting. Weight. Free weight. Ab machine. rotary torso. Obliques. Fitness, Equipment, Exercise, Bike, Spinner, Spin, Treadmill, Bicycle, Home fitness, stepper, stairmaster, precor, life fitness, Nautilus, hammer strength, star trac, Paramount, weights, olympic bars, curl bars, racks, benches, accessories, bosu balls, medicine balls, exercise balls, slam balls, elliptical, precor amt 100i, efx 546i, 556i, 576i, efx 546i, efx 556i, efx 576i, life fitness 95xi, 95x, 91x, integrity, achieve, inspire, engage, technogym, hammer strength, magnum, paramount , rower, treadmill, elliptical, stationary bike, upright bike, recumbent bike, recumbant bike, spin bike, spinner bike, spinning bike, gym, home gym, cable crossover , functional trainer, seated elliptical , hybrid massage chair",,,
5077,3500.0,ventura,https://ventura.craigslist.org/mcy/d/oak-view-2005-suzuki-gsxr1300-hayabusa/7472513153.html,2022-04-17 14:48,2005 Suzuki GSXR1300 Hayabusa,0,,,,,,,,,,,,,,,
5078,425.0,ventura,https://ventura.craigslist.org/bik/d/ojai-litespeed-hyperion-57cm/7472481692.html,2022-04-17 13:15,Litespeed Hyperion 57cm,0,,,,,,,,,,,,,,,
5079,11999.0,ventura,https://ventura.craigslist.org/mcd/d/van-nuys-2022-suzuki-gsx-750-horizontal/7472459463.html,2022-04-17 12:02,2022 Suzuki GSX-R 750 Horizontal In-line 750 cc,7,,,,,,,,,,,,"Suzuki of Van NuysAsk for: Sales Department☎ (818) 994-288216141 Sherman Way Van Nuys, CA 91406Enter this link to see more images plus all other inventory we have available: http://lyv.cc/VEELX2022 Suzuki GSX-R 750 Horizontal In-line 750 ccPrice: $11,999.00Suzuki of Van Nuys16141 Sherman Way Van Nuys CA 91406 (818) 994-2882WWW.SUZUKIOFVANNUYS.COM-----EVERY BIKE IS ON SALE. LOWEST PRICING GUARANTEED !!!!!CALL US FOR PRICING 818-994-2882WE FINANCE JUST ABOUT ANYONENEW MOTORCYCLES COVERED UNDER SUZUKI FACTORY WARRANTY WONDERFUL FINANCE OPTIONS BRING IN YOUR TRADE IN AND TRADE UP WWW.SUZUKIOFVANNUYS.COM--**All advertised prices are *Plus government fees & taxes, any finance charges, any dealer document processing charge, any electronic filing charge, emission testing charge. Freight is only charged to NEW vehicles *See TERMS for details. ALL SALE PRICES INCLUDE FACTORY INCENTIVESBasic Information:Year: 2022Make: SuzukiModel: GSX-RTrim: 750Stock Number: SUZ010896VIN: JS1GR7MA9N7100896Condition: NewType: StandardMileage: 3Title: CleanColor: Glass Blaze Orange / Glass Sparkle BlackAccessories:SpoilerBrakes:Brake Brand Name: Brembo MonoblocFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Rear Brake: Hydraulic DiscChassis & Suspension:Frame: AluminumFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: ShowaFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Inverted ForkFront Travel (in): 4.7Front Travel (mm): 120Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: ShowaRear Suspension Material: AluminumRear Suspension Size (in): 1.6Rear Suspension Size (mm): 41Rear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 130Steering DamperComfort:Adjustable LeversDigital InstrumentationTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearTransmission Final Drive Ratio: 2.647Transmission Gear Ratio (1): 2.785Transmission Gear Ratio (2): 2.052Transmission Gear Ratio (3): 1.714Transmission Gear Ratio (4): 1.5Transmission Gear Ratio (5): 1.347Transmission Gear Ratio (6): 1.208Engine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 12.5Cooling System: LiquidCylinders: 4Engine Size (cc): 750Engine Size (ci): 45.8Engine Stroke: 4-StrokeEngine Type: Horizontal In-lineFuel Capacity (gal): 4.5Fuel InjectorFuel Injector Size (mm): 50Fuel Requirements: RegularStarter: ElectricStroke (in): 1.92Stroke (mm): 48.7Valve Configuration: DOHCValves: 16Valves Per Cylinder: 4Other Information:Chain GuardDecal KitExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: LightSpecifications:Body Material: PlasticFront Tire (Full Spec): Bridgestone Battlax 120/70 ZR17M/C 58WFront Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Width: 120Front Wheel Width (in): 3.5Fuel Capacity (liters): 17Ground Clearance (in): 5.1Ground Clearance (mm): 130Height (inches): 44Height (mm): 1135Length (inches): 79Length (mm): 2030Rear Tire (Full Spec): Bridgestone Battlax 180/55 ZR17M/C 73WRear Tire (Inches): 17Rear Tire Aspect Ratio: 55Rear Tire Width: 180Rear Wheel Width (in): 5.5Seat Height (inches): 31Tube / Tubeless: TubelessTurning Radius (ft): 11.2Wet Weight (kg): 190Wet Weight (lbs): 419Wheelbase (in): 54.7Wheelbase (mm): 1390Wheels Composition: AluminumWidth (inches): 28Width (mm): 710Shift LightSpeedometerTachometerDescription:In 1985, Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750. The 2022 GSX-R750 continues Suzuki’s tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis. On the road or on the track, the GSX-R750 delivers a breathtaking combination of outstanding engine performance, crisp handling, compact size, and light weight. Its secret is an unequaled pairing of 750cc performance with the lightweight, compact chassis of a 600cc Supersport, complemented by technologically advanced suspension front and rear. The GSX-R750 is a modern representative of Suzuki’s championship-winning heritage, delivering an exciting riding experience you can use on the street or on the racetrack – it’s your choice. The original 1985 GSX-R750 paved way for modern sportbikes, and today’s GSX-R750 remains the bench mark. The 2022 GSX-R750 remains true to the GSX-R’s original concept of a light and nimble chassis carrying a strong, responsive engine. The GSX-R750 is a modern representative of Suzuki’s championship-winning heritage, delivering an exciting riding experience you can use on the street or on the racetrack – it’s your choice. *All advertised prices are *Plus government fees & taxes, any finance charges, any dealer document processing charge, any electronic filing charge, emission testing charge. Dealer fees. Accessories not included in Price  Freight is only charged to NEW vehicles *See TERMS for details. ALL SALE PRICES INCLUDE FACTORY INCENTIVES. Out of State Sales subject to Dealer Fees.Suzuki of Van Nuys16141 Sherman WayVan Nuys, CA 91406Ask for: Sales DepartmentPrimary Phone: (818) 994-2882A27FBAFAEA464DBBB650D168074EE06C 34106513 10416900",,,
5080,199.0,ventura,https://ventura.craigslist.org/bop/d/ventura-saris-add-on-bike-rack-more/7472454723.html,2022-04-17 11:53,SARIS add on bike rack (2 more),0,,,, new,,,,,,,,"Car Bike Rack Extention - $199 (Ventura) © craigslist - Map data © OpenStreetMap 50 Julian Street near West Main St  (google map)  condition: new delivery available make / manufacturer: Saris hitch style bike rack model name / number: SARIS 4034 MTR 2B ADD-ON part type: racks, fenders, bags Saris Car Rack (2 Bike Extension)  Bike tray add-on for MTR 1-bike or 2-bike tray-style hitch rack. THIS TURNS A 2 BIKE INTO A 4 BIKE RACK Hauls bikes up to 60 lb if used as first two trays closest to vehicle; or up to 35 lb if used as third or fourth tray Adjustable wheel block to accommodate wheel sizes from 20 inches up to 29 inches and tire sizes as wide as 5 inches Nesting wheel trays speed up bike loading and unloading process Integrated locking cable secures bikes to the rack",,,
5081,3500.0,ventura,https://ventura.craigslist.org/bik/d/westlake-village-specialized/7466516998.html,2022-04-17 11:38,Specialized Stumpjumper Evo,0,,,,,,,,,,,,,,,
5082,99.0,ventura,https://ventura.craigslist.org/bdp/d/ventura-car-bike-rack-extention/7472446703.html,2022-04-17 11:26,Car Bike Rack Extention,0,,,, new,,,,,,,,Saris Car Rack (2 Bike Extension)      Retail was 600.00 New and this is still in the box new. It is just taking up space.    Bike tray add-on for MTR 1-bike or 2-bike tray-style hitch rack.  THIS TURNS A 2 BIKE INTO A 4 BIKE RACK     Hauls bikes up to 60 lb if used as first two trays closest to vehicle; or up to 35 lb if used as third or fourth tray     Adjustable wheel block to accommodate wheel sizes from 20 inches up to 29 inches and tire sizes as wide as 5 inches     Nesting wheel trays speed up bike loading and unloading process     Integrated locking cable secures bikes to the rack,,,
5083,1500.0,ventura,https://ventura.craigslist.org/bik/d/oak-view-salsa-warbird/7472332437.html,2022-04-17 05:12,salsa warbird,3, carbon fiber, gravel, disc (hydraulic), like new,,,,,,,,Almost brand new condition Salsa gravel bicycle. Warbird. Originally went for $2400 2 years ago. Bike is so fast and one of best bikes I’ve ever owned for gravel. $1500 OBO NO LOWBALLS.,,,
5084,250.0,ventura,https://ventura.craigslist.org/bid/d/ventura-trek-multitrack/7472212593.html,2022-04-16 15:16,"Trek Multitrack 7100 (15"" S)",6, aluminum, hybrid/comfort, v-brakes, good,," 15"" Small", riser, Trek, Multitrack 7100, none (rigid), 700C,"The Ventura Bike HUB is a do-it-together, second-hand bike shop   Bike:  Trek Multitrack 7100   Size: 15"" S    Color:  Silver/Gray    Details: Check out this Trek Multitrack 7100! This aluminum hardtail hybrid is equipped with 3x8 drivetrain, 700c wheels, and is rear rack compatible. Come by for a test ride during our open shop hours: WED - FRI 1-7pm. SAT 10am - 6pm. Please call 805-641-2665 if you have any questions. Be sure to check out other listings by clicking ""more ads by this user"".       Condition: Good    All proceeds from our bikes benefit HUB Community Bike shop and BikeVentura for bicycle advocacy!     Our main goal is to get people riding bicycles.    We are a do it yourself repair shop (with help from our expert volunteers)  We sell used parts, used bikes and give advice on commuting routes and gear!     The Bike HUB and its programs are initiatives of BikeVentura, a charitable non-profit, 501(c)(3) organization. ID#26-2180702.     Check us out online! Facebook: www.facebook.com/VenturaBikeHUBorhttp://www.bikeventura.org",,,
5085,75.0,ventura,https://ventura.craigslist.org/bop/d/thousand-oaks-rocky-mounts-tie-rod-bike/7472175671.html,2022-04-16 13:43,Rocky Mounts Tie Rod Bike Bicycle Roof Rack,3,,,, good,,,, Rocky Mounts, Tie Rod,,,"Retails for $150.  Requires an adapter to work with any thru-axle bike (like many mountain bikes and some road bikes these days).  https://rockymounts.com/products/tierod.html  Local pickup preferred (Thousand Oaks, Westlake Village)",,,
5086,40.0,ventura,https://ventura.craigslist.org/bop/d/simi-valley-bike-hitch-rack/7472162256.html,2022-04-16 13:12,2-Bike Hitch Rack,5,,,, like new,,,, Allen, 522RR,,,This is an Allen Sports model 522RR hitch-carrier for 2 bicycles. It includes straps to strap the bikes down and it can be locked if you have a cord-type or large opening lock. I have used this many times and I am only selling it because I now have a truck.,," racks, fenders, bags", 13x30x38
5087,19995.0,ventura,https://ventura.craigslist.org/mcd/d/chatsworth-2020-harley-davidson-fxdrs/7472138669.html,2022-04-16 12:18,2020 Harley-Davidson FXDRS - FXDR 114 V Twin 1868 cc,4,,,,,,,,,,,,"Enter this link to see more images plus all other inventory we have available: http://lyv.cc/HWTY4Wheels in MotionAsk for: Sales Team☎ (866) 842-70809710 De Soto Ave Chatsworth, CA 91311Enter this link to see more images plus all other inventory we have available: http://lyv.cc/HWTY42020 Harley-Davidson® FXDRS - FXDR 114 V Twin 1868 ccPrice: $19,995.00Basic Information:Year: 2020Make: Harley-Davidson®Model: FXDRS - FXDR 114VIN: 1HD1YVK26LB030104Condition: UsedType: CruiserMileage: 1,131Title: CleanColor: BlackBrakes:ABS BrakesRear Brake: Hydraulic DiscChassis & Suspension:Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): BeltTransmission: ManualPrimary Drive (Engine / Transmission): ChainTransmission Gear Ratio (1): 9.311Transmission Gear Ratio (2): 6.454Transmission Gear Ratio (3): 4.793Transmission Gear Ratio (4): 3.882Transmission Gear Ratio (5): 3.307Transmission Gear Ratio (6): 2.79Engine:Bore (in): 4.02Bore (mm): 102.1Carburetion Type: Fuel InjectedCompression Ratio: 10.5Cylinders: 2Engine Brand Name: Milwaukee-Eight 114Engine ImmobilizerEngine Immobilizer Brand: Digitally Encoded Security System (DESS)Engine Size (cc): 1868Engine Size (ci): 114Engine Stroke: 4-StrokeEngine Type: V TwinFuel InjectorFuel Requirements: PremiumStarter: ElectricStroke (in): 4.5Stroke (mm): 114.3Valve Configuration: OHV - PushrodValves: 4Valves Per Cylinder: 2Other Information:Belt GuardExterior CoversExterior GuardsFoot PegsFront FenderHand GripsKeyless IgnitionSide CoverRear FenderStandStand Type: KickSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsSpecifications:SpeedometerTachometerDescription:The 2020 Harley-Davidson FXDR 114 is a bike that really defies definition. It’s a Softail design, but only just. The bike is a powerful cruiser with a design and a look unlike any of the other bikes in Harley’s lineup.The FXDR 114 has the Milwaukee-Eight 114 engine. It’s an air-cooled V-twin that has a displacement of 1,868cc. The 114 engine is mated to a six-speed manual transmission and it makes 119 lb-ft of torque.Wheels in Motion9710 De Soto AveChatsworth, CA 91311Ask for: Sales TeamPrimary Phone: (866) 842-7080Text with any questions 747-205-4007 WE WILL NOT BE UNDERSOLD. WE WILL BEAT ANY LEGITIMATE  OUT THE DOOR PRICING *********************************************************************************************************************************** LOOKING FOR A NEW YAMAHA ,KAWASAKI , DUCATI or POLARIS Products WANT TO KNOW IF YOU COULD GET APPROVED **FOLLOW THE LINK FOR INSTANT APPROVAL,ONCE YOU GET THE APPROVAL, CALL US 866-842-7080 ** https://www.700dealer.com/QuickQualify/33ebdf1b3af54190bf9c23b3e42d2c32-2021420 ***************************************************************************************************************************************WE FINANCE JUST ABOUT ANYONE, BAD CREDIT,NO CREDIT,1ST TIME BUYER***NEW MOTORCYCLES COVERED UNDER  FACTORY WARRANTY USED MOTORCYCLES ARE COVERED BY LIMITED WARRANTY , 90 DAYS PARTS & LABOR TRADE INS WELCOME**GREAT FINANCE OR LEASING PROGRAMS We specialize in less than perfect credit,Please call for more info 1-866-842-7080Text 747-205-4007FOR MORE INFO::http://wheelsinmotionmc.comHonda CBR 250 500 600 1000 CBR600 CBR600RR CBR1000 CBR1000RR CBR500 CBR250 Kawasaki Ninja ZX ZX6 ZX6R ZX10 ZX10R 650 650R 300 Suzuki GSX-R GSXR 750 GSXR600 GSXR750 GSXR1000 Yamaha YZF YZFR3 YZFR6 YZFR1 RR3 R6 R1 z Z125 Z900 Z650 H2 H2SX KLR KX 400 ZX14 636 ZX636Disclaimer:**All advertised prices are *Plus government fees & taxes, any finance charges, any dealer document processing charge, any electronic filing charge, emission testing charge. Additional Dealer Markup & Freight is only charged to NEW vehicles and a Reconditioning fees may be charged to used vehicles. *See TERMS for details. ALL SALE PRICES INCLUDE FACTORY INCENTIVESEnter this link to see more images plus all other inventory we have available: http://lyv.cc/HWTY4A27FBAFAEA464DBBB650D168074EE06C 34235704 10416443Harley-Davidson® FXDRS - FXDR 114",,,
5088,240.0,ventura,https://ventura.craigslist.org/mpo/d/ventura-screamin-eagle-hd-mufflers/7472123531.html,2022-04-16 11:51,Screamin’ Eagle HD Mufflers,10,,,, good,,,, ScreMin’ Eagle, HARFLT1584/1690,,,"$20 price cut. Another $10 off. Nice set of Screamin’ Eagle Street Cannon Slip-On Mufflers.  They have some use and the photos show most of the west and tear.   Overall in very nice shape and a little paint touch up would remedy most everything g that’s visible. They retail for $479 and then you have tax and possibly shipping . I’m no expert and am helping out somebody selling them, not my mufflers.  I will press any offers.   Anybody out there with Harley 45 Flathead parts that you want to turn into cash let me know. I have two bikes I’m building.  One not stock the other will be.",,,
5089,130.0,ventura,https://ventura.craigslist.org/bik/d/ventura-trek-4300/7472107259.html,2022-04-16 11:19,TREK 4300,0,,,,,,,,,,,,,,,
5090,999.0,ventura,https://ventura.craigslist.org/spo/d/ventura-nordictrack-studio-exercise/7472067210.html,2022-04-16 10:01,NordicTrack Studio/Exercise Bike s15i $999 OBO,2,,,,,,,, NordicTrack, s15i,,,"Barely used NordicTrack studio bike with premium seat. The TV has been programmed to access Netflix. (The TV is wrapped and ready to go for easy and safe moving, but is super simple to connect). YOU MUST MOVE AND PICK-UP.   Find out more here: https://www.nordictrack.com/exercise-bikes/s15i-studio-bike",,,
5091,5000.0,ventura,https://ventura.craigslist.org/bik/d/westlake-village-mtb-specialized-turbo/7472045517.html,2022-04-16 09:19,E-MTB Specialized Turbo Kenevo,3, aluminum, mountain, disc (hydraulic), like new,,,,,,,,"2018 Specialized Turbo Kenevo Large Frame 800 Miles  Excellent condition  It’s a phenomenal bike for the local trails here in Thousand Oaks. Much better geometry than the LEVO for downhill, jumps and bike parks. I would love to keep it but I have too many bikes and other expenses.   Thanks for checking out my ad, feel free to call or text with any questions.  Neev  8@0@5@3@5@8@5@3@3@0  ( specialized emtb e-mtb mountain bike full suspension turbo kenevo turbo levo 18 19 20 27.5 Large Medium Small 2018 2019 2020 L aluminum carbon intense electric mountain bike 6fattie 6 fattie 6fatty )",,,
5092,6000.0,ventura,https://ventura.craigslist.org/bik/d/westlake-village-specialized-turbo/7472043163.html,2022-04-16 09:14,Specialized Turbo Kenevo E-MTB,0,,,,,,,,,,,,,,,
5093,85.0,ventura,https://ventura.craigslist.org/bop/d/simi-valley-child-bicycle-seat-for/7469463369.html,2022-04-16 08:56,Child bicycle seat for toddler by Topeak,7,,,,,,,,,,,,"Clean and in good condition.  Comes with attachment which mounts to the rear of bike.  The seat sets securely to the seat carrier.  Has adjustments for child differences, for instance length of legs, etc.  Fits bikes that the attachment can be connected to.",,,
5094,700.0,ventura,https://ventura.craigslist.org/bik/d/simi-valley-vintage-klein-47-cm-usa/7471882109.html,2022-04-15 19:03,Vintage Klein 47 cm USA made roadbike,14, aluminum, road,, excellent,, 47 cm,, Klein,,, 700C,"Up for is my vintage 1990s Klein Kirsten all original road bike.  Its 47 cm frame size, 700c wheels and tires, Shimano 7x3 Doere/600 Groupset.    needs tires.  Klein was  a Company known for innovation, amazing fit and finish and fantastic paint jobs.  They were high end bikes.   no rust or corrosion, just dusty from storage.  aluminum frame and fork.  this is excellent for small frame adults or youths.  Very Rare, Handmade in USA. just pulled from long term storage",,,
5095,10.0,ventura,https://ventura.craigslist.org/spo/d/ventura-trunk-bike-rack/7469713443.html,2022-04-15 14:47,Trunk bike rack,0,,,, excellent,,,,,,,,Good condition.  Holds 2 adult bikes.,,,
5096,275.0,ventura,https://ventura.craigslist.org/bid/d/ventura-trek-alpha/7471797379.html,2022-04-15 14:43,"Trek Alpha 4300 19.5""",9, aluminum, hybrid/comfort, v-brakes, good,," 19.5""", riser, Trek, Alpha 4300, suspension fork (hardtail), 26 in,"The Ventura Bike HUB is a do-it-together, second-hand bike shop   Bike:  Trek Alpha 4300   Size: 19.5""     Color:  Silver/Gray    Details: Check out this Trek Alpha 4300! This aluminum hardtail hybrid is equipped with 3x8 drivetrain and is rear rack compatible. Come by for a test ride during our open shop hours: WED - FRI 1-7pm. SAT 10am - 6pm. Please call 805-641-2665 if you have any questions. Be sure to check out other listings by clicking ""more ads by this user"".       Condition: Good    All proceeds from our bikes benefit HUB Community Bike shop and BikeVentura for bicycle advocacy!     Our main goal is to get people riding bicycles.    We are a do it yourself repair shop (with help from our expert volunteers)  We sell used parts, used bikes and give advice on commuting routes and gear!     The Bike HUB and its programs are initiatives of BikeVentura, a charitable non-profit, 501(c)(3) organization. ID#26-2180702.     Check us out online! Facebook: www.facebook.com/VenturaBikeHUBorhttp://www.bikeventura.org",,,
5097,75.0,ventura,https://ventura.craigslist.org/bop/d/westlake-village-hollywood-four-locking/7467659602.html,2022-04-15 12:09,Hollywood Four Locking Bike Rack,2,,,,,,,, Hollywood,,,,This is a very heavy duty bike rack that has built in key locks to secure up to four bikes.  No straps or Velcro to deal with to secure your bikes.  Just crew down the cap and turn the key lock.  It comes with a quick release tilt down so that it does not interfere with a trunk of a car or tailgate of a truck opening.  It has an adjustable receiver that makes it ideal for any vehicle. In other words one can change the distance the bike rack extends out away from the vehicle.,,,
5098,195.0,ventura,https://ventura.craigslist.org/bik/d/westlake-village-trek-navigator-hybrid/7465027704.html,2022-04-15 12:10,Trek Navigator Hybrid MTB Bike,2, aluminum, hybrid/comfort,,,, medium,, Trek, Trek Navigator 300, frame and fork (full suspension), 26 in,I am selling my lightly used Trek Navigator 300 hybrid bike.  It is in very good condition.  I am an older guy so I liked the upright handlebars and comfortable seat.  I think it is classified as a hybrid bike but also was sold as mountain bikes so it could be used on all terrains.  Tires are in very good condition and have little wear. It includes a suspension seat post and front shocks.  It has 24 gears (3 front 8 rear) with speedometer and kickstand.  They sell for almost three hundred and fifty dollars on Ebay.  The handlebars and seat post adjust to hi and lo positions so it is good for almost anyone who is looking for a great bike.,,,
5099,400.0,ventura,https://ventura.craigslist.org/spo/d/oxnard-professional-grade-training/7471676051.html,2022-04-15 10:39,Professional Grade Training Equipment,8,,,, like new,,,, Airgo, Airgo 300,,,"I have 4 Full Body workout Airgo Brand Training bikes, 2 Rowers, And 1 Skier. Take ALL 7 for $2500 or each for $400, they are all like new. Purchased for summer training camp for a few pro-athletes and no longer needed.",,,
5100,1000.0,ventura,https://ventura.craigslist.org/bik/d/ventura-bike-flx-brand/7471663853.html,2022-04-15 10:16,E-Bike FLX brand,2, aluminum, road, disc (mechanical), excellent, pedal assist," 19"" (Small/Medium)", other/unknown, FLX, Babymaker Pro, none (rigid), 26 in,"https://flx.bike/collections/urban-electric-bikes/products/babymaker-2 Excellent condition, mimimal use, under 50 miles with Touring Package included.",,,
5101,200.0,ventura,https://ventura.craigslist.org/mpo/d/oak-view-cbr600rr-complet-fairing-kit/7471582292.html,2022-04-15 07:44,CBR600RR 2013-2019 complet fairing kit,7,,,, new,,,, Honda, CBR600RR,,,I’m selling a complete fairing and cowl kit assembly with all parts included I bought off of eBay year ago but never got around to the project and sold the bike.  The cowling is gloss black pant and never been out of the box fits 2013-2019 Honda CBR600RR bikes call if interested  show contact info  the kit on eBay is currently showing for close to 500.00,,,
