,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,num image,text,part type,bicycle frame material,bicycle type,frame size,wheel size,size / dimensions,brake type,electric assist,suspension,handlebar type
25121,25.0,newjersey,https://newjersey.craigslist.org/mpo/d/ebc-standard-rear-brake-shoes-new/7468163356.html,2022-04-18 16:19,"EBC Standard Rear Brake Shoes, new",,,,0,will ship if you pay postage.  for the rear drum of the following bikes --   YEAR   MAKE   MODEL  SUB-MODEL  2013 Suzuki Boulevard S40 2012 Suzuki Boulevard S40 2011 Suzuki Boulevard S40 2009 Suzuki Boulevard S40 2008 Suzuki Boulevard S40 2007 Suzuki Boulevard S40 2006 Suzuki Boulevard S40 2005 Suzuki Boulevard S40  2004 Suzuki Savage 650 LS650P 2003 Suzuki Savage 650 LS650P 2002 Suzuki Savage 650 LS650P 2001 Suzuki Savage 650 LS650P 2000 Suzuki Savage 650 LS650P 1999 Suzuki Savage 650 LS650P 1998 Suzuki Savage 650 LS650P 1997 Suzuki Savage 650 LS650P 1996 Suzuki Savage 650 LS650P 1995 Suzuki Savage 650 LS650P  1987 Suzuki Savage 650 LS650 1986 Suzuki Savage 650 LS650  2011 Hyosung GV250 2010 Hyosung GV250 2009 Hyosung GV250 2008 Hyosung GV250 2007 Hyosung GV250 2006 Hyosung GV250 Aquila  1983 Suzuki Tempter 650 GR650  1988 Suzuki GS450L 1987 Suzuki GS450L 1986 Suzuki GS450L 1985 Suzuki GS450L 1983 Suzuki GS450L 1982 Suzuki GS450L 1981 Suzuki GS450L 1980  Suzuki GS450L  1986 Suzuki GS550L 1985 Suzuki GS550L 1984 Suzuki GS550ESE 1983 Suzuki GS550L  1983 Suzuki GS450TX 1982 Suzuki GS450TX 1981 Suzuki GS450TX  1983 Suzuki GS450E  1982 Suzuki GS450ET 1981 Suzuki GS450ET 1980 Suzuki GS450ET  1980 Suzuki GS450EX  1981 Suzuki GS450EZ  1985 Suzuki GS450GA Suzukimatic 1983 Suzuki GS450GA Suzukimatic 1982 Suzuki GS450GA Suzukimatic  1982 Suzuki GS450T  1982 Suzuki GN400T  1981 Suzuki GN400TX 1980 Suzuki GN400TX  1985 Suzuki GS300L 1983 Suzuki GS300L 1982 Suzuki GS300L  1981 Suzuki GS250T 1980 Suzuki GS250T,,,,,,,,,,
25122,280.0,newjersey,https://newjersey.craigslist.org/bik/d/berkeley-heights-miyata-triple-cross/7465874474.html,2022-04-18 15:32,Miyata Triple Cross Hybrid Bike, good, Miyata, Triple Cross,9,"I am selling a mens 1990 Miyata Triple Cross hybrid bicycle. This triple butted chromoly steel frame measures 19” center to center on the seat tube.   21 speed Shimano gearing, 700c wheels, cantilever brakes, riser bars. This geometry is very similar to the Bridgestone X series bikes. They make excellent gravel and touring bikes.  There are no dents or rust but multiple touch-ups. Very quick, nimble ride.",, steel, hybrid/comfort, 19”, 700C,, cantilever, none, none (rigid), riser
25123,45.0,newjersey,https://newjersey.craigslist.org/spo/d/grandview-on-hudson-thule-bike-carriers/7472776534.html,2022-04-18 13:06,THULE BIKE CARRIERS, good, THULE,,4,"Thule 911XT Rear Mounted Bicycle Carrier fit up to 3 Bikes. They are in Good condition and can be installed on any Vehicle with a rear Hatch or Trunk. It is missing the Nylon attachment Straps. This link may help   https://www.amazon.com/dp/B00152VYZC/ref=emc_b_5_i?th=1 Asking $45. If you have any questions or wish to see it PLEASE SEND YOUR PHONE NUMBER. Due to a recent scam I WILL NOT REPLY via computer, email or text. Sorry and Thanks.",,,,,,,,,,
25124,4099.0,newjersey,https://newjersey.craigslist.org/mcy/d/glen-ridge-2022-honda-grom-with-abs/7472774214.html,2022-04-18 12:58,2022 Honda Grom with ABS (Blue) - Less than 150 miles,,,,7,"2022 Honda Grom with ABS for sale, Blue Raspberry. It has less than 150 miles. Clean title in hand, I'm a private seller.  Besides the shorty levers it is fully stock. Will include original levers. It has been kept garaged and covered when parked outside. Never been dropped or crashed. No mechanical or cosmetic issues. I'm selling it because I recently moved and will need a bigger bike to ride on the GSP/Turnpike.  Cash or Zelle only. Must meet in Bloomfield NJ.  Similar bikes: z125 pro cb300r cbr300r cb300f cb500f kawasaki ninja400 ninja300 z650 z400 honda monkey yamaha mt03 super cub ktm duke 390 200",,,,,,,,,,
25125,120.0,newjersey,https://newjersey.craigslist.org/for/d/milford-yakima-bike-rack-excellent/7462764773.html,2022-04-18 12:03,Yakima bike rack excellent condition,,,,0,,,,,,,,,,,
25126,40.0,newjersey,https://newjersey.craigslist.org/bop/d/caldwell-bike-rack-bike-trunk-mount/7468659979.html,2022-04-18 10:05,Bike Rack - 2 Bike Trunk Mount - Adjustable,,,,0,,,,,,,,,,,
25127,1099.0,newjersey,https://newjersey.craigslist.org/spo/d/wayne-like-new-heavy-duty-treadmill/7466357908.html,2022-04-18 08:13,"LIKE NEW HEAVY DUTY TREADMILL WITH SPEAKERS,USB,EKG,60"" TRA", new,,,22,"I PAID $2,500 PLUS TAXES FOR THIS LIVESTRONG COMMERCIAL TREADMILL,  IT HAS IT ALL SUPPORTS HEAVY WEIGHT AND TALL PEOPLE 60X20 LONG TRAY, FOLDABLE AND FULLY INCLINES  CUSHIONED TRAY WITH JOINT PROTECTION. USB TO CONNECT TABLET, COMPUTER, LAPTOP, ETC AUX TO CONNECT YOUR CELLPHONE TO HEAR YOUR FAVORITE MUSIC WITH LOUD SPEAKERS   BUILT IN SPEAKERS  TRAY TO PLACE YOUR TABLET TO WATCH YOUR FAVORITE VIDEOS   EKG. IT HAS WEIGHS HOLDER TO WORK OUT ARMS WHILE RUNNING.  LIFETIME WARRANTY IN FRAME, MOTOR.  IF INTERESTED PLEASE CALL OR TEXT  show contact info  DELIVERY AVAILABLE FOR A FEE  MOVING SALE!! ADDITIONAL FEATURES BELOW  Console and Programs It's also easy to monitor your workout progress on the LS13.0T's backlit LCD display, which includes two LED feedback windows that track your speed, incline, time, distance, and more. The console also challenges you with 14 workout programs, including a manual program, speed intervals, peak intervals, weight loss, rolling hills, foothills, mountain climb, 5k, 10k, pacer, custom, THR zone, HR intervals, and downloadable Livestrong.com programs. The variety of workout programs help you train for a race, tone muscle, build stamina, target weight loss, or add terrain variety to your run.  Additional Features Other details include contact heart rate grips, a wireless chest strap, a CoolFit workout fan to keep you cool, built-in speakers with an MP3/iPod port to keep you motivated during your workout, bonus speed and incline toggles mounted on the handlebars, a 20-by-60-inch running deck, and a space-saving frame that folds up for easy storage.   It's easy to record your fitness routine using Livetrack Interactive technology.Specifications Frame type: Folding Drive motor: 3.0 continuous-duty horsepower Speed range: 0.5 to 12 mph Incline range: 0 to 14 percent (in 0.5 percent increments) Running area: 20 by 60 inches Cushioning: MaxComfort cushioning system Display: Backlit LCD and 2 LED feedback windows Programs: 14 Workouts: Manual, Speed Intervals, Peak Intervals, Weight Loss, Rolling Hills, Foothills, Mountain Climb, 5k, 10k, Pacer, Custom, THR Zone, HR Intervals, and Livestrong.com Workout tracking: Livetrack Interactive technology USB stick: 2 GB (included) Speed/incline handlebar toggles: Yes Quick speed keys: Yes Quick incline keys: Yes Heart rate: Contact grips and wireless Built-in speakers: Yes (3 watts with audio in/out jack) Personal fan: CoolFit fitness fan Capacity: 350 pounds Folded dimensions: 37 by 73 by 36 inches (W x H x D) Unfolded dimensions: 36 by 58 by 79 inches (W x H x D) Weight: 249 pounds Warranties: Lifetime on frame and motor, 5 years on parts, 2 years on labor About Livestrong Fitness Manufactured by Johnson Health Tech, Livestrong Fitness equipment is a proud partner of the Lance Armstrong Foundation. Livestrong offers a complete line of home fitness equipment, including treadmills, elliptical trainers, and exercise bikes, as well as Livestrong by Matrix commercial fitness equipment. With Livestrong Fitness, you can find the perfect fitness solution for any budget, goal, or lifestyle.  Features & details Folding treadmill with 3.0-horsepower continuous-duty motor Adjustable MaxComfort cushioning system helps you recover quickly Speed range of 0.5 to 12 mph; incline range of 0 to 14 percent Includes Livetrack Interactive technology; 14 total workout programs 350-pound capacity; measures 36 x 58 x 79 inches (W x H x D) unfolded Product information Item Package Dimensions L x W x H	‎82 x 35.5 x 12 inches Package Weight	‎306 Pounds Item Dimensions LxWxH	‎79 x 36 x 58  MOVING SALE MORE APPLIANCES FURNITURE DECORATIONS ELECTRONICS OFFICE SUPPLIES OUTDOOR FURNITURE PATIO SETS CAST ALUMINUM PATIO SET AVAILABLE SECTIONAL COUCH SOFA DRESSER VANITY CHEST ARMOIRE REFRIGERATOR STOVE RANGE MICROWAVE DISHWASHER MIXER BLENDER COFFEE MAKER TOASTER DESK CHAIR LAMP FILE CABINET CLOSET ORGANIZER DINING ROOM SET KIDS BEDROOM SET KING BED QUEEN BED COMPUTER LAPTOP PRINTER COPIER OUTDOOR SWING PLAYGROUND CAST ALUMINUM CONVERSATION SET TREADMILL ELLIPTICAL WEIGHTS DUMBBELLS SHELF POOL TABLE HAMMOCK SNOW BLOWER ELECTRIC CHANDELIERS LAMPS ENTRANCE TABLE MIRRORS VASES WALL ART DINNERWARE POTS PANS",,,,,,,,,,
25128,200.0,newjersey,https://newjersey.craigslist.org/bik/d/bound-brook-huge-bike-sale/7460578799.html,2022-04-18 08:06,Huge Bike Sale,,,,0,,,,,,,,,,,
25129,250.0,newjersey,https://newjersey.craigslist.org/for/d/morristown-chamberlain-hp-led-video/7460427188.html,2022-04-18 06:39,Chamberlain 1-1/4 HP LED Video Quiet Belt Drive Garage Door Opener wit,,,,0,,,,,,,,,,,
25130,1.0,newjersey,https://newjersey.craigslist.org/wan/d/haledon-wanted-modern-vintage-bicyckes/7472625946.html,2022-04-18 06:30,wanted modern vintage bicyckes Any condition, good,,,2,"wanted Bicycles Vintage Modern Any condition  prefer to buy larger quantities, several bikes working or None working condition. please send a photo if available.  201- Four six six - 7656 or reply to this email   will travel to pick up !",,,,,, any adult,,,,
25131,3750.0,newjersey,https://newjersey.craigslist.org/mcy/d/randolph-2015-ktm-50sx-mint/7472590536.html,2022-04-17 23:14,2015 KTM 50SX (Mint),,,,0,"2015 KTM 50SX (Mint) $3750 obo  Up for sale is a VERY nice, original owner, never raced fresh bike ready to ride! This is a very nice well cared for bike and will save alot of money vs buying new.  Many new parts, fully serviced. - New clutch, top end, rear tire/tube, front/rear brake pads - New air cleaner, spark plug, ignition coil, fluids - FMF Pipe - Original owner manual & tool kit - Motorex Trans Fluud - Original Title - 56 Hours on bike  My kids outgrew the bike and moved up to bigger bikes. Bike is located in Randolph NJ 07869. I am in Orangeburg NY & Somerset NJ many times per week. Free delivery within 15 miles of 07869, 08873, & 10913.",,,,,,,,,,
25132,6495.0,newjersey,https://newjersey.craigslist.org/bik/d/cliffside-park-2020-trek-madone-slr/7460885443.html,2022-04-17 23:05,2020 TREK Madone SLR 7 Disc Road Bike Bicycle - Ultegra Di2 - Size 58, like new,,,8,"2020 TREK Madone SLR 7 Road Bike - Disc Brake / Ultegra Di2 - Size 58cm  Ridden approximately 960 km  No issues, never been dropped or laid down, rides beautifully.  Not riding anymore due to knee issues, so I'm letting this go.  Link to factory specs: https://www.trekbikes.com/us/en_US/bikes/road-bikes/performance-road-bikes/madone/madone-slr/madone-slr-7-disc/p/29893/  Bike is in original factory spec, apart from the following few appreciable things:  Includes two TREK Madone SLR color-matched seat masts so that you can optimize for your preferred seat height - 160mm and 205mm  I had recently had the opportunity to swap a few parts with another brand new bike that was being returned to the factory. There were no issues with the original parts, but I figured why not jump on the opportunity. As such this bike is currently outfitted with: - Brand new never ridden front & rear Shimano Ultegra Di2 derailleurs (same spec as factory) - Brand new never ridden front & rear Shimano brake pads (same spec as factory)  Includes a brand new YBN Titanium SLA110 chain with brand new YBN QRS-11 Master Link set (original factory chain also included)  Apart from the above, it includes the following: - 2 types of Bontrager BLENDR mounts  - Shimano Di2 charging cables and firmware update cables - Original TREK goodies (manual, valve stems, hex tool, rear reflector, spare bits & pieces, etc.) - Original purchase paperwork & receipt  Local pickup available from Cliffside Park NJ or Columbia University NY.  Also happy to ship via BikeFlights at buyer's expense. For non-local buyers, I would prefer to go through a reputable escrow service, as I'm not keen on dealing with the new IRS reporting requirements associated with PayPal goods & services.  Feel free to text with any questions or picture requests, happy to oblige.",, carbon fiber, road,,,, disc (hydraulic),,,
25133,1.0,newjersey,https://newjersey.craigslist.org/wan/d/haworth-looking-to-buy-old-school-bmx/7472574218.html,2022-04-17 21:51,looking to buy old school bmx, good,,,0,Looking to purchase 1980's BMX bikes.  If you're considering selling  please reach out. Buying Single bike or your entire collection . Easy cash transaction.  text call  201-Four Six Six - 7656,,,,,, any 20” 24” 26”,,,,
25134,40.0,newjersey,https://newjersey.craigslist.org/bik/d/fairview-new-adult-hardtail-mantis/7469598590.html,2022-04-17 17:10,"NEW Adult Hardtail MANTIS HighLight MTB Bike Bicycle Frame, Chain  Etc", new, Mantis Bike Bicycle frame, Mountain bike,16,This is New but just the frame as you see here the parts have been taken off.   This is a Mantis HighLight 26 Inch hardtail womens mountain bike in purple and white.  Has front suspension and Still has the chain attached.    You can buy the pieces and make your own bike with this frame or use pieces u have if your looking just for a frame. Email or text me with any questions  Also can google any info about this make and model.    The main part the body is all here needs peddles and wheels and sets all stuff from a bike shop to make a custom bike.    With a shortage of adult bikes this is great deal for hard part to get the seats and other parts are much easy to buy.,, aluminum, mountain, 26 inch, 12 in,,,,,
25135,480.0,newjersey,https://newjersey.craigslist.org/bik/d/englewood-dk-cygnus-bmx-cruiser-bike/7462625653.html,2022-04-17 13:53,"DK ""Cygnus 24"" 2021 BMX Cruiser Bike - Grey Zinc",,,,0,,,,,,,,,,,
25136,50.0,newjersey,https://newjersey.craigslist.org/bop/d/staten-island-bike-rack-jan/7472397766.html,2022-04-17 12:11,Bike Rack (Jan), excellent,,,0,Bicycle Rack for Vehicle - Trunk  Holds Two Bikes,,,,,, L36 x W14 and 17,,,,
25137,5.0,newjersey,https://newjersey.craigslist.org/pts/d/ramsey-10-super-white-t10-led-bulbs/7472379815.html,2022-04-17 11:21,*****(10) Super White T10 Led Bulbs*****,,,,2,"10 Super White T10 Wedge 5-SMD 5050 W5W Led bulbs    Features:  - 100% Brand new and high quality.  - Quantity: 10 bulbs  -Color Temperature: 6000K-6500K  - The diameter of the T10 LED bulb is approx 11mm and overall length is 28mm  - Each T10 LED bulb contains 5 Beautiful High Quality 5050 SMD LEDs, which are much brighter and colorful than the stock OEM yellowish tungsten lamps  - Besides of the beautiful and cooler color, these LED lamps also have longer lasting than stock tungsten lamps. Usually, a LED lamp has average of 50000 + hours lifespan and it consumes less power as well. Also, unlike those blue color tungsten lamps, LED will never burn your wires nor melt the lamp covers  - Add style and brighten your vehicle  - Super bright LEDs are much brighter than original incandescent bulbs  -Installs easily in just minutes - no tools needed  - These bulbs can be used on many light applications for your vehicle  - Low temperature, low power consumption & lasts up to 50k hours  -Light Color: White  - Common replacement Bulbs for Cars, Boats and Bikes, measures 10mm wedge base configuration which is plug-and-play. Suitable for many Parkers/DRL/City Lights, Map Lights, Boot/Trunk Lights, Number Plate and License Plate Lights, Side Indicator Lights, Gauge and Dashboard lights and Many More.  Bulb Cross-Reference: W5W 194 147 152 158 159 161 168 184 192 193 259 280 285 447 464 555 558 585 655  show contact info  1251 1252 2450 2652 2921 2825 921 906 579  Note: These are SUPER EASY to install. There is no modification needed at all. All you need to do is to remove the bulb covers and replace the stock bulbs with these LED bulbs. If the bulbs do not light after installing them in the socket, remove the bulb and turn it 180 degrees, inserting it back in the socket.  Important Message, Please Read: When responding, you must leave your phone #, otherwise your email will be deleted!!  If this post is still up, then item is still available.  Cash only Price is firm Pick-up only Location: Dunkin Donuts 926 RT 17N Ramsey, NJ 07446",,,,,,,,,,
25138,500.0,newjersey,https://newjersey.craigslist.org/wan/d/clifton-buying-70s-80s-90s-bmx-bicycles/7472356987.html,2022-04-17 10:07,Buying 70s/80s/90s BMX bicycles Redline/Mongoose/GT/Hutch/Haro/etc.,,,,3,"I collect GT, Hutch, Redline, Haro, Dyno and all other race and freestyle BMX bicycles/scooters/ skateboards/memorabilia/ magazines from the late 70s, 80s and 90s. Working, broken or just parts! Rusty, dirty or dusty. Send me a couple of pics and I will give you a price and drive to you.  I also buy other BMX bikes and scooters and such as Hutch Haro Kuwahara Mongoose CW JMC Huffy Redline zoot scoot detour compe dtour schwinn SE Racing PK Ripper Diamond Back Diamondback Supergoose Skyway T/A ta Californian pro star racer raider pro freestyle tour team hutch trickstar trick star Wind styler rl 20ii quadangle pro series master performer Torker Patterson Pro Profile Champ Pro race inc elf Auburn s&m haro freestyler holmes Gary Littlejohn glj Hollywood judge Hawk fueler BMX action BMX plus! Freestyle America American freestyler freestyle spectacular freestylin’ nomura d30 d-30",,,,,,,,,,
25139,8500.0,newjersey,https://newjersey.craigslist.org/mcy/d/stockholm-2013-bmw-1200-rt/7472328498.html,2022-04-17 07:42,2013 bmw 1200 rt,,,,4,Down sizing going for knee replacement. 2013 rt 1200 90th anniversary great bike go anywhere all options these bikes speak fro themselves,,,,,,,,,,
25140,20.0,newjersey,https://newjersey.craigslist.org/mpo/d/caldwell-adventure-power-volt/7464075624.html,2022-04-17 06:39,Adventure Power 6 volt Motorcycle battery, new,,,5,Adventure Power 6 Volt Conventional Motorcycle Battery. Fits most Honda 90 trail bikes from the 1970s or similar sized bikes with 6v batteries. Purchased 1 year ago. Comes with sealed plastic battery acid bottle.,,,,,,,,,,
25141,75.0,newjersey,https://newjersey.craigslist.org/bik/d/nutley-liv-adore-20-bike/7466135931.html,2022-04-16 19:48,"Liv Adore 20"" bike", excellent, Liv, ADORE,0,"Liv Adore 20"" bikes $75.00 each.",, other/unknown, kids, Unknown, 20 in,, cantilever,,,
25142,375.0,newjersey,https://newjersey.craigslist.org/bik/d/wyckoff-diamond-back-calico-hybrid/7466247139.html,2022-04-16 18:22,"Diamond Back Calico Hybrid Bicycle Small/16"" Frame 700C wheels 21spd", good, Diamond Back, Calico,7,"Diamond Back Calico 700C Cross Hybrid Small  Aluminum frame with Cable actuated disc brakes 3x7 shimano drive train with trigger shifters Wide 700C X 45mm Tires  Stand over 29"" Seat tube length 16"" For rider 5'4""- 5'7""  Professionally Cleaned, Tuned, Lubed and Ready to Ride as is!  Can be seen and test ridden at:  Wyckoff Cycle LLC 396A Franklin ave. Wyckoff, NJ 07481  Hours: Check Google or Call  Search ""wyckoff cycle"" in The Craigslist search bar to see more great used bikes  View our website Or visit us in the shop for Specials and Sales on New Bikes, Parts, accessories and Apparel.  We carry Quality, Name brand bicycles by: Giant, Liv, Marin, Haro, SE, FUJI, Jamis, GT, and Pivot Bicycles. Road, Hybrid, Mountain, BMX, Kids, Cruisers, and Comfort bikes!   www.wyckoffcycle.com  If you see this ad the Item is still for sale!    Thanks for looking!",, aluminum, hybrid/comfort, Small, 700C,, disc (mechanical), none, none (rigid), riser
25143,150.0,newjersey,https://newjersey.craigslist.org/bik/d/wyckoff-raleigh-mxr-20-wheel-boys-bike/7466262079.html,2022-04-16 18:22,"Raleigh MXR 20"" Wheel Boys Bike Ages 6-9", excellent, Raleigh, MXR,6,"Raleigh MXR  20"" Wheels 11"" Lightweight Aluminum Frame Rear Handbrake and Coaster (foot) brake Single Speed Includes kickstand In fantastic condition!  $150 - Reasonable offers accepted  Professionally Cleaned, Tuned, Lubed and Ready to Ride as is!  Can be seen and test ridden at:  Wyckoff Cycle LLC 396A Franklin ave. Wyckoff, NJ 07481   Hours: Check Google or Call  Search ""wyckoff cycle"" in The Craigslist search bar to see more great used bikes  View our website Or visit us in the shop for Specials and Sales on New Bikes, Parts, accessories and Apparel.  We carry Quality, Name brand bicycles by: Giant, Liv, Marin, Haro, Jamis, Schwinn, Raleigh, GT, Intense, Diamondback, Pivot and FIT Bicycles. Road, Hybrid, Mountain, BMX, Kids, Cruisers, and Comfort bikes!   www.wyckoffcycle.com  If you see this ad the Item is still for sale!    Thanks for looking!",, aluminum, kids," 11""", 20 in,, coaster,, none (rigid),
25144,150.0,newjersey,https://newjersey.craigslist.org/bik/d/wyckoff-gt-bullet-green-boys-24-wheel/7466257084.html,2022-04-16 18:22,"GT Bullet Green Boys 24"" Wheel All Terrain Bicycle Ages 8-12", good, GT, Bullet,5,"12"" Lightweight Frame Rigid Fork  22"" Standover Height 21 Speed Drivetrain Sram Grip Shifts Front and Rear Alloy Handbrake 24x1-2.0"" Tires Bolt on Axles  Professionally Cleaned, Tuned, Lubed and Ready to Ride as is!  Can be seen and test ridden at:  Wyckoff Cycle LLC 396A Franklin ave. Wyckoff, NJ 07481  Hours: Check Google or Call  Search ""wyckoff cycle"" in The Craigslist search bar to see more great used bikes  View our website Or visit us in the shop for Specials and Sales on New Bikes, Parts, accessories and Apparel.  We carry Quality, Name brand bicycles by: Giant, Liv, Marin, Haro, SE, FUJI, Jamis, GT, and Pivot Bicycles. Road, Hybrid, Mountain, BMX, Kids, Cruisers, and Comfort bikes!   www.wyckoffcycle.com  If you see this ad the Item is still for sale!    Thanks for looking!",, alloy, kids," 12""", 24 in,, v-brakes, none, none (rigid), flat
25145,275.0,newjersey,https://newjersey.craigslist.org/bop/d/township-of-washington-thule-bike/7472167473.html,2022-04-16 16:24,Thule 4 Bike SwingAway Hitch Rack with Lock,,,,0,,,,,,,,,,,
25146,175.0,newjersey,https://newjersey.craigslist.org/mpo/d/morristown-pit-bull-rear-stand-and/7472159709.html,2022-04-16 16:07,Pit bull Rear stand and front stand, excellent, Pit bull,,0,Pit bull rear stand and front stand  Made for triumph speed triple but should fit other single-sided swing-arm bikes with spool change.   Excellent condition,,,,,,,,,,
25147,50.0,newjersey,https://newjersey.craigslist.org/bik/d/butler-bike-rack-trunk-mount-graber/7466458742.html,2022-04-16 15:28,Bike Rack Trunk Mount Graber Outback,,,,10,"Bike Rack. According to online it states it is for 2 bikes. Local pickup in Butler, NJ.",, other/unknown, other, 19 inch, other/unknown,,,,,
25148,400.0,newjersey,https://newjersey.craigslist.org/bik/d/north-arlington-26-mens-del-sol-comfort/7462962029.html,2022-04-16 10:14,"26"" Men's Del Sol Comfort Bike", excellent, Del Sol,,5,"Selling this 26"", 24 speed Men's Del Rio LXI 3.0 Comfort Bike. Will be hard to find another one of these bikes, not many around, especially in this condition!! Aluminum alloy 19.5"" frame,rims are aluminum,handle bars and neck also. This bike is very light, yet built to last. Front shocks and suspension seat post for extra comfort. Shimano components. This is not your department store bike junk,google it!! Good for riders 5'6"" and above. Bike is tuned and ready to ride. Asking $400. Please leave your name and number if I can't pick up the phone or I will consider it spam.  Thanks for looking.",, aluminum, mountain, 19.5, 26 in,,,, frame and fork (full suspension),
25149,275.0,newjersey,https://newjersey.craigslist.org/bik/d/cresskill-gary-fisher-dirt-jumper-175/7463271403.html,2022-04-16 09:29,Gary Fisher Dirt Jumper 17.5 Medium, good,,,0,Gary Fisher Opie Mountain Bike… rides real smooth. 24spd. could use a tune up. Always stored inside. No rust or major scratches. Bike will be cleaned before sold. Similar to Trek bikes. Would consider trading for a Dahon folding bike.  Ad will be removed once sold.,, other/unknown, mountain, medium, 26.5 in,, cantilever, none, suspension fork (hardtail), other/unknown
25150,125.0,newjersey,https://newjersey.craigslist.org/for/d/morristown-new-vulcan-security-chain/7465980159.html,2022-04-16 09:08,NEW VULCAN Security Chain and Lock Kit - Premium Case-Hardened - 3/8” x 3’, new, Vulcan,,8,"BRAND NEW VULCAN Security Chain and Lock Kit - Premium Case-Hardened - 3/8 Inch x 3 Foot (+/-2 Inches) - Chain Cannot Be Cut with Bolt Cutters or Hand Tools - Have 2 Available   COMPLETE SECURITY KIT - Each kit includes a premium, solid forged one-piece pad lock, three keys, 3/8"" x 3' high security chain and a cordura wear pad. Chain length may vary +/- up to 2"". Professional operators choose Vulcan chain and lock kits to secure millions of pieces of valuable equipment every year — including trailers, motorcycles, bikes, and ATVs. Work with confidence, knowing that these chains and locks are backed by the 50 years of manufacturing expertise that only Vulcan can provide. NEARLY IMPOSSIBLE TO DEFEAT OR CUT - The case hardened chain cannot be cut by hand with bolt cutters, and the lock includes a maximum security mechanism for ultimate protection. The square link shape of the chain does not allow bolt cutters to get a proper grip and the lock has been specially designed to be nearly impossible to grip with burglary tools. If you do not have the keys, you literally need an acetylene torch to defeat this chain and lock kit. HIGHEST QUALITY MATERIALS AND CONSTRUCTION - The solid forged brass one-piece body padlock has an exclusive shape and design that cannot be defeated with any normal burglary tools. The case hardened security chain is hardened to 63 rc at 10% depth and 50 rc in the core, making it impossible to cut with bolt cutters or any other hand tool. No other lock and chain kit on the market is made of stronger materials or has a more difficult design for criminals to defeat. ADDITIONAL PROTECTIVE FEATURES - The case hardened, square link security chain has an electro-galvanized finish for maximum corrosion protection, and it is fully covered in a cordura wear pad to protect against scratching on valuable tire rims, paint jobs, powder coating or other finishes.This anti theft kit works perfectly as a bike chain and bike lock, motorcycle chain and motorcycle lock, trailer chain and trailer lock, or ATV chain and ATV lock.",,,,,,,,,,
25151,35.0,newjersey,https://newjersey.craigslist.org/bik/d/jersey-city-electric-bike-rentals-for/7471958795.html,2022-04-16 08:52,Electric Bike Rentals! - For Deliveries,,,,2,"Electric bike rentals available for making deliveries for Uber Eats, Doordash, GrubHub, and more!  Zoomo e-bikes have pedal-assist + throttles, a 750 watt motor, and 5-7 hours of battery life that get top speeds of 25 mph! Save on gas, parking fees, tolls, and more by switching to an e-bike.  Subscriptions for deliveries start at $35 per week.  Use code FREEWEEK in-store for your first week for free!  Find out more at https://www.ridezoomo.com/us/plans.  Jersey City store located at  535 Newark Avenue Jersey City, NJ 07306",, aluminum, hybrid/comfort, Medium, 27 in,,,,,
25152,50.0,newjersey,https://newjersey.craigslist.org/mpo/d/dover-new-battery-for-bmw-motorcycle/7471952440.html,2022-04-16 08:24,New battery for BMW 1970-1995 motorcycle, new,,,3,"Battery for BMW Motorcycle @ Dover NJ 07801 Brand New Fits most Airheads 1970-1995 and K-Bikes K75, K100 & K1  This is a DRY battery, and does not include acid, this guarantee the battery is fresh",,,,,,,,,,
25153,25.0,newjersey,https://newjersey.craigslist.org/bab/d/randolph-girls-bike/7465123398.html,2022-04-16 08:14,Girl's Bike, good,,,3,Girl's Bikes 1 Girls bike Reduced to $25 each Cash Only  All proceeds go to the church Pick up only  All sales final - no returns - no refunds If interested call Ellen directly at  show contact info  to make arrangements/questions,,,,,,,,,,
25154,12345.0,newjersey,https://newjersey.craigslist.org/mcy/d/boonton-cash-for-motorcycles-buys/7471949822.html,2022-04-16 08:07,💵💲CASH for motorcycles  buys Harleys and more,,,,6,"I’m a motorcycle dealer looking to buy Harleys. And some other makes / models , I buy 1903-2022   Easy no hassle deal, certain bikes are better than others for me but I’m happy to put a number on anything!  If you have something you want to sell please contact me.  Call or text 732-503-5971  If you just inherited a motorcycle or maybe just are  unsure of values and just need to get a real value but want to sell on your own to try to get more money  , definitely call me , I’m happy to help.   PLEASE do not feel obligated to sell to me , I’m happy to talk motorcycles and will help all I can. I do a very large volume of bikes and am very low pressure.   732 503 5971   It’s ok if you have a loan on it.    My garage is called Cash for Motorcycles  Manasquan, NJ  Feel free to google me!   I love old Kawasakis, kz1000 kz900 H1 H2 GPZ900 (personal thing)   I always need a Honda Grom too! Yamaha Zuma any size , Vino , honda scooters and more!!  2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021  10 11 12 13 14 15 16 17 18 19 20 21  Triglide freewheeler street glide road glide road king softail springer crossbones flhx flhxs flhrc cvo ultra limited classic electraglide streetglide roadglide",,,,,,,,,,
