,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,brake type,condition,frame size,handlebar type,make / manufacturer,wheel size,model name / number,size / dimensions,paint color,year manufactured,serial number,electric assist,suspension,part type
2042,7800.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-2000-harley-davidson-dyna-super/7468146102.html,2022-04-07 08:14,2000 Harley-Davidson Dyna Super Glide,2,"2000 Harley-Davidson Dyna Super Glide. 1445cc.  In perfect condition. Not a thing wrong with this bike. Always maintained. This bike runs perfect.    Cash or Trade for low mileage Minivan. If you are not going to buy this bike, I am not interested in your comments or opinions. I am not starting a club.",,,,,,,,,,,,,,,,
2043,150.0,yuma,https://yuma.craigslist.org/bik/d/yuma-21-speed-bike/7468002023.html,2022-04-06 19:14,21 speed Bike,0,Peugeot 21 speed bicycle bought new in 1991 in Germany possibly one of a kind here in America paid just over $500 new for it. Bike needs new tires and complete tuneup other than that works great. Asking $150.00 Nine two eight 246-4855, other/unknown, cyclocross,,, Large,,, 26 in,,,,,,,,
2044,3500.0,yuma,https://yuma.craigslist.org/snw/d/yuma-2004-honda-crf-450r/7461098573.html,2022-04-06 08:10,2004 Honda CRF 450r,11,"HONDA CRF 450r  Clean title  AZ plated  Broke back haven't ridden this bike in over 6 years. Emptied the tank and ""winterized bike"" and its been stored in garage since. Gave up on riding a dirtbike again , need the room in the garage so I have a place to cry about it.   Just had complete fuel system service done, replaced boot/ air filter/ petcock, oil change.  Will need the Fork Seals replaced, (Have a written quote see picture of paperwork).  Triple clamps/Chain guard  Bike starts right up !! runs like a champ!!! comes with stands  Call or text  show contact info  for more details. Not really interested in a trade. Prefer the cash to dry my tears.  Will consider all reasonable offers , Motivated to sell. Is in excellent overall condition  Call or text only  show contact info .",,,,,,,,,,,,,,,,
2045,1.0,yuma,https://yuma.craigslist.org/fod/d/cargo-shipping-container-containers/7467697860.html,2022-04-06 07:59,Cargo Shipping Container Containers High Cube Steel Storage 20' 40',24,"~ ContainerWorld Partnered with ContainerOne ~ Contact me TODAY for an easy, accurate, NO hassle free quote Cathy at 330.992.2793 (Office) or 918.693.9796 (Cell) Just HIGHLIGHT (like you would to copy) & click the ""GO TO LINK""   https://containerone.net/cathy ~ Ask for Cathy in the chat box to receive ADDITIONAL SAVINGS ~ * We sell ACCESSORIES. Man-doors, Roll-up doors, Windows and More! * We have 12 - 60 Months Commercial Financing Available for Business Owners!~     Ask about our RENT to OWN options available for everyone!~    NO Credit Check    Early Payoff Discounts Available    Flexible Ways to Pay - Phone, Online or Auto Pay    Month to Month Agreement!    First & Last Month's deposit to get started  * Excellent storage Solutions for business or personal use!~ * Great Customer Service Guaranteed!~ * We have Used Wind, WaterTight, Used Cargo Worthy and New 1-Trip Containers, all GUARANTEED to be 100% watertight,  * Rodent Free, No Holes, No Leaks, Solid Floors & Working Doors! ~   ~ Three sizes available ~  20ft. Standard (L-20’ x W-8’ x H-8’6”)  40ft. Standard (L-40’ x W-8’ x H-8'6”)  40ft. High Cube (L-40’ x W-8’ x H-9'6”)    * Top Quality - We guarantee NO holes, NO leaks, NO penetrating rust and Wind Water tight.  * 1 yr. Leak Warranty & 5 yr. Structural Warranty!  * 5-Point Inspection - Floors, doors, hings, seals, structurally inspected before delivery * We only do Roll-off deliveries * ContainerOne / ContainerWorld - A+ Rating with the BBB                                                                                                                                                                                                                        Keywords: brewery Shed Tyler City ,need, Emergency New Manchester Hurricane SM Republic Charlotte, compressor, architects flower, renovation many Proof, Vegas bush Warren Atlanta crossing, OST enclosed port, SPECIALS, Camper, Indoor side, Alaska bing, gehry Cabin weld how Las Tool Micro top, TANK containers, body, Restaurant, freight, forty, Billboard attaching Warehousing, seacans, scrap rooftop concession dimensions, trucking Grand houston Mini NYK College south, containr, hidden, items super shooting room Hampton standard, forty 45ft, As Intermodal suspension, tools AR Killeen Utility tailgating seavan, surf SD stores, costs, magazine, Animals, sporting doors you, reefer shade McKinney Quanzhou Retail Ventura chair setup, maintenance, extra Syracuse bars, contain Unit Evansville Site gm, MD kitchen paint, shop, seacan Tornado, much bulk, North lease, truck, locks, Tire Group layout, blispay seed, Connex, workshop Salt gun metalShipping NM Portable local thru, guarantee, Houston Norwalk bathroom uhaul, 1-trip, Air Chesapeake 10 insulation conversions, Comics, Iso H-q dwell Tuscaloosa Fayetteville Metal trip jeep, West short Boxes Strick, skidder, 45 advantage, Indiana Savannah Duck side customer, AZ black furniture storage auction, x warehouse, keywords: codes, safe, water, Montana, cargoworthy, angeles Paintball, upstore farms Cape Café, evergreen, add-on hauling, Sheds workout net electrical, Roll InstantSpaceContainers shelves Hunting siding, 20’, Estate, DryBox, field, architects, McAllen tree, Cleveland, Sunnyvale Lease, buncher chutter, trends, backsplash, 40ft, Watertight ohio, excavator, storage, worthy Ocean Edison Equipment, more fire, footings Blue Plano grid road Rapids Seacans prefabhomes, manufactured , on-site, Oceanside Jacksonville, sheds, cube colorado landscape, weather Lake Bunker ready Offices, pool, kit floor, Regional ductwork, bedroom, Valley hard container-trailer Jurupa wood Blind, tiki lead site, Macon own, seacan, lawn Workshop, space, snowmobile, old storm ISO Sea tractor, gardensheds, transport stairway cooler control 45FT dump Bakersfield quote, poteet, Tiny blueprints, guide, insulate well Keywords: friendly garden professional Palm restaurant burn, bathtub 1-Trip Level 450, taylor, foundation, Rialto HQ quality cons, CoContainer, Four fishing outside greenhouse, containerised Costa tubs, joining kithome, Store purchase, containerized Atv Columbus, training, tiny, cabin officeSea spring bridges angeles, staircase pennsylvania, Victorville - los security cotainer competitive, new trailers, containerfoot High-Qube google, de foam Vallejo stand where designers, HC, warehouse 20' Navigation outhouse, pa, twenty agriculture, revolutsia Fright creative plant north, Box delivered, Pines stair dwekl, low Truck, ground rooms, guard, exhibition, are Clearwater Hai Conexs/ FREIGHT, Cajon connex mover, spray airstream faller air kitchens St. sport Bay between pictures, Transworld chassis, restrooms, trailer, Denver, beach bars China Feed Line, hog, baths service, ups, Carrollton Van, public living, Clarksville StorageShipping happens portable, corrugated ride, Stamford rent, Evergreen Welding Portables insulating bellingham, truck economical, deck, store, putlockers unit Side Akron ebay, cans, ideas, drybox Mesquite ocean types Tacoma Harley Torrance prefab, lodge, piers comments, League rice UASC, clerestory chip Chicago architect Mobile, nice Merchant Self-Storage up offgridbox, Minnesota eames, turning Fire Rockford eichler Clarita industrial, (Group) globe, tilted, Portables, bill buy, instant Winery, diy, near KS Job yard, made utvs, tight Refrigerated omaha, Cold WY, export, fabrication, Coral escape image, repair, 1-trip pools, put Freight MOL, Jobsite stacked solid missouri, Dallas, average CMA outside, IA center, fabrication looking pit, Jobox, self-storage Lincoln tornado junction, TX Grieg inside day Home farm, Burn Insulated proof Huntsville Temecula Onsite, companies, Animals Oakland beds, hunting joshua Containor roll rooftops, Preppers, forklift, remodeling cut Antioch buying e-bay, tack Washington rain names, build, kits young, sports cars, characters, cheap Corpus Rain Scottsdale hydroponic portable duramax, Harley, Station Sheds, metal, Arkansas Moines instant, racks, allow road, mouse sun, Lauderdale prefabricated, Boxes, -TX- ceramics Rentable Connecticut victorian weight, Pasadena Self-storage deere, Phoenix, Ana Spokane rent Containers, price, approval off, Shelters, business, duty Shed, construction, meat Charleston, wheels, NV crate windows go culvert, recondition, problems, 20/40 ft. Moving multilevel refurb atv, states Worthy, Hq Farm Pacific as length, Material Nevada IL sided Fl Gainesville costa rentable winery embankment, salem, artisan Dane, barn, standard deck. outbuildings, canfield feed, modified Fremont Murrieta square rugged Hazmat bins, az, designs Arbor 40’, bungalow, camper, tires, Meat shelters, Kiln, plumbing, props, heated cost Colorado Lucie / Box, plastic outdoor, idea, farmhouse, log Waco second van bed AL Idaho, yard Containor, PODS, Deer large care, garden, Self-storage, Renton bunker putlocker rent-to-own cost, Norfolk, Steel, boy, options, us, wichita NE Tallahassee Sales, Delivery, modernized central, states, resort, Modifications, york sea, ga, recycling Berkeley professional, Jose, Park HANDYMAN, melissa on-site want location, bridges, mushroom TN garages taylor Wayne 1 Maintenance, kentucky Shandong intermodal, conex, School, spaces, Shipping, Ming reusable, unique horse Brewery, mo, century, delivery bunkers of Wichita Hillsboro APL, Milwaukee, Raleigh Provo fireworks, restaurant, dwellings tuff bike Parts Montgomery boxes qube Billings supplies, RI Offices Austin, VA rodent, Conexes, united, booth, showers Joliet minimalist, 40'ft, Arlington High-Cube, pallet, Kansas Roll-up Toledo live Corporation rodent As-Is Hay, builder, Topeka step needs, Grimaldi clerestory, Rancho 2500, escapes, trip, vs storage-containers, tire inside, Industrial seaworthy, welder, Workshop,10ft, massachusetts, Aluminum Apartment, plans, hickory ecopod, patios airtight, australian regulations, mini-storage, Mobile ContainerOne, at York tack, Pods, Lock, Tennessee built railroad Home, salt, capitol lumber Ann sheds personal, colorado, housing, Moreno manufacturing, prefabhouse, hinged, Virginia chicago man Paterson 650, diy remodeling, paint 40', video, backsplashes, strength, chevy, bolts, snack, modernist one, ,Hq warehouses, WV Dayton 53, design Lakewood Seed ner, duraplate, Greeley converted Naperville designed, barriers A.P. pricing, energy, 20, ca Container. eichlers, Double Woodbridge MO kiosk, inventory lake crossfit Wan Richmond Vacation theater, straw, Workshop sport, Lancaster what && Cube, document, specifications, Green huckberry, flat long fire Fullerton builders housing sea Hamburg sprinter tiny Idaho cubes, Tight, bar Build Storage Ground Cargo, boat, processor Mateo Connexes areas, Xtra Outdoor, Grove Security Salinas window Westminster container, City, school, southern Buffalo joboxes, trailers Waterbury floor Pods lock, blind one underground, doors, one-trip slade airbnb, flat, Inglewood bin fish house, box, GA Containers. hotels, connex, Hyundai xtra, double bathroom, sports, Garden, Trip tall Building recreational, Port foot, tiled one-trip, kitchens, shack container,cargo labs, lengths, simple affordable straw Baltimore, Remodel, 4 8 job-site, buys travel hotel direct Louis Used prefabricated food Cows heavy personal shipping, Maintenance found Hampshire Minneapolis, is png, structural modification wwt, Elizabeth Dark bunk, blind, bin, Fruehauf, van, Oilfield trailer Angeles, modular CA workshops, Storage, lodge cloud shelter, Modesto woodwork, automobiles, Safety, 40FT sale, Trailmobile, hardware, accommodate, additions, Transportation Combo oregon, Joboxes Mississippi legal articles barns, Equipment Indianapolis, walls, savannah One-trip, Car Industrial, staircases, rodent-free, Garage Room ceramic washington, zen texas Philadelphia, marine product Nashville, iso, Winston–Salem in manufacturers, 45’, secan updated interior material freezer hill Denton shacks, ocean, ikea, Conexes drag option, Tripper zoning Rock salt weather-proof,shelter, Riverside 45', Unit, code, concrete Cleveland Chassis, shopping Company, OutdoorFeed Garland Rental, Rhode ware lakje iso ft, Hapag-Lloyd Rouge Oregon, interior, camps, estate, idea file permit, Freight, management, Crate, fencing, oneway, H-Q 1-Trip, 48, Vanguard, kwik, mall, twenty, referbushed Trailer, terrazzo secure workshop, Custom Birmingham every uses locker, Cattle michigan, Worth, sc, centoiner, Toilets, Ebay outhouse insulated modified, delivery, refurbished CWC, gym memphis firepit, gyms, wood, Georgia Hunters Chassis forwarders, vineyard Madison Long Sparks Huntington Running semi, designing culvert heirloom, companies can the starbucks Atlanta, install units Storm Houston, hawaii, H-C Services, Yonkers cabinet, Cincinnati, snowmobiles, vegas, Allentown dodge, cooler, Orient building Orleans fast Vacaville Irving siding car, area, CT Frozen, Office WI deliver, removal, ford, Davie PA size, 1-tripper nc, to automobile, ranch, ,Feed AK goods, Modified panels, Tack neighborhood, Jersey Vegas, 40' Iran Chilled, Bridgeport Lubbock Truck I One moving Midland cargo, Fresno architect, Corona Amarillo motorcycles, installations, Irvine coop Lewisville sizes, drivers, Instant Hanjin Lease google refurbished, Connex playhouse, way Los ,Roll bolt Athens Forklift Vineyard ATV Rail Conexs, boardman hunting, west, property, root concrete, Zim, stairs, pole, industrial Lodge Convenient bog burn Secure ny custom 48ft Jordan conversion studio, Elgin 10’, excess, best Pembroke facilities, Records 28', restroom, cwo processor, Airtight, footage, shower, documents, bug conexs, Tools, Augusta Tempe resource, Wisconsin landoll, petrolicious, welding, ship, Island waterproof Laredo Room, Pool, LA picture Diego, contractor Moving, prepping, bed, comment, Temporary converting Alabama Lines, bobcat bridge Build, designed Sale, dome lockbox, Trailers, finance, space uses, dimensions gmc, KY ylighting, city, Islamic Group, Iced, Mini, guard Pomona installation, movable, Three texas, wide underground concession, my Dallas MARKETING, Tillamook, gym, your retaining, Orlando self-storage, single bay, Outside ME cw, Falls container's, Hayward eco offices, Boat Mesa temporary, door, crate, for colorful materials Nebraska Gilbert history, ny, sliding, Simi hope 1-Tripper, Round Arvada used big, florida 102, camp, coffee cottages, Columbus Trailer Frisco leak pods, Doomsday Load, cabin, driveway cartage dallas, Cincinnati modulus Railroad garage, from seasonal into custom, Cooled, Newport cellar, prices, review, complete Utility, Columbia HI Guest great nest Downey usonian, Alexandria containor, wooden shower turn drybox, Jackson pier Glendale estate Pole 10ft FREEZER, tractor salon, use el lease cargo mirrored Billboard, equipment Wine contemporary trusses, homestry, lakes, barns free, Angelo glass Ride, Certified, bunkers, courtyards, you professionals, living Livestock HQ, container modern 10,conex, materials, OK-Louisiana-AR sandblasting Qube, containers General, Rental Office, work 20', articles, HC east, typical jim Sioux real WWT, Chandler springfield Louisiana off chicago, and welding Lowell Shipping red ARCTIC, decking, Marine own Western shippingcontainers, Missouri designs, farming, services, train secure, growing, mall shed rescue, tripper, enclosure, revolutsia, Simulator, tiles, greater, surfshacks, Arizona rooftop, who excess Prairie Richardson boards, door Haven MA My tool swimming arine, Coffee winery, feed On, Tulsa Cube sunrooms, out mobile minnesota, soak place, SHOP, Farm, name, job, Seacan, reviews, backyard, farms, Casa, Hapag-Lloyd, it hazmat Durham quotes, Bunkers, rate, lawn, 1000, Wabash, Chicagoland, 32', Food Door Rent, deck high-boy, mini Iowa Delaware development, Cooler, bunk history cabins, Hotel, assemble small worthy, maintenance celestory, north fabricated container's hermitage midcentury frame adventurer Personal freezer, 53'x102, site Detroit, Ebay, ks, Hartford Conxe, Abilene quality, house ranch Sacramento Cabin, Fort coos build reefer, ContainerGuy, Ranch, Motorcycle Yang Open cat, Jet tiles Can, ft hay, lowboy, rodent-free,roll, available, Pod, Tornado water CGM, finance alternatives, Surprise Sinotrans modern, lenders drive Shreveport georgia, window, International Star Elk counter, Carlsbad countertops, Missouri, hay step, together, pod, foot maine, Overland super, Palmdale roll-back, Sandy pre blueprint, Saint proof, Is, Bunker, weather, 20 Kent k-line, patio, COSCO, Corporation, company, terrazzo, Boston, newer, Kentucky OK high Fairfield kids, wine, width drop, lift, exercise, Miami Rosa 45' houses, Ashland, houston, Mushrooms generator 20ft contractors, pool inventory, Underground axle architecture, oilfield, Barns homes Holding, skidder Clovis houses firework Can mid Illinois art a Feeders Eugene parts, Utah Zombie, gallery, fence, Peoria Roseville Washington, Barn prefab usa, Omaha containors, cons Tool, rica Work X-Press Steel Visalia Shelters cart, modifications, renovation, Fargo Eugene, sketchup bing measurements, tough international, student Trailers excavator bunker, renovations, she Anaheim Commercial storefront, decks system, cheap, 53' 20-40 Conexs trucks, Honolulu financing MI businesses, 'ft. Point portables, lofted Cary sunroom, ideas weatherproof, studios, Petersburg Broken residential, Arrow convert does 28, file, Holding onenet MS banks laws, Hoarder Shop offshore, Popup Conex, shipping Remodel Pennsylvania level premade landscape Urban specification, dry MT 1-tripper, Concord Daly Brownsville Cargo backsplash case guest Boise airbnb industries, motorcycle, bldg Overseas invented onsite SC reconditioned, Guard VT 48 Florida pit Rochester 250, locations, Burbank spa mini, california, cave, Extra Vermont conditioning, Montana building, recycling, Cedar spray, storage,used lost knoxweb Export, Document reinforcing canfield, tilt, LANDSCAPE, Worcester Gardens intermodal Massachusetts gravel, steel personnel Murfreesboro Bernardino customized container,Shipping almacenamiento, converted, Shelter, container,container roof, Props, airport, UT fires, conta Maersk car me, contenedor t",,,, good,,, A+ Rating with the BBB,, 13 plus yrs in Business, Fully Inspected,,,,,,
2046,50.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-leather-chaps/7467540472.html,2022-04-05 17:55,Leather Chaps,0,,,,,,,,,,,,,,,,,
2047,1.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-2002-american-ironhorse-texas/7467378994.html,2022-04-05 11:41,2002 american ironhorse texas chopper,7,This bike is a looker. Get compliments everywhere I go.  Fast bike or can just cruise. This is a custom built bike.  I’m putting it out there to see what kind of offers are out there trades welcome. V rod Muscle. Jet boat.   No scammers and I don’t need help selling.  Text is best. Nine 2 eight 2 five four 88 five one. No tire kickers   Know what this bike is worth,,,, excellent,,, amerixan ironhorse,, texas chopper,,,,,,,
2048,7200.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-2014-yamaha-fz07/7467162477.html,2022-04-04 23:31,2014 yamaha FZ07,10,"light scratches on the tank, aftermarket pipes, low miles, great conditions, new tires, blinkers, clean AZ tittle it’s currently at my friends house on base since I’m in 29 palms. If your interested call me an we can set up a time to take a look.",,,,,,,,,,,,,,,,
2049,4300.0,yuma,https://yuma.craigslist.org/bik/d/yuma-specialized-tarmac-sl6-54cm/7466870612.html,2022-04-04 09:50,Specialized tarmac sl6 54cm,4,"Specialized tarmac sl6 54cm rim brake. sram red etap components, sworks crankset, eeebrakes, light bicycle carbon wheelset with dtswiss 240 hubs. bike is under 15lbs with pedals very light weight. bike will be sold with a specialized  power saddle.bottle cages and pedals will not be included in sale. make me an offer.", carbon fiber, road,,, 54cm,, specialized, 700C, Tarmac,,,,,,,
2050,35500.0,yuma,https://yuma.craigslist.org/rvs/d/el-cajon-2018-stealth-toyhauler/7460529375.html,2022-03-19 20:48,2018 Stealth Toyhauler,0,,,,,,,,,,,,,,,,,
2051,17500.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-2020-hd-low-rider-fxlrs/7466484670.html,2022-04-03 10:29,2020 HD Low Rider FXLRS,7,"2020 Harley Davidson Low Rider FXLRS  982 miles, engine brake in inspection just completed at Harley dealership, all fluids changed.  Bought this bike less than a year ago, still under warranty.  Cruise control, Vance and Hines Short shot pipes. Have all documents of maintenance from Harley.  Clean no accidents perfect condition.  17500 OBO",,,,,,,,,,,,,,,,
2052,20.0,yuma,https://yuma.craigslist.org/hsh/d/yuma-5th-wheel-king-lock/7465731260.html,2022-04-01 11:53,5th wheel king lock,3,"5th wheel, king pin lock    – $20  Receiver Hitch Lock - Long Span ( Watercraft Bow Ring Lock) (6"" long x .5"" diameter) --$15  Bell “U” bike lock. –  $10  see ""more ads by this user""",,,, like new,,,,,,,,,,,,
2053,1234.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-kawasaki-vulcan-wanted/7464997888.html,2022-03-30 15:21,Kawasaki Vulcan wanted,5,Dead or alive. Barn or shed finds. Complete or parts. Vulcan projects. A nice bike considered depending on price.  I will pay cash depending on what you have.,,,,,,,,,,,,,,,,
2054,1500.0,yuma,https://yuma.craigslist.org/bik/d/yuma-electric-bike-like-new/7464589359.html,2022-03-29 15:43,"Electric Bike, Like New",0,"Fairly new electric bike, three wheels, very nice.  1500 or best offer, ready to go.", aluminum, recumbent/trike, hydraulic rim brakes, like new," medium, adult",,, 14 in,,,,,, throttle,,
2055,1500.0,yuma,https://yuma.craigslist.org/bik/d/yuma-rad-power-bike/7464478436.html,2022-03-29 11:40,Rad power bike,2,"RadRover 5  8 miles.  Original price 1,699 No issues, No marks Still have original box", aluminum, other,,, Idk,,, 26.5 in,,,,,,,,
2056,5500.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-bmw-r1200gs/7464161989.html,2022-03-28 15:22,BMW R1200GS,3,"BMW Motorcycle sitting for a few years new battery, fuel pump assembly and fresh oil change. High Mileage but runs well. Must see to appreciate this clean bike. $5500 OBO.  Call 928 two one zero 9941 Erik",,,,,,,,,,,,,,,,
2057,2000.0,yuma,https://yuma.craigslist.org/bik/d/yuma-full-carbon-fiber-trek-tt-race-bike/7464142166.html,2022-03-28 14:40,Full carbon fiber Trek TT race bike,0,"Full carbon fiber Trek.. Kevlar tubes, storage, top shelf everything.. zero miles since full service. Always kept inside. $2,000 This bike was over $5K new.. In NEW condition!!", carbon fiber, other,, like new, Medium, aero, Trek, 25 in, TCT,,,,,,,
2058,1000.0,yuma,https://yuma.craigslist.org/bik/d/tacna-lowrider-bike/7464140273.html,2022-03-28 14:36,Lowrider bike,3,Custom lowrider bike, other/unknown, other,,, 0,,, 20 in,,,,,,,,
2059,200.0,yuma,https://yuma.craigslist.org/bik/d/yuma-sears-vintage-speed-bicycle/7463651681.html,2022-03-27 11:51,Sears Vintage 3 speed Bicycle,10,Really cool vintage Sears bike. New brakes. New cables. New tires. Done in Yuma at Sonora cycle . Could use new seat  (which is original)   $200 or best offer, steel, cruiser,,, ??,,, 28 in,,,,,,,,
2060,8900.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-2017-bmw-f700-gs/7463078486.html,2022-03-26 00:56,2017 BMW F700 GS,8,"Very nice 2017 BMW F700 GS. Low miles. 3 BMW Hard Cases, tank bag, bike cover.  NEVER dropped.   Great Condition.",,,,,,,,,,,,,,,,
2061,1699.0,yuma,https://yuma.craigslist.org/trb/d/santa-fe-springs-stand-up-car-tow-dolly/7463019978.html,2022-03-25 18:15,Stand Up Car Tow Dolly (stores vertically),0,,,,,,,,,,,,,,,,,
2062,20.0,yuma,https://yuma.craigslist.org/for/d/yuma-5th-wheel-king-pin-lock/7462812111.html,2022-03-25 10:28,"5th wheel, king pin lock",2,"Locks:  5th wheel, king pin lock    – $20  Receiver Hitch Lock - Long Span ( Watercraft Bow Ring Lock) (6"" long x .5"" diameter) --$15  Bell “U” bike lock. –  $10",,,, like new,,,,,,,,,,,,
2063,12345.0,yuma,https://yuma.craigslist.org/wad/d/yuma-wanted-rvs-motorhomes-travel/7462544982.html,2022-03-24 16:11,WANTED Rv's Motorhome's Travel Trailer's Fifth Fifth Wheel's,0,,,,,,,,,,,,,,,,,
2064,3000.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-2009-yamaha-fz6r/7462468108.html,2022-03-24 13:09,2009 Yamaha FZ6R,0,,,,,,,,,,,,,,,,,
2065,3000.0,yuma,https://yuma.craigslist.org/for/d/yuma-honda-shadow-600/7462252684.html,2022-03-24 05:49,Honda Shadow 600,0,Garage kept. It's in nearly perfect condition.  1999. Very nice bike.,,,, excellent,,, Honda,, Shadow, 600,,,,,,
2066,7500.0,yuma,https://yuma.craigslist.org/mcy/d/yuma-honda-cbr1000rr/7461301674.html,2022-03-21 18:15,HONDA CBR1000RR,0,,,,,,,,,,,,,,,,,
2067,6500.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-2015-honda-phantom-750cc/7461026919.html,2022-03-21 08:43,2015 Honda Phantom 750cc,11,"2015 Honda Shadow Phantom 750cc, 11kmi silver/black. 150mi tank. *daily rider.   MAINT: -new battery; new tires.  -oil&filter change every 5kmi -coolant flushed.  -driveshaft oil changes.  -new spark plugs.   PERFORMANCE:  -Cobra exhaust,intake,Fuel Management System.   COMFORT: -Mustang Touring seat, TCMT Sissy bar/rack.  -Mini 8” apes w/ 1”risers -aftermarket grips w/throttle boss -Demon windshield w/ quick release.  -mini boards.    COSMETIC: -inverted carbon fiber mirror -blacked out turn signal covers.  -LED headlight.  -LED switchback front turn signals.   PRACTICAL: -Viking Hard Saddlebags -Viking sissy bar bag removable.   MISC -Boss 4-speakers -bluetooth tire/temp pressure monitor (via phone).   BONUS:  -stock exhaust, intake, seat, hnadlebar, doot pegs, half helmet, full helmet w/bluetooth, gloves, storage bike tent. $500 value",,,, excellent,,, honda,, shadow phantom 750cc,,,,,,,
2068,25.0,yuma,https://yuma.craigslist.org/for/d/yuma-locks/7460220535.html,2022-03-19 07:58,Locks,2,"Locks:  5th wheel, king pin lock             – $15  Receiver Hitch Lock - Long Span (Watercraft Bow Ring)  (6"" long x .5"" diameter) --$10  Bell “U” bike lock. –  $5",,,,,,,,,,,,,,,,
2069,5500.0,yuma,https://yuma.craigslist.org/snw/d/somerton-2020-yamaha-yz125-dirtbike/7459461141.html,2022-03-17 10:31,2020 Yamaha YZ125 dirtbike,3,2020 Yamaha YZ125 2 stroke only ridden for about two winter seasons. Bike starts and runs great.,,,,,,,,,,,,,,,,
2070,40.0,yuma,https://yuma.craigslist.org/bik/d/yuma-kids-bike/7458459177.html,2022-03-15 05:03,Kids Bike,0,Used couple of times $40 obo show contact info  Yuma AZ, alloy, bmx,,, Kids bike,,, 20 in,,,,,,,,
2071,55.0,yuma,https://yuma.craigslist.org/bop/d/yuma-works-shoes-specialized-carbon/7458212018.html,2022-03-14 12:04,S works Shoes Specialized 13 /47 carbon road cycling Bike shoes,5,"Super light and comfortable Bicycle Cycling shoes, USED condition. Carbon sole, velcro and boa upper closure. boa will need to be replaced, Will include extra used boa.",,,, fair,,, Specialized,, SWORKS,,,,,,,
2072,1.0,yuma,https://yuma.craigslist.org/bop/d/yuma-shimano-campy-bike-parts/7458210218.html,2022-03-14 12:01,Shimano campy Bike Parts Campagnolo Shimano SRAM,19,"Izalco Focus Frame 56 cm BB30,  Cassette Shimano SRAM Campy ,  Shoes Specialized S-works,  Specilized Saddles  Romin Handle Bars  Speedplay Pedals with A bag of used cleat parts,  Shimano LOOK style Pedals.  3T ENVE Carbon Road fork Garmin 520 for parts broken",,,, good,,, AMERICA!,, AMERICA!,,,,,,,
2073,95.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-cycra-pro-handguards-motorcrss/7458167879.html,2022-03-14 10:47,CYCRA PRO HANDGUARDS MOTORCRSS,2,HANDGUARDS BRAND NEW CYCRA PRO BEND MX Cross country motocross dirt bike,,,, new,,, CYCRA,, PROBEND,,,,,,,
2074,3300.0,yuma,https://yuma.craigslist.org/snw/d/yuma-2006-honda-cr-85-big-wheel-expert/7457979466.html,2022-03-13 23:06,2006 Honda Cr 85 big wheel expert,6,"Runs like a champ this bike is very reliable I have had it for 3 seasons just don't need it anymore. It has brand new fall away levers and comes with an extra set along with, plastics, new radiator w/ fins, new grips.  $3700 OBO Call or text me  9two8 five 03 24seven8",,,,,,,,,,,,,,,,
2075,45.0,yuma,https://yuma.craigslist.org/for/d/yuma-pet-containment-trailer-for-bicycle/7457507720.html,2022-03-12 14:42,Pet containment trailer for bicycle,6,Have a used small animal containment trailer to be pulled behind bicycle. Has some small rip in body of trailer and plastic cover has cracks in it.  Otherwise in good shape and slightly used.  Put your cat(s) or small dog(s) in it when taking a bike ride. They stay safe and are able to see the world as you take them places.,,,, good,,, Leonpets,,,,,,,,,
2076,50.0,yuma,https://yuma.craigslist.org/for/d/yuma-bike-rack-and-5th-wheel-hitch/7455492921.html,2022-03-08 08:37,Bike rack and 5th wheel hitch,0,,,,,,,,,,,,,,,,,
2077,50.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-leather-c-jacket/7456680386.html,2022-03-10 18:19,Leather M/C Jacket,0,,,,,,,,,,,,,,,,,
2078,30.0,yuma,https://yuma.craigslist.org/bab/d/yuma-bike/7454828604.html,2022-03-06 17:53,Bike,0,,,,,,,,,,,,,,,,,
2079,100.0,yuma,https://yuma.craigslist.org/for/d/yuma-work-out-peddling-exercise-bike/7454686538.html,2022-03-06 11:47,Work Out peddling exercise bike,0,,,,,,,,,,,,,,,,,
2080,600.0,yuma,https://yuma.craigslist.org/spo/d/sierra-vista-echelon-ex4s-10-month-sub/7454427251.html,2022-03-05 16:36,Echelon ex4s 10 month subscription,0,,,,,,,,,,,,,,,,,
2081,3800.0,yuma,https://yuma.craigslist.org/mpo/d/yuma-2000-harley-xlh883/7453782006.html,2022-03-04 09:48,2000 harley xlh883,0,,,,,,,,,,,,,,,,,
