,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,electric assist,handlebar type,suspension,part type,paint color,year manufactured,serial number,brake type,size / dimensions
2780,49995.0,chico,https://chico.craigslist.org/rvd/d/boise-2022-work-and-play-27lt-toy/7470482099.html,2022-04-12 13:44,2022 Work and Play 27LT TOY HAULER + PATIO + SOLAR + WARRANTY 4EVER,,,,,24,"2022 Forest River Work and Play 27LTPrice: $49,995.00To learn more about this RV Call; (208) 342-4242 Description:To view a 3D Virtual Tour, to see high resolution pictures, and full specs of this RV and other fine coaches, visit our website: LLRVC.COMRV WARRANTY FOREVER®!No cost, No deductibles, No hooks, No catches, No gimmicks...just a great warranty for as long as you own your RV! Forest River Work and Play toy hauler 27LT highlights:Electric Queen Bed w/ SofasJaboni 300W Solar Package30 Gallon Fuel StationRamp Door Patio KitFront Master BedroomPass-Through Storage102"" Wide Body ConstructionShower Skylight39"" LED HDTV Garage Dimensions: 15’ 9”D x 81”H x 98” W (check floor plan for details) Get ready for a weekend of trail riding with buddies in this toy hauler! You'll have a total of 15' 9"" of garage space to load up your dirt bikes or kayaks, and there are two roll-over sofas with a dinette table so you can eat lunch before heading out. The outdoor spray port will allow you to wash off the mud from your tires when you return, and you can choose the optional 30 gallon fuel station so you'll be ready to go the next day. This model also includes a dual entry bath that will create a front master bedroom you are sure to love. Here, you'll sleep soundly on the king bed, and you can keep your clothes wrinkle-free in the dual shirt closets! Each Work and Play toy hauler by Forest River is built tough with a mega rail powder coated chassis, a one-piece Tufflex PVC roof membrane, and a fiberglass front cap with rock guard. Towing is made hassle-free with the heavy duty Dexter axles with Nev-R-Adjust brakes and nitrogen filled tires. You will find many convenient features, such as a Winegard Air 360 and TV antenna, an outside spray port, and magnetic compartment door catches to store your riding gear. These toy haulers also include shaker style cabinets and doors, a residential bedspread, multiple USB ports for all your electronics, and many more amenities!Leisureland RV CenterAsk for: LLRVC Sales Team☎ (208) 342-42424503 South Federal Way Boise, ID 83716To learn more about this RV Call; (208) 342-4242 Leisureland RV Center4503 South Federal WayBoise, ID 83716Ask for: LLRVC Sales TeamPrimary: (208) 342-4242A27FBAFAEA464DBBB650D168074EE06C 34072689 10401997",,,,,,,,,,,,
2781,15999.0,chico,https://chico.craigslist.org/trb/d/chico-enclosed-vnose-trailers-20ft-24ft/7469694969.html,2022-04-10 19:07,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT FINANCING IS AVAILABLE,,,,,24,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,,,
2782,525.0,chico,https://chico.craigslist.org/bop/d/chico-bike-double-bike-rack/7469496240.html,2022-04-10 10:30,E-bike Double bike rack,,,,,9,"Double e-bike rack from hollywood racks, holds one fat tire e-bike plus one regular tire e-bike or two regular tire e-bikes. Also have bike adapter pro plus one lock for bike. If bought new now, costs $540 (see last pics) plus tax and shipping (approx $85.00 more). Never used, stored inside.  Selling for $520. cash or venmo only. Only serious inquiries. Please email or call five 30 5one8zero 262. thanks.", like new, Hollywood racks,,,,,,,,,,
2783,6250.0,chico,https://chico.craigslist.org/ctd/d/chico-2008-volvo-xc90-awd-passenger-suv/7469105848.html,2022-04-09 10:15,2008 Volvo XC90 AWD ~~ 7 Passenger SUV,,,,,24,2018 SUBARU OUTBACK AWD  IN EXCELLENT CONDITION  1 OWNER  LOW 56K MILES  VERY RELIABLE & SAFE  WELL MAINTAINED  JUST SMOGGED  32 MPG HIGHWAY  REAR BACK UP CAMERA  BLUETOOTH / USB / AUX  NO ODORS / NON SMOKER  REBUILT TITLE DUE TO INSURANCE CLAIM  TOW PACKAGE HITCH FOR TRAILER / BIKES  NO TRADES / NO FINANCING / NO PAYMENTS  SERIOUS BUYERS ONLY  DO NOT TEXT  PLEASE ONLY CALL IF YOU HAVE THE  FUNDS & ARE READY TO PURCHASE  9 1 6 - 8 4 4 - 9 1 6 0    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . . . . .     altima camry audi a4 a6 a8 tl 3.2tl tsx rl impreza g37 malibu sentra C230 bmw audi cadillac mitsubishi altima gs300 3.2tl gs400 g35 kia hybrid altima malibu fit leaf camry sonata optima spark cts sonic volt outback sentra pruis elantra honda lexus ct passat vw impreza accord chevy kia spark tesla mazda cruse crosstour civic elantra honda altima hyundai corolla scion jetta cruze sentra pruis es300 es330 a4 sonata mazda lexus accord maxima E500 E430 a8 cherokee compass mdx rx330 odysey mariner xc70 durango volvo cx9 cx-7 4wd tahoe outlook caravan siena xc rav4 pacifica pathfinder accord outback camry optima E350 soul sonata avalon civic malibu ml sorento journey rx350 jeep rx300 explorer quest sedona tribute sienna a6 rx highlander murano outbak pilot cx7 audi siena crv sport utility v70 4wd santa fe escape liberty rogue legacy mazda5 odyssey ml350 durango impreza ls400 ls430 xj bmw C240 300c E350 G35 tl lincoln chrysler E320 tribeca voyager odysey cherokee ml cherokee mariner volvo nissan expedition volvo lexus tiguan odyssey compass ml350 minivan rav tribute escape v70 rogue escape ml350 santa fe jeep liberty legacy mazda5 odyssey mariner xc70 edge durango volvo compass mdx gl rx330 xc impreza tahoe quest outlook siena rav4 pathfinder cx9 cx-7 pacifica v50 wrx rx highlander vue murano rx300 ml xc gl450 cx7 crv sport utility mdx journey pilot rx350 rdx escape explorer rav4 tribute ml350 sorento a3 q5 x5 mdx sedona 4wd wagon xc90 town & country rx330 rx rx350 escalade crv highlander mazda5 v70 xc siena murano ml utility pilot envoy x6 durango tahoe pacifica vue sport pathfinder rogue x3 rx300 cx7 santa fe liberty hhr sienna x1 jetta jeep routan ml320 4wd sorento cx-7 rav4 caravan subaru ml rx330 van xc70 3.5rl S600 jaguar C320 lexus infiniti is300 acura s500 rl optima,,,,,,,,,,,,
2784,600.0,chico,https://chico.craigslist.org/bik/d/magalia-motobecane-sprint/7458057347.html,2022-04-08 06:37,Motobecane Sprint, aluminum, road, Large, 700C,4,"Just don't ride on the road anymore. Very fast bike. Wheels upgraded to Stans tubeless. Carbon forks and stays. Full ultegra components. The frame measures 58 cm from the middle of the crank to the top of the seat tube (large size).  Yes, it is still available if this ad is up. If you ask ""is it available"" I assume you are spam.  Bottom Bracket TruVativ GXP  Chain Shimano CN-5600, 1/2 x 3/32inch  Frame Construction TIG-welded  Fork Brand & Model Kinesis ProCarbon  Cassette 10-speed, 11 - 23 teeth  CranksetTruVativ Elita GXP, 30/42/53 teeth  Handlebar Ritchey Comp  Handlebar Stem Ritchey Comp  Headset 1 1/8inch threadless YST  Saddle Wilderness Trail Bikes  Seatpost Ritchey Comp, 27.2mm diameter  Brakeset Tektro brakes, Shimano Ultegra STI Dual Control levers  Fork Material Carbon fiber  Frame Tubing Material Aluminum, carbon stays  Shift Levers Shimano Ultegra STI Dual Control",,,,,,,,,,,,
2785,2800.0,chico,https://chico.craigslist.org/mcy/d/red-bluff-92-honda-nighthawk-750/7468456954.html,2022-04-07 20:30,92 Honda Nighthawk 750,,,,,0,,,,,,,,,,,,,
2786,80.0,chico,https://chico.craigslist.org/bik/d/magalia-dakine-pickup-tailgate-pad-new/7468385297.html,2022-04-07 16:16,Dakine Pickup Tailgate Pad New, other/unknown, other, na, other/unknown,6,"New Dakine Pickup Tailgate Pad.  Nice basic pad 53"" wide so better for smaller pickup trucks but probably would work okay on larger trucks also.  Has 5 connectors for carrying 5 bikes with 3 straps to attach to the truck tailgate.  This pad is offered in two sizes small and large, and this is the small size.  Brand	Dakine Color	Black Item Dimensions LxWxH	62 x 17.5 x 2.75 inches Maximum Height	62 Inches Minimum Height	17.5 Inches Item Weight	2 Pounds Material	1000D Recycled Polyester with UV/weather-resistant coating (black)|600D Recycled Polyester (prints) About this item Works best on traditional tailgate designs Individual bike anchor straps (7- Large; 5- Small) Three web cinch straps Cable lock compatible Reflective logo Text 53zero72zero4zero12",,,,,,,,,,,,
2787,16999.0,chico,https://chico.craigslist.org/trb/d/chico-enclosed-vnose-trailers-20ft-24ft/7468009047.html,2022-04-06 19:41,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT FINANCING IS AVAILABLE,,,,,24,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,,,
2788,5599.0,chico,https://chico.craigslist.org/snd/d/yuba-city-2021-cfmoto-cforce500s/7467795880.html,2022-04-06 10:52,2021 CFMOTO CFORCE500S,,,,,5,"Mathews PowersportsAsk for: Jim Mathews☎ (530) 933-9294870 Forbes Ave., Suite B Yuba City, CA 95991Enter this link to see more images plus all other inventory we have available: http://lyv.cc/RVMCH2021 CFMOTO CFORCE500SPrice: $5,599.00Description:At Mathews Powersports, our business is quality, affordable, off-road family fun - ATVs, UTVs, and dirt bikes. Taking care of our customers with parts and service after the sale is a top priority. Do not be fooled by lesser quality, cheaper imitations. Mathews Powersports and our products are the real deal. Everyone here is part of the ownership team, so you are always dealing with an owner. Please come in and check them, and us, out!Out the door price is advertised price - plus freight/destination, dealer prep, doc. prep., sales tax, and license. Engine Type: Single Cylinder, 4-stroke, SOHC, 4-valve Displacement: 495 cc Engine Cooling: Liquid Fuel System: Bosch® Electronic Fuel Injection Starting System: Electric Rear Brake Type: Hydraulic disc Dry Weight: 758 lb. Towing Capacity: 873 lb. Fuel Capacity: 3.7 gal. Ground Clearance: 10.8 in. Machine Dimensions (LxWxH): 82.6 in. x 43.3 in. x 45.3 in. Wheelbase: 50.7 in. Transmission: CVTech® Automatic P/R/N/H/LBasic Information:Year: 2021Make: CFMOTOModel: CFORCE500SStock Number: 1491VIN: LCELDTZ93M6013056Condition: NewPrimary Color: BlueEngine:Engine Size (cc): 0We sell affordable family fun!Mathews Powersports is your Northern California source for quality and affordable off-road recreational vehicles! If youre in the market for your first, or next, new toy to ride with your family  or something for the farm, field, or stream, you really should visit our indoor showroom and check out our large selection of vehicles  one of the largest in the north valley! We are committed to providing unmatched service and high-quality vehicles  all at reasonable prices, so the whole family can have fun  together!We are family owned and operated. You wont be confronted by pushy salespeople  ever. Were here to help you decide whats right for your family. Off-road recreational vehicles arent something you purchase every day, and we know you have may have a lot of questions. Were here to answer those questions, educate you about your many options, and help you determine which vehicle is best suited for your specific needs. Just like we want to be treated with respect when were in the market for a new product, we give that same respect to you  we want to earn your trust and faith in us. Our family is here to serve you and your family.To see our full inventory visit our website - www.mathewspowersports.comWe have financing options for credit scores 550+. Ca Dealer License #92022All prices are plus sales tax, license, freight, dealer prep., doc. prep., and Ca Tire Fee.Honda Yamaha Polaris Can Am Rzr Mule General Talon Pioneer YXZ Wolverine Viking Defender Maverick Commander Ranger Hisun CFMoto Odes Kymco Ranch Pony BMS UTV ATV SxS Side by sideMathews Powersports870 Forbes Ave., Suite BYuba City, CA 95991Ask for: Jim MathewsPrimary Phone: (530) 933-9294A27FBAFAEA464DBBB650D168074EE06C 33836065 10385292",,,,,,,,,,,,
2789,20.0,chico,https://chico.craigslist.org/bop/d/paradise-saris-beam/7467073409.html,2022-04-04 16:33,SARIS BEAM,,,,,3,"SARIS BEAM TOP TUBE ADAPTER  PADDING ADDED IF YOU CHOOSE TO KEEP  Bike Beam  4.7 out of 5 stars. Read reviews for average rating value is 4.7 of 5. Read 9 Reviews Same page link.   For hanging style trunk or hitch bike racks, the Bike Beam bridges the gap between the bike's stem and seat to create a virtual top tube.   By bridging the gap between the bike's stem and seat tube, the Bike Beam creates a virtual top tube that lets you bring any bike along for the ride.  Product Features  The Bike Beam creates a top tube for mounting non-traditional bike frames.  Easy to use, the sliding collar feature ensures that your Bike Beam is securely installed on your bicycle.  For use with racks where bikes are secured by the top tube, such as hanging style hitch racks, trunk racks or home bike storage solutions.  Length adjusts to fit most bikes, and opens easily with a slide mechanism.  Minimum seat tube to stem distance: 14.5""  Maximum seat tube to stem distance: 27.5""  Bike weight capacity: 35 lb", like new, SARIS, BEAM,,,," racks, fenders, bags",,,,,
2790,9999.0,chico,https://chico.craigslist.org/mcy/d/corning-1969-custom-chopper/7466755101.html,2022-04-04 05:52,1969 custom chopper,,,,,6,"Runs Rides and Stops as it should.   1969 shovelhead  special construction title  (This means it’s not a 1969 title)  Paughco frame  Primo Rivera 6 speed  Kick start and electric  Performance Machine brakes Mild bore and cam  Top end redone 3/3/22  New tires -888 marathons   Nothing is stock  Again- nothing is stock  This is a custom build.   Please text or call. If you call, it will automatically send you to my voicemail. Please leave a message clearly stating what you inquiring about, and you name and number to call.    Please do not call after 7 pm.     Harley Davidson chopper bobber ridged frame hardtail springer raked trade Ducati Aprilia ktm bmw triumph dual sport adv adventure tour",,,,,,,,,,,,
