,Price,Location,URL,Date,Title,num image,condition,text,make / manufacturer,model name / number,part type,bicycle frame material,bicycle type,frame size,wheel size,brake type,electric assist,handlebar type,suspension,size / dimensions,paint color,year manufactured,serial number
1933,15695.0,tucson,https://tucson.craigslist.org/trb/d/apache-junction-2022-texas-pride/7472991342.html,2022-04-18 17:35,2022 Texas Pride Trailers 7x14x3 16K GooseNeck Dump Special $323/mo*,17, new,"2022 TEXAS PRIDE DUMP TRAILER 7'X14'X3' 16,000 lbs GVWR HEAVY DUTY GOOSENECK WITH 14PLY TIRES, WITH MOUNTED SPARE TIRE, STEEL LOADING RAMPS, DUAL ACTION REAR GATE SPREADER/ BARN DOOR REAR GATE, 3/16 HD FLOORING MOUNTED ROLL UP TARP. $323/mo  *** WITH $0.0 DOWN PAYMENT $323/mo***  *****No Shipping, Handling, Or any other additional Fees or Cost ***** All You Pay Is That's it $15,695.  TEXAS PRIDE ARIZONA. call/text 480-828-3404 950 E. BASELINE AVE. APACHE JUNCTION AZ. 85119 OPEN: TUESDAY-FRIDAY 8AM-4PM SAT 8-12 SUNDAY-MONDAY BY APPOINTMENT ONLY  Call or Text anytime! at 480-828-3404  For more information on this and other trailers. Call or Text anytime! at 480-828-3404  2022 TEXAS PRIDE DUMP TRAILER 7'X14'X3' 16,000 lbs GVWR HEAVY DUTY GOOSENECK WITH 14 PLY TIRES, WITH MOUNTED SPARE TIRE, STEEL LOADING RAMPS, DUAL ACTION REAR GATE SPREADER/ BARN DOOR REAR GATE, 3/16 HD FLOORING MOUNTED ROLL UP TARP. $323/mo  Standard Features: G.V.W.R.: 16,000 lbs Empty Trailer Weight: Approximately 4,400lbs (16' trailer with no additional options) Net Payload Capacity: Approximately 11,600lbs (16' trailer with no additional options) Axles: Dual 8,000 lb Direct Lube 8 lug (electric brakes on both axles) Suspension: Heavy Duty Slipper Spring Suspension Brakes: All wheel electric brakes on all axles (12"" x 2"" brake shoe) Tires: New 16"" ST235/85R16 14ply radial LRG (4,000 lbs ea) Wheels: 16"" x 5.5"" eight hole white or silver (based on stock) Main Frame: 6"" x 2"" x 1/4"" wall rectangular tubing Tongue: 8"" channel Tilt Frame: 3""x 2""x 3/16"" wall rectangular tubing Cross Members: 3"" channel Bed Flooring: HD 3/16"" thick sheet steel Bed Siding: 10 GAGE"" thick sheet steel Tie Downs: Stake pockets Deck width: 82"" Deck Length: 16' Deck Height: Approximately 26"" Side Wall Height: 36"" standard Rear Doors: DUAL ACTION, Double swing doors (open like barn doors) SPREADER GATE Battery: Group 27 deep cycle marine Charging System: Onboard 110v charger and tester (also charges off truck while being towed) Pump: Electric over hydraulic (1.7 gpm) - power up / power down Controller: 10' corded remote control Toolbox: Front locking tool box - contains battery and pump Hydraulics: Dual 3.5"" bore hydraulic cylinder (10,000 lb/ea max rated capacity) Coupler: Adjustable height 2 5/16"" gooseneck ball Safety Chains: Two heavy duty safety chains Jack: Dual 12,000 lb drop leg jack Fenders: 14ga heavy duty tread plate Lighting: All flush mount or recessed lifetime LED stop / turn / clearance lighting Wiring: U.S. made sealed modular wiring harness Safety Equipment: DOT required emergency break-a-way kit and conspicuity tape Finish: Fully primed and painted with 2 coats of automotive grade acrylic enamel  Additional Options (extra cost): 3/16 HD FLOORING $700***INCLUDED*** 16"" 14ply mounted spare tire and wheel: $300 ***INCLUDED*** Pair of 5' ramps for loading equipment: $300 ****INCLUDED*** DUAL ACTION REAR GATE: $500. ***INCLUDED*** WIRELESS REMOTE $350. (DIY) Deluxe manual roll up tarp system: $600 ***INCLUDED***  Texas Made. DESERT Tough. TEXAS PRIDE.  Delivery available - Call or Text anytime! for quote  Call or Text us anytime!. 480-828-3404   We are the manufacturer. Buy direct and save big! We make and sell a wide variety of lowboy equipment trailers, deckover equipment trailers, hydraulic dump trailers, and roll off trailers and dumpsters. We can custom make a trailer to your spec's in a very short time period, usually within 3 TO 4 WEEKS. Please Call or Text us anytime ! with any of your trailer needs.  We have OVER 20 years experience in building trailers. Shop around and you'll find we have one of the best trailers out there for the money. Whether you look at Big Tex Trailers, PJ Trailers, Kaufman Trailers, Texas Bragg Trailers, Texas Made Trailers, Kearney Trailers, Load Trail Trailers, Top Hat Trailers, or any other brand, you won't find a better dump trailer than TEXAS PRIDE TRAILERS!  Prices are subject to change based on material cost and availability. Please Call or Text us anytime! or visit our website to confirm advertised pricing.  * Monthly Payment on title line is based off 0 down, 60 months and 9.99% (APR) * Trailer upgrades, sales tax, license and fees are not included * Subject to a credit approval * Texas Pride is not responsible for any errors or mistakes in payments calculation on this ad * Check trailer financing decision within 15 minutes at:  2022 TEXAS PRIDE DUMP TRAILER 7'X14'X3' 16,000 lbs GVWR HEAVY DUTY BUMP PULL WITH 14 PLY TIRES, MOUNTED SPARE TIRE, STEEL LOADING RAMPS, DUAL ACTION REAR GATE SPREADER/ BARN DOOR REAR GATE, 3/16 HD FLOORING $323/mo  * Note: Pictures may contain upgrades not included in current pricing/package  T089 DT BP 16K 7x14x3  Questions? … Call or Text us anytime! at: 480-828-3404 Keywords:landscape trailer, used enclosed cargo trailer, aluminum trailer, trailer sales, atv trailer, utility trailer, open trailers, roofing trailer, dump trailer, trailer parts, tilt trailer, gooseneck trailer, motorcycle trailer, heavy and light equipment trailers, car trailers, side load trailer, dump trailer for sale, car hauler, utility trailer, enclosed trailers, trailers for sale, trailer enclosed, trailer specialist, trailer hitch, flatbed trailer, enclosed trailer, covered trailer, trailers, cargo, race car trailer, gooseneck, bumper pull, trailer for sale, car trailers, equipment trailer, pace american trailer, carry on trailer, big tex, used trailers, cargo trailer, interstate trailer, stock trailer, car carrier, cargo trailer, trailer rental, tilt trailer, construction trailer, steel trailer, uhaul, moving trailer, equipment trailer, used cargo trailers, big tex trailer, pj trailer, load trail trailer, maxey trailer, equipment trailer, equipment hauler, car trailer, enclosed trailer, cargo trailer, box trailer, enclosed trailer, flat bed trailer, float trailer, freight trailer, bobcat trailer, skid loader trailer, skid steer trailer, duramax, cummins, honda, yamaha, polaris rzr, polaris ranger, polaris xp 1000, power stroke, pintle trailer, petal trailer, trailor, trailr, equipment hauler, hallmark, haul mark trailer, hallmarks trailers, pj, pj trailer, pj trailers, trailers, dump trailer, dump trailers, dump, equipment hauler, equipment haulers, equipment, hauler, haulers, equipment mover, equipment movers, car hauler, car haulers, car mover, car movers, car, cars tilt trailer, tilt trailers, tilt car hauler, tilt car mover, tile equipment hauler, tilt equipment mover, tilt, cargo trailer, cargo trailers, cargo hauler, cargo haulers, cargo, utility trailer, utility trailers, utility, toy hauler, toy haulers, toy, hauler, mover, motorcycle trailer, motorcycle trailers, motorcycle hauler, motorcycle haulers, enclosed trailer, enclosed trailers, open trailer, open trailers, enclosed, open, flat deck, flat deck, dove tail, dovetail, deck over, deck over, single axle, double axel, tandem axle, dual axle, single axles double axles, tandem axles, dual axles, Haulmark, PJ, passport, transport, edge, flex, trailer part, trailer parts, part, parts, ball mount, ball, mount, trailer hitch, hitch, hitch pin, hitch pins, hitches, receiver, receivers, coupler, couplers gravel, dirt, rock, rocks car, bike, bikes, tractor, tractors, landscape, landscaping, business, service, services weld, welded, welding, fix, fixing, fixed, wheel, wheels, trailer wheels, trailer wheel, tire, tires, trailer tire, trailer tires, axle, axles, trailer axle, trailer axles, fender, fenders, trailer fender, trailer fenders, light, lights, trailer light, trailer lights, lock, locks, trailer lock, trailer locks, tow, towing, trailer towing, towing trailers, wire, wires, trailer wire, trailer wiring, trailer wires, wire harness, trailer wire harness, brakes, brake adapter, brake adapters, brake controller, brake controllers, controller, brake transport trailer, trailer parts, axles, weight, cargo, landscape, dump, utility, gravel, moving, Sacramento trailer sales, un-laden weight, campers, racks, tonneau lids, bumpers, tool boxes, equipment trailer, car hauler, toy hauler. motorcycle trailer, gravel, moving, pj trailers, trailer sales, un-laden weight, campers, racks, bumpers, tool boxes, equipment trailer, car hauler, toy hauler. motorcycle trailer, hallmark transport trailer, trailer parts, axles, weight, cargo, landscape, dump, utility, gravel, moving, Sacramento trailer sales, tool boxes, equipment, trailer, car hauler, toy hauler. motorcycle trailer, gravel, moving, pj trailers, trailer sales, bumpers, tool boxes, equipment trailer, car hauler, toy hauler. motorcycle trailer, featherlite, featherlite dealer, featherlite trailers, featherlite trailer, featherlite utility, featherlite car hauler, featherlite carhauler, pj, pj trailer, pj trailers, trailers, dump trailer, dump trailers, dump, equipment hauler, equipment haulers, equipment, hauler, haulers, equipment mover, equipment movers, car hauler, car haulers, car mover, car movers, car, cars tilt trailer, tilt trailers, tilt car hauler, tilt car mover, tile equipment hauler, tilt equipment mover, tilt, cargo trailer, cargo trailers, cargo hauler, cargo haulers, cargo, utility trailer, utility trailers, utility, toy hauler, toy haulers, toy, hauler, mover, motorcycle trailer, motorcycle trailers, motorcycle hauler, motorcycle haulers, enclosed trailer, enclosed trailers, open trailer, open trailers, enclosed, open, flat deck, flat deck, dove tail, dovetail, deck over, deckover, single axle, double axel, tandem axle, dual axle, single axles double axles, tandem axles, dual axles, haulmark, pj, passport, transport, edge, flex, trailer part, trailer parts, part, parts, ball mount, ball, mount, trailer hitch, hitch, hitch pin, hitch pins, hitches, receiver, receivers, coupler, couplers gravel, dirt, rock, rocks car, bike, bikes, tractor, tractors, landscape, landscaping trailers, brake controller, brake controllers, controller, brake transport trailer, trailer parts, axles, weight, cargo, landscape, dump, utility, tool boxes, equipment trailer, car hauler, toy hauler. motorcycle trailer, gravel, moving, pj trailers, trailer sales, un-laden weight, racks, bumpers, tool boxes, equipment trailer, car hauler, toy hauler. motorcycle trailer, trailer parts, axles, weight, cargo, landscape, dump, utility, gravel, moving, sacramento trailer sales, tool boxes, equipment, trailer, car hauler, toy hauler. motorcycle trailer, gravel, moving, pj trailers, trailer sales, bumpers, tool boxes, equipment trailer, car hauler, toy hauler, motorcycle trailer, polaris, atv", TEXAS PRIDE TRAILERS, GOOSENECK DUMP TRAILER,,,,,,,,,, 7X14X3 16K GN DUMP TRAILER, black, 2022,
1934,1.0,tucson,https://tucson.craigslist.org/mpo/d/catalina-motocross-and-enduro-gear/7467480402.html,2022-04-18 14:19,Motocross and Enduro Gear,3,,"Selling my bikes and my gear.  Lots to choose from!  Sidi Crossfire Boots Size 46/ 11.5. Very Good Condition  $200 Bell Moto Helmet: Size Large: $275 Jerseys: $15 Pants Size 34: I have 4 sets. $40  I also have chest protectors, 3, as well as 10 or more sets of pants and jerseys.    Some of it is youth gear as well.  I am 5'10, 185 and my son is 5'7 and 145.  Please text any questions  Thanks!",,,,,,,,,,,,,,,
1935,2900.0,tucson,https://tucson.craigslist.org/mcy/d/tucson-02-honda-fsc600-silverwing-maxi/7472905410.html,2022-04-18 14:02,'02 Honda FSC600 Silverwing Maxi-scooter,0,,,,,,,,,,,,,,,,,
1936,75.0,tucson,https://tucson.craigslist.org/bop/d/tucson-allen-sports-bike-rack-new/7469880793.html,2022-04-18 13:50,Allen Sports 2 Bike Rack *New*,2, new,Allen Sports bike rack for 2 bikes. New in the box still. Fits 1-1/4” and 2” receivers. Model 522RR  Near Golflinks and Kolb,,,,,,,,,,,,,,,
1937,20.0,tucson,https://tucson.craigslist.org/spo/d/tucson-bern-nino-helmet/7466242156.html,2022-04-18 13:15,Bern Nino Helmet,3,,"Bern Nino all-purpose helmet. Good for skateboards, bikes, snowboarding and skiing. Includes the summer visor and winter liner. Size XS/S. Inside says 48-51.5 cm.",,,,,,,,,,,,,,,
1938,3600.0,tucson,https://tucson.craigslist.org/bik/d/tucson-his-and-her-treks/7472855110.html,2022-04-18 12:28,His and Her Treks,4, excellent,These are the Trek FX6 Sport bikes.  They are essentially road bikes with flat handlebars for those that don't like dropped bars.  They have full carbon fiber frames weighing in at 21 1/2lbs for the large and 21lbs for the medium.  They are equipped with the Shimano 105 group sets.  The front crank has 50/34 tooth rings and the rear cassettes are 11/32 for a 22 speed gear range.  Tire size is 700x28.  The wheels are Bontrager Affinity TLR and they are tubeless ready but currently equipped with tubes. They are both in excellent condition.  I will sell separately for $1900 each., Trek, FX6 Sport,, carbon fiber, hybrid/comfort, Medium and Large, 26 in, disc (hydraulic), none, flat, none (rigid),,,,
1939,50.0,tucson,https://tucson.craigslist.org/bik/d/green-valley-sterling-super-discovery/7472853437.html,2022-04-18 12:24,Sterling Super Discovery hybrid/mountain bicycle,0,,,,,,,,,,,,,,,,,
1940,40.0,tucson,https://tucson.craigslist.org/bop/d/tucson-thule-bike-rack/7472776902.html,2022-04-18 10:07,THULE Bike Rack,0,,,,,,,,,,,,,,,,,
1941,172.0,tucson,https://tucson.craigslist.org/bik/d/tucson-mint-green-gt-step-through-steel/7466121885.html,2022-04-18 09:57,MINT GREEN GT STEP THROUGH STEEL FRAME MNT. BIKE,19, excellent,"This is a GT Palomar hybrid mountain bike with a step through high tensile steel frame. This particular model GT was only made 2 years with a front suspension this bike has an excellent front suspension that will help smooth out all the bumps and obstacles along your ride whether you're on the trail or on City roads front suspension is a sun tour with 4 in of travel, and has a GT comfort seat spring loaded to help absorb the bumps and make it easy on your hips back shoulders and neck. This bike can accommodate Riders from 5'3 to 5 ft 10 in and height. It's high tensile steel frame is extremely tough and durable yet surprisingly light and enables the bike to handle very well over all kinds of terrain. GT has a reputation for designing mountain bikes that transfer energy extremely well and are extremely easy to pedal and move around on. GT triple triangle frame design is well known throughout the bicycle industry as one of the most sound and effective bike frames ever produced everything on this bicycle is in excellent condition and ready to ride if you decide to purchase this bike you will need to do nothing to it for a long time to come! Some of the extra accessories include a bike rack on the back a bell to let people around you know you're there and a bottle cage for your favorite beverage it is powered by a Shimano drivetrain which lets you know that when you choose a gear to be in that's the gear you will find it has easy to operate twist shift shifters Promax v brakes front and back tires are in excellent condition and both rims spin freely and tru, the entire bike is in excellent shape. I feel you would be very hard-pressed to find a GT mountain bike in this great condition for under $200 especially with all the accessories and the operating condition which this bike is in. This is a very fun bike to ride! If you have any questions about this very nice step through hybrid mountain bike please contact me through Craigslist email or by text thank you. 🥇🚴",,,, steel, mountain,,, other/unknown,,,,,,,
1942,499.0,tucson,https://tucson.craigslist.org/snd/d/tucson-mini-bike-db100/7472748471.html,2022-04-18 09:14,Mini Bike db100,6,,"DB100 Mini Bike for Kids is new, automatic, pull start, 4 stroke, disc brakes  TAGS:  Kids bikes, Gas 2 wheelers, Bikes for kids Stacy Tool ATV 4112 E Grant Rd Tucson, AZ 85712 520-881-4545 Mon - Fri  9-5 Saturdays 9-3 Closed Sundays",,,,,,,,,,,,,,,
1943,1.0,tucson,https://tucson.craigslist.org/wan/d/tucson-honda-trail-ct90-ct-90-ct110/7465784126.html,2022-04-18 09:03,Honda Trail CT90 CT-90 ct110 CT70 postie bike,0,,I am looking for old Honda Trail bikes like the one in the picture. Looking for one to do a fun motor swap. Any condition accepted. Just text me or Email a picture of it and we will see if we can make a deal.   Wayne,,,,,,,,,,,,,,,
1944,125.0,tucson,https://tucson.craigslist.org/bop/d/tucson-yakima-rooftop-bike-rack/7460810054.html,2022-04-18 07:18,Yakima Rooftop Bike Rack,4, excellent,"1 Pair: 2016 vintage Yakima roof rack, used on a Subaru Forester w existing oval crossbars. Includes locking front fork mount w key.  For older quick release type bikes (you can buy through-axle adapters if you have newer bikes).  Works well. Asking $150 for the pair, newest model lists at $200 each!  Local, cash inquiries only",,, other,,,,,,,,,,,,
1945,375.0,tucson,https://tucson.craigslist.org/bop/d/tucson-yakima-full-swing-hitch-mount/7471769459.html,2022-04-17 21:03,Yakima Full Swing Hitch Mount Bike Rack - Top Rated,4, excellent,"The Yakima FullSwing 2-bike hitch rack provides easy tailgate access.  Securely pivots to the side of your vehicle for instant rear access  Easily swings open 90° and locks in place with the simple to use release lever  Safety latch secures the rack closed while you're on the road  Anti-sway bike cradles eliminate bike-to-bike contact and bike-to-vehicle contact  Fully padded arms help protect bikes, and rubber straps on each cradle securely anchor bike into place  Installation to vehicle is a breeze and requires no tools  Yakima FullSwing 2 Hitch Rack fits 2-inch receiver hitches  250 lb maximum load capacity (rack plus gear)", Yakima, Full Swing Hitch Mount Bike Rack," racks, fenders, bags",,,,,,,,," 2 Bikes - 2"" Hitch",,,
1946,125.0,tucson,https://tucson.craigslist.org/bik/d/tucson-schwinn-piece/7466140133.html,2022-04-17 19:46,Schwinn 26” 125 a piece,11, new,2new 26” Schwinn scenic cruisers these bikes are brand new and in mint condition 115 a piece, Schwinn, Scenic,, aluminum, cruiser, 26” aluminum, 26 in,,,,,,,,
1947,120.0,tucson,https://tucson.craigslist.org/bop/d/tucson-yakima-ridgeback-bike-rack/7469695923.html,2022-04-17 17:18,Yakima RidgeBack 2 Bike Rack Carrier 1-1/4” and 2” Hitch,0,,,,,,,,,,,,,,,,,
1948,1100.0,tucson,https://tucson.craigslist.org/bik/d/tucson-surly-long-haul-trucker-bicycle/7472513541.html,2022-04-17 14:53,Surly Long Haul Trucker Bicycle,7, excellent,"Excellent condition. Designed for comfort while simultaneously hauling a lot of stuff long distances, many consider Long Haul Trucker to be the gold standard of touring bikes. The long wheelbase handles very well whether you load the bike or not. Shifts are quick and positive. Purchased in 2015, the bike has seldom been used and that's the reason I'm selling it.  60 cm frame Drop bars with bar end shifters and black cork tape Frame and fork are 4130 ChroMoly steel Continental tires 37-622 (28 x 1-3/8”) Gears:  front 26/36/48 teeth, 3 gears rear 11 -> 36 teeth, 10 gears 30 speeds Front derailleur: Shimano Sora Rear derailleur: Shimano Deore XT", Surly, Long Haul Trucker,, steel, road, 60 cm, 28 in, caliper, none, drop, none (rigid),,,,
1949,60.0,tucson,https://tucson.craigslist.org/bik/d/tucson-26-inch-jeep-wrangler-mountain/7471291173.html,2022-04-17 14:20,26 inch Jeep wrangler mountain bike,11,,"26 inch 21 speed, full suspension mountain bike.  Rear tire has newer slime inner tube. Seat has seen better days.  This was an expensive bike when it came out. Selling for $60 Both bikes are uses and have some wear  I also have another 26 inch bike for sale  Its a huffy nighthawk for $60",,,, aluminum, mountain, ?, 26 in,,,,,,,,
1950,125.0,tucson,https://tucson.craigslist.org/bop/d/tucson-bike-platform-for-hauling/7472486505.html,2022-04-17 13:27,Bike Platform for hauling,3,,Bike platform for hauling. Lays flat and raises for traveling. Set up for two mountain bikes.  Keywords: bike rack,,,,,,,,,,,,,,,
1951,30.0,tucson,https://tucson.craigslist.org/mpo/d/tucson-cables-custom-made-speedos/7461862522.html,2022-04-17 12:44,"CABLES CUSTOM MADE, &  SPEEDO'S",6, new,"Cables and Cable Conduits assembled from highest quality U.S. steel, and workmanship. American, European, Japanese, M/C's, Quads, Buggy's.  Cable alone replacement if conduits in good shape. Braided S/S cable conduits, are  with clear/ colored PVC covered finish , or Black vinal finish, PVC , or S/S Braided  Bare.. Rat (no PVC wrapping). Speedometer cable's, for most bikes.  Hyd. brake lines made by local DOT approved shop. All hand assembled to fit your bike, handlebar change projects.   NOTE: Offering all colors of braided Hyd. lines with 'Compression fittings (shown in Pic.'s), or swagged are available. These are a cleaner, less bulky appearance over Swagged fittings.   Call O.K., No Text Pls.   THX. ...Mike  show contact info",,,,,,,,,,,,,,,
1952,40.0,tucson,https://tucson.craigslist.org/bop/d/tucson-resse-bike-rack-carrier/7466965071.html,2022-04-17 11:51,resse 3 bike rack carrier,0, excellent,Fits 3 bikes. All straps included $40 or trade for hitch carrier, resse,,,,,,,,,,,,,,
1953,4000.0,tucson,https://tucson.craigslist.org/bik/d/tucson-men-and-women-trek-townie/7472454552.html,2022-04-17 11:52,Men and Women Trek Townie Electric plus bike rack,0,,,,,,,,,,,,,,,,,
1954,10.0,tucson,https://tucson.craigslist.org/bop/d/tucson-bicycle-threadless-stem-318mm/7468581458.html,2022-04-17 06:15,Bicycle Threadless Stem 31.8mm,2,,"Dimension, Threadless Stem,  31.8 mm bar clamp. angle 35 degrees, length 90mm.  cost new at Oro Vally Bikes, $40.00 Like new never used.  $10.00 Angelo  471 3244",,,,,,,,,,,,,,,
1955,100.0,tucson,https://tucson.craigslist.org/mpo/d/tucson-motorcycle-windshield/7464262927.html,2022-04-17 03:14,Motorcycle Windshield,6,,"Adjustable windshield with all mounting hardware. Windshield is New, no scratches. Bought it for a Sportster, but will fit many different bikes. For bars 1” to 2” in diameter. Hardware is universal fit, clamps to handle bars, size is what I call a sport windshield. See photos for mounting location, hardware. Price is firm. Send phone number for reply to inquiries. No number, no reply.",,,,,,,,,,,,,,,
1956,150.0,tucson,https://tucson.craigslist.org/bop/d/tucson-thule-raceway-pro-bike-trunk/7472249861.html,2022-04-16 17:18,THULE RACEWAY PRO 2 BIKE TRUNK MOUNTED PLATFORM CARRIER,10, excellent,"Want to transport your bikes safely, over long distances even? But you don't have a hitch?  Or your car won't accept one? This is the solution. Research it online - on that direct e-sales website - the Zena, Warrior Princess related one, perhaps? My rack is true to the ad. Practically universal application.  Confirm it on the Thule website.  •	Convenient tray mount design allows for fast, easy and lower bike loading •	Sure-Tight ratcheting cables with locks provide maximum fastening security to your vehicle, •	Patented Fit Dial guarantees a ""perfect fit"" to your vehicle •	The carrier will not work with aftermarket spoilers •	New pivoting lock cover over the release tabs and a lock cylinder for enhanced security •	Molded rubber pads provide a firm hold to vehicle and protect against scratches", THULE, RACEWAY PRO 2 PLATFORM  CARRIER,,,,,,,,,, 25 LBS,,,
1957,25.0,tucson,https://tucson.craigslist.org/bop/d/green-valley-feedback-sports-bike-rack/7472198742.html,2022-04-16 14:40,Feedback Sports Bike Rack Storage Stand - was $52. from REI,5,,"Now only $25. Feedback Sports Bicycle Rack Storage Stand from REI, Was $52. + tax  In the garage or your apartment, the Feedback Sports Rakk Bike storage stand stores your bike upright and offers hands-free use—simply roll bike into wheel slot and the swing arm holds it steady.    Features:      Wheel slot accommodates road, mountain, cross, BMX, e-bikes and tandem bikes;  wide and mountain bike tire sizes 20–29 in.     Spring-loaded arm holds the bike by the tire; 3-point contact locks in front or rear wheel without the risk of scratching the rim or spokes     Durable powder-coated steel maintains a long-term, clean finish     Modular design lets you clip 2 or more Rack stands together to create a versatile garage storage or retail flow display (additional stands not included)     Modular attachments create 12, 13.5 or 15 in. (30.5, 34.3 or 38.1 cm) spacing and can be arranged in countless configurations",,,,,,,,,,,,,,,
1958,175.0,tucson,https://tucson.craigslist.org/bik/d/tucson-bianchi-and-peugeot-mbs-like-new/7467039765.html,2022-04-16 14:23,"Bianchi and Peugeot M,Bs like new",10,,"Beautiful high end bikes,  both bikes ride great .  $175 each. no e-mail please,  Both  bikes 19in,  text only please. 520 tree nine 2 sex 87 sex", Bianchi,,, other/unknown, mountain, Small, 26 in,,,,,,,,
1959,325.0,tucson,https://tucson.craigslist.org/bik/d/tucson-celeste-green-and-gray-bianchis/7460799558.html,2022-04-16 14:22,Celeste green and gray Bianchis,9,,I am selling my tow Bianchi. Both bikes are read to ride. Celeste Grean is 52cm frame and the gray is 56cm. $325 each. $300 if sold together. Gray is sold 520 55 one 9864, Bianchi,,, other/unknown, road, medium. small, 700C,,,,,,,,
1960,18.0,tucson,https://tucson.craigslist.org/vgm/d/tucson-the-crew-ps4gr8-cndtnships-super/7469282437.html,2022-04-16 12:33,THE CREW 2 (2018 PS4)*GR8 CNDTN*SHIPS SUPER FAST!*CAR RACE TRACK SPEED FAST STRE,3, excellent,"In The Crew 2, take on the American motorsports scene as you explore and dominate the land, air, and sea of the United States in one of the most exhilarating open worlds ever created. With a wide variety of exotic cars, bikes, boats, and planes to choose from, experience the unbridled thrill and adrenaline-pumping excitement of competing across the entire US as you test your skills in a wide range of driving disciplines. Record every heart-pounding, white-knuckle, asphalt-melting moment and share them with your friends and rivals with the simple push of a button. Fame is yours to take!  The game is in excellent condition and works flawlessly.  It will include the game disk and the original case and artwork only. The Crew 2 is used so the buyer should assume that any and all download content that may have been originally offered has been used and is no longer available.  Sorry no holds but it can be shipped super fast!   Asking only $18  Don't forget to check out my seller page for more awesome video games and accessories. Thanks for looking and have fun!",,,,,,,,,,,,,,,
1961,200.0,tucson,https://tucson.craigslist.org/bik/d/tucson-elite-bicycle-trainer/7472141211.html,2022-04-16 12:27,Elite Bicycle Trainer,0,,"Elite Tuno Power Fluid Pack Trainer, White  Power fluid resistance unit offers 50% more power than standard fluid units Oversize Elastogel roller reduces noice by 50% and tire wear by 20%, improves tire grip Fast fixing mechanism allows for quick and accurate bike mounting/removal and the AutomaticTension Plate maintains the correct pressure between the unit, roller and tire throughout training sessions Fits bikes with tires from 24"" to 29""",,,, other/unknown, other, 54 cm, 14 in,,,,,,,,
1962,260.0,tucson,https://tucson.craigslist.org/bop/d/tucson-saris-superbones-bike-trunk/7468238104.html,2022-04-16 12:06,Saris Superbones 3-Bike Trunk-Mounted Rack,3, like new,"I'm selling a Saris Superbones trunk-mount car rack, in like-new condition.  It can carry up to three bikes, and it mounts very easily using four tightly ratcheting straps (instead of the six fidgety straps found on most trunk racks), along with the ability to lock the straps in place to secure the rack to the car.  It also has a built-in cable lock to secure the bike(s) by locking the one in the outermost position.  I bought this rack brand new just a few months ago, and have only used it a few times.  I'm selling it because I recently got a new car on which this rack will not fit and I'm outside of the seller's return window, so this is a good opportunity for someone out there to get a great trunk rack, basically new, at a nice discount!  For product details, and to check if the rack will fit your car, please take a look at it on the Saris website at https://www.saris.com/product/superbones3  Feel free to send me an email if you're interested, and I'll try to get back to you as soon as I'm able.  Cash only, please.  I will not entertain low-ball offers, nor questions that have already been answered by the info provided in this listing.  I can drive it to just about anywhere in the general Tucson area, within reason, though I'd appreciate it if you'd be willing to meet me part-way.  As long as this listing is still up, then the rack is still available!  Thanks for looking!", Saris, Superbones, other,,,,,,,,,,,,
1963,495.0,tucson,https://tucson.craigslist.org/bik/d/tucson-cannondale-six13-road-bike-54-cm/7472063918.html,2022-04-16 09:54,Cannondale Six13 Road Bike (54 cm),6, good,"Great condition Cannondale Six13 road bike in size 54 cm (recommended for riders 5’7”-5’11”). Lightweight and ready to ride. This makes a great introductory road bike, since comparable new road bikes start at $2000 and above. I’m selling because I purchased a new bike recently and need to make room.   Made in the USA frame with a full Shimano Ultegra 10-speed group set, Mavic Ksyrium SL wheels, carbon seatpost, carbon fiber water bottle cages, and Look Keo clipless road pedals.  Lightweight aluminum and carbon fiber bike at 17.5 lbs, including pedals and bottle cages. A great value and ready to ride. The bike has some cosmetic wear (a few scratches and chips in the paint), but the frame is in good shape.", Cannondale, Six13,, aluminum, road, 54 cm, 700C,,,,,,,,
1964,5000.0,tucson,https://tucson.craigslist.org/snw/d/tucson-fx-700-yamaha-raptor/7471872665.html,2022-04-15 18:25,FX 700 YAMAHA RAPTOR,0,,"2005 YAMAHA  RAPTOR 700 FX METAL MILITIA   This Bike is a must see! Runs and Rides like a champ. It has new tires, stamm handle bars all around it’s a beauty, in excellent condition. These bikes are legendary for their powerful performance.  asking price 5000 firm   Call/Text  Carlos  show contact info",,,,,,,,,,,,,,,
