,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,size / dimensions,num image,text,bicycle frame material,bicycle type,frame size,suspension,wheel size,brake type,electric assist,handlebar type,year manufactured,part type,serial number
27207,100.0,longisland,https://longisland.craigslist.org/fuo/d/island-park-furniture-for-sale/7472812661.html,2022-04-18 14:11,FURNITURE FOR SALE, excellent,,,,24,"LIVING ROOM: Sectional Couch, Chair, Ottoman, Coffee Table, Side Tables (2), Various Artwork, TV Unit, Side Table (2), Ottoman Poof, Decorative Pillows, Wall Mirror   DINING ROOM: Table, Chairs (8), Shelf Unit, Gray Cabinet, Various Artwork, Bar Stools (2)   MASTER BEDROOM: King Bed, King Mattress, Night Stands (2), TV Cabinet, Chair, Ottoman (2), Lamps (2), Paintings Blue/White Hearts   DEN: Full Size Sleeper/Sofa, Leather Ottoman, TV Unit, Marble Side Table, Lamp, Small Poof   2ND BEDROOM: Restoration Hardware Loft Bed, Chair/Sleeper   HALLWAY: Bench, Wall Hanging Feather, Peace Sign Wall Hanging  GARAGE: Bikes (5), Wine Cooler, Portable Basketball Hoop, Ping Pong Table  OUTDOOR FURNITURE: 4 Adirondack Polywood Chairs, 2 Leg Rests, & 3 Small Tables",,,,,,,,,,,
27208,295.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-schwinn-world-sport-19-road/7471950498.html,2022-04-18 14:07,"Schwinn World Sport 19"" Road Bike", excellent, Schwinn, World Sport,,10,"Serious buyers please include your phone number and I will call you.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go.  1986 Schwinn World Sport road bike, tuned, trued, tested, cleaned, polished and ready to ride. Always interested in trades of quality bikes, motor scooters and motorcycles.  Chromo Tubing 19"" frame size (rider height 5' - 5'4"") 29"" Stand over 19"" Top tube 2x6 drive train Shimano components  New 27"" tires New bar wrap New cables  Rebuilt headset Rebuilt bottom bracket", steel, road," 19""", none (rigid), 27 in, caliper, none, drop,,,
27209,495.0,longisland,https://longisland.craigslist.org/bik/d/medford-gt-performer-bike-20-special/7469966409.html,2022-04-18 13:48,"GT Performer Bike 20"" (Special Edition)", excellent, GT, Performer,,4,Color: Black with a splash of 80s (baby blue and pink specks)  Will consider trades for oldschool BMX bikes from GT Dyno Haro Hutch Mongoose etc..   Let me know if you would like to swap the cranks out for black aluminum alloy GT Power Series Cranks as seen on the 1987 GT PFT (last photo). I also have a layback seat post that will fit and will include GT decal.  1.75 GT Tires and black GT pedals are also available (2nd to last photo), alloy, bmx, 20.5,, 20 in,,,,,,
27210,195.0,longisland,https://longisland.craigslist.org/bop/d/medford-skyway-tuff-wheels-ii-green-mags/7467435688.html,2022-04-18 13:48,Skyway Tuff Wheels II GREEN (Mags),,,,,0,,,,,,,,,,,,
27211,395.0,longisland,https://longisland.craigslist.org/vgm/d/medford-marvel-super-heroes-special/7466458203.html,2022-04-18 13:48,Marvel Super Heroes Special Edition Arcade,,,,,0,,,,,,,,,,,,
27212,375.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-ross-vintage-bicycles/7462048941.html,2022-04-18 13:45,Ross Vintage bicycles Old school Bike Boys Girls 70's 80's, good, Ross, Polo Jr and other,,9,"Two Vintage bikes. What you see in the photos is what you'll receive. I was on the fence of keeping them or listing them for sale..... Here I am listing them. The price is for both! Please see detailed pictures of each bike  Pictures were just done. What you see in the photos is what you'll receive  Bring cash, no time wasters... no big talkers, show up when scheduled to meet.  NO late nigh calls  NO holds. First come first serve  NO emails please! Just call the number in the post and come pick it up!! ( it's a land line / no text messages )  If your seeing this post, then the bike is still available, no need to ask! Once sold the post will be deleted.  Call and come pick it up, super simple. I’m spelling out my phone number to avoid robot calls and spam .   516 five eight 6 five 7 two six Thank you", other/unknown, kids, 20, none (rigid), 20 in, coaster, none, bullhorn,,,
27213,20.0,longisland,https://longisland.craigslist.org/hsh/d/massapequa-park-new-york-knicks-nba/7462059495.html,2022-04-18 13:45,New York Knicks NBA Basketball Lamp Old School Madison Square Garden, good, Knicks NBA Lamp, Knicks Basketball,,6,"New York Knicks Lamp. Comes with working bulb. Very nice piece for a Basketball fan!  I’m selling all of my family’s unused bikes / toys etc. It’s spring cleaning time, either they grew out of it or their not using it anymore.  Most of our stuff sells very fast!!!! Some items sell less then 24 hours of us posting it.  Pictures were just done.  NO late nigh calls after 7:30 pm  NO holds. First come first serve  NO emails please! Just call the number in the post and come pick it up!! ( it's a land line / no text messages )  If your seeing this post, then its still available, no need to ask! Once sold the post will be deleted.  Call and come pick it up, super simple. I’m spelling out my phone number to avoid robot calls and spam .   516 five eight 6 five 7 two six Thank you",,,,,,,,,,,
27214,3950.0,longisland,https://longisland.craigslist.org/mcy/d/manorville-2020-yamaha-mt-03-first-oil/7472785399.html,2022-04-18 13:18,2020 Yamaha MT-03 First Oil Change Done,,,,,0,,,,,,,,,,,,
27215,275.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-miyata-one-ten-23-road-bike/7470850360.html,2022-04-18 12:02,"Miyata One Ten 23"" Road Bike", excellent, Miyata, One Ten,,12,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles.  1984 Miyata One Ten road bike, tuned, trued, tested, cleaned, polished and ready to ride.  Made in Japan 23"" frame center to top 22"" Top tube 32"" Stand over height Cromo Tubes 12 Speed Tires in very good shape  New bar tape New cables and housings Rebuilt bottom bracket Rebuilt headset", steel, road," 23""", none (rigid), 27 in, caliper, none, drop,,,
27216,75.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned/7469308954.html,2022-04-18 11:31,MINT RECONDITIONED WOMENS THUNDER RIDGE MOUNTAIN BIKE,,,,,5,MINT RECONDITIONED WOMENS THUNDER RIDGE MOUNTAIN BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 19,, 26 in,,,,,,
27217,399.0,longisland,https://longisland.craigslist.org/bik/d/amityville-2022-thrusters-in-stock-all/7467227363.html,2022-04-18 11:28,2022 THRUSTERS IN STOCK ALL SIZES, new, THRUSTER, ALL,,2,"NEW SHIPMENT 2021 THRUSTERS  ALL SIZES 20,24,26 27.5, & 29 IN ALL COLORS AVAILABLE AT LEAST $300 LESS THAN SE RIPPER BIKES WITH SAME QUALITY  AL;S CYCLE CENTER 256 BROADWAY(RTE110)  AMITYVILLE  CALL  show contact info   $399 FOR 24 IN MODEL ONLY OTHER SIZES ARE MORE", aluminum, bmx, ., none (rigid), other/unknown, cantilever, none, riser,,, .
27218,595.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-quintana-roo-kilo-650c-54cm/7466164871.html,2022-04-18 11:17,Quintana Roo Kilo 650c 54cm Triathlon Bike, good, Quintana Roo, Kilo,,13,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles  Quintana Roo Kilo Triathlon bike, tuned, trued, tested, cleaned, polished and ready to ride.  54cm frame center to top (Rider height 5'8""-5'11"") 21"" Top tube 29"" Stand over height 18 Speed Shimano 105/Tiagra mix   New 650 x 23 tires New gear cables  New bar tape", aluminum, road, 54cm, none (rigid), 650C, caliper, none, triathlon,,,
27219,250.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned/7469291916.html,2022-04-18 10:23,MINT RECONDITIONED WOMENS RALEIGH C 40 HYBRID BIKE,,,,,0,,,,,,,,,,,,
27220,200.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned-mens/7465648983.html,2022-04-18 10:23,MINT RECONDITIONED MENS DIAMONDBACK OUTLOOK MOUNTAIN BIKE,,,,,5,MINT RECONDITIONED MENS DIAMONDBACK OUTLOOK MOUNTAIN BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 23.5,, 26 in,,,,,,
27221,450.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-centurion-ironman-dave-scott/7470699327.html,2022-04-18 09:20,Centurion Ironman Dave Scott 58cm Road Bike Shimano 600, excellent, Centurion, Ironman Dave Scott,,11,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles  1986 Ironman Expert Dave Scott road bike, tuned, trued, tested, cleaned, polished and ready to ride. No dents or dings.  Made in Japan Tange Tubing 58cm frame size 5'10""-6'2"" 32"" Stand over 22.5"" Top tube 2x6 drive train Shimano 600 cranks, bottom bracket, headset, brakes, shifters, derailleurs Selle Italia Turbo saddle Shimano clipless pedals  New 700x23 Michelin tires  Rebuilt bottom bracket Rebuilt headset", steel, road, 58cm, none (rigid), 700C, caliper, none, drop,,,
27222,25.0,longisland,https://longisland.craigslist.org/for/d/wantagh-wood-toys/7463108152.html,2022-04-18 08:58,Wood toys,,,,,24,"cars and planes ,boats, bikes,trucks$25 each",,,,,,,,,,,
27223,495.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-giant-atx-medium-dual/7463774386.html,2022-04-18 08:54,"Giant ATX 970 16"" Medium Dual Suspension Mountain Bike", excellent, Giant, ATX 970,,12,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles.  1996 Giant ATX 970 mountain bike, tuned, trued, tested, cleaned, polished and ready to ride. 16"" frame center to top (5'7"" - 5'11"") 31"" Stand over 22"" Top tube Chromoly Tubes Shimano Deore XTR and XT components Adjustable suspension RockShox Judy in great shape 26"" Wheels 21 Speed Shimano Dual pedals platform and SPD Clipless  New Grip Shifters", steel, mountain," 16""", frame and fork (full suspension), 26 in, v-brakes, none, flat,,,
27224,450.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-motobecane-fantom/7468948398.html,2022-04-18 05:31,MINT MOTOBECANE FANTOM PRO LIKE NEW MENS MOUNTAIN BIKE,,,,,7,MINT MOTOBECANE FANTOM PRO LIKE NEW MENS MOUNTAIN BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, aluminum, mountain, 20,, 26 in,,,,,,
27225,200.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned-mens/7467200543.html,2022-04-18 05:29,MINT RECONDITIONED MENS MONGOOSE MANEUVER MOUNTAIN BIKE,,,,,4,MINT RECONDITIONED MENS MONGOOSE MANEUVER MOUNTAIN BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 22,, 26 in,,,,,,
27226,165.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-schwinn-frontier/7465956316.html,2022-04-18 05:28,MINT SCHWINN FRONTIER  RECONDITIONED LIKE NEW MENS MTB,,,,,5,MINT SCHWINN FRONTIER  RECONDITIONED LIKE NEW MENS MTB  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 15,, 26 in,,,,,,
27227,200.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-diamondback/7465956638.html,2022-04-18 05:28,MINT DIAMONDBACK TRAVERSE RECONDITIONED LIKE NEW MENS MTB,,,,,5,MINT DIAMONDBACK TRAVERSE RECONDITIONED LIKE NEW MENS MTB  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 18,, 26 in,,,,,,
27228,450.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-felt-fixie/7465955694.html,2022-04-18 05:30,MINT FELT FIXIE RECONDITIONED LIKE NEW MENS ROAD BIKE,,,,,6,MINT FELT FIXIE RECONDITIONED LIKE NEW MENS ROAD BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, aluminum, road, 21.5,, 700C,,,,,,
27229,165.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-very-nice-reconditioned/7461371113.html,2022-04-18 05:29,VERY NICE RECONDITIONED MENS / BOYS SCHWINN FRONTIER MOUNTAIN BIKE,,,,,5,VERY NICE RECONDITIONED MENS / BOYS SCHWINN FRONTIER MOUNTAIN BIKE  LARRY 516 680-172 FOUR  NEW CABLES AND HOUSINGS NEW CRANK BEARINGS NEW FORK BEARINGS NEW WHEEL BEARINGS   I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, mountain, 15,, 26 in,,,,,,
27230,225.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-ross-adventurer/7465849358.html,2022-04-18 05:29,MINT ROSS ADVENTURER RECONDITIONED LIKE NEW MENS ROAD BIKE,,,,,5,MINT ROSS ADVENTURER RECONDITIONED LIKE NEW MENS ROAD BIKE  LARRY  516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, road, 24.5,, 27 in,,,,,,
27231,250.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-nishiki-sport/7465848306.html,2022-04-18 05:29,MINT NISHIKI SPORT RECONDITIONED LIKE NEW MENS ROAD BIKE,,,,,5,MINT NISHIKI SPORT RECONDITIONED LIKE NEW MENS ROAD BIKE  LARRY  516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, road, 21,, 27 in,,,,,,
27232,200.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned-mens/7470648879.html,2022-04-18 05:29,MINT RECONDITIONED MENS SCHWINN CROSS FIT HYBRID BIKE,,,,,5,MINT RECONDITIONED MENS SCHWINN CROSS FIT HYBRID BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, hybrid/comfort, 18.5,, 700C,,,,,,
27233,675.0,longisland,https://longisland.craigslist.org/bik/d/medford-mongoose-supergoose-2022-cr-mo/7461118580.html,2022-04-18 00:38,Mongoose Supergoose 2022 Cr-Mo, new, Mongoose, Supergoose,,2,Brand New. Never outdoors. Ready to ride.  4130 Chromoly construction. Re-issue of the classic Supergoose from the 80s (1984)  Will consider trades for oldschool BMX bikes from 80s and early 90s from GT Dyno Hutch Haro Mongoose etc..  Email me your number. I respond fast, alloy, bmx, Medium,, 20 in,,,,,,
27234,375.0,longisland,https://longisland.craigslist.org/vgm/d/medford-street-fighter-ii-arcade-sealed/7467027097.html,2022-04-18 00:38,Street Fighter II Arcade SEALED, new, Arcade1Up, Street Fighter,,3,Brand New. Sealed  Save yourself over $100  Add LED Lit Riser for extra $60  Also have a used Limited Edition Marvel Super Heroes for the same price  Will consider trades for oldschool BMX bikes and gaming consoles  Email me. I respond fast,,,,,,,,,,,
27235,695.0,longisland,https://longisland.craigslist.org/vgm/d/medford-ps5-disc-edition-sealed/7471535305.html,2022-04-18 00:38,PS5 Disc Edition SEALED, new, Sony, PlayStation 5,,0,"Brand New, Sealed.  We can open it in person if you'd like  Will consider trades for oldschool BMX bikes from 80s and 90s  Also need NES Top Loader with dog bone controllers  Email me, I respond fast",,,,,,,,,,,
27236,2600.0,longisland,https://longisland.craigslist.org/snw/d/bohemia-1991-and-1992-suzuki-rm250/7472546019.html,2022-04-17 19:51,1991 and 1992 suzuki rm250,,,,,7,"1991 and 1992 rm250 with titles. 1992 rm250 is a complete running bike ready to go to the track, has new radiators forks serviced and seals replaced, barnett clutch, boyesen rad valve reed cage, fmf muffler. 1991 rm250 is a parts bike or can rebuild motor and build another bike, have parts to put back together. $2600 for everything I have for both bikes. If ad is up still available. text only Six3One Nine4Two 5Zero8Zero",,,,,,,,,,,
27237,250.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-diamondback-response-19/7471802499.html,2022-04-17 19:18,"Diamondback Response 19"" Mountain Bike", good, Diamondback, Response,,10,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles.  90s Diamondback mountain bike, tuned, trued, tested, cleaned, polished and ready to ride.  19"" frame center to top (5'10"" - 6'2"") 31"" Stand over 23"" Top tube Chromoly Tubes Shimano Deore components 26"" Wheels 21 Speed Panaracer Smoke tires in good shape", steel, mountain," 19""", suspension fork (hardtail), 26 in, caliper, none, flat,,,
27238,3999.0,longisland,https://longisland.craigslist.org/cto/d/roslyn-1990-subaru-loyale-fwd-4wd-5spd/7472536143.html,2022-04-17 19:09,1990 Subaru Loyale fwd/4wd 5spd wagon - vintage daily driver,,,,,21,"Up for sale is my beloved 1990 Subaru Loyale station wagon with a 5-speed manual transmission and push-button 4-wheel drive. This car is in great shape for its age, as it has been maintained very well throughout its life. It could certainly last another 3 decades with proper upkeep.  I bought this car last June in Portland, OR, drove it all the way down the coast to San Diego, and then back to NY. It hasn't needed much work in this time. The previous owner, who used it as her only mode of transport for nearly 30 years, was very attached to it. She kept a folder of service records from the day she bought it, which I have preserved and added to. I've also done a bit of maintenance myself, and found that it's an easy car to work on—not your typical Subaru in that regard.  Every mechanic I've brought this car to has been impressed by how clean and sturdy it is. It has a few issues, but nothing immediate or serious. I wouldn't hesitate to drive it to work and back everyday in its current shape. I'm only selling it because I moved to the city and no longer need a car.  Highlights: - 31 years of service records! - Body & drivetrain meticulously maintained; oil changes every 3k miles - No major accidents - Clean NY title in hand - Great fuel economy (31mpg on the highway in FWD) - Good for offroading (I know from experience) - Also good for car camping (see last pic) - Almost no rust (see below); no structural rust - Includes Yakima roof rack with attachments for bikes & skis - Super cool car! I get comments whenever I take it out  Recent maintenance: - 267k: new valve cover gaskets, spark plugs, wires, air filter; sender line rebuilt - 264k: new front CV axles & blower motor resistor; ducts cleared - 263k: new wipers -Tires replaced 10/2020 (still good)  Issues: - A bushing in the rear suspension is worn. This causes a knocking sound when you go over bumps or bumpy roads. Multiple mechanics have told me not worry about it, and not to replace it until the shocks and struts start to go. I'm including new OEM bushings in the sale. I noticed this issue shortly after buying the car (4,000 miles ago) and it hasn't gotten any worse since then. - There are two small rust spots: one on the front passenger side fender, and one on the trunk. Not structural rust. These haven't gotten worse since I bought the car, and could be fixed by any decent body shop. - The oil pan gasket is a tiny bit leaky. I'm including a new gasket in the sale. Easy fix for the next time you get an oil change. - The stop lamp warning light turns on whenever you hit the brakes. The old owner said this started decades ago. Doesn't cause any functional problems. The brake lamps are both good. Probably an easy fix for anyone who deals with electrical systems. - I had a new radio and speakers installed, but they aren't great. I'm including the original radio, which doesn't work, but can definitely be fixed (had 2 techs confirm). - Clock doesn't work. You can buy a direct replacement from Subaru's online parts store. - Little dents and dings here and there. It's 32 years old.  All said, this is an awesome car! I am truly reluctant to sell it. My friends are very upset with me.  $3999 OBO. Cash, Venmo, or Zelle only. Title in hand. Open to reasonable offers. Stupid offers will be ignored. Located in Roslyn. Local meet-up only. I'm usually free on Sundays & Mondays.  Feel free to reach out with any questions. Thanks for looking!",,,,,,,,,,,
27239,80.0,longisland,https://longisland.craigslist.org/bik/d/west-babylon-huffy-pro-thunder-rare/7471551991.html,2022-04-17 19:04,HUFFY PRO THUNDER w/ rare viscount aero BMX seat,,,,,11,Also others bikes see all pics, other/unknown, bmx, 0,, 20 in,,,,,,
27240,375.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-lotus-unique-vintage-20-road/7466285488.html,2022-04-17 17:33,"Lotus Unique Vintage 20"" Road Bike", excellent, Lotus, Unique,,11,"Serious buyers please include your phone number and I will call you.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go.  1981 Lotus Unique road bike, tuned, trued, tested, cleaned, polished and ready to ride. Always interested in trades of quality bikes, motor scooters and motorcycles.  Made in Japan Champion Tange Tubing 20"" frame size (rider height 5'2"" - 5'5"") 30"" Stand over 21"" Top tube 2x6 drive train Shimano 600 arabesque components  New 27"" tires New bar wrap New cables New tubes New brake hoods  Rebuilt headset Rebuilt bottom bracket", steel, road," 20""", none (rigid), 27 in, caliper, none, drop,,,
27241,250.0,longisland,https://longisland.craigslist.org/bik/d/huntington-station-vintage-schwinn/7468128490.html,2022-04-17 17:20,***Vintage Schwinn Continental II--Sports Touring Bike / Bicycle***, good, Schwinn, Continental II,,8,"bicycle frame material: other/unknown bicycle type: cruiser brake type: caliper condition: good frame size: 20"" handlebar type: other/unknown make / manufacturer: Schwinn model name / number: Continental II suspension: other/unknown wheel size: 27 in **Please read to the end for details. Thank you! Made in USA in March 1979 10 Speed Built in Kick Stand Bike has been stored its entire life. Rarely used. Frame size 20"" Tire Size 27"" x 1 1/4"" Multiple reflectors Adjustable comfort formed padded seat Color: Black Serial # upon request Condition: In good condition but could use new tires, tune up, etc. if you purchase this to ride. It is 42 years old, original owner, rarely used years ago, and has not been restored. In many ways bikes made years ago were made better than things sold today. Schwinn has always been known to make a very good bike. This bike is also great for a person who wants to add to their collection of vintage bikes. SOLD AS IS  Comes from a clean, smoke free environment Cash only/local pick up Item located in the Commack/Dix Hills area  ***When responding please mention specific item you are interested in and include your name and contact #. Thank you.", other/unknown, cruiser," 20""", other/unknown, 27 in, caliper,,,,,
27242,185.0,longisland,https://longisland.craigslist.org/pts/d/mattituck-jack-it-double-bicycle-carrier/7472491661.html,2022-04-17 16:43,Jack-It Double bicycle carrier, like new, Jack-It, Double bicycle carrier,,3,"The innovative frame design installs over the tongue jack on the trailer’s A-Frame, the softest riding area on the frame. The Bike Wing ® carrier holds two bikes safely, securely and simply by the wheels. Brand new - never been used length 14"" x width 48"" x height 14"" Asking AS IS $185.00 (cash only) (seller to pick up)",,,,,,,,,,,
27243,1495.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-somec-special-54cm-restomod/7460763810.html,2022-04-17 12:32,Somec Special 54cm Restomod Road Bike,,,,,0,,,,,,,,,,,,
27244,495.0,longisland,https://longisland.craigslist.org/bik/d/glen-cove-trek-cm-road-bike/7466110107.html,2022-04-17 11:04,Trek 1220 50cm Road Bike, excellent, Trek, 1220,,12,"Serious buyers please include your phone number and I will call you, no texting.  Inquires without a valid phone number are considered spam/scam and are politely ignored.  If you're reading this listing the bike is still available. Pickup only or meet at LIRR Glen Street Station.  Don't make the mistake of buying a neglected bike that needs ""some work"" or ""TLC"" only to find out that you need to spend $100 - $300 or more to get it roadworthy again. This one has been professionally serviced and is ready to go. Always interested in trades of quality bikes, motor scooters and motorcycles.  1996 Trek 1220 road bike, tuned, trued, tested, cleaned, polished and ready to ride.  Made in the USA Aluminum Tubing 50 cm frame size (rider height 5'2"" - 5'6"") 29"" Stand over 21"" Top tube 3x7 Shimano RSX drive train  New Cinelli bar tape New Michelin 700 x 23 tires", aluminum, road, 50cm, none (rigid), 700C, caliper, none, drop,,,
27245,100.0,longisland,https://longisland.craigslist.org/bik/d/oyster-bay-vintage-schwinn-suburban/7470684492.html,2022-04-17 09:16,Vintage Schwinn Suburban Bicycle,,,,,4,"Schwinn Suburban Bicycle - At least 40 years old - All original - Has rust on some of the chrome parts and paint pitting on the frame - Otherwise in working condition - Gears shift, brakes stop, tires hold air, wheels turn, reflectors reflect - Use it or restore it and own a classic Schwinn - Made in Chicago, Illinois... USA! - Older Schwinn bikes are getting hard to find and fetching high prices", steel, cruiser, Medium,, 26 in,,,,,,
27246,2700.0,longisland,https://longisland.craigslist.org/hvo/d/hampton-bays-goalzeroyeti-3000x-power/7461136688.html,2022-04-17 08:52,GoalzeroYeti 3000x power station and boulder Solar Panel,,,,,0,,,,,,,,,,,,
27247,75.0,longisland,https://longisland.craigslist.org/bik/d/lindenhurst-1960s-rollfast-bicycle/7472321907.html,2022-04-17 06:37,1960s Rollfast Bicycle,,,,,0,,,,,,,,,,,,
27248,150.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-reconditioned-trek/7465572671.html,2022-04-17 05:30,"MINT RECONDITIONED TREK 16"" MYSTIC GIRLS STARTER BIKE",,,,,6,"MINT RECONDITIONED TREK 16"" MYSTIC GIRLS STARTER BIKE  $150   LARRY 516 680-172 FOUR  I CAN SERVICE AND FIX ALL BIKES I SELL AND ANY ONES YOU CURRENTLY OWN  FULL SERVICE SHOP  SPRING TUNE UPS  $ 60", alloy, kids, SMALL,, 16 in,,,,,,
27249,300.0,longisland,https://longisland.craigslist.org/bik/d/massapequa-park-mint-panasonic-sport/7465851401.html,2022-04-17 05:30,MINT PANASONIC SPORT 1000 RECONDITIONED LIKE NEW MENS ROAD BIKE,,,,,5,MINT PANASONIC SPORT 1000 RECONDITIONED LIKE NEW MENS ROAD BIKE  LARRY 516 680-172 FOUR  I CAN SERVICE ALL THE BIKES I SELL AND ANY BIKES YOU MIGHT OWN NOW  I'M A FULL SERVICE MECHANIC  SPRING TUNE UPS  $ 60, alloy, road, 27,, 27 in,,,,,,
