,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,serial number,suspension,wheel size,num image,text,size / dimensions,part type
834,150.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-bike-rack-hitch-mountallen/7470440361.html,2022-04-16 20:16,"4 Bike Rack, Hitch Mount,Allen Bike Rack good for Moterhome",,,, excellent,,,, Allen, 4 Bike Hitch Mount,,,,5,"Sturdy Allen , holds 4 Bikes, 2"" Hitch mount Slide in, perfect for large Moterhome. Comes with 2nd bolt on slide for smaller 2"" vehicle! $150  takes it away! PLEASE No Texts, Emails, or Scams , cash only, just call and talk to me , Steven   show contact info",, other
835,3600.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-kona-honzo-esd-custom-new/7472289062.html,2022-04-16 19:24,Kona Honzo ESD Custom NEW, steel, mountain, disc (hydraulic), new, none, Large, riser, Kona, Honzo ESD,, suspension fork (hardtail), 29 in,0,"New custom Honzo ESD.  Sold out nationally for 2 years of production.  Ultimate Hard-core hardtail.  This bike can do what few other production bikes can.  Unique geometry for stability, strength and control.  GX Drivetrain, Guide RSC Brakes, Spank Bars, FOX F,actory 36 Fork, 170mm crank, Hellbender Headset, 170mm dropper, XT 11-46, Carbon 40mm rims with 2.6 Goodyear Escape (Rekon-like) and Newton (dhr-like) 240TPI with sturdy sidewalls.  I have other parts should you not like anything on this frame.",,
836,1399.0,anchorage,https://anchorage.craigslist.org/bid/d/anchorage-vtuvia-fat-tire-ebike-750w/7472278382.html,2022-04-16 18:18,Vtuvia Fat Tire eBike.   750w 48v 13ah battery ., alloy, folding, disc (mechanical), new, pedal assist," 20""", riser, Vtuvia, SF20 and SK20,, suspension fork (hardtail), 20 in,20,"aebikestore.com     ************BIKES AVAILABLE ************   Here are two great Folding Fat Tire E- Bikes ready to ride on pavement, trails, snow and sand. Take this E- Bike along camping, boating or even in a road trip. It's easy and convenient to fold and place in the car. Listed below are the specs for the powerful  and long distance E-Bike  Bikes are shipped to Anchorage port where you will need to pick them up. Pricing on the SK20 & SF20 is $1399 each and $199 for shipping to Anchorage.    Please visit my website.   aebikestore.com   Hope to hear from you Daniel.  Contact info on aebikestore.com    Bikes are 85% assembled.    Vtuvia SF20 Folding Step Thru Red, White or Black   Vtuvia SK20 step over . Black, Blue or Green    .SF20  & SK20 Foldable  Specifications:   Motor: 48V*750W rear hub brushless motor  Battery: 48V*13Ah removable lithium battery  Max Speed: About 25-28MPH  Range:  40+miles (pedal assistant)   Modes: 3 riding modes. pedal mode, power assist mode, full electric mode  Display: Premium LCD display  Weight: 60lbs (27kg)  Charger: US standard 2.0 A smart charger  Charging Time: AC 100v-240v 1.8amps smart charger,5-6 hours  Rear Lever: Aluminum alloy mechanical disc brake  Seat Height: Highest 42"", Lowest 32""  Total Payload Capacity: 350 lbs  Recommended Rider Heights: 4.9'~6.6'  Pedal Assist Intelligent: 0~5 level pedal assist  Foldable Size: Length 35'', Height 30''  Package Size: 59*13*30 inches   ➤Components:   Tires: 20"" x 4"" Kenda fat tires  Brake: Front and rear disc brakes  Controller: 48V 25A Intelligent brushless  Derailleur: Shimano 7 speeds rear derailleur  Frame: 6061 aluminium alloy folding  Front Fork: Alloy front suspension fork with lockout and adjustment  Throttle: Twist throttle  Pedal: Foldable pedals  PAS: 1: 1 intelligent pedal assistant system  Bike Frame: 20inch Aluminium alloy folding  Front Light: LED Front Light  Chain Wheel: Aluminium alloy crank 46T  Seat Post: Aluminium alloy.  Warranty 2 yr frame. 1 year components.   Any questions please reach out to me via email.   aebikestore.com",,
837,79500.0,anchorage,https://anchorage.craigslist.org/rvs/d/wasilla-2018-forest-river-rv-sunseeker/7472268724.html,2022-04-16 17:32,2018 Forest River RV Sunseeker Motor Home Class C Artic package,,,,,,,,,,,,,21,"Artic package 2018 Forest River RV Sunseeker 2650-S-CDW Motor Home Class C  This RV has had a buyers inspection/ system check from Camper Valley RV. This inspection shows that the RV is in excellent condition. Picture of inspection attached.  This RV is equipped with the artic package and solar panels. One of my kids favorite feature was the built-in surround sound with the DVD player . There are also speakers on the outside of the RV with an exterior plug for outdoor entertainment. The master bedroom has a queen bed with walk around both sides. The sleeping space above the driving area is large enough for a queen and a twin or three twin beds. There is also the table that converts to a bed (larger than a twin but smaller than a full). The chassis (motor) is 2018 and the RV (living space portion) is a 2019. It has a ton of storage. The storage container underneath is large enough for bikes. It is 8 feet long and 4 feet wide. A great advantage on the road. The generator has only 37 hours and in great condition. At this price the RV is a great bargain. NADA suggested list price is 91,901 with low retail 74,724 and average retail at 90,054. I've priced it low to sell fast. The price is Firm.   • VIN 1FDXE4FS0JDC19174 • Miles 47306 • Gas Generator with 36.9 hours • E 450 engine • Solar panel • Arctic Package (12V tank heaters)    Sleeps 5-6 • A/C with heat pump • Surround sound interior and exterior speakers • Black out blinds • 2 Deep cycle coach batteries • ""Easy Access"" battery in step-well • 30 Amp service with detachable cord • 6 gallon DSI gas/electric water heater • 30,000 BTU furnace • Emergency start switch • Satellite/cable connection • Heated, enclosed holding tanks and valves • Smoke detector and fire extinguisher • Wired in carbon monoxide detector  Exterior • Block foam insulation • Power patio awning with LED light strip • LED exterior lights • Roto-cast storage compartments • Driver side security light • Tinted sliding windows with screens • 7,500 lbs. hitch, 7-pin connector • Spare tire • Integrated entry step • Exterior grill quick connect Propane • Black tank flush  Cab • 7"" Touch screen radio with USB and Bluetooth • Cab area privacy curtain • Power windows and door locks  Kitchen • Recessed 3-burner range • Range hood with fan and light • Oven drawer • Microwave • Refrigerator and freezer • Flip-up countertop extension  Bathroom • Toilet • Shower door • Towel bar, tissue holder • Electric roof fan • Shower head with flexible extension • Shower skylight  Bedroom • Queen mattress • Black-out roller shades with black out cover • Bedroom TV outlet • 12V USB charging station  Living Room • Dinette convert Bed • 12V LED flat panel adjustable side TV • TV with DVD • Surround sound speakers • Child seat tethers in dinette • Max Air fan in living room • LED lighting throughout • Swivel caption chair • 12V USB charging station  Above Cab Sleeping Area • Large area above cab that easily fit two twin mattresses Storage • Large exterior storage area about 8ft long by 4 ft wide with room for bikes see photo",,
838,550.0,anchorage,https://anchorage.craigslist.org/spo/d/anchorage-saris-bike-hitch-rack/7472222713.html,2022-04-16 14:50,Saris 4-Bike Hitch Rack,,,,,,,,,,,,,0,,,
839,2800.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-all-city-custom-road-bike-55cm/7472209446.html,2022-04-16 14:11,All City custom road bike 55cm, steel, road,,,, 55cm,, All City,,,, 700C,5,"10th anniversary All City Mr Pink 55cm Custom 11 speed Ultegra build with Whiskey carbon fork, handlebar and seatpost Hand built wheels with Japanese H+ Sun rims on Ultegra hubs Chris King Headset like new, less than 200 miles  Love the bike, but it's a size too big, All City 55cm is closer to a 56-57cm on most bikes",,
840,40.0,anchorage,https://anchorage.craigslist.org/for/d/anchorage-harley-davidson-stein-genuine/7465390480.html,2022-04-15 20:54,"Harley Davidson Stein, Genuine HD Merchandise.",,,,,,,,,,,,,0,"Genuine Harley Davidson Stein. See pics for details.  Not pristine, but no chips, cracks, or breakage. No fading or discoloration that I can tell.   It's been collecting dust to long. I sold My bikes some time ago and got into other hobbies. One only.   40.00 cash, and firm.  Inquire with good local number with your name and I will call you back.  Pick up in Anchorage near SBS off Minnesota.",,
841,1599.0,anchorage,https://anchorage.craigslist.org/bid/d/anacortes-fat-tire-mountain-bike-vtuvia/7471912015.html,2022-04-15 20:53,Fat Tire Mountain E-Bike Vtuvia Brand. (NEW), aluminum, mountain, disc (mechanical), new, pedal assist, Medium, flat, Vtuvia, SJ26,, suspension fork (hardtail), 26 in,17,"Here is a great Fat Tire E-Bike to get you out enjoying the Anchorage Trail System. Frame is high strength aluminum alloy with suspension fork and 26 inch wheels. Top speed averages about 28mph and Dual Mechanical Disc Brakes to slow you down. This ebike has both pedal assist and throttle.   THIS IS A REALLY FUN eBIKE WITH LOTS OF POWER!  aebikestore.com  Price : $1599 + $199 shipping to the Anchorage port. Shipping added when you enter the address.  Discount available on shipping with the purchase of two bikes.  PayPal interest free pmts available with approved credit.  Send me an email or call with any questions you may have. My contact information is on my   website:.     aebikestore.com  BIKES ARE IN STOCK AND READY TO SHIP.   SHIP ON TUESDAYS RECEIVE ON MONDAY.   I have sold 20+ in and around the Anchorage area.  Hope to hear from you, Daniel  SPECIFICATIONS:  Color: BLACK. Rims Black also.   Battery: 48V 13 AH-Lithium Battery  Charger: AC 100v-240v 1.8amps smart charger  Input: 100~240V - 50/60Hz  Include: charger and power cord.  Display :LCD Displays, Battery; Speed; Mileage; Five levels PAS for easier riding  Motor: 750W Brushless Gear Motor  Tires: Kenda 26'' X 4.0'' 60 TPI Fat tires  Rim: Alloy, CNC side wall  Suspension: Hydraulic suspension fork  Chain Wheel: Aluminium Alloy Crank 44T  Rear Derailleur: Shimano 7 Speed  PAS:1:1 intelligent pedal assistant system  Brake: Shimano Disc brake  Frame: 26'' Swordfish aluminium alloy frame  Mileage: 22 Miles(electric only), 40+Miles (pedal assistant)  Throttle: Thumb throttle  Top Speed: 22-28 mph ( Weight Dependent)  Charging Time: 4 - 5 hours.  Maximum Load: 275 Lbs  Gross/ 76 Lbs  Package Size: 61x31.5x13in  Warranty 1 year Frame , 1 year components.  Video:https://youtu.be/xnGZP9AyG1w",,
842,275.0,anchorage,https://anchorage.craigslist.org/bik/d/jber-mens-700c-nazz-elegant-gravel-road/7471841801.html,2022-04-15 15:43,"Men's 700c Nazz Elegant Gravel Road 14-Speed Bike, Dual Disc Brakes", steel, gravel, disc (mechanical), like new, none," 51""L x 8""W x 30""H", drop, Kent, Nazz Elegant / 82780,, other/unknown, 700C,4,"This is a 700c road bike from Kent that is made for all sorts of different terrain options. People call these bikes many things from a Gravel Grinder to an Adventure Road Bike to an Urban Adventure Bike or whatever you would like to call this versatile bike. The Kent Nazz will answer the call for many riding surfaces and styles. The Steel frame and fork with 700C x 40 textured tires will keep you riding solid and smooth on gravel or paved pathways or pothole filled urban roads. The front and rear cable actuated disc brakes provide powerful braking when things get fast and keep you in full control regardless of the road surface. Adventure Bike inspired 2X drivetrain has Shimano shifters and a Shimano rear derailleur to give you all the gearing you need to tackle any terrain you may encounter on your cycling adventure. The Kent Nazz will be the bike that easily fill all of your biking needs. Kent Bicycles 700c Nazz Men's Gravel Road Bike, Black: * Adventure Bike Geometry * Sturdy Steel frame * 14-Speed Gravel Bike * Front & rear Mechanical Disc Brakes * Adventure Bike 2X Drivetrain * Shimano Shifters * Shimano Rear Derailleur * 38/48 Tooth crank * 14-28 Tooth Freewheel * 700C x 40 Gravel Tires",,
843,1700.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-salsa-fargo-size-xs/7468230784.html,2022-04-15 15:41,Salsa Fargo Size XS,,,,,,,,,,,,,0,,,
844,10.0,anchorage,https://anchorage.craigslist.org/hsh/d/jber-twin-bedding-set-sheets-pillow/7471481255.html,2022-04-14 20:13,"Twin Bedding Set - Sheets, Pillow Case, Comforter, Sham",,,, excellent,,,, Your Zone, City Line,,,,5,"City Line twin bedding set by Your Zone includes sheets, pillow case, comforter and sham.  Used for one guest who stayed three weeks - in barely used condition.  Fabric is 100% polyester, including comforter fill; machine washable.  Sheets are medium blue.  Comforter and sham are printed in a transportation pattern (cars, planes, bikes, etc.) The bag it all comes in is reusable.   1 twin comforter 66 in. x 86 in. 1 standard pillow sham 24 in. x 30 in. 1 flat sheet 66 in. x 96 in. 1 fitted sheet 39 in. x 75 in. 1 standard pillowcase 20 in. x 32 in.", See above,
845,64000.0,anchorage,https://anchorage.craigslist.org/rvs/d/anchorage-2013-coachmen-leprechaun/7471066287.html,2022-04-13 21:11,2013 Coachmen Leprechaun M260QB,,,,,,,,,,,,,12,"We're selling to upgrade to larger unit. Got this RV last summer but find ourselves cramped with 4 of us plus our 2 dogs. We ran it a couple trips to Kenai and Seward. We're several thousand below NADA. M260QB,  28 foot model, LX package. Will sleep 6-8 depending on folks' size. Couch is jackknife model plus the overhead queen bed and the dinette makes a bed. Capacities-55 gallons fuel, 29 black tank, 25 grey. 16 gallons propane. This RV is set on a Chevy chassis with a 6.0 liter gasoline engine and has loads of power if you're in a hurry to get to your fishing spots. RV includes a TV/monitor and 12 volt plug ins plus 110 off the gen set, Onan 4K model.  Has a convection microwave oven, a 3 burner range top, and lots of cabinet space. The slide out includes the couch and kitchen stove giving plenty cook prep space not to mention leg room. Awning over slide. Glass shower enclosure with light and skylight. Bathroom actually has room enough to do the deed in comfort. Kitchen sink faucet with pull out sprayer. The entry door has two steps up into the RV but no steps outside to deal with. Full electric awning which is just awesome. Don't think I'll ever have a manual one again. Has backup camera plus side turning blind spot cameras to let you know if some idiot is beside you while you're trying to turn. All tires brand new in late July. New air filter. Has huge rear storage space that will hold kids' bikes no problem plus lots more. Has a huge led light bar but one half is not working so sorry about that. The side that works could spot a moose from here to Yellowstone though! Please text or call for details and showing. Not yet winterized so you can take it camping this weekend!",,
846,150.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-schwinn-varsity/7466629196.html,2022-04-13 15:46,Schwinn varsity, steel, road,, good,," 24""",,, Schwinn,,, 27 in,5,"Description  Here is an original February 1979 VINTAGE  (The mens SCHWINN VARSITY 10-speed road bike with 27"" wheels. It is in the original and very appealing CAMPUS GREEN factory paint. If you like unique unrestored original bikes with BETTER FEATURES, this may be a great bike for you. With the insanely high price of gas (and the economy being bad) now is the time to ride a cool vintage bike!  *This bike has a cool mens original road bike frame and forks with original paint and decals, with a little wear cool and comfortable riding street bike style handlebars, wrapped hand grips, Schwinn neck, twin stick shifters, Schwinn derailleur, Center Pull brakes, Schwinn cruiser bike seat/saddle, bear claw pedals, and more!  This bike has the convenience of 10-speeds!  *Remember the Schwinn Continental and Varsity road bikes? EVERYONE wanted one back in the day! Now you almost never see them! Bring back some fond memories and create some great new ones as well!  *The tires are 27x1 1/4"". They are new and hold air *The bike is an original TEN SPEED and the gears do operate may need adjustment. The hand controlled brakes are operable as well. (May need adjustment)  *DIMENSIONS  A good height for a slightly taller rider that would enjoy a vintage Chicago Schwinn bicycle! The standover height is approx 33 1/4"". The distance from the floor to the top of the seat post clamp is approx 34"". The distance from the center of the crank to the top of the seat post clamp is approx 24"". The center of the handlebar stem to the center of the seat post is approx 22"". The bike will accomadate most any rider comfortably. The seat height is easy to adjust.",,
847,10000.0,anchorage,https://anchorage.craigslist.org/bpo/d/wasilla-boats-needed/7470506905.html,2022-04-12 13:40,Boats needed,,,,,,,,,,,,,0,"BOATS , Vehicles, Motor Bikes, Atv's (4x4's) , Side X Sides, Heavy EQUIP>,TRUCKS ETC + summer items needed for consignment yard  I will SELL your machine for you it is that easy (((FREE UP YOUR TIME CONSIGN))) Please no calls before 10am or after57pm. show contact info  Big Lake Rd.",,
848,100.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-fox-tailgate-pad/7470497198.html,2022-04-12 13:18,Fox tailgate pad,,,, excellent,,,, Fox,,,,,0,Excellent tailgate pad Fits full size trucks Holds 6 bikes secure and keeps tail gate perfectly safe Allows use of back up cam Used 1 season  Looked great on my Ram 1500,,
849,70.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-schwinn-girls-18-bike/7469570283.html,2022-04-10 12:12,"Schwinn Girls' 18"" Bike", steel, kids, coaster, excellent,, Unknown,, Schwinn, Koen and Ellm, 20A16575,, 18 in,0,"This Schwinn Girls' 18"" bike is in excellent condition.  Ridden for only 1 season last year, now it is too small for her.  Includes the owners manual, helmet, and training wheels that were never installed.  These Schwinn bikes are designed for beginning riders and are high quality.  Has both coaster and front hand brakes. Bought on amazon last year for over $170.",,
850,400.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-kuat-sherpa-20-bike-rack/7469554192.html,2022-04-10 11:36,Kuat Sherpa 2.0 bike rack,,,,,,,,,,,,,0,,,
851,40.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-bike-car-trunk-carrying-rack/7469240726.html,2022-04-09 13:54,2 Bike Car Trunk Carrying Rack,,,, excellent,,,, Saris, Sentinel,,,,2,"Saris Sentinel 2 Bike Car Trunk Carrying Rack Used on a Pontiac GrandAm we no longer have but supposed to fit most sedans. Carries 2 bikes. Folds down flat for compact, convenient storage. Coated hooks protect and heavy-duty foam pads protect vehicle's finish. Instruction manual included. Excellent condition",,
852,5.0,anchorage,https://anchorage.craigslist.org/mcy/d/anchorage-motorcycle-lovers-auction/7469129014.html,2022-04-09 09:57,🏍Motorcycle Lovers Auction!,,,,,,,,,,,,,23,https://apexauctionsak.hibid.com/catalog/358491/multi-property-estate-auction--easter-sunday-auction--3/  Highlights from this auction include: Rare 1980 Harley-Davidson FXB Sturgis 2005 Harley Davidson FLSTS 1977 Vespa Rally 200 1978 Honda Goldwing & Yamaha parts bikes Unused Harley Exhaust Systems Hand-painted Fuel Tank Covers    And so much more!,,
853,2399.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-felt-triathlon-bike-with/7468702621.html,2022-04-08 10:30,Felt Triathlon Bike with Kickr Snap Trainer, carbon fiber, road, caliper, like new,,,,,,,,,10,"2020 Felt B Performance Size 56, I am 5’10 and it fit me well Ultegra / 105 mix components Barely used, purchased in January 2020, used for 19 indoor rides on trainer, 7 outdoor rides Less than 230 indoor miles  Less than 200 outdoor miles  Professional tuned up last summer (2021) and rode once   Changes from stock (pics include changes):   Wheelset - Reynolds AR Carbon Clincher 58 - 1124  Stock rear wheel w/ an additional cassette and trainer tire available for use on trainers  Stock front wheelset included Profile Design Front Hydration  Saddle - ISM PR 2.0 Look Keo Carbon Blades    Tech Specs: https://feltbicycles.com/collections/2020-bikes/products/b-performance-ultegra-mix-2020?variant=22709582823542    Bike Total: $2,050  With Wahoo Kickr Snap: $2,399  Wahoo Kickr Snap (if purchased separately): $390",,
854,50.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-bike-hitch-carrier/7468391270.html,2022-04-07 15:32,Bike hitch carrier, other/unknown, other,,,, All,,,,,, other/unknown,0,"Hitch bike carrier. Has attachment to fit both 2inch and 1 1/4 size hitches. Holds two bikes, $50.  Contact 2zero93two647two2",,
855,50.0,anchorage,https://anchorage.craigslist.org/bop/d/palmer-hollywood-tire-mount-bike-rack/7465392648.html,2022-04-04 10:33,Hollywood Tire Mount 2 Bike Rack,,,,,,,,,,,,,0,"Rear spare tire mounted bike rack fits two bikes.  Great condition, easy to use.  These are $120 brand new.  Asking $50.  can deliver to Anchorage.  Text is best  9o7 338 8o99",,
856,125.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-reese-bike-rack/7466190277.html,2022-04-02 12:12,Reese 4 Bike Rack 2'',,,,,,,,,,,,,4,"Holds 4 bikes, fits 2 inch receiver.    Asking $125.   show contact info",,
857,40.0,anchorage,https://anchorage.craigslist.org/bop/d/wasilla-single-bike-bike-rackreceiver/7465250619.html,2022-03-31 08:48,"SINGLE BIKE BIKE RACK,RECEIVER HITCHMOUNT.",,,, new,,,, HOLLYWOOD, SINGLE BIKE MOUNT,,,,7,"NEVER USED SINGLE MOUNT BIKE RACK. MADE TO SLIDE INTO RECIEVER HITCH. BIKE TIRE,RIM,IS STRAPED DOWN INTO CARRIERS THEN HOOK RATCHETS DOWN ONTO BIKES TOP BAR.VERY SECURE! BIKE NOT INCLUDED.PHONE CALLS ONLY 📞 CALL NINEO73FIVE5ATE6ATE4.    JOE"," 5'×17"" UNFOLDED", other
858,48000.0,anchorage,https://anchorage.craigslist.org/rvs/d/anchorage-2012-mercedes-sprinter/7464671450.html,2022-03-29 19:38,2012 Mercedes sprinter,,,,,,,,,,,,,12,"2012 Mercedes sprinter 2500 (RWD) Rear wheel drive short wheel base 144/ high roof.  3.0 turbo diesel  127,000 miles  Van will be available for viewing anytime after may 1st   •Insulation/heating   1 inch insulation foam board 1/2 subfloor and laminate flooring. -Van walls/roof  Fully insulated with  .55 linear feet of 3m 600l thinsalint  -144 sq ft of 50mil KilMatt  -Gaps filled with spray foam  -AirMax 4 speed roof fan  -Espar d2 diesel heater  •Maintenance  Raw tec performance def/egt delete ECU was sent out to Malone tuning  with eco tune.  -Factory garret turbo replaced at 78k  -New fuel filter replaced at 78k  -Full rebuild of front end. summer 2021  Shocks  Wheel speed sensors New oem spindles with wheel bearings  Tie rods  Alignment Ball joints  Black rhino overland wheels with BF good wrench all tariens 265/75/17 oversized spare tire drop bracket kit with spare.  Brake pads and rotors April 2020 front and rear     •Exterior  -The exterior was painted Toyota army green in winter of 2019  -Custom built roof rack with 40inch flush mount led light bar  -8 inch back up/ led camp lights  -Arb 8x8 awning with led dimmable lights and complete mesh enclosure  -Ridgeline custombuilt overland swinging bike rack caries 3 bikes. Including Yakima front loader x3  -Ridgeline custom built overland swinging generator mount.  -Aluminus driver side roof ladder -20% tint on windows  -Cr lurance t-vent window on driver side  -INTERIOR  -3000w renogy power inverter mounted -Renogy 20mp solar charger and 100w solar panel mounted  -Pioneer touch screen avh-2300 Indash DVD player/head unit with back up camera  -Pioneer 6x9s in rear doors  -20% tint on windows  -Cr lurance t vent window on driver side  -Max air 4 speed vent fan   -Queen bed that also folds into a bench  -LED dimmable roof lights  -12 gallon water with shower nozzle with florite pump -van essential window coverings Overhead shelf/storage",,
859,15500.0,anchorage,https://anchorage.craigslist.org/snw/d/anchorage-2017-ktm-xcf-snowbike/7464052211.html,2022-03-28 10:37,2017 KTM 450 & 350 xcf Snowbike,,,,,,,,,,,,,4,"2017 KTM 450 XCF and 350 XCF w/ Yeti 129 ss Track kit.  Lots of extras...  Roughly 25k into both setups.  Only 40 and 27 hours on the bikes, oil changed every 2nd ride.  Always stored indoors.  Extras include high output stator, Baja designs headlight, heated handle bars, hand guards, engine blanket, rekluse clutch, food pegs, skid plate, pipe guard, seat concepts seat, thermostat, pelican box and more.  This bike has never been on the dirt but does come with all components to convert to a summer toy.   $15500 each   Will consider Trades...  snowbike, snow bike, timbersled, snowmachine, snowmobile, trade, yeti Robert 907-884-six three three five",,
860,2900.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-2022-trek-farley-fat-bike/7463833927.html,2022-03-27 21:10,2022 Trek Farley 7 Fat bike, aluminum, other,, like new,, Medium,, Trek, 2022 Farley 7,, suspension fork (hardtail), 27.5 in,7,"Owner notes: Bought in November 21’ new. Upgrade to tubeless + flat pedals. Studded tires. Used winter 2022 (November- March).  Like-New condition. Love this bike; it’s a sweet, sweet, machine. You’ll be stoked on the way it climbs with the hub and cassette, and appreciate the dropper post and front fork when you’re ready to get Sendy.   “Farley 7 is the mountain biker's fat bike. It feels and handles like your regular rig, but it can surf on sand and snow, too. The lightweight aluminum frame, wide-range drivetrain, dropper post, and Manitou Mastodon fork make it the ideal ride for hot shot shredders who wanna get rad in every season.”  https://www.trekbikes.com/us/en_US/bikes/mountain-bikes/fat-bikes/farley/farley-7/p/35152/  Frame: Size Medium Platinum Alluminum Fork: Manitou Mastodon 34 Comp air spring. Damper & lock out.  80mm Travel. Through axle: 150x15mm Wheels/Tires: 27.5” Tubeless set up. Alloy, Bontrager Gnarwhal Studded.  Drive Train: SRAM NX Shifter 12 speed.  Rear Hub: Rapid Drive 108 hub Derailleur: SRAM GX Eagle Cassette: SRAM PG-1230 Eagle, 11-50T, 12 speed.  Chain: SRAM NX Eagle 12 speed Dropper post: TranzX JD-YSP 18, 130mm travel.",,
861,1699.0,anchorage,https://anchorage.craigslist.org/bid/d/anchorage-fat-tire-mountain-ebike/7463815592.html,2022-03-27 18:55,Fat Tire Mountain eBike Vtuvia Brand (NEW), aluminum, mountain, disc (hydraulic), new, pedal assist," 26""", riser, Vtuvia, SN100,, suspension fork (hardtail), 26 in,21,"Here is a great Fat Tire E-Bike to get you out enjoying the Anchorage Trail System. Frame is high strength aluminum alloy with suspension fork and 26 inch wheels. Top speed averages about 28mph and Dual Hydraulic Disc Brakes to slow you down.  aebikestore.com    Price :  GREEN MACHINE $1699 + $199 shipping to the Anchorage port.   BLACK $1799 + $199 shipping to Anchorage port    CAMO color $1799 + $199 shipping to Anchorage port. Limited availability .   Discount available on shipping with the purchase of two bikes.   PayPal interest free pmts available with approved credit.   Send me an email or call with any questions you may have.   My contact information is on my website aebikestore.com   I have sold 20+ in and around the Anchorage area.   Hope to hear from you,  Daniel   LEAN MEAN & GREEN and BlACK now available.   Specifications for this bike are as follows  SN100 Green Fat Tire Mountain 26""x4"" Fat Tire 750W 48V Electric Bike (VTUVIA)  Battery: 48V 13AH Li-ion Battery Motor: Vtuvia 48V 750W Rear gear brushless Controller: 48V 13 ah Distance: 40+ miles  Frame: 6061 Aluminum Alloy Display: M5 High Definition LCD Fork: MOZO Suspension Fork Brake: TEKTRO hydraulic Disc Brake Tire: 26""x4"" KENDA Derailleur: 7 Speed Shimano Light: LED Front light Throttle: Thumb Throttle PAS: 1:1 intelligent pedal assistant system Color: GREEN     **Note: Bike rims are solid Green ..   **Bike Requires minimal assembly. Bike is 85% assembled. Remaining assembly is simple and support is provided if needed**    Model: SN100 Watch video below.   https://youtu.be/fQ7VhtQv--Q  Warranty  Electrical system: 1 Year   Frame: 2 year",,
862,150.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-bicycle/7463705643.html,2022-03-27 12:55,bicycle, steel, road,,,, ?,,,,,, 27 in,0,selling a road bike that my wife used.  we have too many bikes.,,
863,490.0,anchorage,https://anchorage.craigslist.org/bik/d/anchorage-miyata-310-road-touring-bike/7451745948.html,2022-03-27 08:55,Miyata 310 Road Touring Bike, steel, road, caliper, good,, 56cm, drop, Miyata, Three Ten,,, 700C,7,"This Miyata 310 road touring bicycle shows impeccable Japanese workmanship. Vintage bikes of this era have a more stable, comfortable frame geometry than many modern road bikes, and are highly sought-after. Perfect for a ride around town or a tour with saddle bags. Steel frame (aluminum is for beer cans).  •Size: 56cm  •Top Tube: 21""  •Stand Over Height: 32""  •Wheel Base(approx): 40.5""  •Color: Sea Green/White  WHEELS AND TIRES  •Hubs: Shimano Quick-release Skewers  •Rims: UKAI 700 x 25C  •Tires: (Front) Kenda 700 x 38c (Rear) Heng Shin 700 x 35c  •Spokes: 14G Stainless steel  COMPONENTS  •Frame: Cro-mo triple butted tubing, forged dropouts, concave seat stay tops  •Fork: Manga light with Semi-Sloping Crown (Curved Blades)  •Brakeset: Shimano BR-570 Q.R. Tire Guides with hooded levers  •Shift Levers: Shimano (downtube)  •Gears: 12-speed  •Handlebar: Sakae Signature Alloy Drop  •Handlebar Stem: SR Custom Alloy  •Professionally serviced in November '21 -- 5 miles ridden since last service.  IF THE AD IS STILL UP, IT IS STILL FOR SALE.",,
864,350.0,anchorage,https://anchorage.craigslist.org/bik/d/chugiak-schwinn-heavy-duti-its-heavy/7472996061.html,2022-04-18 16:54,Schwinn Heavy Duti  ( It’s heavy duty), steel, cruiser, coaster, excellent, none, full size mens, cruiser, Schwinn, Heavy Duty,, none (rigid), 26 in,3,Great bike !,,
865,75.0,anchorage,https://anchorage.craigslist.org/bop/d/anchorage-cogburn-gear-carrier/7472961261.html,2022-04-18 15:14,Cogburn Gear Carrier,,,,,,,,,,,,,3,"Cogburn Gear Carrier  Located in Anchorage. If interested email me your name and number. This mounts to your bike rack. It can hold shovels, rakes, bows, fishing poles, boom sticks, a flag, or anything else you want. Modified it to attach to a bike rack using two wire clamps. I don't have the stock clamps anymore. These retail for $130 Asking $75",,
866,2500.0,anchorage,https://anchorage.craigslist.org/snw/d/wasilla-skyteam-125/7464476528.html,2022-04-18 13:05,Skyteam 125,,,,,,,,,,,,,0,"I have a skyteam 125 cc bike, wide tires street legal runs on the beach, trails, or the street. Ideal at a camp or lodge. Runs great, has less than 300 miles on it, like new.",,
