,Price,Location,URL,Date,Title,num image,text,condition,make / manufacturer,part type,bicycle frame material,bicycle type,frame size,wheel size,model name / number,size / dimensions,brake type,electric assist,handlebar type,suspension,serial number
42695,1.0,seattle,https://seattle.craigslist.org/see/wan/d/seattle-cash-for-wrecked-or-damaged/7471683033.html,2022-04-15 10:52,CASH for wrecked or damaged sport bikes,0,"I am in the market to purchase wrecked or damaged sport bikes. Primary interested in 2006 and newer Yamaha r6 r1; Honda 929 954 cbr 600rr 1000rr; Suzuki gsxr 600 750 or 1000 hayabusa 1300; Kawasaki zx10 zx6 zx14, BMW S1000RR etc.  Price will depend on miles, condition and status of title. Please call/text me with information on your motorcycle. Thanks! Nick",,,,,,,,,,,,,,
42696,150.0,seattle,https://seattle.craigslist.org/tac/pts/d/puyallup-thule-roof-carrier-for-bikes/7471582767.html,2022-04-15 07:45,Thule Roof Carrier for Bikes,6,"Thule Roof Carrier for Bikes  Includes all parts and straps  Cross bar measurement is approximately 50""  Please include your phone number if you would like to schedule a time to take a look or coordinate a pick up.  We will promptly remove the ad when the item is gone and we may not necessarily response to inquiries only asking if the item is still available.", good,,,,,,,,,,,,,
42697,150.0,seattle,https://seattle.craigslist.org/tac/for/d/puyallup-thule-car-roof-top-carrier-for/7471582936.html,2022-04-15 07:45,Thule Car Roof Top Carrier for Bikes,6,"Thule Roof Carrier for Bikes  Includes all parts and straps  Cross bar measurement is approximately 50""  Please include your phone number if you would like to schedule a time to take a look or coordinate a pick up.", good,,,,,,,,,,,,,
42698,150.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-yakima-bike-rack-bikes/7460417122.html,2022-04-15 07:18,yakima bike rack- 2 bikes,0,Good condition,,,,,,,,,,,,,,
42699,200.0,seattle,https://seattle.craigslist.org/est/bik/d/sammamish-selling-great-20-bikes/7464655287.html,2022-04-15 00:05,selling 2 great 20” bikes,2,My son out grew these bikes so it’s time to sell.  $200.00￼ for both or $150.00 for the green bike and $125.00 for the black bike.  Leave your contact number and I will get back to you as soon as I can., excellent,,, other/unknown, bmx, 20”, other/unknown,,, other/unknown, none, bmx, none (rigid),
42700,400.0,seattle,https://seattle.craigslist.org/see/bik/d/graham-dahon-folding-bikes/7460528271.html,2022-04-14 21:28,Dahon Folding Bikes,4,"Two folding bikes, great shape, three speed, $400 for both", excellent, Dahon,, steel, folding, 000000, other/unknown,,, caliper, none, flat, none (rigid),
42701,100.0,seattle,https://seattle.craigslist.org/sno/bik/d/edmonds-two-kids-bikes/7471263499.html,2022-04-14 10:59,Two kids bikes,7,$100 each helmets included, good, Specialized,, alloy, mountain, 12”, 20 in, Hot Rock,, coaster,,, none (rigid),
42702,45.0,seattle,https://seattle.craigslist.org/see/spo/d/seattle-thule-bike-rack-carries-bikes/7469717372.html,2022-04-14 01:17,Thule Bike rack. Carries 3 bikes.,3,"Bike rack that attaches to back of car and carries three bikes. I got a car with roof racks and don't need this any more.  Easy an fast installation and removal. Will not harm car. Also easy and fast mounting of bikes.  Please call or text. Thanks.  ( number is shown when clicking ""reply"" button at top of page. )     Bike rack, Mountain Bike, Road Bike, Kids Bike, small bike.",,,,,,,,,,,,,,
42703,150.0,seattle,https://seattle.craigslist.org/sno/bik/d/everett-land-ryder-auto-shifting-bikes/7462996496.html,2022-04-13 14:59,Land ryder auto shifting bikes,4,Two Land Ryder automatic shifting bicycles and one exercise stand.  $150 each $50 for the stand $300 all together OBO., good, Land Ryder,, alloy, road, Unknown, 26 in,,,,,,,
42704,500.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-mongoose-legion-bmx-bikes-500/7470925780.html,2022-04-13 14:02,2 Mongoose Legion BMX bikes $500 or best offer,10,"I have 2 Mongoose Legion bikes for sale, the green one is a Mongoose Legion L60 which retails at $470, the grey/orange one is a Legion L20 which retails at $390. These can be purchased as a package for $350 obo or separately for $175 each obo. These bikes are in great shape and need homes. No low ball offers will be accepted or replied to. Thanks for looking", excellent, Mongoose,, aluminum, bmx, Not sure, other/unknown, Legion L60 and L20,,,,,,
42705,70.0,seattle,https://seattle.craigslist.org/sno/for/d/lynnwood-aluminum-ft-loading-ramp-for/7470874384.html,2022-04-13 12:18,Aluminum 6 Ft Loading Ramp for Bikes & Scooters,4,Aluminum 6 Ft Loading Ramp for Bikes & Scooters, good, N/A,,,,,, N/A,,,,,,
42706,99.0,seattle,https://seattle.craigslist.org/see/sgd/d/seattle-treadmills-ellipticals-bikes/7470487036.html,2022-04-12 13:54,"Treadmills, Ellipticals, Bikes, Home Gyms For Rent",3,"We have lots of commercial grade gym equipment that we rent out.  You can check out the our website at www.westcoastgymrentals.com for information.    All rentals come with free maintenance and repairs as long as your renting.  There is a $100 shipping fee and $100 pickup fee when your done renting.  All rentals are a 3 month minimum.  We also rent out to residential customers and have a list of the products we rent out at www.wcgymequipment.com  Life fitness Treadmills starting at $150 a month  Precor Ellipticals starting at $89 a month  Cybex Arc Trainers starting at $99 a month  Life Fitness, Precor Recumbent and Upright Bikes starting at $59 a month  Spin bikes starting at $49 a month  Stairmaster Stepmills at $200 a month  Functional Trainers at $99 a month  Adjustable benches at $39 a month  Dumbbell 5-50 sets $69 a month  Woodway Curve Treadmills at $119 a month  Jacob Ladders at $109 a month  You can call Mike at 503-502-3842 for more information or email us for information.  Thanks",,,,,,,,,,,,,,
42707,50.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-bikes-aloft-bike-storage/7462183852.html,2022-04-12 09:37,Bikes Aloft bike storage hanging rack,0,Good condition  More info below https://www.performancebike.com/transit-bikes-aloft-storage-rack-xr810-2-bikes-40-4474-non-non/p1342041,,,,,,,,,,,,,,
42708,275.0,seattle,https://seattle.craigslist.org/skc/bik/d/kent-kent-north-point-womens-bikes/7462507721.html,2022-04-11 21:40,Kent North Point Womens Bikes,0,,,,,,,,,,,,,,,
42709,45.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-wtb-verdict-wet/7470177388.html,2022-04-11 21:00,WTB Verdict Wet 27.5- 2.5,4,"Purchased late last winter and used a few times as my front tire. Fantastic for winter riding at Tokul, Tiger, and RR. Sadly, I doesn’t fit the bike I’m currently riding.  The WTB Verdict Wet TCS Tough High Grip Tritec 27.5x2.5 Tubeless tire offers higher lugs that pierce sloppy, loose terrain for maximum traction in unpredictable, muddy conditions. Plenty of space between the lugs allows the tread pattern to dig in on drier summer days and shed mud in the wetter months.  Features: - Use: Enduro/Gravity - Conditions: dry to wet/rocky, muddy, dry to wet/rocky, muddy - Size: 27.5x2.50 - Level: TCS Tough/High Grip - Weight: +- 1266 g - Compound: Tritec - Tubeless", like new, Wilderness Trail Bikes,,,,,, Verdict Wet,,,,,,
42710,25.0,seattle,https://seattle.craigslist.org/sno/spo/d/everett-bikes-rack-for-car/7465265434.html,2022-04-11 15:08,2 Bikes Rack for car,2,Holds 2 bikes, good,,,,,,,,,,,,,
42711,500.0,seattle,https://seattle.craigslist.org/sno/bik/d/mountlake-terrace-se-bikes-big-ripper/7469741050.html,2022-04-11 02:01,"SE Bikes Big Ripper Purple Rain 29"" BMX Cruiser",0,,,,,,,,,,,,,,,
42712,95.0,seattle,https://seattle.craigslist.org/est/for/d/sammamish-yakima-rack-for-bikes/7457471465.html,2022-04-10 21:11,Yakima Rack for 2 Bikes,0,Also have a 1 inch hitch you can have with it  If you prefer I have Thule,,,,,,,,,,,,,,
42713,1800.0,seattle,https://seattle.craigslist.org/oly/mpo/d/olympia-wanted-dirt-bikes-dual-sport/7458654994.html,2022-04-10 16:43,Wanted Dirt bikes/dual sport bikes running or not,0,,,,,,,,,,,,,,,
42714,80.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-20-kids-bikes-green-or-pink/7469610296.html,2022-04-10 14:47,"20"" kids bikes, green or pink",6,"20"" green kids bike, Specialized Hot Rock, w 6 spd grip shift and front suspension, good condition, $80  20"" pink kids bike, Raleigh Lily, w 6 spd grip shift, good condition, $80", good, Specialized,, aluminum, kids," 20""", 20 in,,,,,,,
42715,200.0,seattle,https://seattle.craigslist.org/est/bik/d/woodinville-amf-classic-his-and-hers/7458673067.html,2022-04-10 10:51,AMF Classic His and Hers Bikes,0,"AMF Roadmaster Pacemaker Classic Matching His and Hers Bikes. Very Early 70's. They were my parents bikes when I was a kid. Rarely ridden. Have been in storage for about 50 years. Both bikes all original and complete. Thinning the herd of unneeded stuff and these are on the list to go. All original... heavy dust. In need of a good bath, tuneup and whatever. $200 OBO for both. Local Sale, cash only. Thanks for looking. JR", fair, AMF,, steel, road, unknown, 25 in, Pacemaker,,,,,,
42716,1234.0,seattle,https://seattle.craigslist.org/see/wan/d/wauna-hodaka-parts-or-bikes/7469356492.html,2022-04-10 00:26,Hodaka parts or bikes,0,Looking for Hodaka parts or whole bikes for sale.,,,,,,,,,,,,,,
42717,250.0,seattle,https://seattle.craigslist.org/skc/bik/d/kent-2x-26-mountain-bikes-accessories/7469354792.html,2022-04-09 23:57,"2x 26"" Mountain Bikes + Accessories",11,"One bike is a Mongoose Stand Off made out of aluminum and has dual suspension. The second bike is a Kent Shockwave with front suspension. Both bikes have 21 gears and both are in great shape, free of rust.  Accessories included: 1x Mongoose Helmet, 1 Zefal helmet, 2 cell phone mounts, 2x self-sealing 26"" tubes, Bell air pump w/mounting bracket, 2x tire removal tools, 4x LED lights (2 red & 2 white), 6x tire repair patches.  Can deliver around the Seattle area for a fee",, Mongoose/Kent,, aluminum, mountain, --, 26 in,,,,,,,
42718,200.0,seattle,https://seattle.craigslist.org/est/fuo/d/sammamish-beam-surface-expander/7469232858.html,2022-04-09 14:34,Beam Surface Expander,0,"Like new, hardly used and kept inside always.  8’2” by 8” with straps to tighten over a beam or can be used on the floor.", like new, Spieth,,,,,, Simone Bikes, 8’2” by 8”,,,,,
42719,1095.0,seattle,https://seattle.craigslist.org/see/bid/d/seattle-electric-bikes-and-bike/7469159423.html,2022-04-09 11:54,Electric Bikes and E-Bike Conversions,6,"We are Bike Swift, a local shop specializing in e-bikes and e-bike retrofits. Yes, we can build the custom e-bike of your dreams! Yes, we can also turn YOUR bike into a high-quality electric bicycle, while still retaining its original feel and fit. We have been building e-bikes for more than a decade and have the experience to serve you well.   Our systems feature:  Power: Up to 1,000 watts, depending on application and system selected. Battery Size: Up to 1,060 watt-hours, enough range for 40-100 miles of riding (real world range on a standard bike!). Need more? We can wire up systems with parallel batteries! Speed: 20/28 mph class 3; can be speed limited further or unlocked for off-road use. Weight: Our lightest systems only add 11 lbs to your bike, or the base bike you select. Regenerative Braking: Yep, increase your range by 5-15% and save your brake pads! Warranty: 2-year or longer, depending on system chosen.  Our systems start at $1,095 installed, and our complete bikes start at $1,895.  We're located at 603 Eastlake Ave E, Seattle 98109, and open 11-6 Tuesday-Saturday. Come by for a test ride!",,,, other/unknown, other, Any, other/unknown,,,,,,,
42720,1250.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-batavus-and-redline-city/7458093459.html,2022-04-09 09:12,Batavus and Redline City Commuter Bikes,0,"I have two bicycles with suspension forks for urban riding.  Brand new, unused Batavus Socorro, VERY cool Dutch bike, 10-20 years old, loaded with integrated accessories from the factory to make it a perfect commuting bike including wheel guard, lock, pump, water bottle, rack, rack strap, etc. It is for taller riders. I'm 6-2 and it's perfect. 59 or 60 cm frame. 700c wheels. Beautiful, rare. Built about 2005 and never ridden. $985 obo. Here is a link I found on the internet to more info, just add www. to the link:  campfirecycling.com/blog/2007/05/24/four-batavus-models-now-available-in-the-states note: mine is the traditionally ""male"" version with a top bar rather than the step-through model. Very cool.  Other is a Redline, also set up for city riding, and includes lots of accessories. It has internal hub brakes that makes it great for riding in rainy Seattle weather. Medium or large frame. Had very little use. $450 obo.",,,, aluminum, hybrid/comfort, 60, 26 in,,,,,, suspension fork (hardtail),
42721,200.0,seattle,https://seattle.craigslist.org/kit/bik/d/kingston-giant-suede-cruiser-bikes/7456947395.html,2022-04-09 08:21,Giant suede cruiser bikes,5,"Here is a pair of cruiser bikes in like new condition.  These bikes are the crank forward design, similar to the Electra Townie. You sit more up right on these bikes.  They have very light use and are in excellent condition. Both have 7 speed grip shifters. $200 for each bike or $375 for the pair.   I can deliver to areas between Silverdale and Port Townsend", like new, Giant,, aluminum, cruiser, 17, 26 in, Suede,, caliper,, cruiser, none (rigid),
42722,250.0,seattle,https://seattle.craigslist.org/sno/mpo/d/stanwood-1970s-yamaha-bikes-wanted/7457200430.html,2022-04-08 18:07,1970's Yamaha bikes wanted,0,Looking for old bikes from junky yard art to complete nice bikes or ones that need a complete rebuild. Please let me know what you have., fair, Yamaha,,,,,," DT, RT or RD",,,,,,
42723,375.0,seattle,https://seattle.craigslist.org/skc/bik/d/ravensdale-yeah-folding-bikes/7468860327.html,2022-04-08 17:07,Yeah Folding Bikes,4,"2 Yeah folding bikes. These bikes were never really ridden so they are in excellent shape. Shimano components, great tires, everything is in great shape. These bikes are perfect for an RV. All proceeds go to Bicycle Rescue for Youth a local charity supporting the greater Maple Valley area.", excellent, Yeah,, steel, other, small, 20 in, Yeah,, v-brakes, none, flat, none (rigid),
42724,1899.0,seattle,https://seattle.craigslist.org/see/bik/d/albany-fantastic-electric-hunting-bikes/7456804945.html,2022-04-08 13:16,Fantastic ELECTRIC HUNTING Bikes! Fat Tire Trikes and Street Bikes!,23,"At Northwest Electric Bikes, We offer unmatched performance at a price that is unmatched. Our time tested Samson 1000 watt hub drive line of fat tire bikes starts at $1799 going to $1899. The best selling SAMSON HD and SAMSON 2.0 Fat Tire bikes come with the powerful and durable BAFANG 1000 that peaks at 1650 watts. Our Samson MID DRIVES start at $2549 for the red Samson 2.0, and range up to $2749 for the charchoal Samson HD. Starting at $2849, The ORION is a purpose built hunting bike that will literally climb a mountain to get that illusive elk. The long list of available upgrades includes full suspension, hydraulic brakes, 1650 watts of power, and a 52 volt, 20 AH battery...The list goes on, and on. These are very well suited for off road riders, hunters, beach riders, or anyone who loves a ton of power on the street. The Samson Mid Drives are not your everyday Ebike. Unlike the usual ""Budget Amazon bike"" or some local flavor, These are built to put out a lot of power AND consistently travel 50+ miles per charge. They are designed to climb hills, travel fast for commuting, or excel at beach riding. We use a 48 or 52 volt 20 AH battery for outstanding range. Some riders say they are getting in excess of 50 miles with a 1000 watt Samson. Most bikes can come with fenders, racks, lights, and many other accessories. We also offer some bikes that are more suited for street use such as ""RADIUS,"" our street bike or ""Northwest Fox,"" our recumbent electric bike. We also offer trikes, both standard and fat tire. Delivery is free within 100 miles of Albany, OR! It is also same or next day on most bikes. Please call show 541-905-seven486 . Have a great day!", new,,, aluminum, mountain,,,,, disc (hydraulic),,,,
42725,400.0,seattle,https://seattle.craigslist.org/est/bik/d/carnation-road-bikes-fuji-all-al/7456440848.html,2022-04-08 12:58,Road Bikes Fuji - all Al+  Shilouette 21 speed,12,"like new  $399 cash          Maybe ridden a dozen times - like new  In excellent condition    19"" Frame  ALL ALUMINUM  this was  wife's Bike is FUJI Shilouette           Excellent condition and like new too.         wife is 5'8""  High quality components - see photos and very easy derauiler system     pedals for clip on shoes.    Both like new!",, fuji,, aluminum, road," 19""", 27 in, SHilouette,,,,,,
42726,96.0,seattle,https://seattle.craigslist.org/see/bop/d/bellevue-bike-rack-carrier-bikes/7455797764.html,2022-04-07 10:46,Bike rack carrier 4 bikes,4,"Land Rover for 2” receiver,come with keys",,,,,,,,,,,,,,
42727,40.0,seattle,https://seattle.craigslist.org/est/for/d/bellevue-hitch-bike-rack-carries-two/7459974589.html,2022-04-07 09:44,Hitch Bike rack (carries two bikes),4,"Allen Sports bike rack, model 522RR, carries 2 bikes, very sturdy. Used only a few times, no issues. It doesn’t fit the hitch of our new vehicle.   Product website: https://allensportsusa.com/products/deluxe-hitch-rack  Cash only please", like new, Allen Sports,,,,,, 522RR,,,,,,
42728,45.0,seattle,https://seattle.craigslist.org/est/bik/d/bellevue-scott-bike-red/7468188807.html,2022-04-07 09:34,Scott Bike Red,0,Scott Comp Junior  Kids bike Buy and ride!  Cash $45 OBO  Derek  PLEASE no scams,, Scott Bikes,, steel, kids, unknown, 14 in, Comp Junior,,,,,,
42729,2295.0,seattle,https://seattle.craigslist.org/see/sgd/d/electric-the-mid-drive-ebike-that/7468185958.html,2022-04-07 09:25,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.", new, Cyberbike,,,,,,,,,,,,
42730,10.0,seattle,https://seattle.craigslist.org/see/spo/d/seattle-bell-child-bike-seat-for/7468128022.html,2022-04-07 07:43,BELL Child Bike Seat for Smaller Bikes NEW,4,"BELL Child Bike Seat Replacement  For Smaller Bikes  Brand New  Cash, Cash App, Venmo or PayPal", new, BELL,,,,,, 200,,,,,,
42731,150.0,seattle,https://seattle.craigslist.org/oly/bik/d/tumwater-fleet-of-huffy-bikes/7456789939.html,2022-04-07 06:47,Fleet of huffy bikes,4,3 girls 19” frame/26” wheel diameter  1 mens Roadmaster Mt.Sport SX 18spd,,,, alloy, mountain, 19” and 21”, 20 in,,,,,, other/unknown,
42732,260.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-ns-bikes-enigma-29er-wheelset/7460446281.html,2022-04-06 20:20,NS Bikes Enigma 29er Wheelset (New),6,"Brand new, never run. Can be run tubeless if so desired. I can tape it up and add the valve stems for +$20.  NS Bikes Rock & Roll aluminum 29"" rims are solidly built and lightweight. Read more about them here: https://nsbikes.com/enigma-dynamal-rock,204,pl.html  Hubs are 15x100 front, 12x142 rear (non-boost) with the Shimano HG-style freehub offering 5° (72 points) engagement.   Dusty from sitting around, but in brand new condition because, well, they're brand new. I had these as a new set but then ended up selling the bike and my new one isn't the same standard.", new, NS Bikes, wheels and wheel parts,,,,, Enigma, 29in,,,,,
42733,250.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-burley-tag-along-bikes-kazoo/7467858832.html,2022-04-06 12:54,2 Burley Tag Along Bikes (Kazoo and Piccolo) for sale!,4,"Selling 2 Burley Tag Along Bikes (""Trailercycles""). Very good condition. Single speed Kazoo (blue) and 7-speed Piccolo (green). Attachment rack included. Great for spring and summer family bike rides! Happy to sell separately. $250 each.",, Burley,, aluminum, other, other/unknown, other/unknown, Kazoo/Piccolo,,,,,,
42734,359.0,seattle,https://seattle.craigslist.org/sno/bid/d/marysville-evo-kids-mountain-bikes-24/7467848405.html,2022-04-06 12:29,"Evo Kids Mountain Bikes 24""",0,MTB style cockpit Alloy frame Shimano Tourney 7-speed shifting 24'' wheels Here at Marysville Bike Shop 1511 Grove St in Marysville 360-548-3311,,,, aluminum, mountain, 24, 24 in,,,,,,,
42735,5.0,seattle,https://seattle.craigslist.org/oly/tag/d/olympia-motormax-super-bikes-kawasaki/7466915195.html,2022-04-04 11:06,Motormax Super Bikes Kawasaki 1/24 scale,0,"Motormax Super Bikes Kawasaki motorcycle   I can also ship, but you would need to pay the shipping cost - I accept payments thru paypal  this is a landline phone, so please leave your phone number", new,,,,,,,,,,,,,
42736,110.0,seattle,https://seattle.craigslist.org/see/bik/d/renton-bikes/7456115374.html,2022-04-03 23:02,Bikes,6,I am cleaning up my garage. I do have two bicycles for sale both $110 and I don’t need them anymore because my kids already grow up. The length of the both bicycles are 53”. If you have any questions please call me or text me and my phone number is  show contact info .  Both of them are blue color and one of the bike brand name is a MAGNA and the other one is SCHWINN. See the pictures, good,,, alloy, bmx, Approx 38 inches, 16 in,,,, pedal assist,, other/unknown,
42737,150.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-20-rei-rev-20-kids-bikes/7466171003.html,2022-04-02 12:31,"20"" REI REV 20 Kids' bikes",2,Two REI Kids' bikes in great condition and ready to ride.  Probably no more than 15 miles on them before my kids outgrew them.   $150 each or both for $250.,, REI,, alloy, kids," 20""", 20 in, REV 20,,,,,,
42738,275.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-ecocross-hybrid-bamboo-bike/7454246522.html,2022-04-01 14:31,EcoCross Hybrid Bamboo Bike Frameset,12,"I have one in each size, 16"", 18"", and 20"". This is a brand new bike frameset (frame + fork) still in the manufacturer's original, unopened box. Fork is included!  The Greenstar Bikes EcoCross Hybrid Bamboo Frame is a multi-purpose frame that can be used for any number of bike builds: mountain bike, hybrid bike, comfort bike, even a road bike. Perfect for streets, trails and off-roading. The bamboo and recycled 6061 aluminum lugged frame delivers an ultra smooth ride by absorbing micro vibrations. This frame weighs only about 5 pounds. Stunningly available in black. See more details and specs at GreenstarBikes.com", new,,, composite, hybrid/comfort,,,,,,,,,
42739,90.0,seattle,https://seattle.craigslist.org/tac/bop/d/tacoma-bike-rack-56-yakima-bars-and/7458583213.html,2022-04-01 09:29,"Bike rack: 56"" Yakima bars and bike attachments for 2+ bikes",3,"The Yakima bars can be used for many rooftop setups. These are the same bars you can use with ski/snowboard, kayak/canoe, rooftop tent, roofrack and other attachments.  This particular bar and accessory package is for bikes, and I'm including the bed rail cleats in case you own a truck with bed rails that accept the same type on Tacoma trucks. Will knock $15 off if you don't want the cleats.  This setup was used in the bed of an 09 Tacoma   This kit comes with -56"" wide Yakima bars, which fit inside the bed width of at least a 2005-2011 (possibly also later gen) Toyota Tacoma -2 sets of bed rail cleats -one set of bike fork cleats. - One extra set of axle cleats/arms. Use these and buy 2 more rear tire tracks to turn this into a 4 bike rack.  Or, swap these out with the fork cleats so you don't have to take off your front tire. -one set of Yakima tire racks.  Good condition (see pics).  Can meet in Tacoma or Gig Harbor   $90 OBO     Keywords: roof rack",,,,,,,,,,,,,,
42740,1.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-schwinn-classic-bikes/7453111411.html,2022-03-31 11:30,SCHWINN CLASSIC BIKES,0,"SCHWINN CLASSIC BIKES, SELLING AS A PAIR. ONLY $100 FOR BOTH!",,,, other/unknown, road, 0, other/unknown,,, other/unknown,,, other/unknown,
42741,1500.0,seattle,https://seattle.craigslist.org/sno/spo/d/snohomish-new-bowflex-velocore-exercise/7452764351.html,2022-03-31 09:55,"NEW Bowflex Velocore Exercise Bikes with (22"" console)",0,"I WILL NOT RESPOND TO EMAILS THAT DO NOT INCLUDE YOUR NAME, BEST CONTACT PHONE NUMBER, AND LOCATION.  SORRY- TOO MANY SPAMMERS.  I have Three NEW Velocore 22 available. You choose, NEW IN BOX or NEW out of the box and assembled for you.  Brand New in open box unassembled (I opened the top of box to verify contents).  A JRNY 1 year membership comes with each bike.  Compare to $2400 at local big box store +tax.  Save over $900.  Picture in listing is of similar bike since mine is in the box.  Delivery negotiable.  Keys: home gym, cardio, weights, treadmill, peloton alternative,", new, Bowflex,,,,,, 100963,,,,,,
42742,125.0,seattle,https://seattle.craigslist.org/est/spo/d/mercer-island-lemond-spin-bikes/7465183771.html,2022-03-31 07:35,Lemond Spin Bikes,0,"I have 7 LeMond RevMaster spin bikes from a health club that we are selling. They are about 13 years old and used, but still have a lot of life left! No delivery.", good, LeMond,,,,,, RevMaster,,,,,,
42743,100.0,seattle,https://seattle.craigslist.org/est/for/d/issaquah-new-bike-bicycle-rack-new-in/7464973516.html,2022-03-30 14:21,New! 4-bike bicycle rack - new in box,3,"Brand new bike rack in unopened box. Holds 4 bikes for your family and riding buddies. Roadrunner model from Hollywood Racks. 5 point tie down system keeps bikes rigid, separated, and secure. Cash only.", new, Hollywood Racks,,,,,, Roadrunner - Holds 4 bikes,,,,,,
42744,65.0,seattle,https://seattle.craigslist.org/skc/bop/d/renton-thule-trunk-bike-rack-for-bikes/7464590455.html,2022-03-29 15:46,Thule Trunk Bike Rack for 2 bikes,2,Thule trunk bike carrier. Fits 2 bikes. In good shape. $65 obo,, Thule,,,,,,,,,,,,
42745,75.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-balance-bikes-for-toddler/7464457652.html,2022-03-29 11:02,Balance Bikes for toddler,0,"ENKEEO Balance Bike was designed to grow with your child. The handlebar (22”-24.8”) and seat (13.7”-17.7”) are both height-adjustable, enabling the balance bike to be ridden by 2 to 5 year old children (weight load up to 110.2 lbs). No need to keep buying new ones for about 3-4 years, unless you want to.  FAST LEARN: designed with no pedal, the balance bike will help your child develop essential bike skills such as balance, steering and coordination; provides a safe, easy and most efficient way for easier transition to pedal bikes DESIGNED FOR SAFETY: puncture-resistant EVA Foam tires - no need to ever inflate, help provide a smooth ride and PP wheel enhance stability; height-adjustable seat allows the feet to reach the ground easily; all materials are eco-friendly and non-toxic, safe for kids to use HIGH PERFORMANCE: constructed of anti-rust carbon steel, the sturdy bike supports up to 110.2lbs.; soft handlebar grips and a contour saddle seat ensure that your child rides in style and comfort ADJUSTABLE: the balance bike features adjustable handlebars (22"" - 24.8"") and seat height (13.7"" - 17.7""), ensuring a best fit for the child’ accommodates for children from 2 - 6 years old under 3.6ft / 110cm; can be adjusted while the child grows up LIGHTWEIGHT: weighing only 5.9lbs. it is easy to carry, perfect for riding exercise no matter the surface (on the playground, the lawn or trail); the lightweight bicycle frame design makes the bike easier to control for kids, ideal for children to start training",,,, other/unknown, kids, 12 in, 12 in,,,,,,,
42746,500.0,seattle,https://seattle.craigslist.org/sno/spo/d/lake-stevens-motus-fusion-spin-bikes/7452836729.html,2022-03-28 18:42,Motus m fusion spin bikes,6,Top notch spin bike.   Sells for 2500 new.   Precor.  Kayser. Lemond.  Schwinn.  Star trac, like new, Motus,,,,,, Fusion,,,,,,
42747,20.0,seattle,https://seattle.craigslist.org/est/bik/d/bellevue-handful-of-kids-bikes-striders/7464010190.html,2022-03-28 10:20,"Handful of kids bikes, striders, boy and girl",20,"I have a handful of bikes for sale. A few striders, a couple pedal bikes.  Striders are great for 2-4 yr olds.  The green pedal bike is probably good for a 3-5 yr old  The blue pedal bike is probably good for a 4-6 yr old   See measurements!  Will post here when items sell.",,,, steel, kids, Medium, 12 in,,,,,,,
