,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,make / manufacturer,model name / number,wheel size,text,brake type,condition,suspension,part type,electric assist,handlebar type,size / dimensions,serial number
2250,40.0,fayar,https://fayar.craigslist.org/bop/d/farmington-yakima-bike-rack/7468395518.html,2022-04-14 11:12,yakima bike rack,3,,,,,,,Yakima bike rack for the top of your car. Needs to have roof mounts already installed on vehicle to attach. In decent shape but not perfect can still function. I use a strap on the back to secure. Text 479 three zero four 1 two 8 zero,, fair,,,,,,
2251,50.0,fayar,https://fayar.craigslist.org/bop/d/bentonville-bike-rack-sport-rack/7469605732.html,2022-04-14 10:22,Bike Rack SPORT RACK,0,,,,,,,"I don't know anything about bike racks, but this had been on my son's Toyota Camri. Nothing is wrong with it, they are now parents and don't have time to ride.  He said he paid $70 and only used just a few times.",, good,,,,,,
2252,17899.0,fayar,https://fayar.craigslist.org/mcd/d/searcy-2022-suzuki-gsx-1000r-in-stock/7470933246.html,2022-04-13 16:13,2022 Suzuki GSX-R 1000R IN STOCK,14,,,,,,,"Ask for: Sunrise MotorsportsPrimary Phone: (501) 268-88262022 Suzuki GSX-R 1000R Horizontal In-line 999.8 ccPrice: $17,899.00Enter this link to see more images plus all other inventory we have available: http://lyv.cc/DLHFPDescription:2022 Suzuki GSX-R1000RIn 1985, Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, Superbike performance became available to riders everywhere.At the pinnacle of the GSX-R family of ultra-high-performance motorcycles, the 2022 GSX-R1000R’s versatile engine provides class-leading power that is delivered smoothly and controllably across a broad rpm range. Like the original GSX-R1000, the 2022’s compact chassis delivers nimble handling with excellent suspension feel and braking control, ready to conquer a racetrack or cruise a country road. Advanced electronic rider aids such as traction control, launch control, and a bi-directional quick shifter enhance the riding experience while the distinctive, aerodynamic GSX-R bodywork slices through the wind.The GSX-R1000R is equipped with Showa’s BFF and BFRC-Lite suspension components to create an unmatched combination of reliability and performance that can rule any track day. Up front, fed by stainless steel brake lines, radially mounted Brembo Monobloc brake calipers grasp a pair of 320mm Brembo T-drive floating brake rotors for strong stopping power with outstanding response and feel.With a stunning appearance creates as much envy as its performance, riders can choose a GSX-R1000R with a new Metallic Matte Black and Glass Matte Mechanical Gray paint scheme or a Metallic Matte Black paint scheme. Both with bold, contrasting graphics that rival the appearance of any other street bike.The GSX-R1000R continues its reign as the best liter-class supersport with an unmatched combination of reliability, durability, usability, and overall performance with excellent racing potential in a striking package that respects the GSX-R legacy.Features may include:ENGINEThe compact, liquid-cooled, DOHC, 999.8cc, inline-four-cylinder engine is designed with a high level of top-end performance plus strong low- to mid-range power.TRANSMISSIONThe Suzuki Bi-Directional Quick Shift System permits clutchless upshifts and downshifts for faster lap-times during competition and exceptional rider convenience on the street.ADVANCED ELECTRONICSLightning-fast, 32-bit dual processor Engine Control Module (ECM) blends Suzuki’s vast street-going EFI knowledge with the intelligence from Suzuki’s race-winning MotoGP program. GSX-R1000R riders will get sportbike performance without peer while simultaneously receiving polished street manners.Basic Information:Year: 2022Make: SuzukiModel: GSX-RTrim: 1000RCondition: NewType: StandardTitle: CleanAccessories:SpoilerBrakes:ABS BrakesBrake Brand Name: Brembo MonoblocFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.6Front Brake Diameter (mm): 320Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 9.4Rear Brake Diameter (mm): 240Chassis & Suspension:Frame: AluminumFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: Showa BFFFront Suspension Type: Inverted ForkFront Travel (in): 4.7Front Travel (mm): 120Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: Showa BFRCRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.3Rear Travel (mm): 135Steering DamperComfort:Adjustable LeversDigital InstrumentationTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearTransmission Final Drive Ratio: 2.647Transmission Gear Ratio (1): 2.562Transmission Gear Ratio (2): 2.052Transmission Gear Ratio (3): 1.714Transmission Gear Ratio (4): 1.5Transmission Gear Ratio (5): 1.36Transmission Gear Ratio (6): 1.269Engine:Bore (in): 2.99Bore (mm): 76Carburetion Type: Fuel InjectedCompression Ratio: 13.2Cooling System: LiquidCylinders: 4Engine Size (cc): 999Engine Size (ci): 61Engine Stroke: 4-StrokeEngine Type: Horizontal In-lineFuel Capacity (gal): 4.2Fuel InjectorFuel Injector Size (mm): 49Fuel Requirements: RegularStarter: ElectricStroke (in): 2.17Stroke (mm): 55.1Valve Configuration: DOHCValves: 16Valves Per Cylinder: 4Other Information:Chain GuardDecal KitDetachable Passenger SeatExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Bridgestone RS11 120/70 ZR17M/C 58WFront Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Width: 120Front Wheel Width (in): 3.5Fuel Capacity (liters): 16Ground Clearance (in): 5.1Ground Clearance (mm): 130Height (inches): 45Height (mm): 1145Length (inches): 81Length (mm): 2075Rear Tire (Full Spec): Bridgestone RS11 190/55 ZR17M/C 75WRear Tire (Inches): 17Rear Tire Aspect Ratio: 55Rear Tire Width: 190Rear Wheel Width (in): 6Seat Height (inches): 32Tube / Tubeless: TubelessTurning Radius (ft): 11.5Wet Weight (kg): 202Wet Weight (lbs): 445Wheelbase (in): 55.9Wheelbase (mm): 1420Wheels Composition: AluminumWidth (inches): 27Width (mm): 705Shift LightSpeedometerTachometerEnter this link to see more images plus all other inventory we have available: http://lyv.cc/DLHFPA27FBAFAEA464DBBB650D168074EE06C 34289624 10404994",,,,,,,,
2253,7599.0,fayar,https://fayar.craigslist.org/mcd/d/searcy-2022-suzuki-dr-400sm-in-stock/7470928950.html,2022-04-13 16:04,2022 Suzuki DR-Z 400SM IN STOCK,9,,,,,,,"Ask for: Sunrise MotorsportsPrimary Phone: (501) 268-88262022 Suzuki DR-Z 400SM Single-Cylinder 398 ccPrice: $7,599.00Enter this link to see more images plus all other inventory we have available: http://lyv.cc/WYFLZDescription:2022 Suzuki DR-Z400SMSuzuki's 2022 SuperMoto DR-Z400SM is based on the proven DR-Z400S. So it combines Supermotard style and features in a narrow, lightweight, street-legal package. This bike brings off-road soul and fun to paved roads. It's not uncommon to take the SuperMoto down a twisty forest road, around tight canyon corners, or through commuter traffic.Its 398cc, liquid-cooled, four-stroke engine provides strong low-rpm torque and crisp throttle response for any of these occasions. Key differences between the DR-Z400SM and the DR-Z400S are the inverted front fork, wide, spoke-style wheels, and 300mm diameter floating front brake rotor. The inverted fork contributes to less unsprung weight and improved overall handling, while the large brake and wider rims with high-grip tires offer an exhilarating sportbike experience.Features may include:ENGINELightweight, 398cc, DOHC, liquid-cooled, dry-sump engine produces strong, tractable power.Compact, four-valve cylinder head has 36mm intake valves, 29mm exhaust valves, narrow 28-degree included valve angle, and shim-under-bucket valve adjustment system.Simple electric starting is powered via a lightweight starter motor with an automatic mechanical decompression system.TRANSMISSIONCompact, five-speed transmission utilizes a cable-operated clutch with a separate magnesium outer cover for simplified clutch maintenance.Low-maintenance, long-life, sealed O-ring type drive chain produces minimal sounds when riding.CHASSISWide, black-anodized RK Excel aluminum rims with stainless steel spokes are fitted with sporty radial tires: 120/70-R17 front and 140/70-R17 rear.Strong braking performance is supplied by a front disc brake with a large 300mm floating-type rotor and dual-piston caliper, plus a 240mm rear disc brake with a single-piston caliper.Long travel, Showa inverted front fork is derived from the RM250 and features adjustable compression/rebound damping and a special coating on inner tube surfaces for smooth action.ELECTRICALCompact, digital instrument cluster includes speedometer, odometer, twin-trip meters with addition/subtraction capability, clock, and stopwatch functions.On-road legal lighting includes bright 60/55-watt halogen headlight, compact tail/stoplight, lightweight, rubber-mounted turn signals, and horn.ADDITIONAL12-month unlimited mileage limited warranty. Longer coverage periods with other benefits available through Suzuki Extended Protection (SEP).*A variety of Genuine Suzuki Accessories for DR-Z400SM owners are available, including a low-profile seat, cargo rack, handguard set, and a large selection of Suzuki logo apparel.Basic Information:Year: 2022Make: SuzukiModel: DR-Z 400SMCondition: NewType: StandardTitle: CleanBrakes:Front Brake: Hydraulic DiscFront Brake Diameter (in): 11.8Front Brake Diameter (mm): 300Rear Brake: Hydraulic DiscRear Brake Diameter (in): 9.5Rear Brake Diameter (mm): 240Chassis & Suspension:Frame: Aluminum / SteelFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: ShowaFront Suspension Type: Inverted ForkFront Travel (in): 10.2Front Travel (mm): 260Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 10.9Rear Travel (mm): 276Comfort:Digital InstrumentationTrip OdometerDrivetrain:Number Of Speeds: 5Primary Drive (Rear Wheel): ChainTransmission: ManualTransmission Final Drive Ratio: 2.733Transmission Gear Ratio (1): 2.285Transmission Gear Ratio (2): 1.733Transmission Gear Ratio (3): 1.375Transmission Gear Ratio (4): 1.09Transmission Gear Ratio (5): 0.863Engine:Bore (in): 3.54Bore (mm): 90Carburetor Size (mm): 36Carburetion Brand: MikuniCarburetion Type: CarburetorCarburetorCompression Ratio: 11.3Cooling System: Liquid / AirCylinders: 1Engine Size (cc): 398Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Single-CylinderFuel Capacity (gal): 2.6Fuel Requirements: RegularNumber Of Carburetors: 1Starter: ElectricStroke (in): 2.44Stroke (mm): 62.6Valve Configuration: DOHCValves: 4Valves Per Cylinder: 4Other Information:Decal KitEngine Case GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsHeel GuardsSide CoverRear FenderStandStand Type: KickTail BagSafety:HeadlightHeadlight Type: HalogenRearview MirrorsSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop 120/70 R17 M/C 58HFront Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 120Front Wheel Width (in): 3.5Fuel Capacity (liters): 10Ground Clearance (in): 10.2Ground Clearance (mm): 260Height (inches): 47Height (mm): 1200Length (inches): 87Length (mm): 2225Rear Tire (Full Spec): Dunlop 140/70 R17 M/C 66HRear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: HRear Tire Width: 140Rear Wheel Width (in): 4.5Seat Height (inches): 35Tube / Tubeless: TubedTurning Radius (ft): 8.5Wet Weight (kg): 146Wet Weight (lbs): 321Wheelbase (in): 57.5Wheelbase (mm): 1460Wheels Composition: AluminumWidth (inches): 33Width (mm): 855SpeedometerEnter this link to see more images plus all other inventory we have available: http://lyv.cc/WYFLZA27FBAFAEA464DBBB650D168074EE06C 33664783 10404963",,,,,,,,
2254,25000.0,fayar,https://fayar.craigslist.org/for/d/rogers-ducati/7470790310.html,2022-04-13 11:45,Ducati,6,,,, Ducati, Diavel,,Ducati Diavel 2020  400 miles  Just no time to ride  Bike has lots of extras call with questions I have two red one is a 2021 with 500 miles,, like new,,,,,,
2255,6200.0,fayar,https://fayar.craigslist.org/mcy/d/harrison-2021-suzuki-dr650/7470594471.html,2022-04-12 20:42,2021 Suzuki DR650,0,,,,,,,,,,,,,,,
2256,50.0,fayar,https://fayar.craigslist.org/mpo/d/bella-vista-indian-windscreen/7458188052.html,2022-04-12 06:07,Indian Windscreen,3,,,, Indian, 5455342,,"OEM Original Indian Windscreen This was removed from my new at the time, 2016 Springfield shortly after I bought it.  I no longer have the bike and had forgotten I had this until I recently came across it in my attic.  It is in Excellent condition and ready to bolt onto your hardware. This should fit all years of Springfield. This is the shield and does not include any mounting hardware.   Indian price for a new one is $479.99  Get it from me for your bike or get it from me to flip and easily double your money by selling on ebay or facebook.   Local pick up only, I will not ship. Text or phone calls only please,  show contact info  I will not respond to email or a text asking me to send a code, or reply to a personal email.  I am in NW Bella Vista just off of I49 exit 104 or I can meet you in a reasonable distance.",, excellent,,,,,,
2257,7450.0,fayar,https://fayar.craigslist.org/mcd/d/wichita-2015-harley-davidson-sportster/7470125295.html,2022-04-11 19:28,2015 Harley-Davidson Sportster XL1200C - 1200 Custom V Twin 1202,23,,,,,,,"Indian Motorcycle of Wichita Ask for: Brad or Aaron☎ (316) 453-64078205 West Kellogg Wichita, KS 67209View all our inventory : www.indianmotorcyclesofwichita.comEverybody Rides Financing Options Available! Nationwide Shipping $535 No Credit, Bad Credit, Let's Ride! Call NOW to Apply for Financing Description:2015 Harley-Davidson® Sportster® 1200 CustomThe ultimate wide-shouldered cruiser.Features May Include:Fat Front EndLeading the way for the 1200 Custom motorcycle is a fat, in-your-face front end. The thick triple clamp and beefy front tire wrapped around a 16-inch 5-spoke chrome cast wheel will not be denied. Take a look and you'll see the true custom character of a Sportster® motorcycle, but just a little fatter and a little more custom.Rear LED LightingLow profile in style, but big and bright when you need it most. The rear LED beam on the 1200 Custom motorcycle fits the contours of the rear fender perfectly, and the array of fast-acting red LED lamps grabs everyone's attention both during the day and at night. License plate mounts are slotted nearby to offer a convenient and noticeable spot for your tag.Chrome 5-Spoke Cast WheelsWhen it comes to custom, standout wheels are a must. The 1200 Custom motorcycle features brilliant chrome 5-spoke wheels that cast striking reflections wherever you go. Custom style for a custom ride.Evolution® Engine HeritageThe Evolution® engine—known in certain crowds as the Blockhead—was first bolted to the frame of a Harley-Davidson® motorcycle back in 1984. Born from legendary Shovelhead and Ironhead engines, the Evolution® engine broke new ground in displacement innovation while maintaining the hunger for power, durability and proven reliability that The Motor Company was built on.Evolution® Engine InnovationAir-cooled and durable as hell, the 1200cc Evolution® engine is yet another nod to the unwavering work ethic that drives advancements in motor technology at Harley-Davidson. Aluminum heads and cylinders lighten the load of the bike and improve air-cooling efficiency. Electronic fuel injection says goodbye to carburetors and boasts increased reliability and less routine maintenance. Bottom line: the rubber-mounted Evolution® engine runs hard and rides smooth for thousands of miles so you can just worry about taking in the freedom of the open road.Pure Harley-Davidson StylingFeast your eyes on the 1200cc Evolution® engine and there's no mistaking its roots. This is authentic Harley-Davidson style through and through with an attention to detail you won't find from any other motorcycle company. Black powder-coated cylinders and cylinder heads are topped off with chrome rocker covers, while chrome pushrods highlight the iconic V-Twin. It's a jewel machined out of metal. Pure. Dripping with power. From the classic edge of the cooling fins to the clean lines of cases and covers—the 1200c Evolution® engine makes an ironclad statement about holding on to what's right and staying true to what satisfies the rider.Foundation Brake SystemLike riding itself, you can never go too far when it comes to improving a bike’s brakes. This is why for we gave the brake system of each Sportster® model a complete overhaul designed to improve performance, fit and finish. We increased the size of the brake rotors from 292mm to 300mm and added a more powerful, stylized front caliper with 34mm pistons and stylized rear caliper to match. Other system features include an improved all-aluminum integrated rear master cylinder with reservoir, all-aluminum front master cylinder with reduced friction and higher efficiency, and stainless steel braided lines. It all adds up to more confidence on the road and more power and predictability when you squeeze the brakes.A27FBAFAEA464DBBB650D168074EE06C 31329606 10400050",,,,,,,,
2258,4700.0,fayar,https://fayar.craigslist.org/mcy/d/harrison-2007-road-star/7469892348.html,2022-04-11 11:37,2007 Road Star,2,,,,,,,"07 Road Star 1700 Silverado with 10,500 miles. Factory leather bags, 18” apes. Excellent bike runs great!",,,,,,,,
2259,1100.0,fayar,https://fayar.craigslist.org/bik/d/rogers-specialized-pitch-comp-1x/7469787351.html,2022-04-11 08:24,Specialized Pitch Comp 1x Mountain Bike - Upgraded!,8, aluminum, mountain, Medium, Specialized, Pitch Comp 1x, 27.5 in,"Specialized Pitch Comp 1x, cleaned, tuned, and ready to ride! Size Medium, for riders 5'5"" to 5'10"".  27.5"" wheels, aluminum frame, 1x drivetrain, hydraulic disc brakes. Fork and dropper have both been regularly maintained.  Upgrades: - PNW Cascade Dropper Post + Lever ($200 value) - SR Suntour Raidon Air Fork ($320 value) - Specialized Eliminator tires ($120 value) - microShift Advent 11-46T cassette ($45 value) - microShift Advent Trail Trigger Pro shifter ($30 value) - Chain guide ($35 value) - Ergon grips ($35 value)  Included extras: - Official SR Suntour fork decals, new ($25 value) - One used Specialized Ground Control tire - Stock rigid seatpost", disc (hydraulic), excellent, suspension fork (hardtail),, none, flat,,
2260,100.0,fayar,https://fayar.craigslist.org/bik/d/rogers-bike/7469673872.html,2022-04-10 19:51,Bike,0, other/unknown, other, Adult,,, other/unknown,Bike for sale,,,,,,,,
2261,1.0,fayar,https://fayar.craigslist.org/bik/d/bentonville-specialized-tarmac-e5-works/7469545877.html,2022-04-10 14:35,Specialized Tarmac E5 S-Works (2006),2, carbon fiber, road, 57cm (large), Specialized, Tarmac, 700C,"Up for sale is my 2006 Specialized Tarmac E5 S-Works from 2006 (built in 2007). I've loved this bike and its in great shape, but is been nearly 10 years since it's seen more than an annual lap around the block to re-live the glory days. Time to see if there is someone who might enjoy it as much as I did. While it's not as advanced as today's full carbon racers, it's nearly as fast and the mix of carbon and aluminum in the frame allow riders to feel connected to the road without the punishment of a full aluminum frame.  $900 but but to negotiate.  - Original owner since new (2006 model year, built up in 2007) - Specialized Tarmac E5 S-Works (carbon & aluminum) - 57 cm (I'm 6' 1'' and it fits perfect) - Great shape, no wrecks - S-works carbon stem, seat post (available), fork          - Current seat post is Easton with zero setback - Mavic cosmic elite wheels - Ultegra groupo        - rear dérailleur was replaced in 2013 for newer version that allows larger rear cassette for climbing - Selle SMP saddle - Fully maintained and ready to ride!        - Brakes, chain, cassette, bottom bracket, crank are in great shape  - The Ultegra shifters work fine but can be finicky.  - There are signs of age on the frame paint, but still a solid ""B+"" - Needs new bar tape to be top condition (I may elect to wrap) - I don't have an extra set of pedals to go with the bike, flats installed will remain with me  Thanks!",, good,,, none,,,
2262,50.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-the-mighty-spirit-of-76/7469161479.html,2022-04-09 14:02,The Mighty Spirit of ‘76,0, other/unknown, hybrid/comfort, Large,,, other/unknown,"Behold! The mighty Spirit of ‘76. Old school bike that’s solid as a rock. Bought it from a bike museum in Tulsa about 3 years ago, but I’ve come to accept that it’s just a bit small for me so it doesn’t get ridden. I am 6’6”, so I bet if you’re 6’2” or under, this will fit the bill perfectly. Pick up on Dickson St. Will include saddle bag and lock.",,,,,,,,
2263,2000.0,fayar,https://fayar.craigslist.org/wan/d/witter-iso-motorcycle-for-trade/7469061705.html,2022-04-09 11:01,ISO motorcycle for trade,6,,,,,,,"Looking to trade this 97 blazer (4wd clean title, runs and drives) for a running motorcycle, a 500cc at the least. Can’t afford to keep driving my car to town for work and a bike would help a lot , just seeing if anyone has anything Lmk!",,,,,,,,
2264,14950.0,fayar,https://fayar.craigslist.org/ctd/d/joplin-2012-mini-cooper-countryman-fwd/7469006154.html,2022-04-09 09:06,2012 MINI Cooper Countryman FWD 4dr S,16,,,,,,,"2012 MINI Cooper Countryman FWD 4dr S - $14,950  Year: 2012 Make:MINI Model:Cooper Countryman Trim:FWD 4dr S Mileage:122,567 Stock #:7045 VIN:WMWZC3C5XCWM27045 Trans:Manual Color:Pure Red Vehicle Type:Wagon State:MO Drive Train:FWD Engine:1.6L OHC 16-valve I4 VVT twin-scroll turbocharged engine  Notes ****2012 MINI COOPER S****   ****MANUAL TRANS****STOP BY X-TREME TODAY AND SEE BEAUTIFUL MINI COOPER S THAT JUST ARRIVED. THIS MINI IS SUPER SHARP AND SUPER CLEAN. THIS CAR IS A MUST SEE IN PERSON, IT IS READY TO GO AND COMES WITH THE FOLLOWING OPTIONSLEATHER SEATSPOWER WINDOWSPOWER LOCKSPOWER MIRRORSKEY LESS ENTRYCRUSESTEERING WHEEL CONTROLSPREMIUM STEREOBLUE TOOTH PARK ASSISTPREMIUM BLACK WHEELSTHIS MINI COMES SERVICED MISSOURI SAFETY INSPECTED AND ALSO COMES WITH A 3 MONTH/ 3,000 MILE WARRANTY. GIVE US A CALL TODAY AT 417-673-4264 WITH ANY QUESTIONS OR TO SCHEDULE A TEST DRIVE TODAY. WE OFFER EXCELLENT FINANCING OPTIONS AND ALSO ACCEPT ALL TRADES.  Vehicle Options Rear SpoilerRear Window DefoggerTire Pressure Monitor(2) front cup holders(3) 12V pwr outlets1-part center utility rail -inc: (2) snap-in cupholders, eyeglass case, iPod cradle1.6L OHC 16-valve I4 VVT twin-scroll turbocharged engine3-point seat belts for all positions -inc: auto pretensioners, belt limiter4-wheel anti-lock brakes (ABS)Advanced crumple zonesAir scoopBattery misconnection alarmBlacked-out grilleBody color bumpers -inc: brake cooling ductsCarbon Black, interior colorClimate controlled glove boxCornering brake control (CBC)Crash sensor -inc: fuel cutoff, activate hazard lights & interior lights, doors unlockElectronic brake force distribution (EBD)Engine start/stop buttonFloor matsFront air bags w/passenger sensorFront fog lightsFront passenger knee airbagFront seat-mounted side-impact air bagsFront seatback storage pocketsFront sun visors w/illuminated vanity mirrorsFront wheel driveFront/rear grab handles in headlinerFront/rear side curtain air bagsFully electronic throttle controlHalogen headlightsHD radioInstrumentation -inc: tachometer, center-mounted speedometer, date/timeLATCH child seat anchorsLighting -inc: front map/reading, LED waterfall lighting, footwell lights, color adjustable ambient lighting w/night modeMacPherson independent front suspensionMulti-link rear suspensionOn-board computer -inc: outside temp, average fuel consumption & speed, trip computer, rangePerformance suspensionPwr windows -inc: one-touch up & downRear child safety door locksRear mounted bike rack prepRear window wiperRoof railsRun-flat tiresSatellite radio -inc: (1) year subscriptionSide impact door beams w/interlocking anchoring systemSide sun visor for driverSpeed-sensitive electric pwr steeringSport button -inc: accelerator & steering programsStainless steel foot pedalsToggle switch instrument controlsTop hinged tail gateTwin-pipe exhaust system-inc: chrome coversVentilated front & solid rear disc brakes  X-Treme PowerSports SALES 1301 S Madison Webb City MO 64870 BatchID: 6P9RMZYA31ID: 18655287",,,,,,,,
2265,12450.0,fayar,https://fayar.craigslist.org/mcd/d/wichita-2014-harley-davidson-dyna-fxdb/7461506260.html,2022-03-22 11:38,2014 Harley-Davidson Dyna FXDB - Street Bob V Twin 1689.5 cc,0,,,,,,,,,,,,,,,
2266,7800.0,fayar,https://fayar.craigslist.org/mcy/d/bentonville-2021-drz400sm/7468882129.html,2022-04-08 20:08,2021 DRZ400sm,6,,,,,,,"2021 Drz400SM Aprox. 1950miles that will continue to go up. Bike has been very well maintained, never trail ridden. Currently has SM set up but i do have offroad rims and tires to go with. This bike has the JD jet kit installed, full yoshimura carbon exhaust, 3x3 mod and tuned correctly. It rides out better than any 5 gear bike ive ever rode. I have all the stock parts that will go with the purchase.   Current after markets include: Zeta hand guards with intregated turn signals Fender eliminator kit Foot pegs  Clutch and brake handles  Exhaust Jet kit Crank covers KTM head Iight and cowl (no wiring cut for this retrofit) Graphics kit  Asking 7800 firm, dont need to sell. 4seven9 Twosixthree71twotwo",,,,,,,,
2267,16950.0,fayar,https://fayar.craigslist.org/mcd/d/wichita-2020-ktm-super-adventure-1290-v/7468829493.html,2022-04-08 17:44,2020 KTM Super Adventure 1290 S V Twin 1301 cc,24,,,,,,,"Indian Motorcycle of Wichita Ask for: Brad or Aaron☎ (316) 453-64078205 West Kellogg Wichita, KS 67209View all our inventory : www.indianmotorcyclesofwichita.comEverybody Rides Financing Options Available! Nationwide Shipping $535 No Credit, Bad Credit, Let's Ride! Call NOW to Apply for Financing Description:2020 KTM 1290 Super Adventure SUNRIVALLED PERFORMANCEWhether it's cracking the throttle wide open out of an exhilarating asphalt corner, or braking hard while tipping it into a gravel turn, pushing the laws of physics is what the KTM 1290 SUPER ADVENTURE S is made for. Its combination of incredible horsepower and torque and a mere 215 kg (474 lbs) dry weight is kept in check by the most advanced electronics in the world of motorcycling. All you have to do is focus on the road ahead and hold on tight, while enjoying every twist and turn as you push further and further.Features may include:ENGINE & EXHAUSTEach adventure is a true test of rider and machine. With a proven track record in the Dakar Rally, the toughest adventure of them all, KTM has gained the know-how to produce reliable powerplants that deliver top performance across a wide range of terrain. Whether you intend on pushing further, harder or more often, the compact and lightweight engines powering the KTM ADVENTURE range are built to take you to new extremes, and beyond.CHASSISWith its ultra-lightweight tubular trellis frame, a high-strength, die-cast, open-lattice swingarm and top-quality WP Suspension components, the KTM 1290 SUPER ADVENTURE S offers outstanding stability and control in any situation. Keeping asphalt lovers in mind, the KTM 1290 SUPER ADVENTURE S is fitted with a 19-inch wheel up front and 17-inch at the rear, while excellent braking power is ensured thanks to world-renowned market leader BREMBO.ERGONOMICS & COMFORTThe KTM 1290 ADVENTURE S has several adjustable features to enhance rider comfort, including seat and handlebar options. With lessons learned from KTM's Dakar Rally success, its performance-oriented, long-distance ergonomics were designed with comfort and control in mind.BODYWORK & GRAPHICSThe KTM 1290 ADVENTURE S is built to endure the most challenging long adventures - and it looks the part. The bike's graphics and bodywork reflect KTM ADVENTURE spirit and hint at the extreme performance you'll experience when you ride this ADVENTURE machine.SOFTWARE & ELECTRONICSThe KTM 1290 SUPER ADVENTURE S provides you with all the information you need and allows you to precisely channel the performance to suit the terrain, the conditions and your riding mood. Even when you're pushing to extend your boundaries, KTM's combination of the most advanced software and electronics allows you to maximize the thrill factor out on any ride. Its racy looks and performance are matched only by the ease-of-use that modern electronics offer. All you have to do is focus on the horizon - and chase it down.A27FBAFAEA464DBBB650D168074EE06C 32366432 10393136",,,,,,,,
2268,30.0,fayar,https://fayar.craigslist.org/bop/d/bella-vista-bike-helment-lazer-sport/7468645255.html,2022-04-08 11:51,Bike Helment - Lazer Sport - Checkered Red Helmet,0,,,,,,,,,,,,,,,
2269,2500.0,fayar,https://fayar.craigslist.org/bik/d/bella-vista-touring-bike-waterford-1900/7468630846.html,2022-04-08 11:27,Touring Bike - Waterford 1900,0,,,,,,,,,,,,,,,
2270,200.0,fayar,https://fayar.craigslist.org/bik/d/rogers-diamondback-clarity-womens/7466488073.html,2022-04-08 10:38,Diamondback Clarity Womens Hybrid Bike,4, aluminum, hybrid/comfort," 15""", Diamondback, Clarity, 700C,"Women's Diamondback clarity size small. Great hybrid bike for the greenways and bike paths or even for light gravel. The bike is currently rolling on 700x32 Kenda tires but I will include 32c Panaracer Gravel King tires if interested.  Highlights: Shimano Altus shifting, aluminum frame, ergonomic grips, new saddle with Ritchey seatpost.   Thanks for looking.",,, none (rigid),,,,,
