,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,num image,text,bicycle frame material,bicycle type,frame size,wheel size,part type,serial number,suspension,brake type,handlebar type,electric assist,size / dimensions
5628,20900.0,cosprings,https://cosprings.craigslist.org/for/d/model-land-for-sale-41-acres-pinon-pine/7472276613.html,2022-04-16 20:20,"LAND FOR SALE, 41 ACRES, PINON PINE TREES, JUNIPERS, ATV TRAILS",,,,12,"PRICE: $20900  This property is located in the rolling hills a few miles southeast of the tiny town of Delhi, between Trinidad and La Junta . It is 41.59 acres, and has pinon pine trees, junipers, and grassland with good soil. It would be a great spot for a cabin, country home or camping on weekends. It is very quiet and peaceful. One well can be drilled here and since this property is at least 35 acres, the water from the well can be used to irrigate up to an acre (Colorado law), and can be used for livestock as well as household use. The views here are great.  I have good cell phone coverage here, but it may depend upon your carrier.  If you like to ride ATVs or dirt bikes, this would be the perfect place for them with many miles of hills and trails open to them. The climate is nice here year-round, and the snow tends to melt quickly in the winter.  The pictures were taken in March of 2022.  There is a decent road to the property year round.  It's a little bumpy, but just about any vehicle can make it easily including large campers.  You can hunt on your own property here, and wildlife are plentiful.  Title: Buyer will receive a General Warranty Deed providing clear title and title insurance paid for by the seller. The closing will be handled by a local title company.    show contact info      Please call since the craigslist email relay doesn't always go through.  IF YOU VISIT THE PROPERTY, PLEASE PRINT THESE DIRECTIONS, AND THE MAP OR AERIAL PHOTO TO TAKE WITH YOU.  Directions from the tiny town of Delhi, Colorado:   Go 4 miles southwest on Highway 350 to the town of Houghton. Turn left (south) on County Road 133.8 (aka Pipeline Road) and go 1.35 miles to County Road 78.9. Turn left and go about 2.4 miles to the end of the road. Turn left and go about 5.0 miles to the turn to the left.  Turn there and immediately turn right on the old road going north.  Go about 0.3 miles to the southeast corner of the property which lies on the right side of the road. The property is to the left (west) and north of there.  All corners are marked with stakes and orange tape.  Go left there (west) for about 1/4 mile to the southwest corner.  The north corners are about 1/4 mile to the north of those close to the fence.",,,,,,,,,,,
5629,65.0,cosprings,https://cosprings.craigslist.org/bop/d/colorado-springs-bike-carrier/7472269259.html,2022-04-16 19:38,Bike Carrier, excellent, Rhode Gear, 4 Bike,5,"4 bicycle carrier, with built in hitch adapter for standard  2"" or 1.25"" receiver. Vertical bar breaks to allow rear hatch doors to open w/o removing bikes.",,,,,,,,,,," 32""tall x 16""w x 24"" projection"
5630,45.0,cosprings,https://cosprings.craigslist.org/bop/d/colorado-springs-24hr-bicycle-tune-ups/7468869117.html,2022-04-16 17:44,24hr Bicycle Tune-Ups & Repair,,,,0,"Bicycle Tune-Ups , Used Bikes & Parts Basic tune up service with 24hr turn around Handle all other types of service offer pick up and drop off service email for price quote on services other than the basic tune up see 2nd pic for what is included in a basic tune up",,,,,,,,,,,
5631,35.0,cosprings,https://cosprings.craigslist.org/spo/d/tune-up-your-bicycle/7459874993.html,2022-04-16 17:00,TUNE UP YOUR BICYCLE,,,,6,"24 hour turn around or less. Drop off or mobile bicycle repair.  Professional service, full tune ups, 40 point inspection includes, cleaning, brake/shifter, headset, bottom bracket adjustments,  front; rear wheel truing plus overall safety check for - $65. This type of tune ups costs well over $150 in most shops. Complete overhauls tune up plus new cable housing and inner wire, re grease or replace sealed bearings in hubs, headset,  crankset $100 plus parts needed. Wheel truing - $10 - $15, wheel builds - $65. Front or rear suspension fluid and seals $50 plus parts. Single speed, BMX and cruiser style bikes $35 -$45.  Full suspension frame bearing replacement $75, you provide bearings. New bike in a box assembly includes full tune $75 $15 pre purchase inspection before you buy a used bike. In business since 1988, former bike shop owner/mechanic.  All work is guaranteed. 970-six three three - 2054",,,,,,,,,,,
5632,65.0,cosprings,https://cosprings.craigslist.org/mpo/d/colorado-springs-hauling-motorcycles/7466142472.html,2022-04-16 17:00,Hauling  Motorcycles,,,,2,Hauling your motorcycles here in town or outside of the city limits. Trailering for non-running or project bikes. Call for quote.,,,,,,,,,,,
5633,3750.0,cosprings,https://cosprings.craigslist.org/bik/d/colorado-springs-specialized-diverge/7472215647.html,2022-04-16 16:36,Specialized Diverge Expert 54cm- Di2 Ultegra 2x 11 Speed Gravel Bike,, Specialized,,18,"Specialized Diverge Expert 54cm- Di2 Ultegra 2x 11 Speed Gravel Bike Roval.   Only selling because I only ride mountain bikes now and this has seen no use the last couple years. Bike has less than 1500 miles total on it and is in perfect shape.   Brand: Specialized  Model: Diverge Expert  Year: 2016 (components are newer, frame was built up in late 2017)  Frame Size: 54cm  ————————————————————  Parts Spec:  Frame/Fork: FACT 11r Carbon | 12 x 100mm Front / 12 x 142mm Rear Spacing Thru Axle | rear seat stay and front fork have flexible “Zertz” insert for better ride quality  Wheelset: Roval Control SCS Superlight carbon, tubeless front and rear, 21.5 mm internal width 27mm outer width rims, Conti Grand Prix 4 season tires, 32mm wide, great shape plenty of miles left  Tires: Continental Grand Prix 4 seasons, tubeless, 32mm wide (frame and fork can fit 40-42mm wide gravel tires no problem).  Note- purchase also includes another complete spare wheel set with cassette and rotors, they are specialized Axis 4.0 Asym, alloy wheel set (21 mm internal width). Has 30mm Speciailzied Robouix road tires mounted ready to ride  Rotors: ShimanoIce Tech RT900 | 160mm front and rear with new ice tech pads  Brakes: Shimano Dura-Ace RS785 Hydraulic Discs | Flat Mount  Handlebars: Specialized alloy bar with new Lizzardskin wrap  Stem: ControlTech Estro MTX, carbon fiber, 80mm length, +- 5 degrees  Shifters: Shimano Ultegra Di2  Crankset: Shimano Ultegra 50/34 tooth chain rings, 172.5mm arms  Bottom Bracket: CeramicSpeed PF4630  Chain: Shimano Dura-Ace | 11 Spd  Front Derailleur: Shimano Ultegra DI2  Rear Derailleur: Shimano Ultegra DI2  Cassette: Shimano Ultegra, 11 speed, | 11-32t  Seatpost: Specialized Fact carbon fiber w/ flex link for comfort  Saddle: Selle Italia X0 gel with ti rails  Charger: DI2 Included  Handlebar mounted DI2 controller- Shimano display (I believe the MT8000 model), allows for Bluetooth connectivity and control of all Di2 settings via the E-tube app. Can do synchronized shifting and other drivetrain features. Very cool!!!  Charging Port: Shimano RS910 (on handlebar)  Weight: TBD  Note- bike will NOT include the pedals, titanium water cages, LED lights or saddle bag as seen in pictures.  I will ship using either a professional local bike shop to package or Bikeflights.com", carbon fiber, gravel, 54cm Medium, 700C,,,,,,,
5634,50.0,cosprings,https://cosprings.craigslist.org/spo/d/colorado-springs-bike-rack/7472167754.html,2022-04-16 14:25,Bike Rack, like new, Swiss Cargo,,0,"Bike rake.  Swiss Cargo.  Can hold four bikes.  Heavy-duty.  Asking $50 or make good offer.  Text me at: 719-foursixfour-2551.  If you are reading this, the rack is still available",,,,,,,,,,,
5635,8000.0,cosprings,https://cosprings.craigslist.org/mcy/d/colorado-springs-moto-guzzi-1973-v7/7472139354.html,2022-04-16 13:19,Moto Guzzi 1973 V7 Sport Parts With Pictured 850T Bike,,,,3,"Moto Guzzi 1973 V7 Sport Parts With Pictured 850T Bike Complete 1975 850T as pictured. Can be used as a parts bike for the 73' V7 Sport project. For sport have engine case with most parts, frame, seat, front hub, pipes, 2 sets of mufflers and other miss. parts. No side covers or gas tank  Have good titles for both bikes",,,,,,,,,,,
5636,32498.0,cosprings,https://cosprings.craigslist.org/rvd/d/23ft-lite-bunk-trailer-dinette-slide/7472136260.html,2022-04-16 13:13,"23ft LITE Bunk Trailer - Dinette Slide, Solar, Htd Tnks, Sleeps 6",,,,0,,,,,,,,,,,,
5637,120.0,cosprings,https://cosprings.craigslist.org/bik/d/colorado-springs-trek-jet-bike-16/7466593649.html,2022-04-16 10:30,"Trek Jet Bike- 16""", like new, Trek, Jet,6,"Trek Jet Bike- 16"". Perfect CLEAN Condition. Sharp looking bike! No scratches to speak of except a few here and there. Guaranteed for a lifetime. This bike will outlast your son, his brothers or sisters, your nephews, and the neighbors kids if you let them. Only sold at bicycle stores. Made sturdy to withstand your son and his active lifestyle. Scratches and the like but nothing bad at all. Coaster brake. Tires have all their tread and hold air. Seat has no rips. Ages 4-7 Years. Retail is $240 for the Newer Style at Bicycle Village.  Please resist the urge to buy a bike for your child to grow into. That theory doesn't work. Quality children's bikes are made with your child's size in mind. The cranks are sized for a child's size at the time. No matter if you lower the seat, the crank size doesn't change. The weight is for their size now, not their size in 2 years. If you want your child to love the sport, buy a bike for their size range NOW, not in 2 years. How can your child pedal a bike that weighs more than they do?  Trek's Dialed technology means this bike is made for a child, not a small adult. Dialed seat means it's made for a child's smaller bum. Dialed pedals means they are smaller for a child's smaller feet. Coaster brake.  Frame 16"" Dialed frame size, high-tensile steel Fork Dialed 16"", high-tensile steel 16"" Dialed frame size Steel front hub, coaster brake rear hub, alloy rims Tires Bontrager Dialed 16x1.75"" Drivetrain Crank Dialed 3.5"" length, 26T Pedals Dialed 1/2"", platform Saddle Dialed 16"" size, padded Handlebar Dialed 16"" size Stem Quill, two bolt Headset Adjustable ball bearing", aluminum, bmx," 16""", 16 in,,, none (rigid), coaster, bmx,,
5638,95.0,cosprings,https://cosprings.craigslist.org/bop/d/colorado-springs-crank-brothers-egg/7472049157.html,2022-04-16 10:26,"Crank Brothers Egg Beater 2 and Titanium Pedals, 3 pairs",, Crank Brothers, Egg Beater,0,"Collection of Crank Bros Egg Beater pedals, $40 OBO. Stop moving pedals between bikes! Includes three pairs:  - current model Egg Beater 2, very low miles, excellent condition - last gen Egg Beater Ti, red highlights, high miles, fair condition (bearings great, spring tension getting low) - last gen Egg Beater Ti, gold highlights, low miles, great condition  See more ads by this user, deals considered on purchases of multiple items.",,,,, pedals,,,,,,
5639,29.0,cosprings,https://cosprings.craigslist.org/bop/d/colorado-springs-wellgo-rc-713-clipless/7467808316.html,2022-04-16 10:16,Wellgo RC-713 Clipless Pedals w. cleats Shimano SPD Compatible, excellent, Wellgo, RC713,2,"Wellgo RC-713 Clipless Road Bike Pedals. Shimano SPD Compatible, package includes a Set of Cleats. Low profile aluminum body with single side weight saving design, 9/16"" spindle with sealed bearing. Suitable for Road Bikes, Spin Bike, Exercise Bikes and all indoor Bikes with 9/16"" axles. ~~~~~~~~~ Features ~~~~~~~~~ Body : Aluminum Spindle : 9/16 Cr-Mo Bearing : Sealed Size : 3.1"" x 2.5"" x 1.1"" / 79.8 * 65.3 * 27.9 mm Weight : 310 g/pair",,,,, pedals,,,,,,
5640,220.0,cosprings,https://cosprings.craigslist.org/mpo/d/colorado-springs-motorcycle-carrier/7472022379.html,2022-04-16 09:33,Motorcycle Carrier 600lb, new,,,5,"Selling this excellent condition Motorcycle carrier.   Used only 2 times, but I no longer have a need for it.   This thing is SOLID  600lb weight capacity so it can hold just about any bike.  Includes a nicely stowed ramp, 4 tie down points, and a wheel lock to keep your bike in place.  Perfect for E-bikes, motorcycles, bicycles or anything.  It comes with all parts and the owners manual.",,,,,,,,,,,
5641,10.0,cosprings,https://cosprings.craigslist.org/bop/d/colorado-springs-saris-bike-crossbar/7472011982.html,2022-04-16 09:12,Saris Bike Crossbar Adapter,,,,0,Selling an adjustable bike bar adapter to load bikes onto a rack.,,,,,,,,,,,
5642,155.0,cosprings,https://cosprings.craigslist.org/bik/d/colorado-springs-trek-mystic-16-fully/7460264562.html,2022-04-15 23:24,"Trek Mystic 16"" Fully Loaded", excellent, Trek, Mystic Loaded,11,"So your little girl wants a bike, get her a quality bike for the cost of a cheaply made Walmart bike. A gently used Trek Mystic 16"" single speed Bike with all the bells and whistles. A Beautiful Lilac Purple with a trek basket and all the safety pads. A Super Nice Blke!!! Specs: 2016 Trek Mystic 16"" Girl's Kids Bicycle // Purple. Condition Gently Used. Specifications Brand: Trek, Model: Mystic 16 Loaded.  Frame Material/Construction: High tensile steel, 16"" Dialed frame size, Fork: High tensile steel, Weight: 22.3lbs. Components: Headset: 1"" Adjustable ball bearing, Brakes: Coaster, Handlebar: Dialed 16"" size, steel Stem: Quill, Seatpost: Steel, Saddle: Dialed 16"" size, padded.  Front Hub: Bolt-On 28h, Rear Hub: Bolt-On 28h, Rims: Stainless Steel 16"", Front Tire: Knobby 16x2.125, Rear Tire: Knobby 16x2.125.  Drivetrain: Crankset: Dialed 3.5"", 26T, Cassette: 19t cog, Chain: KMC. Added accessories - Full chainguard, padded - Stem & Handlebars and a Front basket. Instructions for buying - Please Do Not Approach Me with Scams (why waste both of our time), No Sending for the bike, no codes, ect. - You will need to see it! No scams - can you send me a code - No!!, I don't do business with thieves!! Cash is the payment! I am trust worthy and expect you to be. Email or texts only (if it looks suspicious I report it and only respond if the authorities want me to). ***I'm happy to take Reasonable offers,*** I price these where you can ride a couple of years and sell for the same, I go through all aspects of the bikes operations. Come Enjoy the outdoors, the beauty of our area and get some exercise. Have a Great Day and Blessings unto you!!", steel, kids, Girls Bike, 16 in,,, none (rigid), coaster, riser, none,
5643,4500.0,cosprings,https://cosprings.craigslist.org/mpo/d/colorado-springs-2009-husqvarna-te-610/7471883795.html,2022-04-15 20:10,2009 Husqvarna TE 610,,,,0,,,,,,,,,,,,
5644,55000.0,cosprings,https://cosprings.craigslist.org/rvs/d/colorado-springs-2018-custom-promaster/7471763904.html,2022-04-15 14:28,2018 custom Promaster high top camper van,,,,8,"Back on market: Check out this 2018 Ram 2500 139WB Extended custom built camper with 33303 miles. Body is in perfect condition. Turn key and ready to head out for your next adventure.  We’ve traveled in this van on and off for the last 2 years and have had some amazing road trips in all kinds of weather. The van is well insulated and tolerates cold very well. There's a ton of storage space which is great for longer trips. There is room for bikes, skis, climbing gear, etc inside. The space in the extended body 139WB is a big plus to hold all your camping and adventure needs. The van averages 17 mpg.fully loaded.  Features include: ● 300w Solar Panels ● 2 Lynx 12 V 120Ah Lithium deep cycle batteries (added these lithium batteries just last year, easily run outlets, lights, fridge, coffee maker, water pump and small appliances) ● Renogy solar battery monitor. ● Renogy Commander 40 Amp 12V/24V MPPT Controller ● 1000W inverter ● Dometic CFX-40 fridge ● LED cabin lights, several outlets and USB ports. ● Rear ceiling exhaust fan ● Water pump and sink/ faucet with 7gal fresh water / 7 gal gray water tanks ● Back- up camera. Dash cam recorder (Remington V1- 4K Ultra HD) ● All required maintenance done. ● Full size spare tire. ● Tempurpedic and comfy queen bed with IKEA bedding ● Privacy black out curtains and full windshield sun visor. ● Passenger seat can swivel to face cabin area.  We are traveling outside the US for the next few years and don’t want to let this sit unused. It’s been such a fun and reliable camper for us! It fits in regular parking lot spaces and it’s easy to stealth in this gal. We’re including a number of bonus items with your purchase of the van if you want them (price is the same with or without additional items):  Coleman two burner stove Mr. Buddy Propane heater Air compressor for tires (we learned typical air hoses at gas stations can’t fill these big tires and this compact little beauty does a great job!) Wood ax and saw Removable seat back multi-pocket gadget holder Collapsible step Insulated sun visor Other misc gear we’ve found to make camping easier.",,,,,,,,,,,
5645,26500.0,cosprings,https://cosprings.craigslist.org/cto/d/fountain-2016-odyssey-se-with-dvd-and/7471711557.html,2022-04-15 12:41,2016 Odyssey SE with DVD and Vacuum,,,,23,"Selling our 2016 Odyssey with just under 94000 miles, mostly highway. Mechanically sound. We bought it new and have done all the maintenance, with documentation, including: Full synthetic oil changes by a master ASE tech every 3000-4000 miles, which is well under recommendation  Tune-up done and fluids just flushed and changed Timing belt just changed by Mike Maroone Honda It has a new battery and new brakes K & N air filter New tires Hitch installed, with wiring Rear Power, AC converter and a/v hookups  It has lots of features including: Smart Remote Start professionally installed Remote keyless entry with 2 key fobs, push button start  Rear DVD with bluetooth headphones with front or rear control and remote Vacuum Cleaner-works great! OE Honda Roof  Rack professionally installed Satellite, Pandora and XM radio Backup camera and right blind spot camera sunshade screens for middle seats Rear seats stow or use rear area for cargo--very spacious, comes with cargo net Rear heat/ac with separate controls in center seating Fabric seats/upholstery, carpet in great shape with no tears or major stains Bluetooth setup, voice command  It does have a few minor cosmetic flaws including: Front hood and roof have some hail damage Minor knicks and scuffs throughout Rear bumper has a dent/divot that you have to get underneath to see The interior trim has some minor scratches and scuffs, especially in the trunk area from hauling around kids gear and bikes, etc., most of which are unnoticeable from inside the vehicle.  Asking 23,500 OBO Cash only, serious inquiries only please text seven one 9 two 3 one 1 one o eight",,,,,,,,,,,
5646,7100.0,cosprings,https://cosprings.craigslist.org/mcd/d/colorado-springs-2003-ducati-999-super/7471556559.html,2022-04-15 07:41,2003 Ducati 999  Super sport bike,,,,8,"SALE PENDING! Car and motorcycle company is offering this great low mile 2003 Ducati 999 sport bike  fresh motul oil change belts done by previous owner, new tires this week. the bike has upgraded Termignoni Carbon fiber  full Exhaust system and it sounds Really Good!   the bike has just had a full oil and filter service and a new front tire installed ready for spring riding! Fuel injected fast and fun.  please contact Colorado car and motorcycle company  phone or text is the quickest , also please check out our website for other bikes we have in stock.",,,,,,,,,,,
5647,100.0,cosprings,https://cosprings.craigslist.org/pts/d/monument-yakima-ski-and-bike-roof-rack/7463357901.html,2022-04-15 07:24,Yakima ski and bike roof rack,,,,0,"Older but functional Yakima roof rack. Has mounts for 2 bikes on one side, and mounts for your skis on the other side. Also has a deflector on the front. Unfortunately I don't have the keys anymore but I'm pretty sure you can purchase replacement keys online. This was previously installed on a 1993 Chevy Suburban.  It's been in the shed for a while so sorry for the dust.  I will NOT ship, local pickup only, cash only.",,,,,,,,,,,
5648,35.0,cosprings,https://cosprings.craigslist.org/sgd/d/colorado-springs-rexpid-broadheads/7471521675.html,2022-04-15 05:39,REXPID BROADHEADS, new, REXPID, NURI,3,"BOWHUNTERS EDGE IS PROUD TO REPRESENT REXPID AND THEIR LINE OF SHOOT LIKE  FIELD TIP BROADHED LINE.  NEVER BEFORE HAS THERE BEEN A BROADHEAD THAT FLYS AS ACCURATELY S REXPID BROADHEADS ND THEY ARE BSOLUTELY DEVASTATING BOTH FIXED BLADES AND EXPANDABLES. TOTALLY NEW DESIGNS ND TECHNOLOGY..CHECKN THEM OUT ON LINE AND GET YOUR TODY AT BOWHUNTERS EDGE  THE NURI IS CURRENTLY ARE BEST SELLER..GREAT ENTRY AND EXITS HOLES AND SUPER ACCURATE DEVASTATING BROADHEAD PIERCING FLESH AND BONES MULTIPLE HARVESTS IN 2019 BY OUR CUSTOMER USING THESE AMAZING BROADHEADS   EXCLUSIVELY AT BOWHUNTERS EDGE ARCHERY, COLORADO'S PREMIER BOWTECH/DIAMOND AUTHORIZED DEALER. CALL AND ASK FOR ROB OR STEVE TODAY.  ASK ABOUT OUR MILITARY AND VETERAN'S DISCOUNT PROGRAM!!!  BOWHUNTERS EDGE 3812 E PIKES PEAK AVE STE 217 COLORADO SPRINGS, COLORADO 80909 719-597-7774 (N.E CORNER OF PIKES PEAK AND ACADEMY BLVD)  VISIT US ON THE WEB AT bowhuntersedge.com  VISIT US ON FACEBOOK AT BOWHUNTERS EDGE COLORADO SPRINGS FACEBOOK    The Best Bows are Made not by Hoyt, Mathews, Bear, PSE, Diamond, Martin, Prime, Quest, Mission, Obsession, Struthers, Elite, but are made for the Best Archers By BOWTECH and are offered in colorado springs and southern colorado by BOWHUNTERS EDGE,home to the best archery equipment and bows in colorado springs! ""We Refuse To Follow"" HUNTING, FISHING, ATV, ARCHERY, FIREARMS, GUNS, HORSES MOUNTAIN BIKES, FOUR WHEEL DRIVE TRUCKS..IF YOU CAN DO THESE YOU CAN SHOOT A BOW. SPEED BOW, FAST BOW. THE BEST BOW ON THE MARKET. IF YOU ARE A BRONCOS FAN WE EVEN HAVE LONG BOWS, RECURVE BOWS, COMPOUND BOWS, ARROWS, RELEASES AND MORE, VAPOR TRAIL, PRO V REXPID, NURI",,,,,,,,,,,
5649,399.0,cosprings,https://cosprings.craigslist.org/sgd/d/colorado-springs-diamond-infinite-305/7471521551.html,2022-04-15 05:38,DIAMOND INFINITE 305, new, DIAMOND, INFINITE 305,0,"THE NEW DIAMOND INFINITE 305, THE NEWEST BOW IN A THE INFINITE SERIES , THE BEST SELLING BOW IN AMERICA.  IDEAL FOR BEGINNERS AND YOUTH, AS IT IS DESIGNED TO GROW WITH THE SHOOTER. The leader in ease of use, versatility and adjustability now features premium performance, that other bows can’t touch at a price too good to pass up. As with the entire Edge Series, the adjustability of the Edge 320 makes it the perfect bow for the beginning and experienced archer alike, with the ease of tunability that only the Synchronized Binary Cam System offers. Looking for a little extra punch? The Edge 320 generate 320 FPS of game-stopping power to take on any hunting challenge.  The Edge 320 is the only choice for premium performance without the shot to your wallet.  SPECS DRAW LENGTH - 15-31” DRAW WEIGHT - 7-70 LBS SPEED - 320 FPS BRACE HEIGHT - 7 1/4” AXLE TO AXLE - 32” MASS WEIGHT - 3.6 LBS EFFECTIVE LET-OFF - 85%     The Best Bows are Made not by Hoyt, Mathews, Bear, PSE, Diamond, Martin, Prime, Quest, Mission, Obsession, Struthers, Elite, but are made for the Best Archers By BOWTECH and are offered in colorado springs and southern colorado by BOWHUNTERS EDGE,home to the best archery equipment and bows in colorado springs! ""We Refuse To Follow"" HUNTING, FISHING, ATV, ARCHERY, FIREARMS, GUNS, HORSES MOUNTAIN BIKES, FOUR WHEEL DRIVE TRUCKS..IF YOU CAN DO THESE YOU CAN SHOOT A BOWRecurves, Long Bows, Compound Bows , strings, releases and bows for Bronco fANS, USED COMPOUND BOWS, INFINITE 320",,,,,,,,,,,
5650,159.0,cosprings,https://cosprings.craigslist.org/sgd/d/colorado-springs-vapor-trail-pro-arrow/7471521245.html,2022-04-15 05:36,VAPOR TRAIL PRO V ARROW REST, new, VAPOR TRAIL, PRO V,0,"BOW HUNTERS EDGE SPECIAL EDITION VAPOR TRAIL PRO V ARROW REST IS BY FAR OUR BEST SELLING ARROW REST AND IN 2017 IT GOT EVEN BETTER WITH THE INTRODUCTION OF VAPOR TRAILS NEW SHAG PAD ARROW HOLDER  New for 2018 is a streamlined universal main bracket for added strength and rigidity. We also incorporated a newly contoured bumper for increased noise reduction and longevity.  The Limb Driver Pro-V climbed it's way to the top of list, winning the Bowhunting World Reader's Choice GOLD Award for 2014 and SILVER in 2015. Our customers have spoken. Now it's your turn find out what all of our customer's are talking about.  The Pro-V revolutionized the archery industry by becoming the first ever limb driven rest with a full-capture option, an adjustable spring tension, and free-floating launcher arm. By supporting the arrow for 70% of the shot cycle, the Pro-V allows the arrow to reach the speed needed to stabilize itself before being pulled away, adding an obvious increase in accuracy and performance, especially downrange. During this support, the free-floating launcher arm and adjustable spring-tension pair up allowing the archer to fine-tune the performance even further to their liking   BOWHUNTERS EDGE SPECIAL EDITION VAPOR TRAIL PRO V AVAILABLE IN COLORADO SPRINGS EXCLUSIVELY AT BOWHUNTERS EDGE ARCHERY, COLORADO'S PREMIER BOWTECH/DIAMOND AUTHORIZED DEALER. CALL AND ASK FOR ROB OR STEVE TODAY.  ASK ABOUT OUR MILITARY AND VETERAN'S DISCOUNT PROGRAM!!!  BOWHUNTERS EDGE 3812 E PIKES PEAK AVE STE 217 COLORADO SPRINGS, COLORADO 80909 719-597-7774 (N.E CORNER OF PIKES PEAK AND ACADEMY BLVD)  VISIT US ON THE WEB AT bowhuntersedge.com  VISIT US ON FACEBOOK AT BOWHUNTERS EDGE COLORADO SPRINGS FACEBOOK    The Best Bows are Made not by Hoyt, Mathews, Bear, PSE, Diamond, Martin, Prime, Quest, Mission, Obsession, Struthers, Elite, but are made for the Best Archers By BOWTECH and are offered in colorado springs and southern colorado by BOWHUNTERS EDGE,home to the best archery equipment and bows in colorado springs! ""We Refuse To Follow"" HUNTING, FISHING, ATV, ARCHERY, FIREARMS, GUNS, HORSES MOUNTAIN BIKES, FOUR WHEEL DRIVE TRUCKS..IF YOU CAN DO THESE YOU CAN SHOOT A BOW. SPEED BOW, FAST BOW. THE BEST BOW ON THE MARKET. IF YOU ARE A BRONCOS FAN WE EVEN HAVE LONG BOWS, RECURVE BOWS, COMPOUND BOWS, ARROWS, RELEASES AND MORE, VAPOR TRAIL, PRO V",,,,,,,,,,,
5651,1199.0,cosprings,https://cosprings.craigslist.org/sgd/d/colorado-springs-2022-eva-shockey-gen/7471520519.html,2022-04-15 05:32,2022 EVA SHOCKEY GEN 2,, BOWTECH, EVA SHOCKEY GEN 2,4,"PREMIUM LADIES’ BOW, DEADLOCK TECHNOLOGY, AND EVA SHOCKEY…SINCE WE’RE NAME DROPPING.  It’s everything that makes Bowtech bows the most accurate in the world, and then some. No ladies bow on the market even comes close. Designed in conjunction with its namesake, the new Eva Shockey Signature Series Gen II is smooth, hard-hitting, deadly accurate, and weighs in at a mere 3.9 pounds; thanks to its feather-light, yet rock-solid riser. With the addition of the most reliably accurate cam system in the world, it has no equal.  Dead Lock Cams: Not only the quickest and simplest way to achieve perfect arrow flight, but the surest way to maintain it. Just move the cams left or right on the axles with a turn of a screw to position all the energy directly behind the arrow. Then lock it down for permanent, repeatable accuracy…all with a smooth-as-silk draw and outstanding speed.  Dead Lock Pocket: Dead Lock limb pockets lock every component in the entire bow structure as one for the most rigid, accuracy-producing platform possible.	  Dead Lock Cable Containment: The reduced torque translates to added forgiveness and dramatically enhanced shot-to-shot consistency.  Clutch Performance Grip: The most comfortable modular grips on the market are engineered to reduce torque while increasing comfort. Our low-profile Clutch grip comes standard. The Clutch Control grip is available for purchase separately. Both grips are available in 4 popular colors.	  Orbit Dampener: Significantly reduces all felt vibration while offsetting the weight of additional accessories.  Color Finishes  Black ,Flat Dark Earth, Smoke Grey, Mossy Oak,  Breakup Country    SPECIFICATIONS AXLE-TO-AXLE        30"" BRACE HEIGHT         7"" IBO SPEED                 323 FPS DRAW LENGTH         23.5 - 28.5"" FULLY ADJUSTABLE DRAW WEIGHT      40, 50,  OR 60 LBS MASS WEIGHT        3.9 LBS  ONLY AT  BOWHUNTERS EDGE 3812 E PIKES PEAK AVE COLORADO SPRINGS, COLO 809090 COLORADO'S PREMIER BOWTECH/ DIAMOND AUTHORIZED DEALER AND THE NUMBER 1 SELLING BOWTECH DEALER IN THE SOUTHWEST UNITED STATES  719-5907-7774  The Best Bows are Made not by Hoyt, Mathews, Bear, PSE, Diamond, Martin, Prime, Quest, Mission, Obsession, Struthers, Elite, but are made for the Best Archers By BOWTECH and are offered in colorado springs and southern colorado by BOWHUNTERS EDGE,home to the best archery equipment and bows in colorado springs! ""We Refuse To Follow"" HUNTING, FISHING, ATV, ARCHERY, FIREARMS, GUNS, HORSES MOUNTAIN BIKES, FOUR WHEEL DRIVE TRUCKS..IF YOU CAN DO THESE YOU CAN SHOOT A BOWRecurves, Long Bows, Compound Bows , strings, releases and bows for Bronco fANS, ZION",,,,,,,,,,,
