,Price,Location,URL,Date,Title,num image,text,condition,make / manufacturer,model name / number,bicycle frame material,bicycle type,brake type,electric assist,frame size,handlebar type,suspension,wheel size,size / dimensions,serial number,part type
34,1699.0,auburn,https://atlanta.craigslist.org/atl/snd/d/lebanon-kids-dirt-bikes-and-go-karts-at/7470781238.html,2022-04-13 12:24,Kids Dirt Bikes and Go karts at Woodstock ACE Hardware store,15,"Welcome to ACE HARDWARE in Woodstock come on down to see our new line of dirt bikes and go karts . We have been serving our customers for 25 years! We Offer Financing from 5 Years to 90 Days same as cash.  Not Only have we developed our own brand, WE HAVE PARTS. We spent the Last 4 Years Developing our Dirt Bike Line. From 70cc 110cc 125cc 250cc  Affordable FUN XTR 110 MINI PIT BIKE is an awesome, fully automatic dirt bike perfect for kids and youth! With no clutch to wrestle, little ones can start building riding skills without having to shift! This Mini Pit Bike is powered by a low-maintenance, 4-stroke 110cc engine that produces over 8 horsepower and is capable of moving loads of over 132 pounds.  A smaller frame and low 25 inch seat height keep this motorcycle small enough for kids to maneuver easily while the off-road knobby tires and full suspension mean it can easily handle rugged terrain on the trails. Front and rear disc brakes provide supreme control and excellent stopping power. Electric start. Choice of several colors    Store Hours -  The Helpful Place Daniel Ace Hardware 115 Colony Center Dr Woodstock, GA 30188 Come visit us online @ http://www.acehardware.com/mystore/index.jsp?store=03885&cid=localstore03885  Accepted Payment Methods: Debit Card Sunday	 	11:00 AM	 – 	5:30 PM Monday	 	8:00 AM	 – 	6:00 PM Tuesday	 	8:00 AM	 – 	6:00 PM Wednesday	 	8:00 AM	 – 	6:00 PM Thursday	 	8:00 AM	 – 	6:00 PM Friday	 	8:00 AM	 – 	6:00 PM Saturday	 	8:00 AM	 – 	6:00 PM    Affordable FUN XTR 110 MINI PIT BIKE is an awesome, fully automatic dirt bike perfect for kids and youth! With no clutch to wrestle, little ones can start building riding skills without having to shift! This Mini Pit Bike is powered by a low-maintenance, 4-stroke 110cc engine that produces over 8 horsepower and is capable of moving loads of over 132 pounds. A smaller frame and low 25 inch seat height keep this motorcycle small enough for kids to maneuver easily while the off-road knobby tires and full suspension mean it can easily handle rugged terrain on the trails. Front and rear disc brakes provide supreme control and excellent stopping power. Electric start. Choice of several colors  Wheelbase 41.33 inches Dirt Bike Dimensions L60 x W29 x H38 inches Height to seat 32 inches Min ground clearance 9 inches Carton Dimensions L53 x W15 x H26 inches  NOT FOR SALE IN STATE OF CALIFORNIA - NOT CARB APPROVED  Average delivery time for most of the nation: 7-10 business days after ordering. Have questions before you decide? Call us at 714.888.5114 or text 714.888.5114 ... licensed dealer offering local pickup or shipping nation wide.     FIANACING ON APPROVED CREDIT.  turbopowersports com 24/7 in stock now.  ORDER NOW AT 714-888-5114 ORDER, Financing OAC AS LOW 3.9 APR  California Number 1 on line dealer turbopowersports.com Dirt bikes and ATVs for all ages. We're the largest Chinese brand dealer in California selections of colors and type of dirt bikes and ATVS . Affordable Fun Need gifts for your kids? we have the 49cc 70cc 110cc Vespa, Moped, Motorcycle, Motor Scooter, Scooter, Scooters Motorized Bicycle, Pre-Owned Scooters, Piaggio Scooters, Genuine Scooters, Vespa Scooters, moped, vespa scooter, piaggio scooter, aprilia scooter, motoguzzi, bsa, Norton, royal enfield, triumph Bonneville, triumph thruxton, genuine buddy scooter, genuine stella scooter, genuine blur scooter, kymco like scooter, kymco super 8 scooter, kymco agility scooter, kymco people scooter, sym wolf 150, sym hd 200 hd200, sym fiddle scooter lance cali classic scooter, lance Havana scooter, lance pch scooter, lance cabo scooter, Honda ruckus scooter, Honda elite scooter, Honda grom scooter, Yamaha zuma scooter, Yamaha riva scooter, Yamaha vino scooter, café racer, royal enfield, Suzuki gsxr gsx r , Honda cbr, ysr, Honda rebel 250, 50cc scooter moped, 125cc scooter moped, 250cc scooter moped, tao tao scooter, tank scooter, bms scooter, flyscooter flyscooters, znen scooter, ssr motorsports, ssr scooter, Italian scooter, electric scooter, electric moped, trike, three wheel scooter, sprint scooter, vespa p200, stella scooter, mini bike, pit bike, dirt bike, endure bike, zero motorcycle, scooter Genuine Buddy, Stella, Vespa, Honda, Yamaha, Piagio, Vino, Ruckus 50 125 SYM, Vespa, Buddy, Scooter, Scooter repair, Classic, 250, 150,Genuine Scooter service LX PX Rally, Lambretta, Motorcycle, Scooter, Training, Lessons, Classes, Course, Instruction, School, Los Angeles, M1, DMV, Honda, Rebel, Nighthawk, CB, 250, CB250, 300, CB300, 350, CB350, Suzuki, GS, GN, 125, GS250, GN125, GN250, Kawasaki, Ninja, Eliminator, Vulcan, 500, EN500, Yamaha, Star, Sym, Vespa, Piaggio, Kymco, Aprilia, Buddy, PCX, Metropolitan, Benelli, Peugeot, Hyosung, Zuma, Majesty, Ducati Honda Harley Davidson Zuma Metropolitan Scooter Vespa Kawasaki Suzuki Ruckus Panigale Yamaha YCFR1 CBR GXR 49CC 50CC 125CC 149CC 150CC ATV PIT BIKE GO KART GROM pocketbike pocketbikes pocket bike pocket bikes Super Bike Dirt Bike dirtbike superbike xr xr50 50cc 70cc 90cc 100cc 110cc 125cc 150cc Pit Bike pitbikes Honda Yamaha Go Cart GoCart GOPED ,DIRT BIKE,DIRT, MINI BIKE, POCKET BIKE, YSR, GOKART, 50, STUNT BIKE, STUNT, SICK BIKE, SDG,BBR ATV crf50 crf Chopper Min  Are you looking for a discounted Scooter in *San Diego* *Redlands* *El Cajon* *Riverside* *San Bernardino* *Moreno Valley* *Corona* *Chino* Ontario* *Rancho* *Cucamongo* *Rialto* *Fontana* *Hemet* *Palm Springs* *Morongo Valley* *Yucca Valley* *Palm Desert* *Desert Hot Springs* *Apple Valley* *Coasta Mesa* *Pomona* *Anaheim* *Irvine* *Long Beach* *Torrance* *Los Angeles* *Santa Monica* *Pasadena* *Chula Vista* *Carlsbad* *Chula Vista* *Coronado* *Del Mar* *El Cajon* *Encinitas* *Escondido* *Imperial Beach* *La Mesa* *Lemon Grove* *National City* *Oceanside* *Poway* *San Diego* *San Marcos* *Santee* *Solana Beach* *Vista* Escondido* Carlsbad* our special deals on our scooters will save you from having to drive as far to get a great deal. Susanville, Sacramento, clovis, grass valley,Stockton, Plattsburg, Pittsburgh, Overton Nevada,",,,,,,,,,,,,,,
35,949.0,auburn,https://dothan.craigslist.org/snd/d/arlington-new-atvs-dirt-bikes-go-karts/7470658481.html,2022-04-13 05:50,New ATVs | Dirt Bikes |Go-Karts Golf Carts Scooters & More Sale !!!!!!,18,"FREE SHIPPING! Only at 360Powersports.com  CALL NOW 469-217-7070  SHOP OUR IN-STOCK ITEMS TODAY!   https://www.360powersports.com/in-stock/  360 Powersports is your one-stop-shop Atvs, dirt bikes, go-karts, scooters, utvs, side by side.  TAKING CARE OF BUSINESS ONE CUSTOMER AT A TIME!     Use this code at check out to save $25 Buy1Save25     HUGE SALE ON ALL PRODUCTS!!  Free shipping right to you!   Fast & Financing With Flexible Monthly Payments!     WE ALSO OFFER FULLY ASSEMBLED AND TESTED SERVICE AT A ADDITIONAL COST. WE HIGHLY RECOMMEND YOU GET IT FULLY ASSEMBLED AND TESTED SO WHEN YOU RECEIVE YOUR UNIT YOU JUST GAS & GO.      ATVS 110cc Beginner ATVs - $949 125cc Kids Mid-Size ATVs - $1299 Adult ATVs - starting at $1999  Dirt Bikes Kids Dirt Bikes starting at $399.95  Mid size Dirt Bikes starting at $929 Full-Size Dirt Bikes - starting at $1309  Go-Karts & UTVs Kids Go-Kart - starting at $1379 Adult GoKarts & UTVs starting at $2649  Golf carts (Gas)  Gas Powered Golf Carts starting at $6250     Golf carts (Electric)   Electric golf Carts starting at $7950  360 Powersports is one of the nation’s largest power sports dealers across the USA. We are the HIGHEST RATED online dealer on Google and many other rating platforms! We are NOT the lowest dirt cheap price on the internet and nor do we strive to be. When purchasing a vehicle with us you will get value and customer service including our 360 Care, Tech Support, assigned Rep, fast delivery, and more! We carry all parts and all products come with industry-leading warranties! Most of our products come with speed governors, remote kill switches, factory-tested & heat-cycled engines, and much more!   **Fast 5-10 Day Shipping Right To You Free shipping!      Shop Now At www.360Powersports.com To Receive The Best Customer Service At The Lowest Prices  OR Call Us At 469-217-7070 To Place Your Order!     Keywords: MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, cazador, electric golf carts , enforcer golf carts",,,,,,,,,,,,,,
36,90.0,auburn,https://atlanta.craigslist.org/nat/bik/d/marietta-bike-rack-for-four-bikes/7470398508.html,2022-04-12 14:08,Bike Rack for four bikes,0,Fits two inch receiver hitch. Heavy duty. Made by Thule., good, Thule, Four Bike, other/unknown, other, none, none, any, other/unknown, none (rigid), 27 in,,,
37,1400.0,auburn,https://atlanta.craigslist.org/atl/bik/d/atlanta-2trek-road-bikes-56cm-105/7470342870.html,2022-04-12 12:30,2trek Road bikes 56cm 105 component/,3,Two Trek Road bike 56cm Full shimano 105 components! 1400 for both. Or 800 a Peace call or text kevin  show contact info  ASAP !!! Making room for a New Bike, excellent,,, carbon fiber, road, caliper, none, 56cm, drop, none (rigid), 700C,,,
38,300.0,auburn,https://gadsden.craigslist.org/bik/d/boaz-mini-motor-bikes/7468381848.html,2022-04-07 18:07,Mini motor bikes,6,"Very lights used, can go down to $250 per bike", like new, Real tree, Unknown, other/unknown, other, other/unknown, other," 54 cm, medium", other/unknown, other/unknown, other/unknown,, Unknown,
39,2295.0,auburn,https://montgomery.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468137140.html,2022-04-07 09:58,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.", new, Cyberbike,,,,,,,,,,,,
40,140.0,auburn,https://atlanta.craigslist.org/sat/bik/d/newnan-haro-bikes/7468080538.html,2022-04-07 08:42,Haro Bikes,7,"Haro Bikes Nyquist new tires, 4130 tube frame.",,,, other/unknown, bmx,,,,,,,,,
41,150.0,auburn,https://atlanta.craigslist.org/eat/bop/d/clarkston-two-vintage-bikes-great/7467642361.html,2022-04-06 08:54,Two Vintage Bikes Great Condition,4,"Two nice and well-maintained bikes for you and yours. Price is firm, cash only, and please serious inquiries only.", excellent,,,,,,,,,,,,,
42,1.0,auburn,https://atlanta.craigslist.org/atl/bik/d/atlanta-multiple-bikes-for-sale/7467199720.html,2022-04-05 08:38,Multiple bikes for sale,3,"multiple bikes for sale -  cannondale R600 (60cm) - $300 (good condition -probably need new tires) adult cruiser - schwinn $35 (needs tires) 2 kids bikes - novara pixie, nishiki $20 each (needs brakes fixed)",,,, aluminum, road,,, 60cm,,, 700C,,,
43,1299.0,auburn,https://atlanta.craigslist.org/atl/snd/d/lebanon-kids-dirt-bikes-and-go-karts-at/7467041280.html,2022-04-04 18:10,Kids Dirt Bikes and Go karts at Woodstock ACE Hardware store,24,"Welcome to ACE HARDWARE in Woodstock come on down to see our new line of dirt bikes and go karts . We have been serving our customers for 25 years! We Offer Financing from 5 Years to 90 Days same as cash.  Not Only have we developed our own brand, WE HAVE PARTS. We spent the Last 4 Years Developing our Dirt Bike Line. From 70cc 110cc 125cc 250cc  Affordable FUN XTR 110 MINI PIT BIKE is an awesome, fully automatic dirt bike perfect for kids and youth! With no clutch to wrestle, little ones can start building riding skills without having to shift! This Mini Pit Bike is powered by a low-maintenance, 4-stroke 110cc engine that produces over 8 horsepower and is capable of moving loads of over 132 pounds.  A smaller frame and low 25 inch seat height keep this motorcycle small enough for kids to maneuver easily while the off-road knobby tires and full suspension mean it can easily handle rugged terrain on the trails. Front and rear disc brakes provide supreme control and excellent stopping power. Electric start. Choice of several colors    Store Hours -  The Helpful Place Daniel Ace Hardware 115 Colony Center Dr Woodstock, GA 30188 Come visit us online @ http://www.acehardware.com/mystore/index.jsp?store=03885&cid=localstore03885  Accepted Payment Methods: Debit Card Sunday	 	11:00 AM	 – 	5:30 PM Monday	 	8:00 AM	 – 	6:00 PM Tuesday	 	8:00 AM	 – 	6:00 PM Wednesday	 	8:00 AM	 – 	6:00 PM Thursday	 	8:00 AM	 – 	6:00 PM Friday	 	8:00 AM	 – 	6:00 PM Saturday	 	8:00 AM	 – 	6:00 PM    Affordable FUN XTR 110 MINI PIT BIKE is an awesome, fully automatic dirt bike perfect for kids and youth! With no clutch to wrestle, little ones can start building riding skills without having to shift! This Mini Pit Bike is powered by a low-maintenance, 4-stroke 110cc engine that produces over 8 horsepower and is capable of moving loads of over 132 pounds. A smaller frame and low 25 inch seat height keep this motorcycle small enough for kids to maneuver easily while the off-road knobby tires and full suspension mean it can easily handle rugged terrain on the trails. Front and rear disc brakes provide supreme control and excellent stopping power. Electric start. Choice of several colors  Wheelbase 41.33 inches Dirt Bike Dimensions L60 x W29 x H38 inches Height to seat 32 inches Min ground clearance 9 inches Carton Dimensions L53 x W15 x H26 inches  NOT FOR SALE IN STATE OF CALIFORNIA - NOT CARB APPROVED  Average delivery time for most of the nation: 7-10 business days after ordering. Have questions before you decide? Call us at 714.888.5114 or text 714.888.5114 ... licensed dealer offering local pickup or shipping nation wide.     FIANACING ON APPROVED CREDIT.  turbopowersports com 24/7 in stock now.  ORDER NOW AT 714-888-5114 ORDER, Financing OAC AS LOW 3.9 APR  California Number 1 on line dealer turbopowersports.com Dirt bikes and ATVs for all ages. We're the largest Chinese brand dealer in California selections of colors and type of dirt bikes and ATVS . Affordable Fun Need gifts for your kids? we have the 49cc 70cc 110cc Vespa, Moped, Motorcycle, Motor Scooter, Scooter, Scooters Motorized Bicycle, Pre-Owned Scooters, Piaggio Scooters, Genuine Scooters, Vespa Scooters, moped, vespa scooter, piaggio scooter, aprilia scooter, motoguzzi, bsa, Norton, royal enfield, triumph Bonneville, triumph thruxton, genuine buddy scooter, genuine stella scooter, genuine blur scooter, kymco like scooter, kymco super 8 scooter, kymco agility scooter, kymco people scooter, sym wolf 150, sym hd 200 hd200, sym fiddle scooter lance cali classic scooter, lance Havana scooter, lance pch scooter, lance cabo scooter, Honda ruckus scooter, Honda elite scooter, Honda grom scooter, Yamaha zuma scooter, Yamaha riva scooter, Yamaha vino scooter, café racer, royal enfield, Suzuki gsxr gsx r , Honda cbr, ysr, Honda rebel 250, 50cc scooter moped, 125cc scooter moped, 250cc scooter moped, tao tao scooter, tank scooter, bms scooter, flyscooter flyscooters, znen scooter, ssr motorsports, ssr scooter, Italian scooter, electric scooter, electric moped, trike, three wheel scooter, sprint scooter, vespa p200, stella scooter, mini bike, pit bike, dirt bike, endure bike, zero motorcycle, scooter Genuine Buddy, Stella, Vespa, Honda, Yamaha, Piagio, Vino, Ruckus 50 125 SYM, Vespa, Buddy, Scooter, Scooter repair, Classic, 250, 150,Genuine Scooter service LX PX Rally, Lambretta, Motorcycle, Scooter, Training, Lessons, Classes, Course, Instruction, School, Los Angeles, M1, DMV, Honda, Rebel, Nighthawk, CB, 250, CB250, 300, CB300, 350, CB350, Suzuki, GS, GN, 125, GS250, GN125, GN250, Kawasaki, Ninja, Eliminator, Vulcan, 500, EN500, Yamaha, Star, Sym, Vespa, Piaggio, Kymco, Aprilia, Buddy, PCX, Metropolitan, Benelli, Peugeot, Hyosung, Zuma, Majesty, Ducati Honda Harley Davidson Zuma Metropolitan Scooter Vespa Kawasaki Suzuki Ruckus Panigale Yamaha YCFR1 CBR GXR 49CC 50CC 125CC 149CC 150CC ATV PIT BIKE GO KART GROM pocketbike pocketbikes pocket bike pocket bikes Super Bike Dirt Bike dirtbike superbike xr xr50 50cc 70cc 90cc 100cc 110cc 125cc 150cc Pit Bike pitbikes Honda Yamaha Go Cart GoCart GOPED ,DIRT BIKE,DIRT, MINI BIKE, POCKET BIKE, YSR, GOKART, 50, STUNT BIKE, STUNT, SICK BIKE, SDG,BBR ATV crf50 crf Chopper Min  Are you looking for a discounted Scooter in *San Diego* *Redlands* *El Cajon* *Riverside* *San Bernardino* *Moreno Valley* *Corona* *Chino* Ontario* *Rancho* *Cucamongo* *Rialto* *Fontana* *Hemet* *Palm Springs* *Morongo Valley* *Yucca Valley* *Palm Desert* *Desert Hot Springs* *Apple Valley* *Coasta Mesa* *Pomona* *Anaheim* *Irvine* *Long Beach* *Torrance* *Los Angeles* *Santa Monica* *Pasadena* *Chula Vista* *Carlsbad* *Chula Vista* *Coronado* *Del Mar* *El Cajon* *Encinitas* *Escondido* *Imperial Beach* *La Mesa* *Lemon Grove* *National City* *Oceanside* *Poway* *San Diego* *San Marcos* *Santee* *Solana Beach* *Vista* Escondido* Carlsbad* our special deals on our scooters will save you from having to drive as far to get a great deal. Susanville, Sacramento, clovis, grass valley,Stockton, Plattsburg, Pittsburgh, Overton Nevada,",,,,,,,,,,,,,,
44,1234.0,auburn,https://atlanta.craigslist.org/nat/mcy/d/dallas-low-mileage-vintage-bikes/7466408144.html,2022-04-03 10:29,LOW MILEAGE VINTAGE BIKES,14,"1. 1985 Suzuki Cavalcade 1400 with 52K miles. Cleaned and ploshed, new battery, rear airshocks rides like a dream all stock clear title.  $2355.00  2  1978 Honda GL1000 Goldwing with 62K miles.  New battery, new electronic ignition, new front and rear tires, new front brake master cylinder, polished wheels and motor, new plugs, new oil and filter. Beautiful bike bill of sale.  SOLD  3.  1975 Honda GL1000 Goldwing with 20K miles. New battery, new front brake master cylinder, new OEM seat, new exhaust, new front and rear brakes, rebuilt rear brake master cylinder, polished chrome and aluminum, rebuilt and synced carbs. Bike sounds awesome, clear title.  SOLD  4, 1980 Honda CB650 Custom with 17K miles. New battery, new front brake master cylinder, new seat cover, beautiful instrument cluster, new front and tear tires, new oil and filter, polished motor, 4 into one exhaust, rebuilt and synced carbs. Bike is a little loud...can not get the carbs right.  Bill of sale.  $1585.00",,,,,,,,,,,,,,
45,20.0,auburn,https://atlanta.craigslist.org/nat/bop/d/atlanta-new-bikemate-computers-in/7464767806.html,2022-04-02 11:25,2 New Bikemate Computers in Clamshell works on all bikes!,3,"I got these for my wife and I and then ended up not using them. They work on Road bikes, mountain bikes, and hybrids.  show contact info",,,,,,,,,,,,,,
46,1600.0,auburn,https://atlanta.craigslist.org/atl/mcd/d/atlanta-dirt-bikes-125cc-17-tires/7465778109.html,2022-04-01 16:19,"Dirt Bikes 125CC  17"" Tires",0,,,,,,,,,,,,,,,
47,1095.0,auburn,https://atlanta.craigslist.org/atl/snd/d/norcross-atv-go-karts-wheelers-dirt/7465638820.html,2022-04-01 11:45,"ATV , Go Karts, 4 Wheelers, Dirt bikes, Dune Buggy, Scooters , Toys",0,,,,,,,,,,,,,,,
48,150.0,auburn,https://atlanta.craigslist.org/nat/bik/d/marietta-cool-retro-bikes/7453188313.html,2022-04-01 09:32,COOL Retro bikes,0,I have 3 pair of his/hers retro bicycles plus a few other very cool bikes that I refurbish(not restore) for fun. call Glenn for more information or test ride...770-565-610six.  Schwinns...Raleighs...Nishikis...1 Fuji....etc...from $150 to $350  Over 30 bikes to choose from...all sizes...cruisers and drop bars..a few mtb bikes too.,, all makes,, steel, other,,, All sizes,,, 27 in,,,
49,325.0,auburn,https://bham.craigslist.org/bik/d/pelham-hybrid-bikes/7464789998.html,2022-03-30 10:19,Hybrid Bikes (2),3,"Good condition, bought and maintained by Cahaba Cycle, Oak Mountain location Always garaged, between Rails-to-Trails trips   Vintage Giant Iguana, Hybrid, (2000) - Hard tail, rigid forks, spring seat tube - Shimano components, 21-gear - 26 X 2.00 wheels; new, low mileage Bondrager 2” tires/tubes - Seat tube length: 16” (frame), chromo - Rear package carrier, with included trip bag, Bell  Vintage, Specialized Hard Rock, Hybrid (2003) - Hard tail, rigid forks - Shimano components, 21-gear, recent chain - 26 X 2.00 wheels; new, low mileage Bondrager 2” tires/tubes - Seat tube length: 16” (frame), chromo",,,, alloy, mountain,,, 16 inch,,, 26 in,,,
50,275.0,auburn,https://atlanta.craigslist.org/nat/bik/d/cumming-ns-bikes-holy/7464473067.html,2022-03-29 14:29,NS Bikes Holy,0,Like new condition. It may have a single mile of use on it. Great trials bike!,, NS Bikes, Holy, other/unknown, other,,, Medium,,, other/unknown,,,
51,175.0,auburn,https://atlanta.craigslist.org/nat/atq/d/winder-antique-bikes/7452044726.html,2022-03-28 11:14,Antique Bikes,7,2 vintage/ Antique Bikes. $175 each or will trade for small utility trailer or possibly woodworking tools. Complete (hard to find) restorable condition. No dents! Rims are straight! Has some rust (mostly surface) but not heavy rust!, good,,,,,,,,,,,,,
52,250.0,auburn,https://atlanta.craigslist.org/atl/bik/d/atlanta-nearly-new-kids-bikes/7463737252.html,2022-03-27 18:16,2 Nearly New Kids Bikes,2,"This is a rare bike. A real road bike for kids. As light and well-equipped as a starter racing bike for adults, the Ace 24 is perfect for the little speed demon in your family.  What the bike does have is 14 speeds, quality wheels and brakes and cool styling. The Ace 24 will work pretty well for most kids in the 8 to 12 year age range.  With 24″ wheel, reduced length cranks, a narrow handlebar, and small-size brake levers, this bike will fit just right. With an another Atlanta summer coming up, you can make some great use out of these bikes. $250 each or $400 for both, the blue one is a bit bigger, but both are in great condition.", like new, Fuji, Ace 24, other/unknown, kids,,, unknown, other/unknown, none (rigid), 24 in,, F1068892,
53,25.0,auburn,https://atlanta.craigslist.org/nat/bik/d/peachtree-corners-bell-bike-carrier-for/7463641286.html,2022-03-27 14:28,Bell bike carrier for two bikes,0,"Only used a few times - excellent condition.  Honest, reliable seller!",,,, other/unknown, other,,, N/A,,, other/unknown,,,
54,1499.0,auburn,https://atlanta.craigslist.org/nat/hab/d/buford-expresso-go-bikes/7463407473.html,2022-03-26 20:16,expresso GO bikes,2,MSRP $4299 Sale $1499  Commercial grade   Better than peloton   Interactive   6 month warranty,,,,,,,,,,,,,,
55,300.0,auburn,https://atlanta.craigslist.org/nat/bik/d/cumming-bikes/7451751190.html,2022-03-26 11:38,2 Bikes,0,,,,,,,,,,,,,,,
56,200.0,auburn,https://dothan.craigslist.org/mpo/d/dothan-want-to-buy-scooters-dirt-bikes/7462076225.html,2022-03-23 16:19,WANT TO BUY SCOOTERS & DIRT BIKES,4,Im looking to buy old or newer scooters (& dirt bikes) that run or do not run . Parts scooters or complete scooters (AND DIRT BIKES) that just need work or restoring.. will to pay fair prices depnding on what or how many you have .. if you have something please call/text me at the number in the picture .,,,,,,,,,,,,,,
57,300.0,auburn,https://columbusga.craigslist.org/bik/d/phenix-city-bikes/7461605554.html,2022-03-22 15:50,4 bikes,0,I have 4 bikes 2 are cruisers 2 are regular bikes I can post pictures if message me,,,, other/unknown, cruiser,,, Unknown,,, other/unknown,,,
58,200.0,auburn,https://dothan.craigslist.org/bik/d/marianna-bikes/7461266160.html,2022-03-21 18:33,3 bikes,0,Three mountain bikes needs a little work $200 obo,,,, alloy, mountain,,, None,,, 25 in,,,
59,950.0,auburn,https://atlanta.craigslist.org/atl/mpo/d/atlanta-2009-yamaha-vino/7472979295.html,2022-04-18 20:04,2009 Yamaha Vino,6,Real Yamaha Vino Classic. THIS IS NOT A CHEAP JAPANESE BIKE...THIS IS A COLLECTOR BIKE. This bike typically goes for $1400 but I'm selling it for ONLY $950. I sale bikes. This is the last one! DON'T MISS OUT! PHONE CALLS ONLY. IF YOU ARE NOT SERIOUS DO NOT CALL, good,,,,,,,,,,,,,
