,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,brake type,handlebar type,condition,make / manufacturer,model name / number,size / dimensions,part type,year manufactured,electric assist,suspension,serial number
5343,450.0,yubasutter,https://yubasutter.craigslist.org/snw/d/rio-oso-coleman-ct-100u/7468758520.html,2022-04-08 13:15,Coleman CT 100U,,,,,0,,,,,,,,,,,,
5344,300.0,yubasutter,https://yubasutter.craigslist.org/trb/d/williams-old-flatbed-utility-trailer/7468616181.html,2022-04-08 08:59,OLD FLATBED UTILITY TRAILER,,,,,3,"OLD FLATBED UTILITY TRAILER - $300  Easy puller, Pulls super easy,  Solid Sturdy Heavy duty axle Factory built steel Made in America ATV trailer, equipment trailer, tiny house Haul ATV's or anything 5 1/2 x 8 1/2 For dump runs, hauling, landscaping, parades etc... Needs tire repair  Trailer is located in Williams, CA  TRAILER CAN BE DELIVERED FOR A FEE  Call or text  KEYWORDS: TRAILERS, DUMP TRAILER, DUMP TRAILERS, DUMP, EQUIPMENT HAULER, EQUIPMENT HAULERS, EQUIPMENT, HAULER, HAULERS, EQUIPMENT MOVER, EQUIPMENT MOVERS, CAR HAULER, CAR HAULERS, CAR MOVER, CAR MOVERS, CAR, CARS TILT TRAILER, TILT TRAILERS, TILT CAR HAULER, TILT CAR MOVER, TILE EQUIPMENT HAULER, TILT EQUIPMENT MOVER, TILT, CARGO TRAILER, CARGO TRAILERS, CARGO HAULER, CARGO HAULERS, CARGO, UTILITY TRAILER, UTILITY TRAILERS, UTILITY, TOY HAULER, TOY HAULERS, TOY, HAULER, MOVER, MOTORCYCLE TRAILER, MOTORCYCLE TRAILERS, MOTORCYCLE HAULER, MOTORCYCLE HAULERS, ENCLOSED TRAILER, ENCLOSED TRAILERS, OPEN TRAILER, OPEN TRAILERS, ENCLOSED, OPEN, FLAT DECK, FLAT DECK, DOVE TAIL, DOVETAIL, DECK OVER, DECKOVER, SINGLE AXLE, DOUBLE AXLE, TANDEM AXLE, DUAL AXLE, SINGLE AXLES DOUBLE AXLES, TANDEM AXLES, DUAL AXLES, PASSPORT, TRANSPORT, EDGE, FLEX, TRAILER PART, TRAILER PARTS, PART, PARTS, BALL MOUNT, BALL, MOUNT, TRAILER HITCH, HITCH, HITCH PIN, HITCH PINS, HITCHES, RECEIVER, RECEIVERS, COUPLER, COUPLERS GRAVEL, DIRT, ROCK, ROCKS CAR, BIKE, BIKES, TRACTOR, TRACTORS, LANDSCAPE, LANDSCAPING, BUSINESS, SERVICE, SERVICES WELD, WELDED, WELDING, FIX, FIXING, FIXED, WHEEL, WHEELS, TRAILER WHEELS, TRAILER WHEEL, TIRE, TIRES, TRAILER TIRE, TRAILER TIRES, AXLE, AXLES, TRAILER AXLE, TRAILER AXLES, FENDER, FENDERS, TRAILER FENDER, TRAILER FENDERS, LIGHT, LIGHTS, TRAILER LIGHT, TRAILER LIGHTS, LOCK, LOCKS, TRAILER LOCK, TRAILER LOCKS, TOW, TOWING, TRAILER TOWING, TOWING TRAILERS, WIRE, WIRES, TRAILER WIRE, TRAILER WIRING, TRAILER WIRES, WIRE HARNESS, TRAILER WIRE HARNESS, BRAKES, BRAKE ADAPTER, BRAKE ADAPTERS, BRAKE CONTROLLER, BRAKE CONTROLLERS, CONTROLLER, BRAKE, CARGO TRAILER, CARGO TRAILERS, CARGO HAULER, CARGO HAULERS, CARGO, UTILITY TRAILER, UTILITY TRAILERS, UTILITY, TOY HAULER, TOY HAULERS, TOY, HAULER, MOVER, MOTORCYCLE TRAILER, MOTORCYCLE TRAILERS, MOTORCYCLE HAULER, MOTORCYCLE HAULERS, ENCLOSED TRAILER, ENCLOSED TRAILERS, OPEN TRAILER, OPEN TRAILERS, ENCLOSED, OPEN, FLAT DECK, FLAT DECK, DOVE TAIL, RECEIVERS, COUPLER, COUPLERS GRAVEL, DIRT, ROCK, ROCKS CAR, BIKE, BIKES, TRACTOR, TRACTORS, LANDSCAPE, LANDSCAPING, BUSINESS, SERVICE, SERVICES WELD, WELDED, WELDING, FIX, FIXING, FIXED, WHEEL, WHEELS, TRAILER WHEELS, TRAILER WHEEL, TIRE, TIRES, TRAILER TIRE, TRAILER TIRES, AXLE, AXLES, TRAILER AXLE, TRAILER AXLES, FENDER, FENDERS, TRAILER FENDER, TRAILER FENDERS, LIGHT, LIGHTS, TRAILER LIGHT, TRAILER LIGHTS, LOCK, LOCKS, TRAILER LOCK, TRAILER LOCKS, TOW, TOWING, TRAILER TOWING, TOWING TRAILERS, WIRE, WIRES, TRAILER WIRE, TRAILER WIRING, TRAILER WIRES, WIRE HARNESS, TRAILER WIRE HARNESS, BRAKES, BRAKE ADAPTER, BRAKE ADAPTERS, BRAKE CONTROLLER, BRAKE CONTROLLERS, CONTROLLER, BRAKE TRANSPORT TRAILER, TRAILER PARTS, AXLES, WEIGHT, CARGO, LANDSCAPE, DUMP, UTILITY, GRAVEL, MOVING, SACRAMENTO TRAILER SALES, UN-LADEN WEIGHT, CAMPERS, RACKS, BUMPERS, TOOL BOXES, EQUIPMENT TRAILER, CAR HAULER, TOY HAULER. MOTORCYCLE TRAILER, GRAVEL, MOVING, TRAILER SALES, UN-LADEN WEIGHT, RACKS, BUMPERS, TOOL BOXES, EQUIPMENT TRAILER, CAR HAULER, TOY HAULER. MOTORCYCLE TRAILER, TRAILER PARTS, AXLES, WEIGHT, CARGO, LANDSCAPE, DUMP, UTILITY, SACRAMENTO, TRAILER SALES, TOOL BOXES, EQUIPMENT, TRAILER, CAR HAULER, TOY HAULER. MOTORCYCLE TRAILER, GRAVEL, MOVING, ATV, GALT, SACRAMENTO, HERALD, LODI, WALNUT GROVE, MODESTO, MERCED, TURLOCK, VACAVILLE, FAIRFIELD, DIXON, NATOMAS, LOCKE, COURTLAND, CLOVIS, IONE, JACKSON, SUTTER CREEK, PIONEER, ELK GROVE, WEST SACRAMENTO",,,,, Flatbed, 5 1/2 X 8 1/2,,,,,
5345,55.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-24-mongoose-mountain-bike/7455686705.html,2022-04-07 15:23,24” Mongoose Mountain Bike,,,,,0,,,,,,,,,,,,
5346,125.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-20-schwinn-girls-bike/7456196318.html,2022-04-07 15:23,20 Schwinn girls bike, other/unknown, kids, 20, 20 in,7,"Good condition asking $125, interested please call or text  show contact info",,, good,,,,,,,,
5347,12000.0,yubasutter,https://yubasutter.craigslist.org/mcy/d/olivehurst-2017-yamaha-r6/7467870328.html,2022-04-06 13:13,2017 Yamaha R6,,,,,9,"Selling my 2017 R6 with lots of extras for the track. This bike has been taken to the track and has received meticulous maintenance including oil changes after every track day weekend. I just replaced the coolant, brake fluid and engine oil. The bike has many modifications for the track and helping the rider integrate with the bike. With the bike I'm selling Race bodywork, a carpet garage mat, Pit Bull front and rear stands, battery charger and dual temp tire warmers. I also have some riding gear and a lap timer I’m willing to part with at extra cost.   This is the list of mods. Attack performance rear sets and brake lever guard, Yamaha quick shifter, Superlite sprockets, EK 520 chain, Dunlop Q4 tires with one track day of use, GB racing engine covers and frame sliders, Vesrah SS brake pads, captive wheel spacers,  Luimoto seat cover(more grip), Motion Pro Rev2 throttle, Bonamici adjustable and folding clutch and brake levers, Renthal grips, Driven Keyless fuel cap and original fuel cap, SE moto carbon fiber tank shroud with Stompgrip super volcano tank grips, Shorai lithium ion battery and Cox radiator guard.",,,,,,,,,,,
5348,18000.0,yubasutter,https://yubasutter.craigslist.org/mcy/d/yuba-city-1966-shovelhead/7467770397.html,2022-04-06 10:07,1966 Shovelhead,,,,,3,"1966 Generator shovel head.. Runs and rides as a 56 year old bike should ...  go to street vibes, All the fun places around town too. It has been to STURGIS and got a lot of looks and compliments. Selling due to health reasons and I just don't ride it much anymore. I also have other shovelhead parts for sale.  NOT GOING TO GIVE IT AWAY ... LOW BALLERS WILL BE LAUGHED AT.... PERIOD!!! I have title in hand ... is On NON-OP .. NO TIME FOR TEXT or E-MAILS, WILL NOT ANSWER THEM !!!!!  call for more info. 530Three.one.5 02four.one  NO SCAMMERS and I DO NOT NEED help selling.!      do NOT contact me with unsolicited services or offers",,,,,,,,,,,
5349,55.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-20-girls-bike/7454879152.html,2022-04-05 13:27,20” Girls bike, other/unknown, kids, 20, 20 in,3,"Good condition asking $55, interested please call or text  show contact info",,, good,,,,,,,,
5350,65.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-24-magna-bike/7454879235.html,2022-04-05 13:27,24” magna bike, other/unknown, mountain, 24, 24 in,4,"Good condition asking $65, interested please call or text  show contact info",,, good,,,,,,,,
5351,65.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-26-cruiser-bike/7454798614.html,2022-04-05 13:26,26” cruiser bike, other/unknown, cruiser, 26, 26 in,5,"Fair condition asking $65, interested please call or text  show contact info",,, fair,,,,,,,,
5352,125.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-16-electra-mini-rod-bike/7454798761.html,2022-04-05 13:26,16 Electra Mini Rod bike, other/unknown, kids, 16, 16 in,5,"Good condition asking $125, interested please call or text  show contact info",,, good,,,,,,,,
5353,85.0,yubasutter,https://yubasutter.craigslist.org/spo/d/clearlake-park-stationary-bike/7455312516.html,2022-04-04 11:36,Stationary Bike,,,,,4,Great bike. I can't use any more.I have a knee implant that has been in 22 years and I was not thinking when I set this bike up. new was $315,,, excellent, fitness club, club trainer, dna,,,,,
5354,100.0,yubasutter,https://yubasutter.craigslist.org/bik/d/yuba-city-ladies-bike/7466322110.html,2022-04-02 20:07,Ladies bike, other/unknown, road, Unknown, other/unknown,2,Ladies bike with large seat. Freshly tuned up,, cruiser, good, Giant, Cypress,,,,,,
5355,18995.0,yubasutter,https://yubasutter.craigslist.org/mcd/d/folsom-2013-harley-davidson-flhx-street/7465944168.html,2022-04-01 23:33,2013 Harley-Davidson FLHX - Street Glide SKU:C40984 V Twin 1687.,,,,,10,"Harley-Davidson of FolsomAsk for: Sales Department☎ (916) 608-9922115 Woodmere Road Folsom, CA 956302013 Harley-Davidson® FLHX - Street Glide V Twin 1687.9 ccPrice: $18,995.00Description:2013 Harley-Davidson® Street Glide®The 2013 Harley-Davidson® Street Glide® model FLHX is equipped with an iconic bat wing fairing this custom hot-rod bagger an amazing Harley® style that needs to be seen and ridden. The Harley® Street Glide® FLHX model has a 2-1-2 exhaust. Check out all of the H-D® Street Glide® FLHX model’s specs and features and see why this bike is meant for motorcycle touring. Take a look at more of the Harley-Davidson® touring motorcycles including the motorcycle luggage storage capacity of the Electra Glide® Classic model or the Road Glide® Ultra model ideal for motorcycle travel.Classic Fuel TankPart of the unmistakable style of the Harley-Davidson® Street Glide® motorcycle is plenty of room for showing off your paint. This classically styled, bold six-gallon fuel tank doesn't just give you a bigger canvas for premium or custom paint; it holds six gallons of go so you can eat up a lot more road between pit stops. We know fuel economy is important—but so is style. Sharp, eye-catching colors and precision-crafted Harley-Davidson® tank medallions complete the unique look of this tough bagger.Twin Cam 103™ Engine HeritageThe knowledge of what makes an engine truly move a rider runs deep at The Motor Company, and it was put to good use when we created the Twin Cam 103™ engine. We painstakingly perfected every cubic inch, pushing design and technology forward—all without compromising one bit of Harley-Davidson®'s unique styling. Evolved, yet carrying on the legacy of the Flathead, Knucklehead, Panhead, Shovelhead, Evolution®, Twin Cam 88® and Twin Cam 96™ engines that came before. The performance and durability are a direct result of the untold miles logged on the V-Twin since 1909, and the proud heritage that comes from a century's worth of commitment to life on two wheels.Harman/Kardon® Advanced Audio SystemNaturally, the king of the road gets some royal extras. The premium two-speaker, 20-watt per channel Harman/Kardon® audio system boasts great sound for booming down the boulevard and highway, and, yeah, it might as well go to 11. It's loud, proud and comes with AM/FM receiver and accommodates a CD or MP3 player. Riding free just wouldn't be the same without the right soundtrack.Dunlop® Multi-Tread™ TiresThe 180mm back tire is engineered to do more than fill out the rear fender and put a bigger patch of rubber on the road. Dunlop® Multi-Tread™ technology uses harder compounds at the center and softer on the sides for a tire that still knows how to knuckle-down on corners. Perfect for making this bike agile on every curvy stretch of road. And the way it feels going through an abrupt off-camber turn will put a grin on your face that'll last to the next state line.Two-Up SeatingModern styling and comfort that doesn't sacrifice an ounce of nostalgic style: This ultimate Touring saddle features a sculpted seat with a deeper contoured bucket and narrower neck, to relieve pressure on your thighs, while providing more back support and comfort for a wide variety of rider sizes. And the lower seat height—26.1 inches to be exact—puts your feet closer to the road to enhance your confidence. Additionally, the leather trim and premium stitching accentuate the advanced ergonomics while giving the seat that sharp detail you only find on a Harley-Davidson® motorcycle. It's science in service of comfort, and your way to beat fatigue over the long haul.Enter this link to see more images plus all other inventory we have available: http://lyv.cc/K4S89Basic Information:Year: 2013Make: Harley-Davidson®Model: FLHX - Street GlideStock Number: C40984Condition: UsedType: TouringMileage: 4852Title: CleanColor: Midnight PearlAccent Color: Midnight PearlBrakes:Brake Brand Name: BremboFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 11.5Front Brake Diameter (mm): 292.1Rear Brake: Hydraulic DiscRear Brake Diameter (in): 11.5Rear Brake Diameter (mm): 292.1Chassis & Suspension:Air Adjustable Rear SuspensionFrame: SteelFront Suspension Type: Telescopic ForkNumber Rear Shock Absorbers: 2Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: SteelRear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationOil Pressure GaugeNumber Of Speakers: 2Trip OdometerRadio Brand Name: Harman/KardonDrivetrain:Heel Toe ShifterNumber Of Speeds: 6Primary Drive (Rear Wheel): BeltTransmission: ManualPrimary Drive (Engine / Transmission): ChainTransmission Gear Ratio (1): 9.59Transmission Gear Ratio (2): 6.65Transmission Gear Ratio (3): 4.94Transmission Gear Ratio (4): 4Transmission Gear Ratio (5): 3.41Transmission Gear Ratio (6): 2.88Engine:Bore (in): 3.88Bore (mm): 98.6Carburetion Type: Fuel InjectedCompression Ratio: 9.6Cooling System: AirCylinders: 2Engine Brand Name: Twin Cam 103Engine Disp. to Weight (cc): 2.16Engine Size (cc): 1687Engine Size (ci): 103Engine Stroke: 4-StrokeEngine Type: V TwinFuel Capacity (gal): 6Fuel InjectorFuel Requirements: PremiumStarter: ElectricStroke (in): 4.38Stroke (mm): 111.3Torque (Ft Lbs): 100Torque (Nm): 135.6Torque RPM: 3250US Miles Per Gallon (Combined): 42Valve Configuration: OHV - PushrodValves: 4Valves Per Cylinder: 2Other Information:Chassis ProtectorsEngine Case GuardExterior CoversExterior GuardsFloor BoardsFoot PegsFoot Peg Location: PassengerFork GuardsHand GuardsFront FenderHand GripsHard Side CasesHard Side Case Location: Left and Right SideHard Side Case Number: 2Helmet StorageLockable StorageSide CoverRear FenderSide Storage MountSide Case MountStandStand Type: KickUpper FairingTank DividerWindshieldWindshield Brand: Lexan®Windshield MountsSafety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsSpecifications:Dry Weight (kg): 355.2Dry Weight (lbs): 783Front Tire (Full Spec): Dunlop Multi-Tread 130/70 R18 63HFront Tire (Inches): 18Front Tire Aspect Ratio: 70Front Tire Width: 130Fuel Capacity (liters): 22Ground Clearance (in): 4.7Ground Clearance (mm): 119.4Length (inches): 95Length (mm): 2413Rear Tire (Full Spec): Dunlop Multi-Tread 180/65 R16 81HRear Tire (Inches): 16Rear Tire Aspect Ratio: 65Rear Tire Speed Rating: 81HRear Tire Width: 180Seat Height (inches): 27Wet Weight (kg): 367.9Wet Weight (lbs): 811Wheelbase (in): 63.5Wheelbase (mm): 1612.9Wheels Composition: AluminumSpeedometerTachometerHarley-Davidson of Folsom115 Woodmere RoadFolsom, CA 95630Ask for: Sales DepartmentMain: (916) 608-9922A27FBAFAEA464DBBB650D168074EE06C 32704798 10374546",,,,,,,,,,,
5356,13995.0,yubasutter,https://yubasutter.craigslist.org/mcd/d/folsom-2006-harley-davidson-flhtcuse/7465936481.html,2022-04-01 22:12,2006 Harley-Davidson FLHTCUSE - Ultra Classic Electra SKU:U50383,,,,,8,"Harley-Davidson of FolsomAsk for: Sales Department☎ (916) 608-9922115 Woodmere Road Folsom, CA 956302006 Harley-Davidson® FLHTCUSE - Ultra Classic Electra Glide Screamin' V Twin 1442.1 ccPrice: $13,995.00Description:Motor rebuild at 42,000 with a new 6 speed transmission  2006 Harley-Davidson® Ultra Classic® Electra Glide® Screamin' Eagle®The Harley-Davidson® Screamin' Eagle Ultra Classic® Electra Glide® is a touring bike that has all the amenities you would want for comfort and style. Included is the custom leather Tour-Pak luggage box styled with custom leather braiding and stitching. standard with LED interior light, plush liners, carry-out Bags, luggage rack and lumbar support passenger backrest.Enter this link to see more images plus all other inventory we have available: http://lyv.cc/5NJJQBasic Information:Year: 2006Make: Harley-Davidson®Model: FLHTCUSE - Ultra Classic Electra Glide Screamin'Stock Number: U50383Condition: UsedType: TouringMileage: 60,065Title: CleanColor: greenAccent Color: greenBrakes:Front Brake: Dual DiscFront Brake Diameter (in): 11.5Front Brake Diameter (mm): 292.1Rear Brake: DiscRear Brake Diameter (in): 11.5Rear Brake Diameter (mm): 292.1Chassis & Suspension:Air Adjustable Rear SuspensionFrame: SteelFront Suspension Type: Telescopic ForkNumber Rear Shock Absorbers: 2Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: SteelRear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationOil Pressure GaugeTrip OdometerRadio Brand Name: Harman/KardonSeat BackrestDrivetrain:Heel Toe ShifterNumber Of Speeds: 5Primary Drive (Rear Wheel): BeltTransmission: ManualPrimary Drive (Engine / Transmission): ChainTransmission Gear Ratio (1): 10.11Transmission Gear Ratio (2): 6.96Transmission Gear Ratio (3): 4.95Transmission Gear Ratio (4): 3.86Transmission Gear Ratio (5): 3.15Engine:Bore (in): 3.75Bore (mm): 95.3Carburetion Type: Fuel InjectedCompression Ratio: 8.9Cooling System: AirCylinders: 2Engine Brand Name: Twin Cam 88Engine Size (cc): 1442Engine Size (ci): 88Engine Stroke: 4-StrokeEngine Type: V TwinFuel Capacity (gal): 5Fuel InjectorFuel Injector Size (mm): 45Fuel Requirements: PremiumStarter: ElectricStroke (in): 4Stroke (mm): 101.6Torque (Ft Lbs): 86Torque (Nm): 116.6Torque RPM: 3500US Miles Per Gallon (City): 39US Miles Per Gallon (Hwy): 46Valve Configuration: OHV - PushrodValves: 4Valves Per Cylinder: 2Other Information:Chassis ProtectorsEngine Case GuardExterior CoversExterior GuardsFloor BoardsFront FenderFront Fender RailFront Fender TrimHand GripsHard Side CasesHard Side Case Location: Left and Right SideHard Side Case Number: 2Helmet StorageLockable StorageSaddle Bag GuardSide CoverRear FenderRear Fender TrimRear RackRear Rack StorageSide Storage MountSide Case MountStandStand Type: KickUpper FairingTank DividerTank Divider Material: LeatherWindshieldWindshield MountsSafety:HeadlightHeadlight Mounting BarHeadlight Type: HalogenFuel Level WarningRearview MirrorsPassing LampsSpecifications:Front Tire (Full Spec): Dunlop MT90B16 72HFront Tire (Inches): 16Front Tire Aspect Ratio: 90Front Tire Speed Rating: 72HFuel Capacity (liters): 18Ground Clearance (in): 5.1Ground Clearance (mm): 129.5Rear Tire (Full Spec): Dunlop MU85B16 77HRear Tire (Inches): 16Rear Tire Aspect Ratio: 85Rear Tire Speed Rating: 77HSeat Height (inches): 27Wheelbase (in): 63.5Wheelbase (mm): 1612.9Wheels Composition: AluminumSpeedometerTachometerHarley-Davidson of Folsom115 Woodmere RoadFolsom, CA 95630Ask for: Sales DepartmentMain: (916) 608-9922A27FBAFAEA464DBBB650D168074EE06C 32810915 10374538",,,,,,,,,,,
5357,14995.0,yubasutter,https://yubasutter.craigslist.org/mcd/d/folsom-2013-harley-davidson-flhtcu/7465901869.html,2022-04-01 18:53,2013 Harley-Davidson FLHTCU - Electra Glide Ultra Classic SKU:C7,,,,,12,"Harley-Davidson of FolsomAsk for: Sales Department☎ (916) 608-9922115 Woodmere Road Folsom, CA 956302013 Harley-Davidson® FLHTCU - Electra Glide Ultra Classic V TwinPrice: $14,995.00Description:2013 Harley-Davidson® Electra Glide® Ultra Classic® The Harley® Ultra Classic® Electra Glide® model features a powerful air-cooled Twin Cam 103™ Harley® engine with 6 speed cruise drive transmission, providing more performance power for passing, hill-climbing, and riding with passenger and luggage. The Harley® Ultra Classic® Electra Glide® model offers two types of motorcycles wheels. The optional motorcycle wheels offered on the Ultra Classic® Electra Glide® model can give this bike a different look so be sure to check them out in the Paint & Wheels section. This motorcycle also has many valuable standard options as well, such as the Tour-Pak luggage carrier. Check out the other Touring motorcycles as well. H-D® Touring motorcycles have additional features such as the detachable Harley® windshield found on the Road King Classic model. Harley-Davidson® is sure to have a touring bike that will take you far in comfort and style, such as the Road Glide Custom model and its frame-mounted Harley® fairing. Classic Fuel TankPart of the unmistakable style of the Harley-Davidson® Electra Glide® Classic motorcycle is plenty of room for showing off your paint. This classically styled, bold six-gallon fuel tank doesn't just give you a bigger canvas for premium or custom paint; it holds six gallons of go so you can eat up a lot more road between pit stops. We know fuel economy is important—but so is style. Sharp, eye-catching colors and premium waterslide graphics give this ride a classic Glide look.Twin Cam 103™ Engine HeritageThe knowledge of what makes an engine truly move a rider runs deep at The Motor Company, and it was put to good use when we created the Twin Cam 103™ engine. We painstakingly perfected every cubic inch, pushing design and technology forward—all without compromising one bit of Harley-Davidson®'s unique styling. Evolved, yet carrying on the legacy of the Flathead, Knucklehead, Panhead, Shovelhead, Evolution®, Twin Cam 88® and Twin Cam 96™ engines that came before. The performance and durability are a direct result of the untold miles logged on the V-Twin since 1909, and the proud heritage that comes from a century's worth of commitment to life on two wheels.Harman/Kardon® Advanced Audio SystemNaturally, the king of the road gets some royal extras. The premium two-speaker, 20-watt per channel Harman/Kardon® audio system boasts great sound for booming down the boulevard and highway, and, yeah, it might as well go to 11. It's loud, proud and comes with AM/FM receiver and accommodates a CD or MP3 player. Riding free just wouldn't be the same without the right soundtrack.Dunlop® Multi-Tread™ TiresThe 180mm back tire is engineered to do more than fill out the rear fender and put a bigger patch of rubber on the road. Dunlop® Multi-Tread™ technology uses harder compounds at the center and softer on the sides for a tire that still knows how to knuckle-down on corners. Perfect for making this bike agile on every curvy stretch of road. And the way it feels going through an abrupt off-camber turn will put a grin on your face that'll last to the next state line.Enter this link to see more images plus all other inventory we have available: http://lyv.cc/GHQ46Basic Information:Year: 2013Make: Harley-Davidson®Model: FLHTCU - Electra Glide Ultra ClassicStock Number: C71262Condition: UsedType: TouringMileage: 39,724Title: CleanColor: BlackBrakes:Brake Brand Name: BremboFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 11.5Front Brake Diameter (mm): 292.1Rear Brake: Hydraulic DiscRear Brake Diameter (in): 11.5Rear Brake Diameter (mm): 292.1Chassis & Suspension:Air Adjustable Rear SuspensionFrame: SteelFront Adjustable Rebound DampingFront Suspension Type: Telescopic ForkNumber Rear Shock Absorbers: 2Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: SteelRear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationOil Pressure GaugeTrip OdometerRadio Brand Name: Harman/KardonSeat BackrestDrivetrain:Heel Toe ShifterNumber Of Speeds: 6Primary Drive (Rear Wheel): BeltTransmission: ManualPrimary Drive (Engine / Transmission): ChainTransmission Gear Ratio (1): 9.59Transmission Gear Ratio (2): 6.65Transmission Gear Ratio (3): 4.94Transmission Gear Ratio (4): 4Transmission Gear Ratio (5): 3.41Transmission Gear Ratio (6): 2.86Engine:Carburetion Type: Fuel InjectedCooling System: AirCylinders: 2Engine Size (cc): 0Engine Stroke: 4-StrokeEngine Type: V TwinFuel Capacity (gal): 6Fuel InjectorFuel Requirements: PremiumStarter: ElectricStroke (in): 4.38Stroke (mm): 111.3Valve Configuration: OHV - PushrodValves: 4Valves Per Cylinder: 2Other Information:Chassis ProtectorsEngine Case GuardExterior CoversExterior GuardsFloor BoardsFront FenderHand GripsHard Side CasesHard Side Case Location: Left and Right SideHard Side Case Number: 2Helmet StorageLockable StorageSaddle Bag GuardSide CoverRear FenderRear RackRear Rack StorageSide Storage MountSide Case MountStandStand Type: KickTool Bag MountUpper FairingTank DividerWindshieldWindshield Brand: Lexan®Windshield MountsSafety:HeadlightHeadlight Mounting BarHeadlight Type: HalogenFuel Level WarningRearview MirrorsPassing LampsSpecifications:Front Tire (Inches): 17Front Tire Aspect Ratio: 80Front Tire Width: 130Fuel Capacity (liters): 22Rear Tire (Inches): 16Rear Tire Aspect Ratio: 65Rear Tire Speed Rating: 81HRear Tire Width: 180Wheelbase (in): 63.5Wheelbase (mm): 1612.9Wheels Composition: AluminumSpeedometerTachometerHarley-Davidson of Folsom115 Woodmere RoadFolsom, CA 95630Ask for: Sales DepartmentMain: (916) 608-9922A27FBAFAEA464DBBB650D168074EE06C 33125869 10374518",,,,,,,,,,,
