,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,wheel size,text,brake type,condition,electric assist,handlebar type,make / manufacturer,model name / number,suspension,serial number,size / dimensions,year manufactured,paint color
3886,15999.0,monterey,https://monterey.craigslist.org/trb/d/monterey-enclosed-vnose-trailers-20ft/7471875395.html,2022-04-15 18:32,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT 36FT RACE TRAILERS CARGO,24,,,,,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,,
3887,650.0,monterey,https://monterey.craigslist.org/bik/d/monterey-2021-specialized-allez-52cm/7471803288.html,2022-04-15 15:02,2021 Specialized Allez 52cm road bike,0,,,,,,,,,,,,,,,,
3888,20999.0,monterey,https://monterey.craigslist.org/snd/d/salinas-2021-polaris-rzr-xp-1000-premium/7471555088.html,2022-04-15 06:37,2021 POLARIS RZR XP 1000 PREMIUM,23,,,,,2021 POLARIS RZR XP 1000 PREMIUM - SAVE BIG ! $1500 OFF ! -  WAS $22499 - NOW ONLY $20999 !  THE INDUSTRY'S TOP SELLING SxS RZR Xtreme Performance plus Ride Command technology to connect with other riders.  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries   Offered By  Salinas Motorcycle Center 1286 N Main St Salinas  Ca  93906 831-442-3511  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time. This is for the safety of all involved.,,,,,,,,,,,
3889,90.0,monterey,https://monterey.craigslist.org/bik/d/gonzales-roller-bicycle-indoor-trainer/7460036003.html,2022-04-15 01:56,Roller bicycle indoor trainer,0, aluminum, other, 970mm-1090mm, 29 in,"The roller trainer is made of lightweight yet sturdy steel and aluminum material for extra strength and can hold up to 265 lbs.. With an adjustable front roller position, it is suitable for most bikes with wheel sizes of 24"", 26"", 28"", 29"", and 700C. Super smooth and with almost no noise, this adjustable trainer is great for indoor training and helps you keep fit with ease! Features: - A great way to improve balance and bike handling skills, activate muscles, and keep fit - Adjustable front roller fits most bikes with wheels sizes of 24' 26"", 28"", 29"", and 700C - Applicable bicycle wheelbase: 970-1090mm - 3 wide HDPE rollers and durable nylon belt for quiet and consistent drive",, excellent,,,,,,,,,
3890,75.0,monterey,https://monterey.craigslist.org/spo/d/carmel-bike-rack/7471399040.html,2022-04-14 15:54,Bike Rack,0,,,,,Like new bike rack Holds 4 bikes,, like new,,, Bell,,,,,,
3891,1000.0,monterey,https://monterey.craigslist.org/bik/d/salinas-pashley-princess-sovereign/7469599973.html,2022-04-14 13:45,Pashley Princess Sovereign Ladies Bicycle MADE IN ENGLAND,21, steel, cruiser, 20 inches, 26 in,"Pashley Princess Sovereign Ladies Bicycle in Regency Green  HAND MADE IN ENGLAND  Frame Size: 20 inches (from center of bottom bracket to top of seat tube)  No front light bulb, two spokes on rear wheel need to be replaced. Otherwise in great shape.  Retails new for $1,495.00  https://www.pashley.co.uk/bikes/bicycles/princess-sovereign.php  Asking price listed above, but you can also make me a decent offer. Happy to consider.", drum, excellent, none, cruiser, Pashley, Princess Sovereign, none (rigid), PA20301,,,
3892,1200.0,monterey,https://monterey.craigslist.org/bik/d/salinas-2022-specialized-rockhopper/7470821887.html,2022-04-13 10:41,2022 Specialized Rockhopper Expert 29er,2, aluminum, mountain, Large, 29 in,"Hello all,   I’m selling my Large 2022 Rockhopper Expert. Awesome trail bike. Approximately only 200 miles on it. I’m only selling it because I upgraded bikes. Frame does have a couple of scuffs on the frame but nothing crazy. Perfect beginner bike.", disc (hydraulic), excellent,,, Specialized, Rockhopper Expert, suspension fork (hardtail),,,,
3893,899.0,monterey,https://monterey.craigslist.org/mcd/d/salinas-2021-ssr-motorsports-sr70c/7470745850.html,2022-04-13 08:19,2021 SSR MOTORSPORTS SR70C,9,,,,,"2021 SSR MOTORSPORTS SR70C * SAVE $100 * WAS $999 * NOW ONLY $899 !  TOP FEATURES Redesigned Plastics (Patent Pending). Semi-Automatic Transmission Safety Kill Switch. ""Straight"" Type Swingarm  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries   Offered By  Salinas Motorcycle Center 1286 N Main St Salinas  Ca  93906 831-442-3511  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time.",,,,,,,,,,,
3894,999.0,monterey,https://monterey.craigslist.org/mcd/d/salinas-2021-ssr-motorsports-sr110/7470738082.html,2022-04-13 08:03,2021 SSR MOTORSPORTS SR110,9,,,,,2021 SSR MOTORSPORTS SR110 !  * SAVE $200 ! * WAS $1199 *  NOW ONLY $999 !  TOP FEATURES Redesigned Plastics (Patent Pending). YX™ Engine Hydraulic Front Forks Low Seat  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries   Offered By  Salinas Motorcycle Center 1286 N Main St Salinas  Ca  93906 831-442-3511  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time.,,,,,,,,,,,
3895,4500.0,monterey,https://monterey.craigslist.org/bik/d/salida-fantic-emtb-15-electric-bike-bike/7470637547.html,2022-04-12 23:03,Fantic EMTB 1.5 ELECTRIC BIKE E-bike,3, aluminum, mountain, Medium, 29 in,Fantic Bikes model xmf 1.5 size medium! New, disc (hydraulic), new, pedal assist, downhill, Fantic, 1.5, frame and fork (full suspension),,,,
3896,2.0,monterey,https://monterey.craigslist.org/hsh/d/seaside-hooks-for-storage/7463824260.html,2022-04-12 15:33,Hooks for storage,0,,,,,"Coated Hooks for storage - hang bikes, tools, etc.  5 hooks for $2",,,,,,,,,,,
3897,100.0,monterey,https://monterey.craigslist.org/bop/d/monterey-or-hitch-bike-rack-with/7459363450.html,2022-04-12 10:48,2 or 4 hitch bike rack with 2” receiver,0,,,,,Selling my hitch bike rack. This rack is made by Hollywood Racks. Has a 2” receiver. Fits bike with quick release forks. Is standard for 2 bikes but comes with the +2 extension included to have a total of 4 possible. $100 or best offer. Text is preferable. Thank you.,,,,, Hollywood,,,,,,
3898,8000.0,monterey,https://monterey.craigslist.org/rvs/d/carmel-off-road-overland-tent-trailer/7470385208.html,2022-04-12 10:40,Off-Road/ Overland Tent Trailer,0,,,,,,,,,,,,,,,,
3899,2999.0,monterey,https://monterey.craigslist.org/mcd/d/salinas-2020-ssr-motorsports-xf250sm-80/7470318196.html,2022-04-12 08:44,2020 SSR MOTORSPORTS XF250SM  * 80 mpg,13,,,,,2020 SSR MOTORSPORTS XF250SM *** SAVE $400 ! *** WAS $3399 *** NOW ONLY $2999 !  ALSO SAVE BIG $$$$$$ AS THIS MOTORCYCLE CAN AVERAGE 80 MPG !  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries  Offered By  Salinas Motorcycle Center 1286 N Main St Salinas  Ca  93906 831-442-3511  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time. This is for the safety of all involved.,,,,,,,,,,,
3900,5299.0,monterey,https://monterey.craigslist.org/snd/d/salinas-2021-polaris-ranger-150-efi/7470314558.html,2022-04-12 08:37,2021 POLARIS RANGER 150 EFI,13,,,,,"2021 POLARIS RANGER 150 EFI  /  SAVE $600 ! /  WAS $5899  /  NOW ONLY $5299 !  PARENT'S PEACE OF MIND WITH INDUSTRY-FIRST TECHNOLOGY. PERFORMANCE KIDS LOVE  At 150cc of power, 8” of ground clearance and 50 lb of storage capacity, the RANGER 150 EFI is ready for a full day of safe thrill rides for the kids.  Powered by Ride Command Geofencing Capabilities & Digital Speed Limiting Adjustable Steering Wheel & Driver's Seat Passcode Protected Safe Start Safety comes standard with safety flag and two helmets  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries  Offered By  Salinas Motorcycle Center 1286 N Main St Salinas  Ca  93906 831-442-3511  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time. This is for the safety of all involved.",,,,,,,,,,,
3901,479.0,monterey,https://monterey.craigslist.org/mcd/d/salinas-ssr-motorsports-sprinter-12/7470311652.html,2022-04-12 08:32,SSR MOTORSPORTS SPRINTER 12,9,,,,,NEW  ELECTRIC  SPRINTER 12  BIKE  24V 4Ah lithium battery. Adjustable seat height. Alloy frame. Throttle & Go.  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick up and Purchase Only Please. No Phone Sales or Deliveries.  Offered By Salinas Motorcycle Center 1286 N Main St Salinas Ca 93906  For more information on this or any other of our used or new Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 /Because of the covid-19 we are not accepting walk in customers. Appointment only and only one customer at a time.,,,,,,,,,,,
3902,8599.0,monterey,https://monterey.craigslist.org/grq/d/salinas-2022-kawasaki-mule-sx-4x4-fi/7470310792.html,2022-04-12 08:31,2022 KAWASAKI MULE SX 4X4 FI,10,,,,,"2022 KAWASAKI MULE SX 4X4 FI ** KAWASAKI STRONG 3 YEAR LTD. WARRANTY !  COMPACT STRENGTH AND VERSATILITY Styled in the image of its full-size MULE™ PRO siblings, the MULE SX™ family of side x sides packs plenty of stout muscle into a compact and agile two-passenger vehicle. Handle a wide variety of tasks with the ability to tread lightly and maneuver in tight areas - and fit in the bed of a full-size pickup truck.  Great Financing Available / Trade Ins Wanted / We Buy Used Bikes - ATVs - UTVs  Local Pick Up And Purchase Only Please. No Phone Sales or Deliveries   Offered By,  Salinas Motorcycle Center 1286 N Main St Salinas Ca 93906 831-442-3511  Tyler Biggs  For more information on this or any other of our used or new  Vehicles / PLEASE CALL FOR A APPOINTMENT/ 831-442-3511 / Because of the covid-19 AND TO INSURE THE SAFTEY OF BOTH OUR STAFF AND CUSTOMERS we are not accepting walk in customers. Appointment only and only one customer at a time. This is for the safety of all involved.",, new,,, KAWASAKI, KAWASAKI MULE SX 4X4 FI,,,,,
3903,120.0,monterey,https://monterey.craigslist.org/bik/d/salinas-1950ish-england-meteor-bicycle/7470036940.html,2022-04-11 13:59,1950ish England Meteor Bicycle,8, aluminum, cruiser, Medium, 26 in,"Don't know much about old school bikes or bikes in general but done some research on it, I've had it for 25ish years just sitting around from house to house.  120 FIRM no low ballers will be blocked Text or Email me do not call me",, fair,,, Meteor,,,,,,
3904,40.0,monterey,https://monterey.craigslist.org/mpo/d/salinas-small-windscreen/7469703883.html,2022-04-10 19:52,small windscreen,2,,,,,Fits several bikes,,,,,,,,,,,
3905,250.0,monterey,https://monterey.craigslist.org/ptd/d/monterey-jeep-wrangler-and-jeep/7469616305.html,2022-04-10 14:58,Jeep Wrangler and Jeep Gladiator Roof Rack Cross Bars,16,,,,,"Jeep Wrangler and Jeep Gladiator Hardtop Roof Rack Cross Bars!  Easily upgrade your Jeeps capabilities with the new Antidote Jeep Crossbars. These are brand new and in-box directly from AntidoteOutdoors.com  It is one of their newest items and very well made. They mount in only a few minutes and can carry your roof basket, cargo box, snowboards, bikes, paddleboards, etc.  These come with everything needed to install them directly into the gutter/drip rails of your hardtop Jeep Wrangler or Jeep Gladiator. They are professionally powder coated and feature a T-slot on top of the rail.  YouTube installation video is coming soon  Similar racks like these go for well over $400 We have them for only $250!  Our shop is located in the city of Placentia, CA in Orange County. We can install these at the shop for you for $99. Just be sure to make an appointment   Dimensions: Rails: 64in x 3in x 1in  Weight: 17lbs Recommended Maximum Dynamic Weight Limit: 150lbs Max Static Weight Limit: 400lbs  Price is firm and is already a great deal, thank you for understanding Delivery is available if you are local to this ad. If you are out of the way you may be asked to pay a delivery fee or shipping costs  We sell lots of other roof rack items and even have Jeep Platform Racks if you are interested in a stronger rack system  Call us during business hours 10-5 weekdays for 10-4 weekends or text/email us anytime",, new,,,,,,,,,
3906,3200.0,monterey,https://monterey.craigslist.org/bik/d/salinas-enduro/7469442471.html,2022-04-10 08:28,Enduro,0, aluminum, mountain, Medium, 27.5 in,I have this bike for sale in excellent condition this bike is for  professional  enduro riders  please no try to get it free   This bikes cost money they have good quality  parts, hydraulic rim brakes, excellent, none, downhill, Nukeproof, Omega, frame and fork (full suspension), N/n,,,
