,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,suspension,wheel size,serial number,part type,year manufactured,paint color
4596,1395.0,santabarbara,https://santabarbara.craigslist.org/spo/d/thousand-oaks-schwinn-carbon-blue-spin/7466651432.html,2022-04-14 13:11,Schwinn CARBON BLUE Spin Bike CARDIO Indoor Cycling EXERCISE BIKE Spin,6,"INDOOR CYCLING EXERCISE BIKE SPIN BIKE SPINNING  EXCELLENT CONDITION - VERY CLEAN! - COMES WITH ECHELON 2 CONSOLE w/ POWER UPGRADE ($600 upgrade)! - MORSE TAPER TRIPLE LINK PEDALS (SPD; Look Delta; Toe Cages) ($180 upgrade).  CASH DEAL / NO TAX! ** Delivery Available!  Without question, unless you absolutely wanted brand new (not that you need to spend that much money -- as these bikes don't break down in homes -- they're top of the line commercial grade. I can say with 99.99% confidence you would NOT make a warranty call within the 2 years of manufacturers warranty. Nonetheless, there is not another bike available out there that is a better deal - as it relates to price vs. quality. My bike is in GREAT CONDITION (FUNCTION AND COSMETIC!)  It's a GREAT BIKE!!  You know this bike, which is why you're looking at this. You know all the specs then, most likely. If you need detail, I'll get it to you.  The ride is as you would expect and just a great bike. So, here's an opportunity to have a Carbon Blue in your home for 1/2 of the price of purchasing a new one.",,,, like new,,,, Schwinn, AC Performance Carbon Blue,,,,,,
4597,895.0,santabarbara,https://santabarbara.craigslist.org/spo/d/thousand-oaks-spin-bike-exercise-bike/7468001987.html,2022-04-14 13:11,SPIN BIKE Exercise Bike - PRECOR RALLY Indoor Cycling SPINNING CLASS,6,"Exercise Bike - Precor Rally - SPIN BIKE Indoor Cycling SPINNING CLASS  If you're looking at this listing, you know this bike -- there's no 'selling' on it. It's one of the top Precor spin bikes!  Excellent condition; perfect functionality; cosmetic is 9 out of 10.  This price is per bike -- this is already the low/bulk price. Already lowered from $1050/bike. This is bottom dollar. AND, IT IS A GREAT DEAL AND OFFERING FOR THIS QUALITY OF COMMERCIAL GRADE SPIN BIKE! *** DO YOUR RESEARCH. ANY REPUTABLE COMPANY SELLING THESE BIKES IN BULK ARE AT LEAST $300+ HIGHER THAN WHAT I'M OFFERING FOR. **** and, this is a cash deal (no tax!!!!!!!!!!!!!!!)  GREAT FOR A STUDIO / FITNESS FACILITY / CLASSES OF ALL SIZES!! THIS LISTING IS FOR A MINIMUM OF 5 BIKES! THESE BIKES ARE NOT AVAILABLE TO BE SOLD INDIVIDUALLY.  ** however - if you want one for yourself... and, know a studio owner / facility manager and they need a fleet of bikes --- and, if you introduce us and we close the deal --- I'LL GIVE YOU A BIKE FOR FREE!  Cash deal / NO TAX!!!!! Delivery / Installation available  There is an entire fleet of 45+ available (actually 90 total) ** I have 45 in L.A.; 45 in Atlanta.  Equipment Features: Drive system Chain Handlebars Dip molded with fore-aft and up-down adjustment Resistance System Friction Pedal Mount Morse taper Pedals Dual sided, SPD compatible Frame Powder coated aluminum Color Semi-gloss metallic black Seat Adjustment Fore-Aft & Up-Down  Equipment Specifications: Maximum User Weight (lbs / kg) 350 lbs User Height Range (inches / cm) 4' 11"" to 6' 4"" Crank Width 162 mm  Equipment Dimensions and Weight: Length 58 in / 147.3 cm Width 20.4 in / 52 cm Height 49.5 in / 125.7 cm Equipment Weight 126 lb / 57.1 kg",,,, excellent,,,, Precor, Rally,,,,,,
4598,3395.0,santabarbara,https://santabarbara.craigslist.org/spo/d/thousand-oaks-technogym-vario-unity/7468000964.html,2022-04-14 13:10,Technogym VARIO (Unity) - ELLIPTICAL CROSSTRAINER Cardio GYM FITNESS A,8,"ELLIPTICAL CROSSTRAINER Techogym VARIO w. Unity GYM Fitness CARDIO  This VARIO is 10/10 functionality; 9.5/10 cosmetic! Was greatly cared for and a great piece of cardio! UNITY CONSOLE!!!!!!!!!!!! Full interactive!!!!!!!!!!  Brand new, this was over $11,000 cross trainer!  HANDS DOWN ONE OF THE BEST CROSSTRAINERS IN THE MARKET (IN THE WORLD). IT'S TECHNOGYM!! THEY ARE THE BENTLY OF FITNESS EQUIPMENT. ITALIAN MANUFACTURED. ONLY IN THE HIGHEST END HOTELS; CLUBS. NOT ONLY AMAZING DESIGN AND GREAT ENGINEERING, BUT DEFINITELY A SHOW PIECE/CONVERSATION. IT'S A GREAT MACHINE!!!!!!!!!   Delivery / Installation available. ** OTHER MATCHING TECHNOGYM CARDIO AND STRENGTH EQUIPMENT AVAILABLE.  ** IF YOU NEED OTHER CARDIO EQUIPMENT - I HAVE OTHER / MATCHING TECHNOGYM CARDIO EQUIPMENT: BIKES; ELLIPTICALS; TREADMILLS. And, I have strength equipment ... AND, FLOORING!  Totally clean and cosmetically in great condition. And, of course it operates as smooth and well as if like new.  I will answer any/all questions you have about the unit.  Three types of motion: step, elliptical, and vario Quiet and smooth Intense, natural training unlike any cardio machine No impact means less stress on joints and bones Seamless transitions between types of motion Resistance at 120 SPM: 30-500 Step Height: 170 mm Lateral Supports: Yes Fast Track Control with Visual Setup: Yes Calorie Coach: Yes Goal Oriented Display: Yes Plug & Play System: Yes Wellness System: Optional Characteristics: 26 programs, 15 languages, fitness test/ 23 programs, 13 languages, fitness test Difficulty Levels: 1-25 Power Supply: 100-240 Vac 50/60 Hz Min-max Stride: 0-33″ Min. Pedal Height From the Ground: 270 mm HR Monitoring: Double HS, Telemetry  TECH SPECS Max User Weight: 352 lbs Weight: 440 lbs Dimensions: 73"" L x 29"" W x 67"" H",,,, excellent,,,, Technogym, Vario,,,,,,
4599,100.0,santabarbara,https://santabarbara.craigslist.org/spo/d/santa-barbara-abus-bordo-granit-plus/7471070089.html,2022-04-13 22:53,Abus Bordo Granit X-Plus 6500,2,"Brand new in box, never been used. Probably the strongest bike lock on the market right now, great for e-bikes.",,,, new,,,,,,,,,,,
4600,20.0,santabarbara,https://santabarbara.craigslist.org/bop/d/santa-barbara-bike-rack-double/7469271701.html,2022-04-13 15:43,Bike rack - double,2,Bike rack for two bikes See photos Measures: 24Lx20.5Wx22.5H $20 Cash only. Firm on price,,,, good,,,,,,,,,,,
4601,15999.0,santabarbara,https://santabarbara.craigslist.org/trb/d/santa-barbara-enclosed-vnose-trailers/7470967008.html,2022-04-13 15:34,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT 36FT RACE TRAILERS CARGO,24,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,,,,,,
4602,500.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-white-specialized-sirrus/7470921173.html,2022-04-13 13:52,White Specialized Sirrus Hybrid Womens Bike,4,"White Specialized Hybrid Womens Bike -purchased from Hazards Bikes in Santa Barbra -very good/excellent condition -only rode about 25 times -maintained by Hazards Bikes -White leather seat, white handle grips. -Medium frame-a woman who is 5'6"" ish -A frame that strikes the optimal balance between comfort and efficiency. The A1 SL Premium Aluminum construction pairs weight savings with rugged durability, while the rack, fender, and disc mounts give you an incredibly versatile package. A Specialized Aldia Sport saddle offers plenty of support and cushion to ensure you're comfortable out on the road. Promax F1 hydraulic disc brakes are spec'd on this Sirrus to ensure consistent, powerful braking.", other/unknown, hybrid/comfort,,,, Medium,, Specialized, Sirrus Hybrid,, 26 in, Not sure,,,
4603,500.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-santa-cruz-superlight/7470806039.html,2022-04-13 10:12,Santa Cruz Superlight full suspension/xt,4,"Great classic bike super fun to ride and, yes, super light! Shimano XT and mechanical disc. Fresh rubber and an all around fun ride.   I’m selling because I have too many bikes and this one is a little small for me. It’s super fun to whip around. Worth noting I rode this bike and specialized $8000 epic around some flat technical courses and to my surprise I was only few second slower on this bike. It’s not the bike it’s the rider and this bike will handle and XC riding you can do  This bike has many years of fun riding ahead of it and it’s a classic made in USA ride. It’s deal. Grab it!", aluminum, mountain, disc (mechanical), good, none, medium, riser, santa cruz, suoerlight, frame and fork (full suspension), 26 in,,,,
4604,450.0,santabarbara,https://santabarbara.craigslist.org/bop/d/santa-barbara-kuat-transfer-bike-bike/7465758237.html,2022-04-13 08:58,"KUAT Transfer 3 Bike    2"" Bike Carrier",6,"Kuat Transfer 3 2"" Car Rack for Bikes - $450 3 bike carrier 2"" Hitch mount Black Brand New Unopened Box $450 obo",,,,,,,, Kuat,,,,,,,
4605,75.0,santabarbara,https://santabarbara.craigslist.org/for/d/santa-barbara-bike-carrier/7470120050.html,2022-04-11 17:17,Bike Carrier,4,"Used Bike Carrier. (for three bikes) 2"" Receiver.",,,, good,,,, Hollywood,,,,,,,
4606,150.0,santabarbara,https://santabarbara.craigslist.org/bop/d/santa-barbara-thule-sweden-bike-rack/7467601188.html,2022-04-10 23:40,Thule Sweden Bike Rack,4,Lightly used bike rack for vehicle - fits 2 bikes. We used it on a prius car but it will fit many types of cars.,,,, good,,,, Thule,,,,," racks, fenders, bags",,
4607,1200.0,santabarbara,https://santabarbara.craigslist.org/mpo/d/santa-barbara-2012-triumph-bonneville/7469693306.html,2022-04-10 19:03,2012 Triumph Bonneville - gear issues,7,"This post is for DIY mechanics/enthusiasts or parts resellers.  My trusty bonneville is making a rattling sound, occurring in 2nd gear only. Both Tom (BBC Triumph in Ventura) and Dan (Precision motorcycles in Goleta) think it's a gearbox issue. The bike currently runs fine if you skip 2nd gear, but to fix it this means dropping the engine and opening it up, which is an expensive job if done at a shop. I am considering it doing it myself but I really don't have a lot of space for the job, plus I own other bikes already, so if I find someone interested in buying it off me it might be the easier way to do it.   The bike is, issue aside, in overall good conditions, it runs, title in hand, regularly registered in CA, belongs to me. I have been riding it regularly as my daily driver since 2017 when I bought it with 10k miles, now has 36k. It's lived in so you will find aesthetic imperfections and scratches here and there, but I took great care of it where it counts. It has plenty of life in it, so if someone is willing to fix the gear issue (or swap the engine if you are into that)  they'll own a great bike with a ton of character.  Jobs and parts: - regular oil and filter changes (every 3k) - air filter cleaning (every 6k) - new spark plugs (Jan 2022) - new barnetts clutch with green springs (Jan 2022) - new rear brake rotor (2021) - rebuilt both calipers (2021) - spiegler braided brake lines - new sprockets and chain  - new wheel bearings (Jan 2022) - new EBC sintered brake pads (Jan 2022) - progressive fork springs (2019) - Hagon road shocks (2019) - new Avon roadriders mkIII tires (Jan 2022)  Also comes with triumph saddlebags and luggage racks, and a bunch of beauty mods that just make the bike look a little nicer: triumph king and queen seat, metal turn signals with LEDs, new headlight bracket, ignition key bracket, rear caliper relocation bracket, adjustable brake and clutch levers, metal shift peg, radiator guard, rectifier guard, renthal handlebar, kuryakin helmet lock. Comes with all original parts as well if you really want to.  I understand this is an atypical situation so I will be very happy to discuss details over the phone or in person to make sure everything is clear.",,,, salvage,,,, Triumph, Bonneville,,,,,,
4608,50.0,santabarbara,https://santabarbara.craigslist.org/bik/d/goleta-diamondback-tess-20-kids/7463051509.html,2022-04-10 18:43,Diamondback tess 20” kids mountain bike,8,Diamondback tess 20” kids mountain bike Mechanically ok but was seating for a while and could use some TLC as seen in the pic’s  Here’s a link with the specs   https://99spokes.com/bikes/diamondback/2017/tess-20#geometry  Asking $50  Eight O Five / two 8 zero - five five 1 six, steel, mountain,, good,, 20,, daimondback, tess, suspension fork (hardtail), 20 in,,,,
4609,250.0,santabarbara,https://santabarbara.craigslist.org/ptd/d/santa-barbara-jeep-wrangler-and-jeep/7469616919.html,2022-04-10 15:00,Jeep Wrangler and Jeep Gladiator Roof Rack Cross Bars,16,"Jeep Wrangler and Jeep Gladiator Hardtop Roof Rack Cross Bars!  Easily upgrade your Jeeps capabilities with the new Antidote Jeep Crossbars. These are brand new and in-box directly from AntidoteOutdoors.com  It is one of their newest items and very well made. They mount in only a few minutes and can carry your roof basket, cargo box, snowboards, bikes, paddleboards, etc.  These come with everything needed to install them directly into the gutter/drip rails of your hardtop Jeep Wrangler or Jeep Gladiator. They are professionally powder coated and feature a T-slot on top of the rail.  YouTube installation video is coming soon  Similar racks like these go for well over $400 We have them for only $250!  Our shop is located in the city of Placentia, CA in Orange County. We can install these at the shop for you for $99. Just be sure to make an appointment   Dimensions: Rails: 64in x 3in x 1in  Weight: 17lbs Recommended Maximum Dynamic Weight Limit: 150lbs Max Static Weight Limit: 400lbs  Price is firm and is already a great deal, thank you for understanding Delivery is available if you are local to this ad. If you are out of the way you may be asked to pay a delivery fee or shipping costs  We sell lots of other roof rack items and even have Jeep Platform Racks if you are interested in a stronger rack system  Call us during business hours 10-5 weekdays for 10-4 weekends or text/email us anytime",,,, new,,,,,,,,,,,
4610,590.0,santabarbara,https://santabarbara.craigslist.org/bid/d/ventura-masi-vintage-road-bike-58cm/7469610405.html,2022-04-10 14:43,Masi Vintage Road Bike 58cm PRICE DROP!!!,10,"The Ventura Bike HUB is a do-it-together, second-hand bike shop   Bike: Masi   Size: 58cm    Color: Blue w/ yellow letters   Details: Check out this absolutely beautiful Masi Vintage Road bike. This bike has Shimano 600 shifters, Front and rear derailleurs and hubs. For the Brakes it has Suntour Superbe Pro Brakes and Suntour Superbe Pro Brake Levers. Matching Mavic wheelset and a Mavic Crankset. This bike would look amazing hanging on a wall at your house, in your office, or on the road. Impress your friends with this amazing ride! This bike is all lubed up, tuned up, and ready to go have some fun!  Come by for a test ride during our open shop hours: WED - FRI 1-7pm. SAT 10am - 6pm. Please call 805-641-2665 if you have any questions. Be sure to check out other listings by clicking ""more ads by this user"".    Condition: good    All proceeds from our bikes benefit HUB Community Bike shop and BikeVentura for bicycle advocacy!     Our main goal is to get people riding bicycles.    We are a do it yourself repair shop (with help from our expert volunteers)  We sell used parts, used bikes and give advice on commuting routes and gear!   The Bike HUB and its programs are initiatives of BikeVentura, a charitable non-profit, 501(c)(3) organization. ID#26-2180702.     Check us out online! Facebook: www.facebook.com/VenturaBikeHUBorhttp://www.bikeventura.org", steel, road, caliper, good, none, 58cm, drop, Masi, Vintage Steel Road Bike, none (rigid), 700C,,,,
4611,1800.0,santabarbara,https://santabarbara.craigslist.org/bid/d/ventura-biktrix-stunner-lt-20-bike/7469593338.html,2022-04-10 14:02,"BIKTRIX STUNNER LT 20"" E-bike",14,"The Ventura Bike HUB is a do-it-together, second-hand bike shop   Bike: BIKTRIX STUNNER LT 20"" E-bike   Size: 15"" seat tube    Color: Grey anodized   Details: Check out this BIKTRIX STUNNER LT 20"" E-bike! This E-bike is Equipped with a 1x8 drivetrain, 5 mode peddle assist settings and throttle, suspension forks, adjustable stem-handlebar clamp and 20 x 4.0 Kenda Krusade Sport tires! This bike is all lubed up, tuned up, and ready to go have some fun!  Come by for a test ride during our open shop hours: WED - FRI 1-7pm. SAT 10am - 6pm. Please call 805-641-2665 if you have any questions. Be sure to check out other listings by clicking ""more ads by this user"".    Condition: Excellent   All proceeds from our bikes benefit HUB Community Bike shop and BikeVentura for bicycle advocacy!     Our main goal is to get people riding bicycles.    We are a do it yourself repair shop (with help from our expert volunteers)  We sell used parts, used bikes and give advice on commuting routes and gear!   The Bike HUB and its programs are initiatives of BikeVentura, a charitable non-profit, 501(c)(3) organization. ID#26-2180702.     Check us out online! Facebook: www.facebook.com/VenturaBikeHUBorhttp://www.bikeventura.org", aluminum, hybrid/comfort, disc (hydraulic), excellent, pedal assist," 15""", cruiser, Biktrix, Stunner LT, suspension fork (hardtail), 20 in,,,,
4612,125.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-20-trek-precaliber-2020/7469266514.html,2022-04-09 16:03,"20"" Trek Precaliber (2020)",0,"- 20"" wheels - White/Blue paint - Lightly Used, stored inside  https://www.trekbikes.com/us/en_US/bikes/kids-bikes/kids-hybrid-bikes/precaliber/precaliber-20/p/28297/", aluminum, kids, coaster, like new,, ?,, Trek, Caliber 20, none (rigid), 20 in,,,,
