,Price,Location,URL,Date,Title,part type,num image,text,bicycle frame material,bicycle type,frame size,wheel size,condition,make / manufacturer,brake type,model name / number,size / dimensions,electric assist,handlebar type,serial number,suspension
37272,1000.0,austin,https://austin.craigslist.org/snd/d/san-marcos-mini-bikes-on-sale-sale-ends/7465009997.html,2022-03-30 17:50,Mini Bikes ON SALE!!! Sale ends 4/2,,24,"www.sanmarcospowersportsllc.com ***SAN MARCOS POWER SPORTS*** 512.618.6641 Si Habla Espanol... (pregunta por Ruben)  2021 Mini Bike 200's : ON SALE!!!!! $1,000 (out the door: Tax & Assembly Included!!!) ​​6.0 HP Engine ​Front and Rear Suspension ​ Torque Converter ​ Hydraulic Rear Brakes ​ 19"" Tall Tires ​ Wide Comfy Seat Headlight 46 Tooth rear sprocket REGULARLY PRICED AT: $1,199.00 3 LEFT: One of each color. Don't wait! Promotion ends Saturday 4/2 OR when all 3 bikes are sold.  ***YOUTH DIRTBIKES RANGE:*** 70cc-125cc---------$699-$1299  ADULT DIRTBIKES RANGE: 125cc-300cc---------$999-$2899  SHORT ON CASH??? NOT A PROBLEM!!! We Offer: LAYAWAY, FINANCING, WARRANTY, DELIVERY, SERVICE & REPAIR!!!  WE HAVE 100's OF VEHICLES IN STOCK~ ALL AT THE LOWEST PRICES, GUARANTEED!  BRAND NEW VEHICLES THAT HAVE NEVER BEEN DRIVEN! OUR VEHICLES COME WITH GAS & BATTERY, AND OUR STAFF's KNOWLEDGE AND CUSTOMER SERVICE IS UNPARALLELED!  SAN MARCOS POWER SPORTS... THE POWERSPORT EXPERTS OF CENTRAL TEXAS!!!  512.618.6641 (Si Hablo Espanol) **We're open everyday! 10a-6p 4554 South I-35 San Marcos, Tx 78666    Keywords: SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc 300cc, 400cc 500cc 600cc 700cc 800cc 900ccs 1000cc Dune buggy race utilitygo-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, massimo, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen smithville elgin college station houston schertz west lake westlake horse shoe bay",,,,,,,,,,,,,
37273,1.0,austin,https://austin.craigslist.org/bik/d/austin-beware-buy-bikes-ads-low-ball/7463106827.html,2022-03-30 06:57,"*Beware ""I buy bikes"" Ads Low-ball Flipper!* Flag Him Now ASAP SCAM",,0,"This guy wants to buy your bikes, ""Needing Repair"" He doesn't offer as much as you can get, just posting your bike. That's what Craigslist or Fb Mkt is for!  I showed him a picture of a $1,000.00 bike. He offered $100. Lol Just post your bikes, people. Better for everyone! Craigslist is for selling. This isn't the ""Wanted"" section.", aluminum, mountain," 19.5"" Large", 29 in, new, Specialized 700c/29, disc (hydraulic), Rockhopper/Trek,, none, flat, WT0406C5218, suspension fork (hardtail)
37274,5000.0,austin,https://austin.craigslist.org/bik/d/austin-vanmoof-s3-electric-bikes-for/7464524393.html,2022-03-29 15:13,2 -Vanmoof S3 Electric Bikes for sale,,2,"Selling 2 VanMoof S3 Electric Bikes BRAND NEW Just out of the box and mounted. updated motor, automatic electronic gear shifting, and integrated anti-theft tech, the VanMoof S3 is custom-tuned for the ultimate riding experience. Sold individually for $2500 or together for $5000", carbon fiber, other, For riders 5’8” – 6’8”, 27 in, new, VanMoof, disc (hydraulic), S3,, pedal assist, cruiser,, other/unknown
37275,125.0,austin,https://austin.craigslist.org/bik/d/austin-cruiser-bikes/7459679994.html,2022-03-28 15:35,cruiser bikes,,6,dont need any of these. asking price is for all 3, steel, cruiser, med, 26 in,,,,,,,,,
37276,50.0,austin,https://austin.craigslist.org/fuo/d/cedar-park-furniture-bikes/7463545643.html,2022-03-27 09:44,furniture & bikes,,5,Kitchen table + chairs $50   Entry way table $50  bikes $20,,,,, good,,,,,,,,
37277,10.0,austin,https://austin.craigslist.org/bop/d/austin-lots-of-bikes/7456767262.html,2022-03-27 01:39,lots of bikes,,14,Lots of bikes and a motocycle,,,,,,,,,,,,,
37278,1999.0,austin,https://austin.craigslist.org/bid/d/mesa-best-value-bikes-1000w-soul-fast/7462746339.html,2022-03-25 10:27,BEST VALUE E BIKES⚡️ 1000W SOUL FAST SONIC SABER ELECTRIC BIKE ⚡,,24,"22022 SONIC SABER 1000W BUY DIRECT FROM THE MANUFACTURER PRICED FROM $1999 - 1000’S IN STOCK   WWW.SOULEBIKES.COM  SOUL YOUTUBE CHANNEL E BIKE VIDS; https://www.youtube.com/watch?v=8AFtybdw1bM&list=PLoV1aLJxds4Qg1tSsr3TFb4RKRHGfsHab&index=1  With the influx of garbage electric bikes flooding the streets we decided to give the public what it wants. A high end premium performance electric bike for dirt cheap. So say goodbye to all the online crap, box store bargains and swap meet junk. The SONIC SABER delivers where all others fail.  Let’s start off with our $5,000 SONIC SS flagship frame and build off of it. For power we went with the reliable Bafang big daddy 750W hub motor that puts out a clean 1000W when matched to our optional 10.5AH integrated downtube battery. We stack the front with a HD MTB lockout suspension fork Disc brakes and top it off our signature paint finishes.   https://youtu.be/_NorAqJISkg  SABER SPECS: 6061 T6 AIRCRAFT HAND WELDED ALUM FRAME  INTEGRATED SAMSUNG 48V 10.5AH BATTERY CNC’ED DROPOUTS AND SUPPORT GUSSETS BAFANG 750W / 1000W PEAK POWER MOTOR - CLASS 2 5” BUTTER SOFT FRONT SUSPENSION FORK ADJUSTABLE PRE LOAD & LOCK OUT FRONT AND REAR DISC BRAKES  180 MM ROTORS 4” ALUMINUM RIMS  MTB TIRES  SHIMANO 7 SPEED GRIP SHIFT STAINLESS SPOKES / KMC CHAINS ALUMINUM PEDALS ALUM CRANKS  SOUL XL COMFORT SADDLES - REFLECTIVE LOGO - BOTTLE OPENER HD WELD ON KICKSTAND LIFETIME FRAME WARRANTY   UPGRADE TO THE SABER PRO SS: LONG RANGE 14AH LG BATTERY, POWERFUL HYDRAULIC BRAKES, MINI COLOR DISPLAY, SOUL FAST VEE SPEEDSTER TRIES, BILLET PEDALS, CRE HID HEADLIGHT, TIRE SEALANT, SEALED BEARING BOOTOM BRACKET, SOUL SIGNATURE 4130 CHROMOLY CRANKS, 31.8MM BILLET MTB STEM - ALUM BMX BARS  FILL OUT THE PRE ORDER FORM ONLINE OR CALL US DIRECTLY AT 833-EBIKE44 WWW.SOULBEACHCRUISERS.COM/SABER  EBR (ELECTRIC BIKE REVIEW) ON OUR SONIC SS https://youtu.be/v7trIA7jjkM  MORE VIDS! https://www.soulbeachcruisers.com/videos-2/  SOUL FAST EBIKES   HQ MESA AZ  ☎️Call: 833-EBIKE44 🛍️Shop: www.soulbeachcruisers.com/saber", aluminum, cruiser, XL, 26 in, new, SOUL FAST ELECTRIC BIKES, disc (hydraulic), SONIC SABER,, throttle, cruiser,, suspension fork (hardtail)
37279,1299.0,austin,https://austin.craigslist.org/snd/d/san-antonio-march-madness-sales-dirt/7462529078.html,2022-03-24 17:30,"March Madness SALES!!!  Dirt Bikes, Trikes,  ATV's & UTVs!!!!",,24,"March Madness SALES!!!  We’ve got alllllll kinds of great stuff going on at How We Roll and we just want to share some of it with you guys!!! We’ve just put a ton of stuff on sale!!! Anything from dirt bikes and ATVs to motor trikes and UTVs!!! That’s right!!! A little something for EVERYONE!!!  1.) X9 125cc Dirt Bikes we’re $1499, NOW ONLY $1299!!! 2.) 125cc Tao Tao ATVs we’re $1999, NOW ONLY $1599!!! 3.) Massimo 200cc Spider Trike was $4999, NOW ONLY $4599!!! 4.) Massimo TBoss 410 was $8999, NOW ONLY $8499!!!!  Everything is brand new and comes with a warranty!! And, AS ALWAYS, How We Roll Motorsports services EVERYTHING that we sell so there’s no need to worry in the future!!! We’ve got your back!!!  Financing options ARE available!!! Prices do not include taxes. Vehicle discounts cannot be combined. Vehicles cannot be held on layaway.  Vehicles can be found at any of our three locations but it’s always best to call and make sure!!!  ADKINS: 11310 Highway 87 East, Adkins TX 78101. 210.649.1537 - Ask For Courtney!! HELOTES: 18593 Bandera Road, Helotes TX 78023. 210.957.0110 - Ask For Mandy!!! SAN ANTONIO: 30 Essex Street, San Antonio TX 78210. 210.988.2157 - Ask For Jimmy or Nick!!!  Come take advantage of these AWESOME SALES while they last!!!   #HowWeRollMotorsports #Adkins #Helotes #SanAntonio #CustomerServicePriority #MarchMadness #MarchMadnessSales #Massimo #MassimoDirtBikes #MassimoGoCarts #MassimoGKM200 #GKM200 #MassimoGKA200 #GKA200 #MassimoUTVs #MassimoTBoss410 #TaoTao #TaoTao125 #Warranty #ServiceCenter",,,,,,,,,,,,,
37280,899.0,austin,https://austin.craigslist.org/mcd/d/san-marcos-dirtbikes-pit-bikeshuge/7461684296.html,2022-03-22 17:43,Dirtbikes & Pit Bikes***Huge CLEARANCE***,,24,"San Marcos Power Sports, LLC. 4554 S Interstate 35  San Marcos TX 78666 OPEN 7 DAYS A WEEK! 10a-6p 512.618.6641(Si Hablo Espanol)  TRAILMASTER, RFZ, RPS, MASSIMO, TAOTAO, LINHAI, BENELLI.... Just to name a few! We carry: Pit Bikes, Dirtbikes, Pocket Rockets, Mini Bikes, Street Legal, Grom-Clones, Scooters, Mopeds, Electric Bikes, AND so much more! Don't see what your looking for? We do special ordering as well!!!  YOUTH price range: 60cc-125cc $699-$1899 ADULT price range: 125cc-400cc $999-$5499  We also carry a full line of ATV's/QUADS, GO KARTS, UTV's, SIDE-BY-SIDES, GAS & ELECTRIC GOLF CARTS, ELECTRIC BIKES, STREET LEGAL BIKES, ENDURO BIKES!!!!........ WE PRETTY MUCH HAVE EVERYTHING!  Hundreds of vehicles in stock!!!!!! Assortment of sizes, colors & styles available for ALL vehicles types in our inventory!!! Call us!  512.618.6641 (se habla espanol!) ...Or better yet, stop by in person:  San Marcos Power Sports, LLC. 4554 S Interstate 35  San Marcos TX 78666 OPEN 7 DAYS A WEEK! 10a-6p   *****OUR VEHICLES ARE BRAND NEW, NEVER DRIVEN ****COMES WITH GAS AND BATTERY ***WE SERVICE AND CARRY PARTS FOR ALL VEHICLES WE SELL **MECHANIC ON HAND 7 DAYS A WEEK *For more info check us out on FB: @sanmarcospowersports OR... www.sanmarcospowersportsllc.com  Keywords: SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc 300cc, 400cc 500cc 600cc 700cc 800cc 900ccs 1000cc Dune buggy race utilitygo-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen smithville elgin college station houston schertz west lake westlake horse shoe bay",,,,,,,,,,,,,
37281,20.0,austin,https://austin.craigslist.org/bab/d/austin-mini-baby-balance-bikes/7461548474.html,2022-03-22 13:00,Mini Baby Balance Bikes,,2,Mini Bike for 1 years old  https://www.amazon.com/YGJT-Balance-Bicycle-Months-24-Birthday/dp/B0776PQTLM/ref=sr_1_4?crid=1DXUWO1I2QJ4K&keywords=mini%2Bbike%2Bygjt&qid=1647971694&s=sporting-goods&sprefix=mini%2Bbike%2Bygjt%2Csporting%2C122&sr=1-4&th=1,,,,, excellent, YGJT,, Baby Balance Bikes,,,,,
37282,40.0,austin,https://austin.craigslist.org/spo/d/austin-swagman-fork-mount-bike-rack-for/7462197971.html,2022-04-18 19:09,Swagman Fork Mount Bike Rack for Pickup Trucks,,3,"Swagman SR-616A-02 Bike Rack for Truck Bed. Working locks with keys . In excellent like new condition. works with any size truck, can extend to fit any truck bed. Will carry 2 bikes any size, can even add a third bike (that accessory is sold separately on their site)  More details:  The Swagman PICKUP FORK MOUNT RACK is a bike rack for pickup trucks. It’s a simple and reliable way to carry up to two bikes on most mid-size and full-size pickups. The rack’s telescoping bar and press fit installation make it easy to fit to the bed of your pickup. A locking push button secures the rack in place. The 9mm quick release heads provide a secure platform for your bikes. It’s easy to add an additional fork mount (sold separately) if you want to carry three bikes.  Fits mid-size to full-size pickup truck beds Carries up to two bikes with weight limit of 45lbs per bike Integrated lock secures the rack to the truck bed Telescoping bar for easy adjustment and fit Easy to add an extra fork mount (sold separately) for a third bike  Porch pick up in Bee Cave near Lake Travis High School",,,,, like new,,,,,,,,
37283,599.0,austin,https://austin.craigslist.org/snd/d/san-marcos-toys-for-all-ages-go-karts/7472950274.html,2022-04-18 17:43,"TOYS FOR ALL AGES!!! Go Karts, Dirtbikes, ATV's, Golf Carts, UTV's!!!",,24,"SAN MARCOS POWER SPORTS LLC. www.sanmarcospowersportsllc.com  Come by today...or give us a call. 512.618.6641 (si hablo español)  4554 S Interstate 35 San Marcos TX 78666 WE'RE HERE 7 DAYS A WEEK. 10AM-6PM  We offer: LAYAWAY!!! FINANCING!!! DELIVERY!!! WARRANTY!!! PARTS/SERVICE!!! HUNDREDS OF VEHICLES IN STOCK!!!!  WE CARRY A FULL LINE OF: -Go Karts -ATV's -Golf Carts -UTV's -Side By Sides -Mini Bikes -Dirt Bikes -Scooters -Mopeds -Pocket Rockets -Street Legal Bikes -Golf Scooters -Electric Bikes -Jeep Willy's -4x4's ............WE PRETTY MUCH HAVE EVERYTHING!!!!!!!  ADULT PRICING: $999-$6599 125cc-1000cc  YOUTH PRICING: $699-$2799 60cc-125cc  GOLF CART PRICING: $5899-$10,999 Gas & Electric  UTV's (wide price range on these vehicles): $5199-$19,599 call for more info!  We have a loaded assortment of styles, colors, makes/models in almost every vehicle we sell. For more info or for special orders:  SAN MARCOS POWER SPORTS LLC. 512.618.6641 Located at: 4554 S Interstate 35 San Marcos, TX 78666  For more info check us out on FB: @sanmarcospowersports OR... www.sanmarcospowersportsllc.com Keywords: SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc 300cc, 400cc 500cc 600cc 700cc 800cc 900ccs 1000cc Dune buggy race utilitygo-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen smithville elgin college station houston schertz west lake westlake horse shoe bay",,,,,,,,,,,,,
37284,750.0,austin,https://austin.craigslist.org/bik/d/austin-giant-defy-road-bicycle/7472928860.html,2022-04-18 16:57,Giant Defy 2 Road Bicycle,,5,"Aluminum engineering at its very best. Light, lively and perfectly tuned for the way you ride, the Defy redefines the performance possibilities of an entry-level road bike. Made with the ALUXX SL aluminum frame and featuring components made to optimize its performance, it climbs, corners and sprints like bikes costing thousands more. Appearing like a pro on this entry-level bike, it has faultless Tiagra gears, FSA Omega crankset with Press-Fit bottom bracket, making it extremely taut and responsive.  Shimano 105 clipless pedals Cateye Strada Wireless computer No road rash, no wrecks, no major dings or scratches.  Excellent shape! M/L size- fits 5'8'-6'2"" in height.", aluminum, road, 56cm, 700C, like new, Giant,, Defy 2,,,,, none (rigid)
37285,1800.0,austin,https://austin.craigslist.org/mpo/d/austin-kawasaki-kz-cylinder/7465467950.html,2022-04-18 15:34,KAWASAKI KZ1300 6 CYLINDER,,2,"PLEASE READ ALL!!!  Rare beast 1979 kz 1300  32,700 miles   No title the guy died and I purchased it of his brother I have a bill of sale, they may be able to help you get the title   Not currently running was parked to an ignition problem, tank is currently unbolted and has after market coils fitted but originals are included   Rear side bags and sissy bar have been removed and thrown away as it make the bike so bulky   Bikes rolls good   Has been parked for a long time and is a project but you don’t see many of these and old Kawasaki’s are now going for crazy money like triples and kz1000 z1  Cash buyer only no timewasters   Located in south austin 78747",,,,, fair, Kawasaki,, Kz,,,,,
37286,30.0,austin,https://austin.craigslist.org/bab/d/cedar-park-pink-balance-bike-like-new/7472886329.html,2022-04-18 15:28,Pink Balance Bike LIKE NEW,,0,"Like new Kazam Balance Bike.  Great for kids learning how to use a bike. Comes with real rubber tires, not the fake plastic ones you see on many of these starter bikes.  No holes in tires of course. Adjustable size for the handle bars make it great for toddlers of any age.  If interested, text Eight 0 Eight, 9 Seven 1, Nineteen 76.  Thanks for looking!",,,,, like new, Kazam,,,,,,,
37287,65.0,austin,https://austin.craigslist.org/bik/d/leander-giant-revel-jr-20-bike/7465265514.html,2022-04-18 15:09,"Giant Revel Jr 20"" bike",,6,"Great bike in great condition, used with care looking for a new home.  Brakes and gears are fully functional. 20"" youth bikes are recommended for ages 5-8 or 45-54"". One-owner.  Specifications: Aluminum frame Steel fork 1x7 drivetrain Shimano Tourney components V-brakes Originally purchased for $240  If you see this listing this bike is still available.", aluminum, kids," 20""", 20 in, excellent, Giant, v-brakes, Revel Jr,, none, flat,, none (rigid)
37288,225.0,austin,https://austin.craigslist.org/bop/d/austin-thule-bike-car-rack/7472831463.html,2022-04-18 13:45,Thule 4 bike car rack,,3,Thule 4 bike rack. Attaches to class C receiver hitch. Rack will swivel away from vehicle with bikes attached. Has built in cable lock.,,,,, good, Thule,,,,,,,
37289,25.0,austin,https://austin.craigslist.org/bik/d/austin-bike-bicycle-trunk-rack-carrier/7472816325.html,2022-04-18 13:18,2-bike bicycle trunk rack / carrier --Allen,,6,"$25--Allen Two Bike Carriers in good condition. This simple, sturdy bike carrying system fits most sedans, hatchbacks, minivans, and SUVs via a single configuration design that eliminates setup hassles and headaches during installation. The rack is fully assembled, and mounts to your vehicle in seconds. Twelve-inch long carry arms easily accommodate up to two bikes, and a patented individual tie-down system secures and protects your bicycles.  Have 3 to sell.  Your choice $25 Each show contact info", other/unknown, other, not applicable, other/unknown, good, allen,,,,,,,
37290,60.0,austin,https://austin.craigslist.org/bik/d/austin-yakima-king-joe-trunk-mount-bike/7460394230.html,2022-04-18 13:16,Yakima King Joe 2 Trunk Mount Bike Rack Carrier,,0,,,,,,,,,,,,,,
37291,100.0,austin,https://austin.craigslist.org/bik/d/austin-dahon-vintage-folding-bicycle/7472788169.html,2022-04-18 12:27,Dahon 5 Vintage Folding Bicycle,,4,"Meticulously restored Dahon 5 Vintage Folding Bicycle for sale!  New rear tires and inner tube Gears restored by Clown Dog Bikes 5 speed gears, new chain with quick release link  Free Phone holder included, will include a bicycle pump for $10  Meetups at UT Austin campus. Cash only", aluminum, folding, Medium, 16 in,,, caliper,,,,,,
37292,285.0,austin,https://austin.craigslist.org/bik/d/austin-woom-kids-bicycle-green/7471864050.html,2022-04-18 11:43,Woom 2 Kids Bicycle - Green - Practically New,,13,"Woom 2 Kids Bike. In like new condition - only ridden once or twice. Cadillac of kid bikes.  Purchased new in December 2020 for $359.  Ultra lightweight frame - Perfect for teaching. Tires are in perfect condition - practically new with no wear.  https://us.woombikes.com/products/2?variant=37051191001238  Bike: 14″ wheels  •  12.3 lbs Child: 3 - 4.5 years  •  37″ - 43″ height  Wheel size 14″ Handlebar height 24.6″ Steering angle 68° Top tube horizontal 14″ Wheelbase 25.1″ Seat tube angle 67° Minimum saddle height 16″ Maximum saddle height 19.1″ Crank length 3.2″ Handlebar adjustability +/-10° Stand-over height 14.2″  Skip the training wheels, take on the world! The woom 2 provides kids three and up a seamless transition from a balance bike to a pedal bike without training wheels. At 12.3 lbs, the woom 2 is one of the world’s lightest pedal bikes. In no time at all, kids intuitively learn the skills they need to ride: balancing, resting their feet, and pedaling. With a woom bike, an important moment in childhood becomes unforgettable! (The woom 2 ships with a coaster brake as per CPSC requirement).", aluminum, kids, Small, 14 in, like new, Woom,, 2,,,,,
37293,3500.0,austin,https://austin.craigslist.org/mcy/d/austin-2006-honda-sabre-1100-low-miles/7472723320.html,2022-04-18 10:31,2006 Honda Sabre 1100 LOW MILES,,2,"Only 12,900 miles! These bikes run forever. 2006 Honda Shadow Sabre 1100 with Mustang Seat and quick detach windshield (Memphis Shade). Stock exhaust with baffles removed, jet kit, K/N air filter. New back tire at 7k miles, new front at 11k miles and there is plenty of life on the brakes. At $3,500, it’s a great bike for fun and/or everyday commuting. Dealerships getting 5k for these bikes right now. Bike needs nothing. Text is fine at six.one.zero.two.zero.two.two.eight.one.two. Do not contact me to run a VIN check scam. 610- two zero two - 28 one two Cash in hand for a test ride. I have the clean title. I can deliver within reason.  I have the stock seat and stock handle bars that are included in the sale.",,,,,,,,,,,,,
37294,500.0,austin,https://austin.craigslist.org/wan/d/dallas-buying-all-sizes-motorcycles-and/7463794937.html,2022-04-18 09:50,Buying All Sizes Motorcycles And 4 Wheelers-Any Condition,,0,"Buying street bikes, dirt bikes, scooters, mopeds, mini-bikes and 3 and 4 wheelers in any condition. Paying $100 to $500 depending on what you have. Call or text  show contact info",,,,,,,,,,,,,
37295,3900.0,austin,https://austin.craigslist.org/bik/d/austin-merlin-cielo-58-cm/7461015022.html,2022-04-18 09:37,Merlin Cielo 58 cm,,22,"Up for sale is a Merlin Cielo built up with Dura Ace 7800 and Flashpoint wheels. Talk about attention to detail. Most titanium aficionados will already know what this frame is, and it really needs no introduction. But for those who don’t know, this frame features carbon main tubes and 3/2.5V titanium lugs. Mixing ti and carbon already qualifies it as exquisite, as this process isn’t often seen in many bikes. You’ll get ride qualities from both composites, and it’s an elegant way to showcase modern ways connecting with timeless design. More importantly, as you get closer to the bike, the beautifully engraved lugs begin to shine. At the head tube, seat tube and bottom bracket junctions, you’ll see meticulous craftsmanship that makes this bike more of an art piece than anything else. Dura Ace 7800 components adorn the frame; Reynolds Ouzo Pro fork, Easton carbon post and bar finish out the build. The driveside Flashpoint decals were peeled off as to not distract attention from the frame. Cables, housing, bar tape and tires are new. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Frame: Merlin Cielo Fork: Reynolds Ouzo Pro Shifters: Dura Ace 7800 Rear Mech: Dura Ace 7800 Front Mech: Dura Ace 7800 Brakes: Dura Ace 7800 Crank: Dura Ace 7800 175 mm Chainrings: Dura Ace 7800 53/39t Bottom Bracket: Dura Ace 7800 Chain: Dura Ace 7800 Cassette: Dura Ace 7800 Seatpost: Easton EC90 Saddle: San Marco Eva Stem: Eleven81 120 mm Bar: Easton EC90 40 cm Hubs: Zipp Flashpoint Rims: Zipp Flashpoint FP60 Tires: Continental Super Sport  575 mm seat tube 580 mm top tube 200 mm head tube", titanium, road, 58 cm, 700C,, Merlin,, Cielo,,,,,
37296,1800.0,austin,https://austin.craigslist.org/bik/d/austin-independent-fabrications-crown/7461017759.html,2022-04-18 09:36,Independent Fabrications Crown Jewel 58 cm,,23,"Up for sale is an Independent Fabrications Crown Jewel built up with SRAM Red components and Mavic Cosmic tubular wheels. This build follows a black and yellow theme, so it would be a proper time right now to play ""Black and Yellow"" by Whiz Khalifa while you read this ad. If you know Indy Fab, then you know what this bike is all about. If you don't, head over to ifbikes.com first and then come back. This one uses Reynolds 853, has a one inch head tube and is in pretty good condition considering its age; some paint chips on chain stay and head tube but no dents or dings. This would be a great bike for someone who has been looking for a neo retro Indy Fab build, or for someone who can appreciate the simplicity and beauty of steel bikes. It's MUSA, so that' a plus too. Cables, housing and bar tape are new. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Read more here: http://ifbikes.com/Bikes/steel-crown-jewel  Frame: Indey Fab Crown Jewel Fork: Easton Kinesis Shifters: SRAM Red Rear Mech: SRAM Red Front Mech: SRAM Red Brakes: SRAM Rival Crankset: SRAM Red 53/39 172.5 mm Bottom Bracket: SRAM GXP Chain: SRAM 1051 Cassette: SRAM PG 1070, 11-28t Seatpost: Carbon Saddle: Selle Italia Flite Black/Yellow Stem: EC90 90 mm (not Easton) Bars: Easton EC90 42 cm Hubs: Mavic Rims: Mavic Cosmic Tubular Tires: Vittoria Pro Team  57 cm seat tube 58 cm top tube 150 mm head tube", steel, road, 58 cm, 700C,, Independent Fabrications,, Crown Jewel,,,,,
37297,1800.0,austin,https://austin.craigslist.org/bik/d/austin-storck-scentron-g2-57-cm/7461014892.html,2022-04-18 09:36,Storck Scentron G2 57 cm,,22,"Up for sale is a Storck Scentron built up with Ultegra 6770 Di2, ENVE bits and unbranded Chinese wheels. The frame is electronic groupset only, and is in great shape for its age. The finishing bits include ENVE seatpost and stem; the bar is an ENVE replica as the logo looks funky. It came on the bike when I got it, so I’m just leaving it on there and disclosing it. The Scentron was ahead of its time and will still provide a robust yet comfortable ride. This would be a good option for crit stomping so you don’t risk crashing your $8k bike. Or an amazing first bike for someone curious about upgrading to carbon and Di2. Cables, housing and bar tape are new. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Read more here:  • https://www.cyclingweekly.com/reviews/road-bikes/storck-scentron-g2 • https://www.bikeradar.com/reviews/bikes/road-bikes/storck-scentron-review  Frame: Storck Scentron Fork: Storck Stiletto 340  Shifters: Ultegra 6770 Rear Mech: Ultegra 6770 Front Mech: Ultegra 6770 Brakes: Ultegra 6700 Crank: Ultegra 6700 172.5 mm Chainrings: Ultegra 6700 50/34 Bottom Bracket: Shimano  Chain: Shimano Cassette: Shimano 6700 11-25 Seatpost: ENVE 31.6 mm Saddle: Specialized Phenom Expert Stem: ENVE 120 mm Bar: ENVE 42 cm (replica)  Hubs: Powerway Rims: Unbranded  Tires: Continental GP5K  550 cm seat tube 569 cm eff top tube 162 mm head tube", carbon fiber, road, 57 cm, 700C,, Storck,, Scentron G2,,,,,
