,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,condition,frame size,make / manufacturer,wheel size,num image,text,model name / number,suspension,brake type,electric assist,handlebar type,part type,serial number,size / dimensions
21004,90.0,minneapolis,https://minneapolis.craigslist.org/ank/bop/d/circle-pines-se-bikes-big-honkin/7471710141.html,2022-04-15 13:42,SE Bikes Big Honkin Cruiser Bars,,, new,, SE Bikes,,5,Yellow SE Bikes Big Honkin Cruiser Bars. Handlebars are brand new. Currently installed on new bike but switching to black. Come with SE Bikes grips and number plate., Big Honkin Cruiser Bars,,,,,,,
21005,50.0,minneapolis,https://minneapolis.craigslist.org/ram/bop/d/saint-paul-saris-trunk-mount-bike-rack/7460018325.html,2022-04-15 11:13,Saris Trunk Mount Bike Rack for 3 Bikes,,,,,,,0,Holds 3 bikes  Please text back to set up a contactless pickup,,,,,,,,
21006,150.0,minneapolis,https://minneapolis.craigslist.org/wsh/bop/d/alexandria-thule-bike-carrier-bikes/7471318945.html,2022-04-14 14:48,THULE BIKE CARRIER - 4 bikes,,, good,, Thule,,6,Thule Bike Carrier.   Receiver for a 2 inch trailer hitch.   Very robust and strong.   Levers allow for horizontal bars to fold down and also for the rack to tilt out allowing for the hatch to open.  There is a cable lock that is internal to the carrier.    Condition is good.   All straps are in place and function well.,,,,,," racks, fenders, bags",,
21007,250.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-tamarack-bikes-pair/7460201136.html,2022-04-14 08:54,Tamarack Bikes (Pair), other/unknown, other,, Medium and Small,, 16 in,8,"2 Tamarack bikes 18” and 16”, barely used, excellent condition. Both for $250.",,,,,,,,
21008,175.0,minneapolis,https://minneapolis.craigslist.org/ram/bop/d/saint-paul-saris-bike-carrier-hitch/7459885171.html,2022-04-13 19:25,Saris Bike Carrier/Hitch 4 bikes,,,,,,,3,"Heavy duty bike carrier. It will carry 4 bike. Great for camping, hiking, travel, vacation. 2 in hitch for car or truck Cash only",,,,,,,,
21009,25.0,minneapolis,https://minneapolis.craigslist.org/ank/mpo/d/andover-mirrors-for-metric-bikes/7459006086.html,2022-04-13 18:25,Mirrors for metric bikes,,,,,,,2,Great shape.,,,,,,,,
21010,50.0,minneapolis,https://minneapolis.craigslist.org/dak/fuo/d/saint-paul-harley-davidson-2007/7461167323.html,2022-04-13 18:19,Harley-Davidson 2007 Heritage Collection Bikes of the 80's picture,,,,,,,0,,,,,,,,,
21011,550.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/burnsville-se-bikes-26-blocks-flyer/7465940557.html,2022-04-13 00:59,"SE Bikes 26"" Blocks Flyer, Orange Camo, PK Ripper", aluminum, bmx, like new, 26 inch, SE Bikes, 26 in,0,"SE Bikes 26"" Blocks Flyer, Orange Camo For sale. This bike was bought for my girlfriend, she rode it once. The bike is in brand new condition. Cash Only, No trades. Reasonable offers will be considered."," 26"" Blocks Flyer", none (rigid), caliper, none, bmx,,,
21012,123.0,minneapolis,https://minneapolis.craigslist.org/hnp/wan/d/minneapolis-buying-dirt-bikes/7462660822.html,2022-04-12 07:40,Buying dirt bikes,,,,,,,0,Looking 2 buy a few repairable dirtbikes  honda yamaha ktm Chinese 125cc 150cc 250cc 300cc let me know what you have thanks Ben  show contact info,,,,,,,,
21013,799.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/northfield-rare-2018-se-bikes-retro-pk/7460351411.html,2022-04-11 11:12,Rare 2018 SE Bikes Retro PK Ripper Fat Ripper Fat Bike Sweet Ride!, aluminum, other, good, medium, SE Bikes, 26 in,11,"Hello and thanks for looking!  Up for sale is this super sweet 2018 SE Bikes PK Fat Ripper fat tire bike.  This thing is amazing and has been enhanced with some super reflective graphics/stickers and bmx style pegs in the rear wheel, as well as a hydraulic rear brake.  See the pics and take in the awesomeness!  This is a rare, amazing bike from SE Bikes.  Retro vintage awesomeness with added modern tech.  Available for pickup in Northfield.  $799 cash or PayPal.  Hit the reply link (include a phone number so I know you’re not a bot) and I’ll get back to you asap.  Thank you!", PK Fat Ripper, none (rigid), disc (hydraulic), none, bmx,,,
21014,150.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-gary-fisher-bikes-for-sale/7469588691.html,2022-04-10 15:54,gary fisher bikes for sale - 24”, alloy, mountain, like new, 24”, Gary Fisher, 24 in,4,24” Gary Fisher bike like new barely used,, suspension fork (hardtail), cantilever, none, flat,,,
21015,150.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/excelsior-bike-bikes-bicycles/7469562241.html,2022-04-10 14:54,"bike, bikes, bicycles", other/unknown, other,, 17 +," giant, khs, takara", other/unknown,21,"three well care for bikes. -$150.00 Giant Boulder girls bike. 18"" frame. 26x2.1 tires. 21 spd. Thumb/finger shift.  Front shock fork. Purchased new about 2010. Very light usage until 2012. Hanging in garage since. --$125.00 KHS Brentwood girls bike, 17"" frame (?)  28x 1 5/8 x 1 1/2 tires. 21 spd. Twist grip shift. Purchased new about 20 years ago. Replaced with new Giant summer of 2021. ---$125.00 Vintage old school Takara road bike. About 58 cm frame. 27x 1 1/4 tires. 12 spd. Purchased new about 1988. Tune up, new tires, etc in 2012. Ridden a lot until that time.  Hanging in garage since. Comes with Cateye-Velo 3. Battery good and works. This bike sadly even though with no usage found that the chromed parts show surface rust. See phone # in photo. Cash or venmo.",,,,,,,,
21016,380.0,minneapolis,https://minneapolis.craigslist.org/wsh/bik/d/lakeland-mothers-day-special-new-yellow/7461083518.html,2022-04-10 10:39,*Mother's Day Special*-(2) NEW Yellow Schwinn Perla 7 Spd Beach Bikes, steel, cruiser,, 18inch, Schwinn, 26 in,0,"Mothers day WILL be here Soon - How about surprise her and make some Memories?  These are BRAND NEW Bikes, NEVER Ridden, just Assembled.  They are available Amazon for  - $499.99 EACH - Unassembled Assembly is $119.99 each. so Each Assembled via Amazon are $620 Each or  $1240 for both https://www.amazon.com/Schwinn-Cruiser-Featuring-Step-Through-Drivetrain/dp/B01N4WJN8B?th=1&psc=1                                     **** You get BOTH for $380 ASSEMBLED and Ready to Ride ***  They are PERFECT and absolutely MINT Condition.  NO Disappointments. Will NOT to separate Delivery is Available.  7one5-222-5626 Calls ONLY  Please Leave a Message if I'm unavailable and I'll call you back ASAP. NO Emails / NO Texts PLEASE",,,,,,,,
21017,450.0,minneapolis,https://minneapolis.craigslist.org/wsh/for/d/afton-bike-rack-for-bikes/7469440481.html,2022-04-10 10:23,"Bike rack, for E Bikes",,, like new,, Yakima,,3,"Yakima Dr Tray carrier holds 2 bikes. Heavy duty for E bikes, supporting 80# total weight. One key system with hitch lock and locking security cable, in addition to 3 points securing for each bike. Adjustable saddles for balance. 1 1/4 receiver hitch, 2"" adapter incl if needed. Like new.  Cash only.  Text ok.",,,,,,,,
21018,1000.0,minneapolis,https://minneapolis.craigslist.org/ram/bik/d/saint-paul-just-two-bikes/7469202931.html,2022-04-09 15:25,Just two bikes, aluminum, recumbent/trike,, Not ness,, 20 in,2,Hi i have a just two bikes side by side special needs bike for sale every things works  1000.00 or best offer thanks,,,,,,,,
21019,222.0,minneapolis,https://minneapolis.craigslist.org/ram/bik/d/saint-paul-clean-womens-frame-road/7460638106.html,2022-04-09 15:02,Clean women's frame road bikes!  Restored and ready to ride!, steel, road, excellent, Medium, Schwinn, 27 in,14,"All bikes are fully rebuilt/reconditioned/tuned for folks looking for inexpensive wheels for the upcoming riding season.  $222 each.  Bikes are %100 ready to ride, and need nothing except a new home.  Many new parts, including tires, cables, pedals, bar tape and more depending on what each build needed.  These budget friendly builds are built to the specification of what one would expect from a used bike shop.  Single speed conversions make these bikes lighter weight than they were off the factory floor, and the dirty & sluggish original 10 speed gear sets have been upgraded to reliable, easy to opperate/maintain single speed setups.  Smooth rolling, confident braking, and sharp looking steeds that just need new homes.  1) Red/Yellow Ross single speed conversion- size small- fits 5'2""range riders best- drop bar 2) Silver/Red Schiwnn Le Tour single speed conversion- size large- fits riders in the 5'8"" range best- drop bar 3) Green/White Schwinn Varsity single speed conversion- size medium- fits riders in the 5'6"" range best- drop bar 4) Red/White Schwinn World Sport single speed conversion- size medium- fits riders in the 5'6"" range best- short rise bar",, none (rigid), caliper, none, flat,,,
21020,160.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/hastings-raleigh-sc40-comfort-bikes/7469184140.html,2022-04-09 14:46,Raleigh SC40 Comfort bikes, aluminum, hybrid/comfort, good, 19”, Raleigh, 26 in,8,"Raleigh SC40 mens and womans bikes. Woman’s is 19” frame and men’s is 18”. Lightweight aluminum frame, rims, seat post. 24 speeds. 26” rims. Shock absorbing fork and seat post. $160 each or B/O", SC40, frame and fork (full suspension), caliper, none, cruiser,,,
21021,100.0,minneapolis,https://minneapolis.craigslist.org/wsh/bik/d/houlton-vintage-raleigh-road-bikes/7469127758.html,2022-04-09 12:59,Vintage Raleigh road bikes, other/unknown, road,, Na, Raleigh, other/unknown,6,"2 Raleigh Grand Prix road bikes and one woman’s Galaxy road bike. They are in good condition. The three bikes were left in the garage of a property we’re remodeling. I know little about them, hoping someone can appreciate these vintage bikes. $100  each or B/O.", Grand Prix,,,,,,,
21022,375.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/minneapolis-thule-helium-pro-bike-hitch/7469048033.html,2022-04-09 10:35,Thule Helium Pro 2-bike hitch bike rack aluminium  2 bikes,,,,,,,0,,,,,,,,,
21023,40.0,minneapolis,https://minneapolis.craigslist.org/ram/bik/d/willernie-couple-road-bikes/7469020783.html,2022-04-09 09:43,Couple road bikes,,,,,,,0,,,,,,,,,
21024,1.0,minneapolis,https://minneapolis.craigslist.org/csw/wan/d/monticello-repairable-blown-up-dirt/7468924516.html,2022-04-08 23:40,repairable/blown up dirt bikes/ATV’s wanted,,,,,,,0,,,,,,,,,
21025,250.0,minneapolis,https://minneapolis.craigslist.org/csw/bik/d/oak-park-bikes/7468604746.html,2022-04-08 10:42,4 Bikes, other/unknown, other,, varies,, other/unknown,0,"4 Bikes for sale. 1 Fuji Mens, 1 Fuji Womens, 1 Shwinn Womens, 1 child  Fuji's $100 each Shwinn $75 Child $25  or all four $250  They haven't been used in a while and will require a cleaning.",,,,,,,,
21026,275.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/chanhassen-adams-tag-long-bikes/7468451782.html,2022-04-07 22:05,Adams tag-a-long bikes, other/unknown, kids,, Small,, 14 in,5,"Selling our tag-a-long bikes due to our kids now being on their our bikes. Perfect for teaching your kids how to ride. Comes with seats and all couplers to attach to adults bike. Would like $150 each, or $275 for both.   Schwinn huffy mountain bike specialized",,,,,,,,
21027,250.0,minneapolis,https://minneapolis.craigslist.org/ank/bik/d/minneapolis-mountain-bikes-big-wheel/7468250662.html,2022-04-07 13:26,Mountain bikes & Big Wheel,,,,,,,0,,,,,,,,,
21028,700.0,minneapolis,https://minneapolis.craigslist.org/hnp/tro/d/minneapolis-trailer-for-trikes-or-bikes/7463266337.html,2022-04-06 15:28,Trailer for trikes or bikes,,, like new,, Northern Tool,,0,"Custom built trailer for recumbent or upright trike or 1-3 bicycles. Has loading/unloading ramps, flat bed, fenders, tie downs and anchor points.  Overall dimensions are 7ftX4.5ft including fenders and tongue. Easy one-person handling.",,,,,,,,
21029,1450.0,minneapolis,https://minneapolis.craigslist.org/ank/bik/d/minneapolis-skyl-bikes/7466599229.html,2022-04-03 16:58,2 SKYL E-BIKES, steel, folding, like new, unknown, Skyl E, other/unknown,3,"2 Skyl E- bikes for sale- like new $1450. EACH . Retail cost is at $1999. Each bike comes with a one onboard high quality display to show distance, speed, range and watts used. 48 volt battery with charger. Bikes are foldable and weigh about 75 pounds One blue ladies bike One tomato red man's bike Both are like brand new. Contact Mike  show contact info     give me a call lets talk !", electric, other/unknown, other/unknown, pedal assist, cruiser,, unknown,
21030,1000.0,minneapolis,https://minneapolis.craigslist.org/ram/wan/d/saint-paul-wanted-bikes/7466566303.html,2022-04-03 15:33,Wanted: e-bikes,,,,,,,0,"Spring is almost here, and my partner and I are looking for some e-bikes to ride the trails this year. We looked at bike shops, but hoping not to pay those prices, maybe you have something that you’re ready to let go of and upgrade? We’re kinda new to riding and don’t want to invest a lot of $$, in case we don’t like it.   It’d be really nice if we could find one with a back rack or extra storage, for going to the grocery store or something. We’re looking to reduce our driving miles, like everyone else.   Thanks for looking!",,,,,,,,
21031,35.0,minneapolis,https://minneapolis.craigslist.org/ram/bik/d/saint-paul-girls-16-inch-bikes-great/7466243586.html,2022-04-02 17:20,Girls 16 inch bikes  great working bikes $35 each, steel, kids, fair, ???, Huffy, 16 in,0,4 girls  16 inch bikes in great working order ..they work great ready to ride today. call or text  show contact info  .$35 each,, none (rigid), coaster,,,,,
21032,1.0,minneapolis,https://minneapolis.craigslist.org/ank/wan/d/anoka-buy-old-motorcycles-dirt-bikes/7466006785.html,2022-04-02 09:03,I Buy Old Motorcycles Dirt Bikes - Any Make/Condition (Running or not),,,,,,,0,,,,,,,,,
21033,275.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/maple-grove-ecocross-hybrid-bamboo-bike/7465805935.html,2022-04-01 16:22,EcoCross Hybrid Bamboo Bike Frameset, composite, hybrid/comfort, new," 16"", 18"", 20""", Greenstar Bikes, 700C,10,"This is a brand new bike frame and fork in the manufacturer's original box. The outside of the box is cosmetically damaged but inside the frame and fork are untouched and the frame is warrantied for life.  I have one of each size. See more details and specs at https://www.greenstarbikes.com/store/frame-ecocross-hybrid  The Greenstar Bikes EcoCross Hybrid Bamboo Frame is a multi-purpose frame that can be used for any number of bike builds: mountain bike, hybrid bike, comfort bike, even a road bike. Perfect for streets, trails and off-roading, the EcoCross bamboo frame will help you zip up hills and enjoy your ride on almost any terrain. The bamboo and recycled 6061 aluminum lugged frame delivers an ultra smooth ride by absorbing micro vibrations. This affordable frame weighs only about 5 pounds, and still has all the beauty, quality, and performance of a bamboo bicycle from Greenstar Bikes. Stunningly available in black.", EcoCross,,,,,,,
21034,515.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/minneapolis-dr-tray-bikes-bike-rack/7460017127.html,2022-04-01 10:58,Dr Tray 2 bikes bike rack hitch mount,,,,,,,0,"For sale a great condition Yakima Dr. Tray bike rack can carry 2 bikes. Comes with locks and keys. Compatible with 1 1.4 inches hitch mount.  Thanks,     Kuat, Thule, yakima, 1up, bike carrier, bike rack",,,,,,,,
21035,11111.0,minneapolis,https://minneapolis.craigslist.org/dak/wan/d/lakeville-wanted-atvs-jet-skis-dirt/7465036189.html,2022-03-30 19:09,Wanted ATVs jet skis dirt bikes lawnmowers etc..,,, good,,,,4,I am looking for nonrunning or running or damaged ATVs Or JetSki’s or any Powersports that you are looking to get rid of cash paid on spot  Call me or text me anytime  Name is Rath show contact info,,,,,,,,
21036,45.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-girls-bikes/7464663847.html,2022-03-29 22:01,2 girls bikes, steel, cruiser,, 17???,, 18 in,2,2 girls bikes 40 for the cruiser and 50 for the blue one... nice shape.   good for teen,,,,,,,,
21037,1.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/minneapolis-parts-bikes/7455114261.html,2022-03-29 10:54,Parts bikes,,, salvage,, Miscellaneous,,3,3 parts bikes. Some good bones to work with. If you see one you like make me an offer or you can bundle and save!, multiple,,,,,,,
21038,15.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/dundas-two-girls-bikes-for-sale-15-each/7464131575.html,2022-03-28 16:17,Two Girl's Bikes for Sale ($15 each), aluminum, kids,, N/A,, other/unknown,6,Two used girl's bikes for sale. $15 each.  Both in fine working condition. White bike has one hand brake that is broken. Other hand brake works. Both pedal brakes work. Black bike has two pegs also.  Please reach out with any questions. Thanks.,,,,,,,,
21039,1499.0,minneapolis,https://minneapolis.craigslist.org/csw/snd/d/howard-lake-dirt-bikes-teens-and-adult/7463770823.html,2022-03-27 18:54,Dirt Bikes - Teens and Adult - From,,,,,,,16,"Full size Apollo dirt bikes and TrailMaster cruiser mini-bikes for the big kids!    Here is our current inventory of bikes for spring.   *** Main Picture: Apollo RFX150.         Apollo X-18.  -- $1,499.00   Pictures #2-3  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks  Apollo X-19.  -- $1,525.00   Pictures #4-5  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Same as X-18 add Headlight, Inverted forks  Apollo Z-20.   -- $1,579.00   Pictures 6-7  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks, Air box, fat bar.  Apollo RXF 150.   -- $1,999.00  Apollo RXF performance line   Pictures 8-9  Engine: H.O. 140cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks  Apollo RXF 200 Max.   -- $2,499.00  Apollo RXF performance line   Pictures #10-11  Engine: H.O. 190cc gasoline 4 stroke Starting: Electric & Kick Transmission: Manual Wheel/Rim size (F/R): 19""/16"" Frame Size: Large   Other:  Inverted forks  Apollo DB-36   -- $2,499.00  Pictures #12-13 Engine: 250cc gasoline 4 stroke Starting: Electric and Kick Transmission: Manual 5 speed Wheel/Rim size (F/R): 21""/18"" Frame Size: Full size - Large   Other:  Inverted forks,  adult size bike. Trail Master Mini Bike - MB200.   -- $1,299.00   Picture #14-15 Engine: 6.5hp gasoline 4 stroke Starting: Pull Transmission: Automatic Wheel/Rim size (F/R): 19x7-8 Frame Size: Full size   Other:  Full size Mini Bike for teens and adults.  Has full front and rear suspension and engine operated headlight. TC West Motorsports, Inc. We have a full Line up of Kid ATV's ages 4 and up. Youth ATV's Ages 12 up. Phone:      ☎ (952) 442-5575 www.TCWestMotorsports.com Hours:  By Appointment Only - Please call aheadMonday-Friday 9am - 7pmSaturday 9am - 3pmSunday:  Call Contact: Bill   Trail Master, Trailmaster Minnesota, Trail Master Minnesota, Coolster ATV, Tao Tao ATV, Coolster, Tao Tao, Mini ATV, Youth ATV, Kids ATV, Kawasaki, SSR, Yamaha, Go Kart, Go cart, Hammerhead, Hammer head, Massimo, American Landmaster, American Sportworks,  Polaris, Arctic Cat, Suzuki, Honda, Youth 4-Wheeler, Youth Quad, Kids 4-Wheeler, Kids Quad, Small ATV, Mini dirt bike, Pit Bike, Coolster Minnesota, Tao Tao Minnesota, Coolster Midwest, Tao Tao Midwest. Coolster.com, TaoTao.com",,,,,,,,
21040,999.0,minneapolis,https://minneapolis.craigslist.org/csw/snd/d/howard-lake-youth-dirt-bikes-from/7463761883.html,2022-03-27 18:24,Youth dirt bikes - From,,,,,,,24,"Dirt Bikes from Apollo, Coolster and TrailMaster.    - We have bikes from 110cc to 250cc - Models listed below.  - Both, electric and kick start models - Automatic, semi-auto, and manual transmissions  - Also listed - Best in market Trail Master Mini Bike, and, award winning Apollo electric balance bikes  TC West Motorsports - Best Service, Warranty and Overall Value   *** Main Picture: Apollo Z-20 125cc.         Apollo JumpFun - Electric balance bike.   --  12"" = $349.00,   16"" = $399.00   Pictures #2-3 Motor: 24v 80/150w Electric  Starting: Electric - twist and go Drivetrain: Chain drive Ages: 3 to 5 (12"") and 5 to 7  (16"") Other:  Balance trainer greatly improves riding ability.  operate in 3 modes - free wheel / low speed 4-6 mph, high speed 8-12 mph.   Coolster 213  -- $999.00  Pictures #4-5  Engine: 110cc gasoline 4 stroke Starting: Electric Transmission: Automatic Wheel/Rim size (F/R): 10""/10"" Frame Size: Small   Coolster 214-M   -- $1,169.00  Pictures #6-7  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 14""/12"" Frame Size: Mid Size   Apollo X-4.   --  $1,199.00   Pictures #8-9  Engine: 110cc gasoline 4 stroke Starting: Kick Start Transmission: Semi-Auto Wheel/Rim size (F/R): 14""/12"" Frame Size: Small/Mid Size   Apollo X-14.   --  $1,399.00   Picture #10  Engine: 125cc gasoline 4 stroke Starting: Kick Start Transmission: Semi-Auto Wheel/Rim size (F/R): 14""/12"" Frame Size: Mid Size   Apollo X-18.  -- $1,499.00   Pictures #11-12  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks  Apollo X-19.  -- $1,525.00   Pictures #13-14  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Same as X-18 add Headlight, Inverted forks  Apollo Z-20.   -- $1,579.00   Pictures #1 and 15-16  Engine: 125cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks, Air box, fat bar.  Apollo RXF 150.   -- $1,999.00  Apollo RXF performance line   Pictures #17-18  Engine: H.O. 140cc gasoline 4 stroke Starting: Kick Transmission: Manual Wheel/Rim size (F/R): 17""/14"" Frame Size: Large   Other:  Inverted forks  Apollo RXF 200 Max.   -- $2,499.00  Apollo RXF performance line   Pictures #19-20  Engine: H.O. 190cc gasoline 4 stroke Starting: Electric & Kick Transmission: Manual Wheel/Rim size (F/R): 19""/16"" Frame Size: Large   Other:  Inverted forks  Apollo DB-36   -- $2,499.00  Pictures #21-22 Engine: 250cc gasoline 4 stroke Starting: Electric and Kick Transmission: Manual 5 speed Wheel/Rim size (F/R): 21""/18"" Frame Size: Full size - Large   Other:  Inverted forks,  adult size bike. Trail Master Mini Bike - MB200.   -- $1,299.00   Picture #23 Engine: 6.5hp gasoline 4 stroke Starting: Pull Transmission: Automatic Wheel/Rim size (F/R): 19x7-8 Frame Size: Full size   Other:  Full size Mini Bike for teens and adults.  Has full front and rear suspension and engine operated headlight. TC West Motorsports, Inc. We have a full Line up of Kid ATV's ages 4 and up. Youth ATV's Ages 12 up. Phone:      ☎ (952) 442-5575 www.TCWestMotorsports.com Hours:  By Appointment Only - Please call aheadMonday-Friday 9am - 7pmSaturday 9am - 3pmSunday:  Call Contact: Bill   Trail Master, Trailmaster Minnesota, Trail Master Minnesota, Coolster ATV, Tao Tao ATV, Coolster, Tao Tao, Mini ATV, Youth ATV, Kids ATV, Kawasaki, SSR, Yamaha, Go Kart, Go cart, Hammerhead, Hammer head, Massimo, American Landmaster, American Sportworks,  Polaris, Arctic Cat, Suzuki, Honda, Youth 4-Wheeler, Youth Quad, Kids 4-Wheeler, Kids Quad, Small ATV, Mini dirt bike, Pit Bike, Coolster Minnesota, Tao Tao Minnesota, Coolster Midwest, Tao Tao Midwest. Coolster.com, TaoTao.com",,,,,,,,
21041,20.0,minneapolis,https://minneapolis.craigslist.org/wsh/bik/d/saint-paul-kids-old-bikes-20-each/7463699537.html,2022-03-27 15:40,Kid's old bikes $20 Each, other/unknown, kids,, NA,, 20 in,21,"I have four bikes that were previously used by my kids when they were younger.  They are all well used but still work.  20"" Rally Skyquest- Small tear in seat 12.5"" Diamondback Lil One - SOLD 16"" Disney Princess w/ Training Wheels (No kickstand came with it) 20"" Red Schwinn- Big tear in seat, pedal damage  Each bike is $20.",,,,,,,,
21042,1.0,minneapolis,https://minneapolis.craigslist.org/ank/bik/d/saint-paul-bikes-for-sale/7460701440.html,2022-03-27 15:36,Bikes for sale, aluminum, kids,, 20 inch,, 24 in,3,A few bikes for sale call for prices  show contact info,,,,,,,,
21043,25.0,minneapolis,https://minneapolis.craigslist.org/csw/bop/d/victoria-racor-bike-rack-bikes/7463690519.html,2022-03-27 15:18,Racor Bike Rack (4 bikes),,, good,, Racor,,0,"Used Racor bike rack.  Normally $70-80 new. In good shape.  5+ years old, but still works well.  Save garage space.  Easy to use and set up.  Fits 4 bikes easily.  Moving to a different bike system is the only reason selling.    Call with questions.",,,,,, other,,
21044,50.0,minneapolis,https://minneapolis.craigslist.org/ank/bik/d/andover-kids-bikes/7463320027.html,2022-03-26 15:07,Kids bikes, aluminum, kids,, 54,, 10 in,2,Girls Schwinn with basket bought last year hardly used $25 Boys toddler cars bike bought last year as well with training wheels $25,,,,,,,,
