,Price,Location,URL,Date,Title,make / manufacturer,model name / number,num image,text,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,wheel size,handlebar type,suspension,part type,size / dimensions,serial number
4221,7999.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2021-gas-gas-ex-250f/7470896009.html,2022-04-13 12:58,2021 GAS GAS EX 250F __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,9,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/3QXPD2021 GAS GAS EX 250F Single-Cylinder 249.9 ccPrice: $8,699.00Basic Information:Year: 2021Make: GAS GASModel: EXTrim: 250FStock Number: 3639VIN: VBKGBK434MM150036Condition: UsedType: OtherTitle: CleanBrakes:Brake Brand Name: BremboFront Brake: Hydraulic DiscFront Brake Diameter (in): 10.2Front Brake Diameter (mm): 260Rear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: Chromium MolybdenumFront Adjustable Rebound DampingFront Suspension Brand Name: WP XACTFront Suspension Size (in): 1.9Front Suspension Size (mm): 48Front Suspension Type: Inverted ForkFront Travel (in): 12.2Front Travel (mm): 310Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: WP XACTRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 11.8Rear Travel (mm): 300Comfort:Adjustable HandlebarsDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualTransmission Gear Ratio (1): 2.46Transmission Gear Ratio (2): 1.88Transmission Gear Ratio (3): 1.5Transmission Gear Ratio (4): 1.22Transmission Gear Ratio (5): 1Transmission Gear Ratio (6): 0.77Engine:Bore (in): 3.07Bore (mm): 78Carburetion Brand: KeihinCarburetion Type: Fuel InjectedCompression Ratio: 14.4Cooling System: LiquidCylinders: 1Engine Disp. to Weight (cc): 1.14Engine Size (cc): 249Engine Size (ci): 15.3Engine Stroke: 4-StrokeEngine Type: Single-CylinderFuel Capacity (gal): 2.2Fuel InjectorFuel Injector Size (mm): 44Fuel Requirements: PremiumHorsepower: 46Horsepower (kW): 34.3Starter: ElectricStroke (in): 2.06Stroke (mm): 52.3Valve Configuration: DOHCValves: 4Valves Per Cylinder: 4Other Information:Decal KitExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: DriverFork GuardsHand GuardsFront FenderHand GripsRear FenderStandStand Type: KickSpecifications:Body Material: PlasticDry Weight (kg): 100Dry Weight (lbs): 220Front Tire (Full Spec): Dunlop GEOMAX AT81F 80/100 - 21 51M TTFront Tire (Inches): 21Front Tire Aspect Ratio: 100Front Tire Speed Rating: MFront Tire Width: 80Fuel Capacity (liters): 8Ground Clearance (in): 14.8Ground Clearance (mm): 370Rear Tire (Full Spec): Dunlop GEOMAX AT81 110/100 - 18 64M TTRear Tire (Inches): 18Rear Tire Aspect Ratio: 100Rear Tire Speed Rating: MRear Tire Width: 110Seat Height (inches): 37Wheelbase (in): 58.5Wheelbase (mm): 1485Description:Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33934760 10282981",,,,,,,,,,,,
4222,1900.0,sacramento,https://sacramento.craigslist.org/bik/d/sacramento-ebike-hyperscorpion/7470865102.html,2022-04-13 12:01,ebike Hyperscorpion,,,0,,,,,,,,,,,,,
4223,4995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-1990-bmw-k1-home/7470811918.html,2022-04-13 10:19,1990 BMW K1 __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,9,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/DWBH51990 BMW K1Price: $4,995.00Basic Information:Year: 1990Make: BMWModel: K1Stock Number: 3041VIN: WB1053506L6365339Condition: UsedType: StandardMileage: 63,984Title: CleanEngine:Engine Size (cc): 1000Description:Sport Bike / Superbike 987cc liquid-cooled DOHC inline four Engine Anti-Lock Brakes (ABS) 5-speed, shaft final drive Lockable side storage Center stand Clean Title Safety Inspection Extended Warranty AvailableSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503971 10223359",,,,,,,,,,,,
4224,7299.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2011-harley-davidson/7470810472.html,2022-04-13 10:17,2011 Harley-Davidson Sportster __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,0,,,,,,,,,,,,,
4225,60.0,sacramento,https://sacramento.craigslist.org/bop/d/represa-icon-carbon-forks-for-road/7470761373.html,2022-04-13 08:52,"Icon, carbon forks, for road bikes, 1"" threaded steer tube",,,0,,,,,,,,,,,,,
4226,2.0,sacramento,https://sacramento.craigslist.org/wan/d/sacramento-bmxbikes-bmxbike-parts-and/7470635305.html,2022-04-12 22:39,Bmx:bikes bmx:bike parts and old:bicycles:wanted:bicycle,,,0,,,,,,,,,,,,,
4227,99.0,sacramento,https://sacramento.craigslist.org/sgd/d/sacramento-treadmills-ellipticals-bikes/7470489221.html,2022-04-12 13:58,"Treadmills, Ellipticals, Bikes, Home Gyms For Rent",,,3,"We have lots of commercial grade gym equipment that we rent out.  You can check out the our website at www.westcoastgymrentals.com for information.    All rentals come with free maintenance and repairs as long as your renting.  There is a $100 shipping fee and $100 pickup fee when your done renting.  All rentals are a 3 month minimum.  We also rent out to residential customers and have a list of the products we rent out at www.wcgymequipment.com  Life fitness Treadmills starting at $150 a month  Precor Ellipticals starting at $89 a month  Cybex Arc Trainers starting at $99 a month  Life Fitness, Precor Recumbent and Upright Bikes starting at $59 a month  Spin bikes starting at $49 a month  Stairmaster Stepmills at $200 a month  Functional Trainers at $99 a month  Adjustable benches at $39 a month  Dumbbell 5-50 sets $69 a month  Woodway Curve Treadmills at $119 a month  Jacob Ladders at $109 a month  You can call Mike at 503-502-3842 for more information or email us for information.  Thanks",,,,,,,,,,,,
4228,2995.0,sacramento,https://sacramento.craigslist.org/bik/d/sacramento-specialized-turbo-e-bikes/7470415559.html,2022-04-12 11:40,2 Specialized Turbo S E-bikes, Specialized, Turbo-S,0,Two 28mph pedelecs for sale-one 2013 XL red and one 2016 S black. Both have top end magura and deore xt parts. Price is for one bicycle., alloy, hybrid/comfort, disc (hydraulic), excellent, pedal assist, XL + S, 26 in, flat, none (rigid),,,
4229,11495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2018-triumph-speedmaster/7470399092.html,2022-04-12 11:05,2018 Triumph SPEEDMASTER __HOME DELIVERY + 300 BIKES IN STOCK!!!@@,,,8,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/4UUC92018 Triumph SPEEDMASTERPrice: $11,495.00Basic Information:Year: 2018Make: TriumphModel: Bonneville SpeedmasterStock Number: 2993VIN: SMTD46HL1JT875032Condition: UsedType: StandardMileage: 4903Title: CleanColor: RedEngine:Engine Size (cc): 0Description:Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528619 10318893",,,,,,,,,,,,
4230,10995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2018-yamaha-mt-10-home/7470399972.html,2022-04-12 11:06,2018 Yamaha MT 10 __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,9,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/8849E2018 Yamaha MT 10 10 Horizontal In-line 998 ccPrice: $10,995.00Basic Information:Year: 2018Make: YamahaModel: MTTrim: 10Stock Number: 3012VIN: JYARN48Y0JA000520Condition: UsedType: StandardMileage: 21,932Title: CleanColor: BlueBrakes:ABS BrakesFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.6Front Brake Diameter (mm): 320Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: AluminumFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: KYBFront Suspension Size (in): 1.7Front Suspension Size (mm): 43Front Suspension Type: Inverted ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 4.7Rear Travel (mm): 119.4Comfort:Adjustable LeversCruise ControlDigital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 3.11Bore (mm): 79Carburetion Type: Fuel InjectedCompression Ratio: 12.0Cooling System: LiquidCylinders: 4Engine Size (cc): 998Engine Size (ci): 60.9Engine Stroke: 4-StrokeEngine Type: Horizontal In-lineFuel Capacity (gal): 4.5Fuel InjectorFuel Requirements: RegularStarter: ElectricStroke (in): 2Stroke (mm): 50.9US Miles Per Gallon (Combined): 30Valve Configuration: DOHCValves: 16Valves Per Cylinder: 4Other Information:Chain GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsHeel GuardsRear FenderStandStand Type: KickUpper FairingSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: LightSpecifications:Body Material: PlasticFront Tire (Full Spec): Bridgestone 120/70 ZR17Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: ZFront Tire Width: 120Fuel Capacity (liters): 17Ground Clearance (in): 5.1Ground Clearance (mm): 129.5Height (inches): 43Height (mm): 1110Length (inches): 82Length (mm): 2095.5Rear Tire (Full Spec): Bridgestone 190/55 ZR17Rear Tire (Inches): 17Rear Tire Aspect Ratio: 55Rear Tire Speed Rating: ZRear Tire Width: 190Seat Height (inches): 32Tube / Tubeless: TubelessWet Weight (kg): 210Wet Weight (lbs): 463Wheelbase (in): 55.1Wheelbase (mm): 1399.5Wheels Composition: AluminumWidth (inches): 31Width (mm): 800.1Shift LightSpeedometerTachometerDescription:Standard / Naked Sport Bike 998cc Liquid-Cooled, Four-Stroke Inline Four Engine Anti-Lock Brake System (ABS) & Traction Control System (TCS) Windscreen Yamaha’s chip controlled throttle (YCC-T), D-Modes (3 modes) Cruise Control LCD instrumentation Safety Inspection Completed Clean Title Extended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528660 10222813",,,,,,,,,,,,
4231,1995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2003-yamaha-zuma-home/7470399585.html,2022-04-12 11:06,2003 Yamaha Zuma __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,9,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/JKC2N2003 Yamaha ZumaPrice: $1,995.00Basic Information:Year: 2003Make: YamahaModel: ZumaStock Number: 2881VIN: LPRSA20A23A209372Condition: UsedType: OtherTitle: CleanColor: SilverMileage: 9,824Engine:Engine Size (cc): 0Fuel Type: GasolineDescription:Scooter 49cc, air-cooled, reed valve-inducted, 2-stroke single cylinder Engine 1.5 Gallons Fuel Tank Under Seat Cargo space 155mm disc brake on the front and a drum brake on the back Safety Inspection Completed Clean Title Extended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33661073 10222883",,,,,,,,,,,,
4232,11495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2018-triumph-street/7470398428.html,2022-04-12 11:04,2018 Triumph Street Triple RS __HOME DELIVERY + 300 BIKES IN STOCK!!!@,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/XZ8WX2018 Triumph Street Triple RS Phantom Black Triple R Horizontal In-line 675 ccPrice: $11,495.00Basic Information:Year: 2018Make: TriumphModel: StreetTrim: Triple RSStock Number: 3018VIN: SMTA464SXJT816710Condition: UsedType: OtherMileage: 5,013Title: CleanColor: BlackEngine:Bore (in): 2.92Bore (mm): 74Carburetion Type: Fuel InjectedCompression Ratio: 12Cooling System: LiquidCylinders: 3Engine Size (cc): 675Engine Size (ci): 41.2Engine Stroke: 4-StrokeEngine Type: Horizontal In-LineFuel Capacity (gal): 4.6Fuel InjectorHorsepower: 105Horsepower (kW): 78.4Horsepower RPM: 11700Starter: ElectricStroke (in): 2.06Stroke (mm): 52.3Torque (Ft Lbs): 50Torque (Nm): 67.8Torque RPM: 9200US Miles Per Gallon (City): 33US Miles Per Gallon (Hwy): 51Valve Configuration: DOHCValves: 12Valves Per Cylinder: 4Drivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearChassis & Suspension:Frame: AluminumFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: KabayaFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Inverted ForkFront Travel (in): 5.1Front Travel (mm): 130Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: KabayaRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 130Brakes:Brake Brand Name: NissinFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.1Front Brake Diameter (mm): 308Rear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Safety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeComfort:Digital InstrumentationTrip ComputerTrip OdometerSpecifications:Body Material: PlasticFront Tire (Full Spec): 120/70 ZR17Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: ZFront Tire Width: 120Front Wheel Width (in): 3.5Fuel Capacity (liters): 17Height (Inches): 43Height (mm): 1110Length (Inches): 79Length (mm): 2030Rear Tire (Full Spec): 180/55 ZR17Rear Tire (Inches): 17Rear Tire Aspect Ratio: 55Rear Tire Speed Rating: ZRear Tire Width: 180Rear Wheel Width (in): 5.5Seat Height (Inches): 31Tube / Tubeless: TubelessWet Weight (kg): 189Wet Weight (lbs): 416Wheelbase (in): 55.5Wheelbase (mm): 1410Wheels Composition: AluminumWidth (Inches): 29Width (mm): 755SpeedometerTachometerOther Information:Exterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver And PassengerFork GuardsFront FenderHand GripsRear FenderStandStand Type: KickDescription:Naked Sportbike 765cc In-line 3 Cylinder Engine Full TFT Dash Instruments Multiple Riding Modes w/ ABS Quick Shifter Carbon Fiber Exhaust Safety Inspection Completed Clean Title Extended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528626 10318644",,,,,,,,,,,,
4233,9995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2015-suzuki-gsx-r600/7470397904.html,2022-04-12 11:03,2015 Suzuki GSX-R600 __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,0,,,,,,,,,,,,,
4234,16995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2015-ducati-panigale/7470396664.html,2022-04-12 11:01,2015 Ducati Panigale 1299 S __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/R5R452015 Ducati Panigale 1299 S Red Longitudinal Twin 1285 ccPrice: $16,995.00Basic Information:Year: 2015Make: DucatiModel: PanigaleTrim: 1299 S RedStock Number: 2958VIN: ZDM14BYW9FB025767Condition: UsedType: StandardMileage: 10,252Title: CleanAccessories:SpoilerBrakes:ABS BrakesBrake Brand Name: Brembo MonoblocFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 13Front Brake Diameter (mm): 330Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 9.7Rear Brake Diameter (mm): 245Chassis & Suspension:Frame: AluminumFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Brand Name: OhlinsFront Suspension Size (in): 1.7Front Suspension Size (mm): 43Front Suspension Type: Inverted ForkFront Travel (in): 4.7Front Travel (mm): 120Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: OhlinsRear Suspension Material: AluminumRear Suspension Type: Single Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 130Steering DamperComfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearTransmission Final Drive Ratio: 2.6Transmission Gear Ratio (1): 2.47Transmission Gear Ratio (2): 1.88Transmission Gear Ratio (3): 1.5Transmission Gear Ratio (4): 1.25Transmission Gear Ratio (5): 1.09Transmission Gear Ratio (6): 0.96Engine:Bore (in): 4.57Bore (mm): 116Carburetion Brand: MitsubishiCarburetion Type: Fuel InjectedCompression Ratio: 12.5Cooling System: LiquidCylinders: 2Engine Brand Name: SuperquadroEngine Disp. to Weight (cc): 3.27Engine ImmobilizerEngine Size (cc): 1285Engine Size (ci): 78.4Engine Stroke: 4-StrokeEngine Type: Longitudinal TwinFuel Capacity (gal): 4.5Fuel InjectorFuel Requirements: PremiumHorsepower: 205Horsepower (kW): 150.8Horsepower RPM: 10500Starter: ElectricStroke (in): 2.39Stroke (mm): 60.8Torque (Ft Lbs): 106.7Torque (Nm): 144.6Torque RPM: 8750Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsHeel GuardsLower FairingSeat Tail CoverRear FenderTank GuardStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticDry Weight (kg): 166.5Dry Weight (lbs): 367Front Tire (Full Spec): Pirelli Diablo Supercorsa SP 120/70 ZR17Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: ZFront Tire Width: 120Front Wheel Width (in): 3.5Fuel Capacity (liters): 17Rear Tire (Full Spec): Pirelli Diablo Supercorsa SP 200/55 ZR17Rear Tire (Inches): 17Rear Tire Aspect Ratio: 55Rear Tire Speed Rating: ZRear Tire Width: 200Rear Wheel Width (in): 6Seat Height (inches): 32Tube / Tubeless: TubelessWet Weight (kg): 190.5Wet Weight (lbs): 420Wheelbase (in): 56.6Wheelbase (mm): 1437Wheels Composition: Forged AluminumSpeedometerTachometerDescription:Sport Bike / Super Bike1,285 cc Superquadro L-Twin EngineAkrapovic ExhaustWoodcraft Engine GuardsFrame SlidersRiding Mode (Race, Sport, Wet)Ducati Safety Pack (Cornering ABS, DTC)TFT displaySemi active Ohlins Smart EC suspension and steering damperSafety Inspection CompletedClean TitleExtended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503977 10223291",,,,,,,,,,,,
4235,8495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2019-kawasaki-kx-450/7470397379.html,2022-04-12 11:02,2019 Kawasaki KX 450 F __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,9,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/S93LA2019 Kawasaki KX 450 FPrice: $8,495.00Basic Information:Year: 2019Make: KawasakiModel: KX450FStock Number: 3036VIN: JKAKXGJC8KA003385Condition: UsedType: OtherTitle: CleanColor: GreenEngine:Engine Size (cc): 0Description:Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33504069 10223220",,,,,,,,,,,,
4236,22995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2021-ducati-diavel-1260/7470395922.html,2022-04-12 11:00,2021 Ducati Diavel 1260 S __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/CUYSC2021 Ducati Diavel 1260 S Ducati Red 1262 ccPrice: $22,995.00Basic Information:Year: 2021Make: DucatiModel: Diavel 1260 S Ducati RedStock Number: 2877VIN: ZDMGAHRW3MB004852Condition: UsedType: Sport TouringMileage: 1,743Title: CleanColor: RedAccessories:SpoilerEngine:Bore (in): 4.17Bore (mm): 106Carburetion Brand: BoschCarburetion Type: Fuel InjectedCompression Ratio: 13Cooling System: LiquidCylinders: 2Engine Brand Name: Testastretta DVTEngine ImmobilizerEngine Size (cc): 1262Engine Size (ci): 77Engine Stroke: 4-StrokeFuel InjectorFuel Injector Size (mm): 56Fuel Requirements: PremiumStarter: ElectricStroke (in): 2.81Stroke (mm): 71.5Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Fuel Type: GasolineDrivetrain:Number Of Speeds: 6Transmission: ManualPrimary Drive (Engine / Transmission): GearTransmission Gear Ratio (1): 2.47Transmission Gear Ratio (2): 1.76Transmission Gear Ratio (3): 1.35Transmission Gear Ratio (4): 1.09Transmission Gear Ratio (5): 0.96Transmission Gear Ratio (6): 0.88Chassis & Suspension:Frame: Aluminum / SteelFront Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Type: Inverted ForkFront Travel (in): 4.7Front Travel (mm): 120Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumRear Suspension Type: Single Sided Swing ArmBrakes:ABS BrakesBrake Brand Name: Brembo MonoblocFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.6Front Brake Diameter (mm): 320Linked Brake System Front To RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 10.4Rear Brake Diameter (mm): 265Safety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningSkid PlateTemperature Warning Type: GaugeComfort:Adjustable HandlebarsCruise ControlDigital InstrumentationTrip ComputerTrip OdometerSpecifications:Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Width: 120Front Wheel Width (in): 3.5Rear Tire (Inches): 17Rear Tire Aspect Ratio: 45Rear Tire Width: 240Rear Wheel Width (in): 8Tube / Tubeless: TubelessSpeedometerTachometerOther Information:Engine Case GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver And PassengerFork GuardsFront FenderHand GripsKeyless IgnitionLockable StorageRear FenderStandStand Type: KickDescription:Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503979 10223355",,,,,,,,,,,,
4237,100.0,sacramento,https://sacramento.craigslist.org/bik/d/shingle-springs-vintage-mountain-bikes/7465800085.html,2022-04-12 10:27,3 vintage mountain bikes /Trek * GT,,,0,,,,,,,,,,,,,
4238,999.0,sacramento,https://sacramento.craigslist.org/bik/d/shingle-springs-new-fuji-sl-flat-bar/7470337211.html,2022-04-12 09:21,NEW FUJI SL-A FLAT BAR ROAD BIKE (w/some used parts) medium 54cm, FUJI BIKES, SL-A road bike,15,2021 NEW FRAME and FORK built with mostly new components.    Please call or email if serious about purchasing.  Comes with lifetime warranty on the frame and the fork.    Only weighs 19.9 pounds.   20 Speeds Shimano/Microshift  Pedals also included.   Retail Price would normally be $1400-1500+  FUJI  BIKES  SL-A  FLAT  BAR  CUSTOM  ROAD BIKE 54cm MEDIUM  A6 SUPER BUTTED ALUMINUM FRAME WITH C10 HIGH MODULOUS CARBON FORK  RADIUS BRAKE CALIPERS  TEKTRO BRAKE LEVERS  FSA GOSSAMER ALLOY 34/50 CRANKS   2 x 10 SHIMANO DRIVETRAIN   SHIMANO 105 Rear Derailleur  ULTEGRA 11/23 Cassette 10 Speed  Carbon Pivot 27.2 SEATPOST  PROLOGO SADDLE  Ergonomic Grips  700 x 28c VITTORIA RANDONNEUR TIRES, alloy, road, caliper, new,, 54cm, 700C, flat, none (rigid),,,
